2. ЖЕНЩИНЫ, СОСТОЯЩИЕ В БРАКЕ, ПО ВОЗРАСТНЫМ ГРУППАМ И ЧИСЛУ РОЖДЕННЫХ ДЕТЕЙ													
ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
	Всего	Женщины, указавшие число рожденных детей	из них женщины с числом рожденных детей								Общее число рожденных детей	Среднее число рожденных детей (на 1000 женщин)	Женщины, не указавшие число рожденных детей
65 – 69	17699.0	17687.0	829.0	1933.0	6499.0	4745.0	1986.0	1008.0	326.0	361.0	46984.0	2656.0	12.0
70 и более	22927.0	22886.0	1594.0	3028.0	6497.0	5664.0	2929.0	1719.0	754.0	701.0	63477.0	2774.0	41.0
Красноярский край													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	708700.0	704828.0	58984.0	221392.0	306620.0	82219.0	19402.0	8816.0	3463.0	3932.0	1255550.0	1781.0	3872.0
в том числе в возрасте, лет:													
15 – 17	1608.0	1589.0	1087.0	481.0	21.0	-	-	-	-	-	523.0	329.0	19.0
18 – 19	7860.0	7796.0	4434.0	3167.0	190.0	5.0	-	-	-	-	3562.0	457.0	64.0
20 – 24	58415.0	57970.0	20592.0	31303.0	5369.0	504.0	128.0	4.0	37.0	33.0	44538.0	768.0	445.0
25 – 29	79931.0	79454.0	10997.0	45806.0	19477.0	2364.0	465.0	144.0	68.0	133.0	95942.0	1208.0	477.0
30 – 34	74107.0	73737.0	4517.0	32887.0	29683.0	4958.0	1045.0	313.0	136.0	198.0	115262.0	1563.0	370.0
35 – 39	77941.0	77536.0	2714.0	23450.0	39356.0	8719.0	1934.0	701.0	307.0	355.0	144168.0	1859.0	405.0
40 – 44	98294.0	97784.0	3046.0	21402.0	53760.0	14427.0	3039.0	1183.0	443.0	484.0	196844.0	2013.0	510.0
45 – 49	93225.0	92697.0	2850.0	18220.0	50338.0	15493.0	3159.0	1425.0	585.0	627.0	193802.0	2091.0	528.0
50 – 54	75549.0	75136.0	2431.0	16221.0	40769.0	11359.0	2128.0	1189.0	397.0	642.0	153796.0	2047.0	413.0
55 – 59	34007.0	33834.0	1210.0	8053.0	18180.0	4372.0	974.0	532.0	255.0	258.0	67808.0	2004.0	173.0
60 – 64	45362.0	45176.0	1821.0	9739.0	23163.0	7017.0	1841.0	963.0	307.0	325.0	93771.0	2076.0	186.0
65 – 69	29922.0	29778.0	1450.0	5443.0	14304.0	5643.0	1573.0	841.0	247.0	277.0	65271.0	2192.0	144.0
70 и более	32479.0	32341.0	1835.0	5220.0	12010.0	7358.0	3116.0	1521.0	681.0	600.0	80263.0	2482.0	138.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	531473.0	529841.0	48650.0	186660.0	233252.0	47124.0	8410.0	3046.0	1080.0	1619.0	862947.0	1629.0	1632.0
в том числе в возрасте, лет:													
15 – 17	994.0	986.0	746.0	232.0	8.0	-	-	-	-	-	248.0	252.0	8.0
18 – 19	5671.0	5641.0	3519.0	2017.0	101.0	4.0	-	-	-	-	2231.0	395.0	30.0
20 – 24	45726.0	45480.0	17765.0	24480.0	2915.0	192.0	62.0	4.0	33.0	29.0	31555.0	694.0	246.0
25 – 29	63730.0	63465.0	9740.0	39046.0	13291.0	1024.0	156.0	54.0	42.0	112.0	70773.0	1115.0	265.0
30 – 34	57943.0	57747.0	3976.0	28896.0	21572.0	2564.0	435.0	130.0	55.0	119.0	83426.0	1445.0	196.0
35 – 39	58582.0	58455.0	2113.0	20628.0	29484.0	4880.0	867.0	205.0	105.0	173.0	100737.0	1723.0	127.0
40 – 44	73013.0	72841.0	2286.0	18354.0	41758.0	8344.0	1309.0	445.0	148.0	197.0	136814.0	1878.0	172.0
45 – 49	69039.0	68871.0	2140.0	15496.0	39425.0	9427.0	1474.0	504.0	175.0	230.0	133990.0	1946.0	168.0
50 – 54	56883.0	56721.0	1895.0	13806.0	32344.0	6799.0	980.0	463.0	129.0	305.0	108326.0	1910.0	162.0
55 – 59	25820.0	25747.0	968.0	6985.0	14447.0	2526.0	440.0	212.0	68.0	101.0	47560.0	1847.0	73.0
60 – 64	32863.0	32792.0	1265.0	8282.0	18145.0	3990.0	643.0	262.0	85.0	120.0	61884.0	1887.0	71.0
65 – 69	20535.0	20481.0	1045.0	4433.0	10905.0	3111.0	639.0	239.0	28.0	81.0	40211.0	1963.0	54.0
70 и более	20674.0	20614.0	1192.0	4005.0	8857.0	4263.0	1405.0	528.0	212.0	152.0	45192.0	2192.0	60.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	177227.0	174987.0	10334.0	34732.0	73368.0	35095.0	10992.0	5770.0	2383.0	2313.0	392603.0	2244.0	2240.0
в том числе в возрасте, лет:													
15 – 17	614.0	603.0	341.0	249.0	13.0	-	-	-	-	-	275.0	456.0	11.0
18 – 19	2189.0	2155.0	915.0	1150.0	89.0	1.0	-	-	-	-	1331.0	618.0	34.0
20 – 24	12689.0	12490.0	2827.0	6823.0	2454.0	312.0	66.0	-	4.0	4.0	12983.0	1039.0	199.0
25 – 29	16201.0	15989.0	1257.0	6760.0	6186.0	1340.0	309.0	90.0	26.0	21.0	25169.0	1574.0	212.0
30 – 34	16164.0	15990.0	541.0	3991.0	8111.0	2394.0	610.0	183.0	81.0	79.0	31836.0	1991.0	174.0
35 – 39	19359.0	19081.0	601.0	2822.0	9872.0	3839.0	1067.0	496.0	202.0	182.0	43431.0	2276.0	278.0
40 – 44	25281.0	24943.0	760.0	3048.0	12002.0	6083.0	1730.0	738.0	295.0	287.0	60030.0	2407.0	338.0
45 – 49	24186.0	23826.0	710.0	2724.0	10913.0	6066.0	1685.0	921.0	410.0	397.0	59812.0	2510.0	360.0
50 – 54	18666.0	18415.0	536.0	2415.0	8425.0	4560.0	1148.0	726.0	268.0	337.0	45470.0	2469.0	251.0
55 – 59	8187.0	8087.0	242.0	1068.0	3733.0	1846.0	534.0	320.0	187.0	157.0	20248.0	2504.0	100.0
60 – 64	12499.0	12384.0	556.0	1457.0	5018.0	3027.0	1198.0	701.0	222.0	205.0	31887.0	2575.0	115.0
65 – 69	9387.0	9297.0	405.0	1010.0	3399.0	2532.0	934.0	602.0	219.0	196.0	25060.0	2695.0	90.0
70 и более	11805.0	11727.0	643.0	1215.0	3153.0	3095.0	1711.0	993.0	469.0	448.0	35071.0	2991.0	78.0
Таймырский (Долгано-Ненецкий) автономный округ													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	8595.0	8472.0	730.0	2704.0	3379.0	985.0	309.0	133.0	90.0	142.0	16062.0	1896.0	123.0
в том числе в возрасте, лет:													
15 – 17	27.0	27.0	17.0	10.0	-	-	-	-	-	-	10.0	370.0	-
18 – 19	121.0	120.0	58.0	59.0	3.0	-	-	-	-	-	65.0	542.0	1.0
20 – 24	828.0	816.0	254.0	432.0	109.0	17.0	4.0	-	-	-	717.0	879.0	12.0
25 – 29	1129.0	1111.0	144.0	619.0	278.0	44.0	18.0	6.0	-	2.0	1426.0	1284.0	18.0
30 – 34	1089.0	1080.0	56.0	443.0	418.0	104.0	32.0	16.0	7.0	4.0	1873.0	1734.0	9.0
35 – 39	1073.0	1061.0	27.0	290.0	492.0	153.0	55.0	17.0	11.0	16.0	2240.0	2111.0	12.0
40 – 44	1403.0	1381.0	53.0	290.0	677.0	206.0	73.0	27.0	23.0	32.0	3086.0	2235.0	22.0
45 – 49	1289.0	1269.0	43.0	251.0	652.0	195.0	57.0	29.0	13.0	29.0	2840.0	2238.0	20.0
50 – 54	980.0	960.0	44.0	190.0	489.0	154.0	36.0	19.0	14.0	14.0	2070.0	2156.0	20.0
55 – 59	310.0	308.0	20.0	59.0	138.0	55.0	12.0	7.0	6.0	11.0	724.0	2351.0	2.0
60 – 64	192.0	188.0	9.0	32.0	76.0	29.0	11.0	5.0	10.0	16.0	537.0	2856.0	4.0
65 – 69	80.0	78.0	3.0	17.0	24.0	16.0	6.0	2.0	3.0	7.0	219.0	2808.0	2.0
70 и более	74.0	73.0	2.0	12.0	23.0	12.0	5.0	5.0	3.0	11.0	255.0	3493.0	1.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	5931.0	5818.0	551.0	2101.0	2457.0	556.0	87.0	21.0	14.0	31.0	9474.0	1628.0	113.0
в том числе в возрасте, лет:													
15 – 17	14.0	14.0	10.0	4.0	-	-	-	-	-	-	4.0	286.0	-
18 – 19	80.0	79.0	40.0	38.0	1.0	-	-	-	-	-	40.0	506.0	1.0
20 – 24	576.0	564.0	198.0	311.0	50.0	4.0	1.0	-	-	-	427.0	757.0	12.0
25 – 29	799.0	782.0	112.0	483.0	171.0	11.0	2.0	1.0	-	2.0	888.0	1136.0	17.0
30 – 34	748.0	741.0	41.0	359.0	300.0	33.0	4.0	-	2.0	2.0	1104.0	1490.0	7.0
35 – 39	694.0	683.0	21.0	226.0	351.0	72.0	6.0	1.0	1.0	5.0	1221.0	1788.0	11.0
40 – 44	946.0	927.0	41.0	229.0	499.0	117.0	27.0	5.0	2.0	7.0	1784.0	1924.0	19.0
45 – 49	931.0	912.0	33.0	204.0	505.0	136.0	20.0	4.0	4.0	6.0	1791.0	1964.0	19.0
50 – 54	727.0	708.0	34.0	163.0	378.0	106.0	13.0	7.0	3.0	4.0	1372.0	1938.0	19.0
55 – 59	190.0	188.0	13.0	36.0	99.0	33.0	5.0	1.0	-	1.0	365.0	1941.0	2.0
60 – 64	123.0	119.0	5.0	24.0	61.0	21.0	3.0	1.0	1.0	3.0	258.0	2168.0	4.0
65 – 69	57.0	55.0	2.0	15.0	22.0	13.0	2.0	-	-	1.0	114.0	2073.0	2.0
70 и более	46.0	46.0	1.0	9.0	20.0	10.0	4.0	1.0	1.0	-	106.0	2304.0	-
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	2664.0	2654.0	179.0	603.0	922.0	429.0	222.0	112.0	76.0	111.0	6588.0	2482.0	10.0
в том числе в возрасте, лет:													
15 – 17	13.0	13.0	7.0	6.0	-	-	-	-	-	-	6.0	462.0	-
18 – 19	41.0	41.0	18.0	21.0	2.0	-	-	-	-	-	25.0	610.0	-
20 – 24	252.0	252.0	56.0	121.0	59.0	13.0	3.0	-	-	-	290.0	1151.0	-
25 – 29	330.0	329.0	32.0	136.0	107.0	33.0	16.0	5.0	-	-	538.0	1635.0	1.0
30 – 34	341.0	339.0	15.0	84.0	118.0	71.0	28.0	16.0	5.0	2.0	769.0	2268.0	2.0
35 – 39	379.0	378.0	6.0	64.0	141.0	81.0	49.0	16.0	10.0	11.0	1019.0	2696.0	1.0
40 – 44	457.0	454.0	12.0	61.0	178.0	89.0	46.0	22.0	21.0	25.0	1302.0	2868.0	3.0
45 – 49	358.0	357.0	10.0	47.0	147.0	59.0	37.0	25.0	9.0	23.0	1049.0	2938.0	1.0
50 – 54	253.0	252.0	10.0	27.0	111.0	48.0	23.0	12.0	11.0	10.0	698.0	2770.0	1.0
55 – 59	120.0	120.0	7.0	23.0	39.0	22.0	7.0	6.0	6.0	10.0	359.0	2992.0	-
60 – 64	69.0	69.0	4.0	8.0	15.0	8.0	8.0	4.0	9.0	13.0	279.0	4043.0	-
65 – 69	23.0	23.0	1.0	2.0	2.0	3.0	4.0	2.0	3.0	6.0	105.0	4565.0	-
70 и более	28.0	27.0	1.0	3.0	3.0	2.0	1.0	4.0	2.0	11.0	149.0	5519.0	1.0
Эвенкийский автономный округ													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	4027.0	4025.0	318.0	1008.0	1671.0	596.0	250.0	87.0	38.0	57.0	8265.0	2053.0	2.0
в том числе в возрасте, лет:													
15 – 17	15.0	15.0	9.0	5.0	1.0	-	-	-	-	-	7.0	467.0	-
18 – 19	50.0	50.0	28.0	21.0	-	1.0	-	-	-	-	24.0	480.0	-
20 – 24	334.0	334.0	87.0	178.0	57.0	7.0	3.0	-	1.0	1.0	338.0	1012.0	-
25 – 29	465.0	464.0	49.0	222.0	142.0	35.0	9.0	4.0	1.0	2.0	687.0	1481.0	1.0
30 – 34	450.0	450.0	24.0	131.0	193.0	67.0	24.0	3.0	4.0	4.0	883.0	1962.0	-
35 – 39	517.0	517.0	22.0	113.0	234.0	92.0	39.0	8.0	4.0	5.0	1113.0	2153.0	-
40 – 44	641.0	641.0	31.0	104.0	301.0	106.0	60.0	28.0	6.0	5.0	1483.0	2314.0	-
45 – 49	640.0	640.0	16.0	86.0	326.0	124.0	48.0	14.0	12.0	14.0	1551.0	2423.0	-
50 – 54	464.0	463.0	21.0	80.0	223.0	85.0	30.0	13.0	3.0	8.0	1057.0	2283.0	1.0
55 – 59	183.0	183.0	10.0	28.0	81.0	35.0	15.0	5.0	3.0	6.0	444.0	2426.0	-
60 – 64	142.0	142.0	11.0	14.0	71.0	25.0	8.0	5.0	3.0	5.0	353.0	2486.0	-
65 – 69	77.0	77.0	7.0	16.0	28.0	11.0	5.0	4.0	1.0	5.0	195.0	2532.0	-
70 и более	49.0	49.0	3.0	10.0	14.0	8.0	9.0	3.0	-	2.0	130.0	2653.0	-
Городские населенные пункты													
Женщины в возрасте 15 лет и более	1330.0	1328.0	132.0	404.0	552.0	157.0	53.0	13.0	8.0	9.0	2377.0	1790.0	2.0
в том числе в возрасте, лет:													
15 – 17	2.0	2.0	1.0	1.0	-	-	-	-	-	-	1.0	500.0	-
18 – 19	21.0	21.0	16.0	5.0	-	-	-	-	-	-	5.0	238.0	-
20 – 24	109.0	109.0	35.0	58.0	11.0	3.0	-	-	1.0	1.0	102.0	936.0	-
25 – 29	186.0	185.0	21.0	99.0	48.0	10.0	4.0	-	1.0	2.0	261.0	1411.0	1.0
30 – 34	152.0	152.0	11.0	54.0	62.0	20.0	2.0	1.0	1.0	1.0	265.0	1743.0	-
35 – 39	189.0	189.0	9.0	59.0	78.0	27.0	15.0	1.0	-	-	361.0	1910.0	-
40 – 44	206.0	206.0	14.0	42.0	110.0	24.0	12.0	2.0	1.0	1.0	405.0	1966.0	-
45 – 49	204.0	204.0	7.0	31.0	120.0	33.0	9.0	2.0	2.0	-	428.0	2098.0	-
50 – 54	163.0	162.0	12.0	33.0	78.0	26.0	7.0	4.0	-	2.0	337.0	2080.0	1.0
55 – 59	49.0	49.0	2.0	14.0	21.0	8.0	2.0	1.0	1.0	-	99.0	2020.0	-
60 – 64	34.0	34.0	3.0	2.0	19.0	4.0	2.0	1.0	1.0	2.0	86.0	2529.0	-
65 – 69	7.0	7.0	-	3.0	3.0	1.0	-	-	-	-	12.0	1714.0	-
70 и более	8.0	8.0	1.0	3.0	2.0	1.0	-	1.0	-	-	15.0	1875.0	-
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	2697.0	2697.0	186.0	604.0	1119.0	439.0	197.0	74.0	30.0	48.0	5888.0	2183.0	-
в том числе в возрасте, лет:													
15 – 17	13.0	13.0	8.0	4.0	1.0	-	-	-	-	-	6.0	462.0	-
18 – 19	29.0	29.0	12.0	16.0	-	1.0	-	-	-	-	19.0	655.0	-
20 – 24	225.0	225.0	52.0	120.0	46.0	4.0	3.0	-	-	-	236.0	1049.0	-
25 – 29	279.0	279.0	28.0	123.0	94.0	25.0	5.0	4.0	-	-	426.0	1527.0	-
30 – 34	298.0	298.0	13.0	77.0	131.0	47.0	22.0	2.0	3.0	3.0	618.0	2074.0	-
35 – 39	328.0	328.0	13.0	54.0	156.0	65.0	24.0	7.0	4.0	5.0	752.0	2293.0	-
40 – 44	435.0	435.0	17.0	62.0	191.0	82.0	48.0	26.0	5.0	4.0	1078.0	2478.0	-
45 – 49	436.0	436.0	9.0	55.0	206.0	91.0	39.0	12.0	10.0	14.0	1123.0	2576.0	-
50 – 54	301.0	301.0	9.0	47.0	145.0	59.0	23.0	9.0	3.0	6.0	720.0	2392.0	-
55 – 59	134.0	134.0	8.0	14.0	60.0	27.0	13.0	4.0	2.0	6.0	345.0	2575.0	-
60 – 64	108.0	108.0	8.0	12.0	52.0	21.0	6.0	4.0	2.0	3.0	267.0	2472.0	-
65 – 69	70.0	70.0	7.0	13.0	25.0	10.0	5.0	4.0	1.0	5.0	183.0	2614.0	-
70 и более	41.0	41.0	2.0	7.0	12.0	7.0	9.0	2.0	-	2.0	115.0	2805.0	-
Иркутская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	592820.0	577432.0	40145.0	168641.0	252108.0	78665.0	19636.0	10018.0	3915.0	4304.0	1096105.0	1898.0	15388.0
в том числе в возрасте, лет:													
15 – 17	1346.0	1270.0	817.0	438.0	15.0	-	-	-	-	-	468.0	369.0	76.0
18 – 19	7104.0	6577.0	3293.0	3065.0	203.0	16.0	-	-	-	-	3519.0	535.0	527.0
20 – 24	49922.0	47293.0	13801.0	27629.0	5234.0	454.0	102.0	14.0	35.0	24.0	40315.0	852.0	2629.0
25 – 29	68046.0	65993.0	7274.0	36687.0	18726.0	2550.0	458.0	118.0	63.0	117.0	85647.0	1298.0	2053.0
30 – 34	63233.0	61947.0	2956.0	24066.0	27876.0	5118.0	1171.0	436.0	150.0	174.0	104286.0	1683.0	1286.0
35 – 39	63694.0	62565.0	1788.0	15616.0	32727.0	8805.0	2176.0	848.0	246.0	359.0	124810.0	1995.0	1129.0
40 – 44	80762.0	79333.0	2070.0	14598.0	42270.0	14202.0	3523.0	1469.0	547.0	654.0	171717.0	2165.0	1429.0
45 – 49	76186.0	74796.0	2006.0	12860.0	38163.0	15098.0	3447.0	1738.0	750.0	734.0	167526.0	2240.0	1390.0
50 – 54	63051.0	61701.0	1634.0	11505.0	32149.0	11388.0	2366.0	1549.0	552.0	558.0	134981.0	2188.0	1350.0
55 – 59	29047.0	28310.0	932.0	6003.0	14858.0	4476.0	1075.0	562.0	201.0	203.0	59171.0	2090.0	737.0
60 – 64	38928.0	37924.0	1291.0	7807.0	19008.0	6549.0	1520.0	980.0	363.0	406.0	81914.0	2160.0	1004.0
65 – 69	25807.0	24954.0	1009.0	4370.0	11661.0	4824.0	1467.0	854.0	367.0	402.0	57789.0	2316.0	853.0
70 и более	25694.0	24769.0	1274.0	3997.0	9218.0	5185.0	2331.0	1450.0	641.0	673.0	63962.0	2582.0	925.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	471682.0	458741.0	34277.0	148570.0	208905.0	50672.0	9521.0	3782.0	1247.0	1767.0	797438.0	1738.0	12941.0
в том числе в возрасте, лет:													
15 – 17	938.0	878.0	583.0	283.0	12.0	-	-	-	-	-	307.0	350.0	60.0
18 – 19	5527.0	5057.0	2661.0	2271.0	113.0	12.0	-	-	-	-	2533.0	501.0	470.0
20 – 24	40693.0	38313.0	12213.0	22599.0	3226.0	182.0	27.0	8.0	35.0	23.0	30116.0	786.0	2380.0
25 – 29	55911.0	54108.0	6545.0	32380.0	13618.0	1218.0	180.0	35.0	39.0	93.0	65240.0	1206.0	1803.0
30 – 34	50773.0	49684.0	2576.0	21908.0	21760.0	2666.0	481.0	131.0	46.0	116.0	77199.0	1554.0	1089.0
35 – 39	49728.0	48810.0	1484.0	14139.0	26604.0	5108.0	937.0	277.0	62.0	199.0	89826.0	1840.0	918.0
40 – 44	63141.0	62002.0	1668.0	13094.0	35517.0	9062.0	1642.0	574.0	143.0	302.0	124081.0	2001.0	1139.0
45 – 49	59905.0	58811.0	1561.0	11488.0	32636.0	10236.0	1743.0	616.0	260.0	271.0	121409.0	2064.0	1094.0
50 – 54	50969.0	49876.0	1369.0	10319.0	27857.0	7945.0	1304.0	668.0	205.0	209.0	101315.0	2031.0	1093.0
55 – 59	24049.0	23429.0	783.0	5509.0	13171.0	3062.0	526.0	231.0	53.0	94.0	45455.0	1940.0	620.0
60 – 64	31029.0	30198.0	1051.0	7111.0	16428.0	4321.0	717.0	369.0	82.0	119.0	59075.0	1956.0	831.0
65 – 69	19772.0	19078.0	775.0	3983.0	10012.0	3168.0	648.0	292.0	104.0	96.0	38936.0	2041.0	694.0
70 и более	19247.0	18497.0	1008.0	3486.0	7951.0	3692.0	1316.0	581.0	218.0	245.0	41946.0	2268.0	750.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	121138.0	118691.0	5868.0	20071.0	43203.0	27993.0	10115.0	6236.0	2668.0	2537.0	298667.0	2516.0	2447.0
в том числе в возрасте, лет:													
15 – 17	408.0	392.0	234.0	155.0	3.0	-	-	-	-	-	161.0	411.0	16.0
18 – 19	1577.0	1520.0	632.0	794.0	90.0	4.0	-	-	-	-	986.0	649.0	57.0
20 – 24	9229.0	8980.0	1588.0	5030.0	2008.0	272.0	75.0	6.0	-	1.0	10199.0	1136.0	249.0
25 – 29	12135.0	11885.0	729.0	4307.0	5108.0	1332.0	278.0	83.0	24.0	24.0	20407.0	1717.0	250.0
30 – 34	12460.0	12263.0	380.0	2158.0	6116.0	2452.0	690.0	305.0	104.0	58.0	27087.0	2209.0	197.0
35 – 39	13966.0	13755.0	304.0	1477.0	6123.0	3697.0	1239.0	571.0	184.0	160.0	34984.0	2543.0	211.0
40 – 44	17621.0	17331.0	402.0	1504.0	6753.0	5140.0	1881.0	895.0	404.0	352.0	47636.0	2749.0	290.0
45 – 49	16281.0	15985.0	445.0	1372.0	5527.0	4862.0	1704.0	1122.0	490.0	463.0	46117.0	2885.0	296.0
50 – 54	12082.0	11825.0	265.0	1186.0	4292.0	3443.0	1062.0	881.0	347.0	349.0	33666.0	2847.0	257.0
55 – 59	4998.0	4881.0	149.0	494.0	1687.0	1414.0	549.0	331.0	148.0	109.0	13716.0	2810.0	117.0
60 – 64	7899.0	7726.0	240.0	696.0	2580.0	2228.0	803.0	611.0	281.0	287.0	22839.0	2956.0	173.0
65 – 69	6035.0	5876.0	234.0	387.0	1649.0	1656.0	819.0	562.0	263.0	306.0	18853.0	3208.0	159.0
70 и более	6447.0	6272.0	266.0	511.0	1267.0	1493.0	1015.0	869.0	423.0	428.0	22016.0	3510.0	175.0
Усть-Ордынский Бурятский автономный округ													
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	28872.0	28679.0	1299.0	4262.0	9122.0	7113.0	2927.0	2176.0	870.0	910.0	78948.0	2753.0	193.0
в том числе в возрасте, лет:													
15 – 17	80.0	78.0	48.0	27.0	3.0	-	-	-	-	-	33.0	423.0	2.0
18 – 19	335.0	332.0	110.0	203.0	19.0	-	-	-	-	-	241.0	726.0	3.0
20 – 24	2251.0	2240.0	383.0	1173.0	583.0	88.0	12.0	1.0	-	-	2656.0	1186.0	11.0
25 – 29	3164.0	3129.0	206.0	952.0	1408.0	440.0	92.0	24.0	4.0	3.0	5621.0	1796.0	35.0
30 – 34	3417.0	3398.0	110.0	484.0	1554.0	864.0	228.0	101.0	39.0	18.0	7970.0	2345.0	19.0
35 – 39	3639.0	3611.0	85.0	325.0	1326.0	1161.0	416.0	196.0	59.0	43.0	9788.0	2711.0	28.0
40 – 44	4393.0	4375.0	92.0	307.0	1323.0	1431.0	601.0	341.0	155.0	125.0	13254.0	3029.0	18.0
45 – 49	3793.0	3777.0	83.0	271.0	1053.0	1122.0	522.0	405.0	172.0	149.0	12092.0	3201.0	16.0
50 – 54	2584.0	2574.0	59.0	191.0	718.0	735.0	320.0	343.0	97.0	111.0	8314.0	3230.0	10.0
55 – 59	1001.0	996.0	23.0	85.0	268.0	277.0	128.0	108.0	49.0	58.0	3276.0	3289.0	5.0
60 – 64	1571.0	1554.0	28.0	93.0	368.0	435.0	197.0	224.0	94.0	115.0	5533.0	3560.0	17.0
65 – 69	1264.0	1249.0	35.0	56.0	279.0	289.0	194.0	200.0	82.0	114.0	4673.0	3741.0	15.0
70 и более	1380.0	1366.0	37.0	95.0	220.0	271.0	217.0	233.0	119.0	174.0	5497.0	4024.0	14.0
Кемеровская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	695794.0	695435.0	56675.0	222331.0	311275.0	75611.0	16090.0	7407.0	2714.0	3332.0	1216298.0	1749.0	359.0
в том числе в возрасте, лет:													
15 – 17	1564.0	1564.0	1011.0	549.0	4.0	-	-	-	-	-	557.0	356.0	-
18 – 19	8178.0	8174.0	4489.0	3507.0	161.0	17.0	-	-	-	-	3880.0	475.0	4.0
20 – 24	55848.0	55828.0	18298.0	32175.0	4828.0	399.0	79.0	9.0	28.0	12.0	43641.0	782.0	20.0
25 – 29	74034.0	74006.0	9689.0	43410.0	18377.0	1993.0	339.0	91.0	50.0	57.0	88702.0	1199.0	28.0
30 – 34	66932.0	66920.0	3842.0	30043.0	28004.0	3878.0	699.0	238.0	87.0	129.0	103268.0	1543.0	12.0
35 – 39	68357.0	68345.0	2449.0	21017.0	35786.0	6837.0	1358.0	507.0	161.0	230.0	123955.0	1814.0	12.0
40 – 44	96001.0	95939.0	3258.0	22150.0	53848.0	12704.0	2346.0	883.0	303.0	447.0	187104.0	1950.0	62.0
45 – 49	91321.0	91282.0	3041.0	19250.0	50850.0	13572.0	2425.0	1207.0	421.0	516.0	184100.0	2017.0	39.0
50 – 54	76494.0	76437.0	2698.0	17777.0	42093.0	10117.0	1906.0	1067.0	334.0	445.0	150941.0	1975.0	57.0
55 – 59	35826.0	35817.0	1529.0	8891.0	19513.0	4400.0	725.0	370.0	150.0	239.0	68657.0	1917.0	9.0
60 – 64	46179.0	46146.0	2014.0	10053.0	24880.0	6545.0	1386.0	712.0	253.0	303.0	92542.0	2005.0	33.0
65 – 69	34655.0	34618.0	1777.0	6919.0	17180.0	6037.0	1555.0	653.0	232.0	265.0	72363.0	2090.0	37.0
70 и более	40405.0	40359.0	2580.0	6590.0	15751.0	9112.0	3272.0	1670.0	695.0	689.0	96588.0	2393.0	46.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	602186.0	601852.0	50955.0	202971.0	272493.0	57175.0	10455.0	4095.0	1535.0	2173.0	1008526.0	1676.0	334.0
в том числе в возрасте, лет:													
15 – 17	1263.0	1263.0	833.0	426.0	4.0	-	-	-	-	-	434.0	344.0	-
18 – 19	6858.0	6854.0	3856.0	2874.0	120.0	4.0	-	-	-	-	3126.0	456.0	4.0
20 – 24	48847.0	48831.0	16888.0	27959.0	3703.0	197.0	48.0	8.0	20.0	8.0	36364.0	745.0	16.0
25 – 29	65384.0	65360.0	8971.0	39734.0	14925.0	1376.0	209.0	53.0	44.0	48.0	75453.0	1154.0	24.0
30 – 34	58442.0	58430.0	3480.0	27910.0	23527.0	2809.0	408.0	136.0	44.0	116.0	86935.0	1488.0	12.0
35 – 39	58773.0	58761.0	2169.0	19492.0	30868.0	4836.0	885.0	255.0	88.0	168.0	102539.0	1745.0	12.0
40 – 44	82464.0	82408.0	2893.0	20437.0	47255.0	9393.0	1516.0	455.0	159.0	300.0	154811.0	1879.0	56.0
45 – 49	78913.0	78874.0	2634.0	17755.0	45171.0	10459.0	1605.0	682.0	229.0	339.0	153440.0	1945.0	39.0
50 – 54	66775.0	66719.0	2409.0	16587.0	37637.0	7805.0	1250.0	571.0	198.0	262.0	126440.0	1895.0	56.0
55 – 59	31137.0	31129.0	1342.0	8285.0	17455.0	3205.0	422.0	166.0	87.0	167.0	57171.0	1837.0	8.0
60 – 64	39652.0	39624.0	1738.0	9307.0	22168.0	4921.0	816.0	366.0	134.0	174.0	75685.0	1910.0	28.0
65 – 69	29599.0	29564.0	1521.0	6356.0	15381.0	4687.0	955.0	404.0	109.0	151.0	58835.0	1990.0	35.0
70 и более	34079.0	34035.0	2221.0	5849.0	14279.0	7483.0	2341.0	999.0	423.0	440.0	77293.0	2271.0	44.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	93608.0	93583.0	5720.0	19360.0	38782.0	18436.0	5635.0	3312.0	1179.0	1159.0	207772.0	2220.0	25.0
в том числе в возрасте, лет:													
15 – 17	301.0	301.0	178.0	123.0	-	-	-	-	-	-	123.0	409.0	-
18 – 19	1320.0	1320.0	633.0	633.0	41.0	13.0	-	-	-	-	754.0	571.0	-
