																			
2. НАСЕЛЕНИЕ ПО ПОЛУ, ВОЗРАСТНЫМ ГРУППАМ И ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																			
																			
																			
	Все население	Всего указали источников средств к существова-нию	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения указали			
Сельское население	416801.0	676637.0	125478.0	166752.0	2148.0	78428.0	16656.0	100832.0	12559.0	4849.0	507.0	154.0	158278.0	9996.0	606.0	177328.0	218060.0	20040.0	767.0
из него в возрасте:																			
моложе трудоспособного	109204.0	208524.0	63.0	8732.0	186.0	6490.0	1705.0	89954.0	-	1592.0	13.0	54.0	99464.0	271.0	100.0	21939.0	75451.0	11174.0	540.0
трудоспособном	242957.0	366112.0	122580.0	124218.0	1962.0	10635.0	12208.0	10830.0	12558.0	2714.0	220.0	88.0	58440.0	9659.0	439.0	126500.0	108659.0	7142.0	217.0
старше трудоспособного	64550.0	101955.0	2822.0	33797.0	-	61298.0	2742.0	45.0	-	542.0	274.0	12.0	358.0	65.0	15.0	28859.0	33942.0	1724.0	10.0
Мужчины	206608.0	331531.0	70152.0	81041.0	936.0	28374.0	9772.0	48934.0	4716.0	3044.0	243.0	66.0	77760.0	6493.0	316.0	90741.0	106247.0	8921.0	383.0
из них в возрасте:																			
моложе трудоспособного	55693.0	106184.0	45.0	4501.0	95.0	3290.0	1033.0	45662.0	-	830.0	6.0	27.0	50547.0	148.0	50.0	11373.0	38308.0	5654.0	308.0
трудоспособном	128255.0	188673.0	69178.0	63767.0	841.0	3898.0	7427.0	3257.0	4715.0	1989.0	124.0	36.0	27133.0	6308.0	233.0	70144.0	55174.0	2635.0	69.0
старше трудоспособного	22613.0	36647.0	920.0	12770.0	-	21185.0	1312.0	13.0	-	224.0	113.0	3.0	71.0	36.0	8.0	9207.0	12760.0	632.0	6.0
Женщины	210193.0	345106.0	55326.0	85711.0	1212.0	50054.0	6884.0	51898.0	7843.0	1805.0	264.0	88.0	80518.0	3503.0	290.0	86587.0	111813.0	11119.0	384.0
из них в возрасте:																			
моложе трудоспособного	53511.0	102340.0	18.0	4231.0	91.0	3200.0	672.0	44292.0	-	762.0	7.0	27.0	48917.0	123.0	50.0	10566.0	37143.0	5520.0	232.0
трудоспособном	114702.0	177439.0	53402.0	60451.0	1121.0	6737.0	4781.0	7573.0	7843.0	725.0	96.0	52.0	31307.0	3351.0	206.0	56356.0	53485.0	4507.0	148.0
старше трудоспособного	41937.0	65308.0	1902.0	21027.0	-	40113.0	1430.0	32.0	-	318.0	161.0	9.0	287.0	29.0	7.0	19652.0	21182.0	1092.0	4.0
Агинский Бурятский автономный округ																			
Городское и сельское население	72213.0	143358.0	21419.0	48144.0	669.0	11650.0	2693.0	23553.0	1691.0	188.0	31.0	65.0	33081.0	174.0	4.0	11982.0	49861.0	9811.0	555.0
из него в возрасте:																			
моложе трудоспособного	22164.0	50843.0	6.0	6105.0	81.0	1389.0	350.0	21301.0	-	59.0	-	5.0	21539.0	8.0	1.0	552.0	14943.0	6268.0	400.0
трудоспособном	41433.0	76303.0	20838.0	35182.0	588.0	2049.0	2009.0	2249.0	1690.0	62.0	20.0	48.0	11404.0	164.0	2.0	9914.0	28313.0	3053.0	151.0
старше трудоспособного	8615.0	16210.0	575.0	6856.0	-	8212.0	334.0	3.0	-	67.0	11.0	12.0	138.0	2.0	1.0	1516.0	6604.0	490.0	4.0
Мужчины	35127.0	69223.0	10576.0	23314.0	239.0	4040.0	1584.0	11760.0	734.0	117.0	17.0	27.0	16695.0	120.0	1.0	6227.0	23980.0	4640.0	279.0
из них в возрасте:																			
моложе трудоспособного	11311.0	25964.0	4.0	3145.0	38.0	704.0	203.0	10853.0	-	30.0	-	1.0	10981.0	5.0	1.0	289.0	7605.0	3199.0	217.0
трудоспособном	20898.0	37661.0	10371.0	17760.0	201.0	589.0	1220.0	906.0	733.0	46.0	11.0	22.0	5689.0	113.0	-	5512.0	14069.0	1257.0	60.0
старше трудоспособного	2917.0	5596.0	201.0	2408.0	-	2747.0	161.0	1.0	-	41.0	6.0	4.0	25.0	2.0	-	426.0	2305.0	184.0	2.0
Женщины	37086.0	74135.0	10843.0	24830.0	430.0	7610.0	1109.0	11793.0	957.0	71.0	14.0	38.0	16386.0	54.0	3.0	5755.0	25881.0	5171.0	276.0
из них в возрасте:																			
моложе трудоспособного	10853.0	24879.0	2.0	2960.0	43.0	685.0	147.0	10448.0	-	29.0	-	4.0	10558.0	3.0	-	263.0	7338.0	3069.0	183.0
трудоспособном	20535.0	38642.0	10467.0	17422.0	387.0	1460.0	789.0	1343.0	957.0	16.0	9.0	26.0	5715.0	51.0	2.0	4402.0	14244.0	1796.0	91.0
старше трудоспособного	5698.0	10614.0	374.0	4448.0	-	5465.0	173.0	2.0	-	26.0	5.0	8.0	113.0	-	1.0	1090.0	4299.0	306.0	2.0
Городское население	25510.0	50911.0	8700.0	16116.0	592.0	3882.0	869.0	7883.0	701.0	69.0	13.0	48.0	11973.0	65.0	2.0	3819.0	18156.0	3353.0	180.0
из него в возрасте:																			
моложе трудоспособного	7560.0	17078.0	-	1906.0	79.0	474.0	105.0	7136.0	-	11.0	-	2.0	7361.0	4.0	-	219.0	5285.0	1936.0	120.0
трудоспособном	15122.0	28525.0	8412.0	12087.0	513.0	765.0	627.0	746.0	701.0	20.0	12.0	36.0	4546.0	60.0	1.0	3025.0	10847.0	1190.0	59.0
старше трудоспособного	2828.0	5308.0	288.0	2123.0	-	2643.0	137.0	1.0	-	38.0	1.0	10.0	66.0	1.0	1.0	575.0	2024.0	227.0	1.0
Мужчины	12018.0	23988.0	4053.0	7554.0	204.0	1402.0	501.0	3964.0	305.0	45.0	7.0	21.0	5887.0	45.0	-	1771.0	8604.0	1563.0	80.0
из них в возрасте:																			
моложе трудоспособного	3894.0	8783.0	-	974.0	37.0	242.0	61.0	3664.0	-	8.0	-	-	3793.0	4.0	-	117.0	2723.0	996.0	58.0
трудоспособном	7174.0	13391.0	3951.0	5852.0	167.0	278.0	385.0	300.0	305.0	11.0	6.0	17.0	2079.0	40.0	-	1486.0	5181.0	485.0	22.0
старше трудоспособного	950.0	1814.0	102.0	728.0	-	882.0	55.0	-	-	26.0	1.0	4.0	15.0	1.0	-	168.0	700.0	82.0	-
Женщины	13492.0	26923.0	4647.0	8562.0	388.0	2480.0	368.0	3919.0	396.0	24.0	6.0	27.0	6086.0	20.0	2.0	2048.0	9552.0	1790.0	100.0
из них в возрасте:																			
моложе трудоспособного	3666.0	8295.0	-	932.0	42.0	232.0	44.0	3472.0	-	3.0	-	2.0	3568.0	-	-	102.0	2562.0	940.0	62.0
трудоспособном	7948.0	15134.0	4461.0	6235.0	346.0	487.0	242.0	446.0	396.0	9.0	6.0	19.0	2467.0	20.0	1.0	1539.0	5666.0	705.0	37.0
старше трудоспособного	1878.0	3494.0	186.0	1395.0	-	1761.0	82.0	1.0	-	12.0	-	6.0	51.0	-	1.0	407.0	1324.0	145.0	1.0
Сельское население	46703.0	92447.0	12719.0	32028.0	77.0	7768.0	1824.0	15670.0	990.0	119.0	18.0	17.0	21108.0	109.0	2.0	8163.0	31705.0	6458.0	375.0
из него в возрасте:																			
моложе трудоспособного	14604.0	33765.0	6.0	4199.0	2.0	915.0	245.0	14165.0	-	48.0	-	3.0	14178.0	4.0	1.0	333.0	9658.0	4332.0	280.0
трудоспособном	26311.0	47778.0	12426.0	23095.0	75.0	1284.0	1382.0	1503.0	989.0	42.0	8.0	12.0	6858.0	104.0	1.0	6889.0	17466.0	1863.0	92.0
старше трудоспособного	5787.0	10902.0	287.0	4733.0	-	5569.0	197.0	2.0	-	29.0	10.0	2.0	72.0	1.0	-	941.0	4580.0	263.0	3.0
Мужчины	23109.0	45235.0	6523.0	15760.0	35.0	2638.0	1083.0	7796.0	429.0	72.0	10.0	6.0	10808.0	75.0	1.0	4456.0	15376.0	3077.0	199.0
из них в возрасте:																			
моложе трудоспособного	7417.0	17181.0	4.0	2171.0	1.0	462.0	142.0	7189.0	-	22.0	-	1.0	7188.0	1.0	1.0	172.0	4882.0	2203.0	159.0
трудоспособном	13724.0	24270.0	6420.0	11908.0	34.0	311.0	835.0	606.0	428.0	35.0	5.0	5.0	3610.0	73.0	-	4026.0	8888.0	772.0	38.0
старше трудоспособного	1967.0	3782.0	99.0	1680.0	-	1865.0	106.0	1.0	-	15.0	5.0	-	10.0	1.0	-	258.0	1605.0	102.0	2.0
Женщины	23594.0	47212.0	6196.0	16268.0	42.0	5130.0	741.0	7874.0	561.0	47.0	8.0	11.0	10300.0	34.0	1.0	3707.0	16329.0	3381.0	176.0
из них в возрасте:																			
моложе трудоспособного	7187.0	16584.0	2.0	2028.0	1.0	453.0	103.0	6976.0	-	26.0	-	2.0	6990.0	3.0	-	161.0	4776.0	2129.0	121.0
трудоспособном	12587.0	23508.0	6006.0	11187.0	41.0	973.0	547.0	897.0	561.0	7.0	3.0	7.0	3248.0	31.0	1.0	2863.0	8578.0	1091.0	54.0
старше трудоспособного	3820.0	7120.0	188.0	3053.0	-	3704.0	91.0	1.0	-	14.0	5.0	2.0	62.0	-	-	683.0	2975.0	161.0	1.0
Дальневосточный федеральный округ																			
Городское и сельское население	6692865.0	8703485.0	3046101.0	627827.0	153828.0	1302266.0	193294.0	880900.0	82166.0	122636.0	18823.0	5292.0	2140925.0	129427.0	53206.0	4699110.0	1820479.0	116977.0	3093.0
из него в возрасте:																			
моложе трудоспособного	1321460.0	2104194.0	965.0	10186.0	7962.0	35826.0	16963.0	741671.0	-	29172.0	284.0	824.0	1256023.0	4318.0	6604.0	562472.0	716195.0	35437.0	752.0
трудоспособном	4336427.0	5228262.0	2867641.0	457394.0	145844.0	304368.0	134188.0	136932.0	82162.0	82137.0	16323.0	3703.0	875415.0	122155.0	37556.0	3431000.0	808302.0	57702.0	1867.0
старше трудоспособного	1031447.0	1370259.0	177187.0	160212.0	-	962010.0	42128.0	2271.0	-	11298.0	2212.0	762.0	9338.0	2841.0	6177.0	705074.0	295894.0	23828.0	474.0
Мужчины	3254984.0	4188373.0	1626361.0	296582.0	71946.0	464288.0	108670.0	408560.0	31383.0	86179.0	10923.0	2429.0	999622.0	81430.0	26533.0	2322365.0	853639.0	51118.0	1329.0
из них в возрасте:																			
моложе трудоспособного	675896.0	1076475.0	605.0	5343.0	4976.0	18294.0	9852.0	377388.0	-	16256.0	151.0	436.0	640962.0	2212.0	3380.0	288010.0	365471.0	18621.0	414.0
трудоспособном	2255438.0	2670601.0	1565386.0	234369.0	66961.0	149093.0	81233.0	30482.0	31382.0	65037.0	9958.0	1800.0	356969.0	77931.0	19642.0	1825906.0	385759.0	23396.0	735.0
старше трудоспособного	321816.0	440890.0	60195.0	56857.0	-	296877.0	17577.0	682.0	-	4861.0	811.0	192.0	1625.0	1213.0	2042.0	208123.0	102373.0	9098.0	180.0
Женщины	3437881.0	4515112.0	1419740.0	331245.0	81882.0	837978.0	84624.0	472340.0	50783.0	36457.0	7900.0	2863.0	1141303.0	47997.0	26673.0	2376745.0	966840.0	65859.0	1764.0
из них в возрасте:																			
моложе трудоспособного	645564.0	1027719.0	360.0	4843.0	2986.0	17532.0	7111.0	364283.0	-	12916.0	133.0	388.0	615061.0	2106.0	3224.0	274462.0	350724.0	16816.0	338.0
трудоспособном	2080989.0	2557661.0	1302255.0	223025.0	78883.0	155275.0	52955.0	106450.0	50780.0	17100.0	6365.0	1903.0	518446.0	44224.0	17914.0	1605094.0	422543.0	34306.0	1132.0
старше трудоспособного	709631.0	929369.0	116992.0	103355.0	-	665133.0	24551.0	1589.0	-	6437.0	1401.0	570.0	7713.0	1628.0	4135.0	496951.0	193521.0	14730.0	294.0
Городское население	5081575.0	6315147.0	2433208.0	274859.0	135498.0	998299.0	134978.0	522804.0	46081.0	91490.0	16138.0	4215.0	1570635.0	86942.0	51902.0	3815969.0	1144006.0	67720.0	1978.0
из него в возрасте:																			
моложе трудоспособного	933246.0	1388672.0	748.0	3036.0	6699.0	20162.0	10618.0	431306.0	-	21123.0	174.0	493.0	890867.0	3446.0	6272.0	482365.0	427814.0	16510.0	285.0
трудоспособном	3348668.0	3896760.0	2278155.0	191312.0	128779.0	239488.0	90959.0	89538.0	46077.0	61739.0	14206.0	3080.0	672342.0	81085.0	36742.0	2764635.0	511130.0	34850.0	1311.0
старше трудоспособного	796363.0	1029093.0	154050.0	80492.0	-	738595.0	33390.0	1946.0	-	8607.0	1755.0	640.0	7305.0	2313.0	6135.0	568494.0	204999.0	16353.0	382.0
Мужчины	2440462.0	3002096.0	1282196.0	125809.0	62776.0	353070.0	73722.0	237335.0	16861.0	65225.0	9406.0	1891.0	721036.0	52769.0	25859.0	1858983.0	524645.0	30131.0	844.0
из них в возрасте:																			
моложе трудоспособного	477020.0	710263.0	454.0	1574.0	4197.0	10336.0	6204.0	219103.0	-	11968.0	91.0	260.0	454313.0	1763.0	3197.0	246507.0	218359.0	8793.0	164.0
трудоспособном	1719128.0	1967866.0	1229181.0	96088.0	58571.0	120221.0	54027.0	17629.0	16860.0	49704.0	8689.0	1485.0	265436.0	49975.0	19235.0	1447987.0	236428.0	14936.0	542.0
старше трудоспособного	242618.0	323640.0	52416.0	28141.0	-	222492.0	13485.0	597.0	-	3536.0	624.0	145.0	1233.0	971.0	2028.0	164220.0	69832.0	6400.0	138.0
Женщины	2641113.0	3313051.0	1151012.0	149050.0	72722.0	645229.0	61256.0	285469.0	29220.0	26265.0	6732.0	2324.0	849599.0	34173.0	26043.0	1956986.0	619361.0	37589.0	1134.0
из них в возрасте:																			
моложе трудоспособного	456226.0	678409.0	294.0	1462.0	2502.0	9826.0	4414.0	212203.0	-	9155.0	83.0	233.0	436554.0	1683.0	3075.0	235858.0	209455.0	7717.0	121.0
трудоспособном	1629540.0	1928894.0	1048974.0	95224.0	70208.0	119267.0	36932.0	71909.0	29217.0	12035.0	5517.0	1595.0	406906.0	31110.0	17507.0	1316648.0	274702.0	19914.0	769.0
старше трудоспособного	553745.0	705453.0	101634.0	52351.0	-	516103.0	19905.0	1349.0	-	5071.0	1131.0	495.0	6072.0	1342.0	4107.0	404274.0	135167.0	9953.0	244.0
Сельское население	1611290.0	2388338.0	612893.0	352968.0	18330.0	303967.0	58316.0	358096.0	36085.0	31146.0	2685.0	1077.0	570290.0	42485.0	1304.0	883141.0	676473.0	49257.0	1115.0
из него в возрасте:																			
моложе трудоспособного	388214.0	715522.0	217.0	7150.0	1263.0	15664.0	6345.0	310365.0	-	8049.0	110.0	331.0	365156.0	872.0	332.0	80107.0	288381.0	18927.0	467.0
трудоспособном	987759.0	1331502.0	589486.0	266082.0	17065.0	64880.0	43229.0	47394.0	36085.0	20398.0	2117.0	623.0	203073.0	41070.0	814.0	666365.0	297172.0	22852.0	556.0
старше трудоспособного	235084.0	341166.0	23137.0	79720.0	-	223415.0	8738.0	325.0	-	2691.0	457.0	122.0	2033.0	528.0	42.0	136580.0	90895.0	7475.0	92.0
Мужчины	814522.0	1186277.0	344165.0	170773.0	9170.0	111218.0	34948.0	171225.0	14522.0	20954.0	1517.0	538.0	278586.0	28661.0	674.0	463382.0	328994.0	20987.0	485.0
из них в возрасте:																			
моложе трудоспособного	198876.0	366212.0	151.0	3769.0	779.0	7958.0	3648.0	158285.0	-	4288.0	60.0	176.0	186649.0	449.0	183.0	41503.0	147112.0	9828.0	250.0
трудоспособном	536310.0	702735.0	336205.0	138281.0	8390.0	28872.0	27206.0	12853.0	14522.0	15333.0	1269.0	315.0	91533.0	27956.0	407.0	377919.0	149331.0	8460.0	193.0
старше трудоспособного	79198.0	117250.0	7779.0	28716.0	-	74385.0	4092.0	85.0	-	1325.0	187.0	47.0	392.0	242.0	14.0	43903.0	32541.0	2698.0	42.0
Женщины	796768.0	1202061.0	268728.0	182195.0	9160.0	192749.0	23368.0	186871.0	21563.0	10192.0	1168.0	539.0	291704.0	13824.0	630.0	419759.0	347479.0	28270.0	630.0
из них в возрасте:																			
моложе трудоспособного	189338.0	349310.0	66.0	3381.0	484.0	7706.0	2697.0	152080.0	-	3761.0	50.0	155.0	178507.0	423.0	149.0	38604.0	141269.0	9099.0	217.0
трудоспособном	451449.0	628767.0	253281.0	127801.0	8675.0	36008.0	16023.0	34541.0	21563.0	5065.0	848.0	308.0	111540.0	13114.0	407.0	288446.0	147841.0	14392.0	363.0
старше трудоспособного	155886.0	223916.0	15358.0	51004.0	-	149030.0	4646.0	240.0	-	1366.0	270.0	75.0	1641.0	286.0	28.0	92677.0	58354.0	4777.0	50.0
Республика Саха (Якутия)																			
Городское и сельское население	949280.0	1335385.0	428897.0	104455.0	29153.0	147762.0	28621.0	194265.0	4810.0	12876.0	4021.0	989.0	371824.0	7712.0	3421.0	585154.0	332735.0	27141.0	829.0
из него в возрасте:																			
моложе трудоспособного	251721.0	427283.0	143.0	3706.0	532.0	7881.0	4313.0	166241.0	-	3097.0	72.0	172.0	240730.0	396.0	660.0	85238.0	155688.0	9876.0	259.0
трудоспособном	602750.0	772275.0	408147.0	82183.0	28620.0	51302.0	20145.0	27817.0	4810.0	8474.0	3488.0	700.0	129460.0	7129.0	2334.0	443042.0	143372.0	13533.0	469.0
старше трудоспособного	94650.0	135763.0	20578.0	18563.0	-	88575.0	4162.0	202.0	-	1304.0	459.0	116.0	1618.0	186.0	317.0	56836.0	33668.0	3728.0	101.0
Мужчины	464217.0	645503.0	218507.0	52267.0	13328.0	51711.0	16059.0	92047.0	2118.0	8979.0	2381.0	512.0	182352.0	5242.0	1747.0	292062.0	158162.0	11873.0	373.0
из них в возрасте:																			
моложе трудоспособного	128660.0	218612.0	91.0	1940.0	389.0	4117.0	2388.0	84747.0	-	1726.0	46.0	104.0	122869.0	195.0	328.0	43585.0	79354.0	5254.0	139.0
трудоспособном	304841.0	381420.0	211700.0	43139.0	12939.0	19160.0	11938.0	7245.0	2118.0	6596.0	2152.0	362.0	59106.0	4965.0	1264.0	231302.0	66896.0	5193.0	186.0
старше трудоспособного	30632.0	45438.0	6699.0	7186.0	-	28432.0	1732.0	54.0	-	657.0	181.0	46.0	369.0	82.0	98.0	17153.0	11908.0	1425.0	48.0
Женщины	485063.0	689882.0	210390.0	52188.0	15825.0	96051.0	12562.0	102218.0	2692.0	3897.0	1640.0	477.0	189472.0	2470.0	1674.0	293092.0	174573.0	15268.0	456.0
из них в возрасте:																			
моложе трудоспособного	123061.0	208671.0	52.0	1766.0	143.0	3764.0	1925.0	81494.0	-	1371.0	26.0	68.0	117861.0	201.0	332.0	41653.0	76334.0	4622.0	120.0
трудоспособном	297909.0	390855.0	196447.0	39044.0	15681.0	32142.0	8207.0	20572.0	2692.0	1878.0	1336.0	338.0	70354.0	2164.0	1070.0	211740.0	76476.0	8340.0	283.0
старше трудоспособного	64018.0	90325.0	13879.0	11377.0	-	60143.0	2430.0	148.0	-	647.0	278.0	70.0	1249.0	104.0	219.0	39683.0	21760.0	2303.0	53.0
Городское население	609999.0	776409.0	306422.0	22650.0	23456.0	93543.0	15221.0	76799.0	2183.0	9917.0	3144.0	620.0	216688.0	5766.0	3172.0	446991.0	150418.0	9099.0	319.0
из него в возрасте:																			
моложе трудоспособного	140188.0	208518.0	112.0	449.0	492.0	3307.0	2093.0	64486.0	-	2403.0	50.0	90.0	134722.0	314.0	600.0	73297.0	63701.0	2543.0	47.0
трудоспособном	409607.0	487117.0	290505.0	17953.0	22963.0	34407.0	10623.0	12190.0	2183.0	6754.0	2797.0	458.0	80987.0	5297.0	2171.0	333147.0	69109.0	4973.0	207.0
старше трудоспособного	60071.0	80725.0	15779.0	4248.0	-	55825.0	2504.0	122.0	-	759.0	296.0	72.0	966.0	154.0	308.0	40514.0	17603.0	1581.0	65.0
Мужчины	296155.0	370700.0	158260.0	10887.0	10549.0	31844.0	8430.0	34945.0	794.0	7070.0	1912.0	314.0	101953.0	3742.0	1599.0	222718.0	67678.0	4017.0	143.0
из них в возрасте:																			
моложе трудоспособного	71472.0	106354.0	70.0	227.0	357.0	1701.0	1174.0	32649.0	-	1352.0	33.0	51.0	68585.0	155.0	300.0	37425.0	32335.0	1389.0	23.0
трудоспособном	206264.0	239012.0	153107.0	9088.0	10192.0	13295.0	6207.0	2269.0	794.0	5381.0	1766.0	236.0	33154.0	3523.0	1158.0	173405.0	29586.0	2027.0	88.0
старше трудоспособного	18349.0	25308.0	5067.0	1572.0	-	16846.0	1048.0	27.0	-	337.0	112.0	27.0	208.0	64.0	94.0	11868.0	5754.0	601.0	32.0
Женщины	313844.0	405709.0	148162.0	11763.0	12907.0	61699.0	6791.0	41854.0	1389.0	2847.0	1232.0	306.0	114735.0	2024.0	1573.0	224273.0	82740.0	5082.0	176.0
из них в возрасте:																			
моложе трудоспособного	68716.0	102164.0	42.0	222.0	135.0	1606.0	919.0	31837.0	-	1051.0	17.0	39.0	66137.0	159.0	300.0	35872.0	31366.0	1154.0	24.0
трудоспособном	203343.0	248105.0	137398.0	8865.0	12771.0	21112.0	4416.0	9921.0	1389.0	1373.0	1031.0	222.0	47833.0	1774.0	1013.0	159742.0	39523.0	2946.0	119.0
старше трудоспособного	41722.0	55417.0	10712.0	2676.0	-	38979.0	1456.0	95.0	-	422.0	184.0	45.0	758.0	90.0	214.0	28646.0	11849.0	980.0	33.0
Сельское население	339281.0	558976.0	122475.0	81805.0	5697.0	54219.0	13400.0	117466.0	2627.0	2959.0	877.0	369.0	155136.0	1946.0	249.0	138163.0	182317.0	18042.0	510.0
из него в возрасте:																			
моложе трудоспособного	111533.0	218765.0	31.0	3257.0	40.0	4574.0	2220.0	101755.0	-	694.0	22.0	82.0	106008.0	82.0	60.0	11941.0	91987.0	7333.0	212.0
трудоспособном	193143.0	285158.0	117642.0	64230.0	5657.0	16895.0	9522.0	15627.0	2627.0	1720.0	691.0	242.0	48473.0	1832.0	163.0	109895.0	74263.0	8560.0	262.0
старше трудоспособного	34579.0	55038.0	4799.0	14315.0	-	32750.0	1658.0	80.0	-	545.0	163.0	44.0	652.0	32.0	9.0	16322.0	16065.0	2147.0	36.0
Мужчины	168062.0	274803.0	60247.0	41380.0	2779.0	19867.0	7629.0	57102.0	1324.0	1909.0	469.0	198.0	80399.0	1500.0	148.0	69344.0	90484.0	7856.0	230.0
из них в возрасте:																			
моложе трудоспособного	57188.0	112258.0	21.0	1713.0	32.0	2416.0	1214.0	52098.0	-	374.0	13.0	53.0	54284.0	40.0	28.0	6160.0	47019.0	3865.0	116.0
трудоспособном	98577.0	142408.0	58593.0	34051.0	2747.0	5865.0	5731.0	4976.0	1324.0	1215.0	386.0	126.0	25952.0	1442.0	106.0	57897.0	37310.0	3166.0	98.0
старше трудоспособного	12283.0	20130.0	1632.0	5614.0	-	11586.0	684.0	27.0	-	320.0	69.0	19.0	161.0	18.0	4.0	5285.0	6154.0	824.0	16.0
Женщины	171219.0	284173.0	62228.0	40425.0	2918.0	34352.0	5771.0	60364.0	1303.0	1050.0	408.0	171.0	74737.0	446.0	101.0	68819.0	91833.0	10186.0	280.0
из них в возрасте:																			
моложе трудоспособного	54345.0	106507.0	10.0	1544.0	8.0	2158.0	1006.0	49657.0	-	320.0	9.0	29.0	51724.0	42.0	32.0	5781.0	44968.0	3468.0	96.0
трудоспособном	94566.0	142750.0	59049.0	30179.0	2910.0	11030.0	3791.0	10651.0	1303.0	505.0	305.0	116.0	22521.0	390.0	57.0	51998.0	36953.0	5394.0	164.0
старше трудоспособного	22296.0	34908.0	3167.0	8701.0	-	21164.0	974.0	53.0	-	225.0	94.0	25.0	491.0	14.0	5.0	11037.0	9911.0	1323.0	20.0
Приморский край																			
Городское и сельское население	2071210.0	2629044.0	933290.0	200970.0	46022.0	410410.0	65083.0	233203.0	33427.0	38980.0	4576.0	1446.0	628101.0	33536.0	24254.0	1494730.0	523030.0	28568.0	628.0
из него в возрасте:																			
моложе трудоспособного	371385.0	578158.0	287.0	2124.0	2277.0	8358.0	4501.0	196441.0	-	8332.0	69.0	225.0	354601.0	943.0	2724.0	167527.0	192930.0	8050.0	154.0
трудоспособном	1328848.0	1569122.0	875292.0	140350.0	43734.0	60760.0	44660.0	36038.0	33425.0	27988.0	4030.0	1010.0	270153.0	31682.0	17360.0	1068630.0	228496.0	13975.0	387.0
старше трудоспособного	369792.0	481508.0	57610.0	58487.0	-	341278.0	15916.0	718.0	-	2638.0	477.0	209.0	3283.0	892.0	3210.0	258376.0	101579.0	6540.0	87.0
Мужчины	1002723.0	1265836.0	505606.0	93410.0	21768.0	147338.0	35827.0	108626.0	12203.0	28749.0	2623.0	667.0	287904.0	21115.0	11636.0	729655.0	248418.0	12731.0	283.0
из них в возрасте:																			
моложе трудоспособного	190339.0	296623.0	171.0	1115.0	1403.0	4263.0	2708.0	100232.0	-	4723.0	37.0	124.0	181384.0	463.0	1381.0	85739.0	98861.0	4271.0	87.0
трудоспособном	695529.0	812889.0	485163.0	71822.0	20358.0	36750.0	26619.0	8072.0	12203.0	22867.0	2402.0	489.0	105934.0	20210.0	8715.0	566993.0	113744.0	5917.0	160.0
старше трудоспособного	116255.0	156178.0	20212.0	20469.0	-	106320.0	6499.0	321.0	-	1139.0	184.0	53.0	554.0	427.0	1069.0	76810.0	35798.0	2542.0	36.0
Женщины	1068487.0	1363208.0	427684.0	107560.0	24254.0	263072.0	29256.0	124577.0	21224.0	10231.0	1953.0	779.0	340197.0	12421.0	12618.0	765075.0	274612.0	15837.0	345.0
из них в возрасте:																			
моложе трудоспособного	181046.0	281535.0	116.0	1009.0	874.0	4095.0	1793.0	96209.0	-	3609.0	32.0	101.0	173217.0	480.0	1343.0	81788.0	94069.0	3779.0	67.0
трудоспособном	633319.0	756233.0	390129.0	68528.0	23376.0	24010.0	18041.0	27966.0	21222.0	5121.0	1628.0	521.0	164219.0	11472.0	8645.0	501637.0	114752.0	8058.0	227.0
старше трудоспособного	253537.0	325330.0	37398.0	38018.0	-	234958.0	9417.0	397.0	-	1499.0	293.0	156.0	2729.0	465.0	2141.0	181566.0	65781.0	3998.0	51.0
Городское население	1621977.0	1971891.0	768221.0	93464.0	40550.0	318746.0	46598.0	148822.0	17469.0	27043.0	4054.0	1213.0	483519.0	22192.0	23987.0	1242559.0	337412.0	17602.0	417.0
из него в возрасте:																			
моложе трудоспособного	276182.0	405752.0	230.0	885.0	1806.0	4877.0	2940.0	123561.0	-	5738.0	31.0	163.0	264796.0	725.0	2630.0	145877.0	123221.0	4387.0	67.0
трудоспособном	1054026.0	1199267.0	716264.0	62813.0	38733.0	47503.0	30941.0	24601.0	17467.0	19702.0	3602.0	863.0	216029.0	20749.0	17240.0	883570.0	144259.0	8675.0	282.0
старше трудоспособного	290680.0	366676.0	51648.0	29763.0	-	266354.0	12714.0	656.0	-	1589.0	421.0	185.0	2644.0	702.0	3202.0	212957.0	69916.0	4537.0	68.0
Мужчины	776824.0	940793.0	410542.0	42351.0	19097.0	113696.0	24517.0	68555.0	6258.0	20348.0	2302.0	553.0	219144.0	13430.0	11501.0	598415.0	158559.0	8154.0	195.0
из них в возрасте:																			
моложе трудоспособного	141641.0	208530.0	140.0	456.0	1130.0	2542.0	1781.0	63093.0	-	3391.0	16.0	91.0	135531.0	359.0	1331.0	74588.0	63270.0	2407.0	45.0
трудоспособном	544790.0	615021.0	392133.0	31523.0	17960.0	29438.0	17811.0	5158.0	6258.0	16340.0	2129.0	416.0	83137.0	12718.0	8650.0	461450.0	70641.0	3924.0	125.0
старше трудоспособного	89844.0	117132.0	18222.0	10371.0	-	81712.0	4925.0	303.0	-	605.0	157.0	45.0	451.0	341.0	1069.0	62290.0	24638.0	1822.0	25.0
