7. НАСЕЛЕНИЕ, ЗАНЯТОЕ В ЭКОНОМИКЕ, ПО УРОВНЮ ОБРАЗОВАНИЯ, ПОЛУ И ВОЗРАСТНЫМ ГРУППАМ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ												
												
												
	Всего	Имеющие образование								Не имеющие 
старше трудоспособного	1015.0	4.0	400.0	12.0	292.0	73.0	53.0	74.0	104.0	3.0	1.0	-
16-29 лет	8534.0	-	981.0	240.0	2882.0	1252.0	2394.0	714.0	69.0	2.0	2.0	-
Мужчины, занятые в экономике, в возрасте 15 лет и более	12846.0	5.0	1406.0	186.0	3642.0	2466.0	3269.0	1514.0	349.0	9.0	3.0	-
в том числе в возрасте, лет:												
15–17	40.0	-	-	-	2.0	5.0	9.0	20.0	4.0	-	-	-
18–19 	223.0	-	-	-	43.0	38.0	81.0	56.0	5.0	-	-	-
20–24 	1356.0	-	99.0	31.0	364.0	235.0	422.0	177.0	27.0	1.0	1.0	-
25–29 	1973.0	-	180.0	30.0	463.0	361.0	625.0	290.0	24.0	-	-	-
30–34 	2038.0	-	171.0	38.0	576.0	386.0	617.0	222.0	27.0	1.0	-	-
35–39 	1983.0	1.0	207.0	35.0	599.0	381.0	542.0	192.0	26.0	-	-	-
40–44 	1950.0	1.0	224.0	17.0	619.0	399.0	458.0	189.0	41.0	2.0	1.0	-
45–49 	1406.0	-	164.0	11.0	434.0	307.0	270.0	171.0	47.0	2.0	1.0	-
50–54 	1157.0	-	168.0	11.0	355.0	244.0	193.0	128.0	56.0	2.0	-	-
55–59 	417.0	2.0	102.0	10.0	130.0	62.0	34.0	44.0	33.0	-	-	-
60–64 	227.0	-	73.0	3.0	42.0	43.0	17.0	16.0	33.0	-	-	-
65–69 	56.0	1.0	14.0	-	11.0	5.0	1.0	7.0	16.0	1.0	-	-
70 и более	20.0	-	4.0	-	4.0	-	-	2.0	10.0	-	-	-
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Из общей численности занятых - мужчины в возрасте:												
трудоспособном	12541.0	4.0	1315.0	183.0	3585.0	2418.0	3251.0	1488.0	289.0	8.0	3.0	-
старше трудоспособного	303.0	1.0	91.0	3.0	57.0	48.0	18.0	25.0	59.0	1.0	-	-
16-29 лет	3590.0	-	279.0	61.0	872.0	639.0	1137.0	542.0	59.0	1.0	1.0	-
Женщины, занятые в экономике, в возрасте 15 лет и более	18300.0	13.0	3639.0	434.0	7982.0	1722.0	3592.0	785.0	127.0	6.0	4.0	-
в том числе в возрасте, лет:												
15–17	33.0	-	-	-	-	1.0	22.0	9.0	1.0	-	-	-
18–19 	173.0	-	-	3.0	36.0	43.0	78.0	13.0	-	-	-	-
20–24 	1748.0	-	221.0	81.0	718.0	239.0	428.0	54.0	6.0	1.0	1.0	-
25–29 	2993.0	-	481.0	95.0	1256.0	330.0	729.0	99.0	3.0	-	-	-
30–34 	3171.0	1.0	510.0	100.0	1512.0	288.0	646.0	107.0	7.0	-	-	-
35–39 	3210.0	6.0	743.0	65.0	1477.0	256.0	556.0	98.0	9.0	-	-	-
40–44 	2958.0	-	659.0	47.0	1338.0	232.0	537.0	126.0	18.0	1.0	-	-
45–49 	2180.0	2.0	442.0	22.0	900.0	215.0	411.0	161.0	26.0	1.0	1.0	-
50–54 	1122.0	1.0	274.0	12.0	510.0	93.0	150.0	69.0	12.0	1.0	1.0	-
55–59 	425.0	2.0	198.0	2.0	149.0	15.0	22.0	27.0	10.0	-	-	-
60–64 	226.0	1.0	93.0	2.0	69.0	8.0	12.0	18.0	23.0	-	-	-
65–69 	47.0	-	14.0	4.0	14.0	2.0	1.0	2.0	9.0	1.0	1.0	-
70 и более	14.0	-	4.0	1.0	3.0	-	-	2.0	3.0	1.0	-	-
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Из общей численности занятых - женщины в возрасте:												
трудоспособном	17585.0	10.0	3330.0	425.0	7747.0	1697.0	3557.0	733.0	82.0	4.0	3.0	-
старше трудоспособного	712.0	3.0	309.0	9.0	235.0	25.0	35.0	49.0	45.0	2.0	1.0	-
16-29 лет	4944.0	-	702.0	179.0	2010.0	613.0	1257.0	172.0	10.0	1.0	1.0	-
Республика Хакасия												
Все население, занятое в экономике, в возрасте 15 лет и более	217855.0	522.0	42875.0	5482.0	83418.0	27377.0	39356.0	16421.0	2318.0	86.0	35.0	-
в том числе в возрасте, лет:												
15–17	659.0	-	-	-	36.0	53.0	164.0	337.0	67.0	2.0	1.0	-
18–19 	3926.0	-	-	108.0	1053.0	636.0	1197.0	791.0	139.0	2.0	1.0	-
20–24 	25095.0	23.0	3310.0	1230.0	8679.0	3544.0	5295.0	2720.0	280.0	14.0	7.0	-
25–29 	30531.0	60.0	5929.0	1022.0	11151.0	3658.0	6030.0	2516.0	152.0	13.0	4.0	-
30–34 	25767.0	70.0	5271.0	794.0	10764.0	3034.0	4511.0	1251.0	65.0	7.0	-	-
35–39 	26138.0	64.0	5801.0	689.0	10944.0	3159.0	4432.0	958.0	78.0	13.0	4.0	-
40–44 	35035.0	100.0	7195.0	660.0	14415.0	4457.0	6601.0	1448.0	152.0	7.0	4.0	-
45–49 	33794.0	78.0	6645.0	466.0	13189.0	4544.0	6125.0	2448.0	289.0	10.0	7.0	-
50–54 	25727.0	70.0	5451.0	340.0	9724.0	3149.0	3929.0	2647.0	410.0	7.0	3.0	-
55–59 	6911.0	20.0	1945.0	120.0	2243.0	815.0	739.0	766.0	261.0	2.0	1.0	-
60–64 	3021.0	22.0	959.0	42.0	889.0	254.0	264.0	372.0	216.0	3.0	1.0	-
65–69 	946.0	11.0	291.0	11.0	273.0	54.0	53.0	123.0	125.0	5.0	1.0	-
70 и более	305.0	4.0	78.0	-	58.0	20.0	16.0	44.0	84.0	1.0	1.0	-
Возраст не указан	8.0	-	2.0	-	4.0	1.0	1.0	-	-	-	-	-
Из общей численности занятых - население в возрасте:												
трудоспособном	210668.0	475.0	40481.0	5389.0	81153.0	26880.0	38761.0	15622.0	1830.0	77.0	32.0	-
старше трудоспособного	7130.0	47.0	2394.0	93.0	2265.0	495.0	595.0	756.0	476.0	9.0	3.0	-
16-29 лет	60154.0	83.0	9239.0	2360.0	20919.0	7889.0	12686.0	6321.0	626.0	31.0	13.0	-
Мужчины, занятые в экономике, в возрасте 15 лет и более	110752.0	250.0	17718.0	2741.0	38014.0	16767.0	22767.0	10761.0	1683.0	51.0	18.0	-
в том числе в возрасте, лет:												
15–17	433.0	-	-	-	24.0	37.0	73.0	239.0	59.0	1.0	1.0	-
18–19 	2169.0	-	-	36.0	477.0	400.0	550.0	574.0	130.0	2.0	1.0	-
20–24 	14037.0	11.0	1394.0	550.0	4389.0	2269.0	3121.0	2044.0	248.0	11.0	4.0	-
25–29 	16345.0	29.0	2412.0	538.0	5653.0	2239.0	3559.0	1795.0	112.0	8.0	3.0	-
30–34 	13549.0	30.0	2135.0	413.0	5372.0	1822.0	2870.0	854.0	51.0	2.0	-	-
35–39 	12775.0	26.0	2268.0	363.0	4866.0	1876.0	2716.0	602.0	52.0	6.0	1.0	-
40–44 	16789.0	48.0	2854.0	320.0	6056.0	2610.0	3913.0	882.0	101.0	5.0	2.0	-
45–49 	15850.0	39.0	2736.0	223.0	5357.0	2664.0	3250.0	1396.0	180.0	5.0	3.0	-
50–54 	12449.0	35.0	2402.0	188.0	4007.0	1975.0	2059.0	1499.0	281.0	3.0	1.0	-
55–59 	4053.0	10.0	879.0	80.0	1198.0	648.0	477.0	549.0	210.0	2.0	1.0	-
60–64 	1670.0	13.0	462.0	26.0	440.0	183.0	146.0	248.0	150.0	2.0	1.0	-
65–69 	467.0	6.0	133.0	4.0	139.0	33.0	26.0	55.0	67.0	4.0	-	-
70 и более	166.0	3.0	43.0	-	36.0	11.0	7.0	24.0	42.0	-	-	-
Возраст не указан	2.0	-	1.0	-	-	1.0	-	-	-	-	-	-
Из общей численности занятых - мужчины в возрасте:												
трудоспособном	108416.0	228.0	17080.0	2711.0	37399.0	16540.0	22588.0	10409.0	1416.0	45.0	17.0	-
старше трудоспособного	2303.0	22.0	638.0	30.0	615.0	227.0	179.0	327.0	259.0	6.0	1.0	-
16-29 лет	32951.0	40.0	3806.0	1124.0	10543.0	4945.0	7303.0	4627.0	541.0	22.0	9.0	-
Женщины, занятые в экономике, в возрасте 15 лет и более	107103.0	272.0	25157.0	2741.0	45404.0	10610.0	16589.0	5660.0	635.0	35.0	17.0	-
в том числе в возрасте, лет:												
15–17	226.0	-	-	-	12.0	16.0	91.0	98.0	8.0	1.0	-	-
18–19 	1757.0	-	-	72.0	576.0	236.0	647.0	217.0	9.0	-	-	-
20–24 	11058.0	12.0	1916.0	680.0	4290.0	1275.0	2174.0	676.0	32.0	3.0	3.0	-
25–29	14186.0	31.0	3517.0	484.0	5498.0	1419.0	2471.0	721.0	40.0	5.0	1.0	-
30–34 	12218.0	40.0	3136.0	381.0	5392.0	1212.0	1641.0	397.0	14.0	5.0	-	-
35–39 	13363.0	38.0	3533.0	326.0	6078.0	1283.0	1716.0	356.0	26.0	7.0	3.0	-
40–44 	18246.0	52.0	4341.0	340.0	8359.0	1847.0	2688.0	566.0	51.0	2.0	2.0	-
45–49 	17944.0	39.0	3909.0	243.0	7832.0	1880.0	2875.0	1052.0	109.0	5.0	4.0	-
50–54 	13278.0	35.0	3049.0	152.0	5717.0	1174.0	1870.0	1148.0	129.0	4.0	2.0	-
55–59 	2858.0	10.0	1066.0	40.0	1045.0	167.0	262.0	217.0	51.0	-	-	-
60–64 	1351.0	9.0	497.0	16.0	449.0	71.0	118.0	124.0	66.0	1.0	-	-
65–69 	479.0	5.0	158.0	7.0	134.0	21.0	27.0	68.0	58.0	1.0	1.0	-
70 и более	139.0	1.0	35.0	-	22.0	9.0	9.0	20.0	42.0	1.0	1.0	-
Возраст не указан	6.0	-	1.0	-	4.0	-	1.0	-	-	-	-	-
Из общей численности занятых - женщины в возрасте:												
трудоспособном	102252.0	247.0	23401.0	2678.0	43754.0	10340.0	16173.0	5213.0	414.0	32.0	15.0	-
старше трудоспособного	4827.0	25.0	1756.0	63.0	1650.0	268.0	416.0	429.0	217.0	3.0	2.0	-
16-29 лет	27203.0	43.0	5433.0	1236.0	10376.0	2944.0	5383.0	1694.0	85.0	9.0	4.0	-
Городское население, занятое в экономике, в возрасте 15 лет и более	167747.0	478.0	36178.0	4733.0	66987.0	18601.0	29041.0	10367.0	1309.0	53.0	18.0	-
в том числе в возрасте, лет:												
15–17	455.0	-	-	-	33.0	39.0	133.0	216.0	33.0	1.0	-	-
18–19 	3138.0	-	-	103.0	879.0	499.0	990.0	577.0	90.0	-	-	-
20–24 	19886.0	20.0	2889.0	1098.0	7298.0	2593.0	4054.0	1753.0	169.0	12.0	6.0	-
25–29 	24350.0	55.0	5195.0	889.0	9419.0	2606.0	4500.0	1595.0	83.0	8.0	2.0	-
30–34 	19951.0	63.0	4533.0	681.0	8704.0	2014.0	3228.0	691.0	32.0	5.0	-	-
35–39 	19562.0	61.0	4807.0	586.0	8473.0	2028.0	3037.0	516.0	44.0	10.0	3.0	-
40–44 	26048.0	91.0	6008.0	558.0	11116.0	2802.0	4613.0	789.0	68.0	3.0	2.0	-
45–49 	25512.0	71.0	5486.0	388.0	10383.0	2997.0	4531.0	1497.0	154.0	5.0	3.0	-
50–54 	19851.0	65.0	4508.0	286.0	7786.0	2172.0	3059.0	1745.0	226.0	4.0	1.0	-
55–59 	5453.0	19.0	1610.0	98.0	1857.0	575.0	604.0	544.0	146.0	-	-	-
60–64 	2531.0	19.0	817.0	36.0	760.0	217.0	231.0	305.0	144.0	2.0	-	-
65–69 	775.0	10.0	249.0	10.0	232.0	45.0	48.0	102.0	77.0	2.0	-	-
70 и более	235.0	4.0	76.0	-	47.0	14.0	13.0	37.0	43.0	1.0	1.0	-
Возраст не указан	7.0	-	2.0	-	3.0	1.0	1.0	-	-	-	-	-
Из общей численности занятых - население в возрасте:												
трудоспособном	161806.0	435.0	34157.0	4651.0	65062.0	18195.0	28532.0	9728.0	998.0	48.0	17.0	-
старше трудоспособного	5903.0	43.0	2021.0	82.0	1925.0	404.0	509.0	610.0	304.0	5.0	1.0	-
16-29 лет	47791.0	75.0	8084.0	2090.0	17629.0	5735.0	9677.0	4112.0	368.0	21.0	8.0	-
Мужчины, занятые в экономике, в возрасте 15 лет и более	84424.0	226.0	15114.0	2390.0	30995.0	11152.0	16813.0	6796.0	913.0	25.0	5.0	-
в том числе в возрасте, лет:												
15–17	281.0	-	-	-	22.0	28.0	58.0	146.0	27.0	-	-	-
18–19 	1739.0	-	-	34.0	409.0	317.0	462.0	431.0	86.0	-	-	-
20–24 	11047.0	9.0	1219.0	498.0	3761.0	1681.0	2382.0	1337.0	151.0	9.0	3.0	-
25–29 	12995.0	25.0	2137.0	480.0	4906.0	1581.0	2646.0	1156.0	61.0	3.0	1.0	-
30–34 	10549.0	27.0	1882.0	354.0	4485.0	1197.0	2096.0	483.0	24.0	1.0	-	-
35–39 	9481.0	24.0	1908.0	313.0	3857.0	1162.0	1862.0	325.0	26.0	4.0	-	-
40–44 	12294.0	44.0	2420.0	285.0	4695.0	1583.0	2751.0	473.0	42.0	1.0	-	-
45–49 	11705.0	36.0	2264.0	181.0	4216.0	1675.0	2416.0	827.0	87.0	3.0	1.0	-
50–54 	9335.0	32.0	1998.0	156.0	3146.0	1292.0	1595.0	970.0	145.0	1.0	-	-
55–59 	3091.0	9.0	731.0	62.0	971.0	447.0	387.0	378.0	106.0	-	-	-
60–64 	1393.0	11.0	396.0	23.0	381.0	154.0	129.0	200.0	98.0	1.0	-	-
65–69 	384.0	6.0	118.0	4.0	116.0	27.0	24.0	49.0	38.0	2.0	-	-
70 и более	130.0	3.0	41.0	-	30.0	8.0	5.0	21.0	22.0	-	-	-
Возраст не указан	2.0	-	1.0	-	-	1.0	-	-	-	-	-	-
Из общей численности занятых - мужчины в возрасте:												
трудоспособном	82498.0	206.0	14559.0	2363.0	30468.0	10963.0	16655.0	6510.0	752.0	22.0	5.0	-
старше трудоспособного	1907.0	20.0	555.0	27.0	527.0	189.0	158.0	270.0	158.0	3.0	-	-
16-29 лет	26043.0	34.0	3356.0	1012.0	9098.0	3607.0	5548.0	3054.0	322.0	12.0	4.0	-
Женщины, занятые в экономике, в возрасте 15 лет и более	83323.0	252.0	21064.0	2343.0	35992.0	7449.0	12228.0	3571.0	396.0	28.0	13.0	-
в том числе в возрасте, лет:												
15–17	174.0	-	-	-	11.0	11.0	75.0	70.0	6.0	1.0	-	-
18–19 	1399.0	-	-	69.0	470.0	182.0	528.0	146.0	4.0	-	-	-
20–24 	8839.0	11.0	1670.0	600.0	3537.0	912.0	1672.0	416.0	18.0	3.0	3.0	-
25–29 	11355.0	30.0	3058.0	409.0	4513.0	1025.0	1854.0	439.0	22.0	5.0	1.0	-
30–34 	9402.0	36.0	2651.0	327.0	4219.0	817.0	1132.0	208.0	8.0	4.0	-	-
35–39 	10081.0	37.0	2899.0	273.0	4616.0	866.0	1175.0	191.0	18.0	6.0	3.0	-
40–44 	13754.0	47.0	3588.0	273.0	6421.0	1219.0	1862.0	316.0	26.0	2.0	2.0	-
45–49 	13807.0	35.0	3222.0	207.0	6167.0	1322.0	2115.0	670.0	67.0	2.0	2.0	-
50–54 	10516.0	33.0	2510.0	130.0	4640.0	880.0	1464.0	775.0	81.0	3.0	1.0	-
55–59 	2362.0	10.0	879.0	36.0	886.0	128.0	217.0	166.0	40.0	-	-	-
60–64 	1138.0	8.0	421.0	13.0	379.0	63.0	102.0	105.0	46.0	1.0	-	-
65–69 	391.0	4.0	131.0	6.0	116.0	18.0	24.0	53.0	39.0	-	-	-
70 и более	105.0	1.0	35.0	-	17.0	6.0	8.0	16.0	21.0	1.0	1.0	-
Возраст не указан	5.0	-	1.0	-	3.0	-	1.0	-	-	-	-	-
Из общей численности занятых - женщины в возрасте:												
трудоспособном	79308.0	229.0	19598.0	2288.0	34594.0	7232.0	11877.0	3218.0	246.0	26.0	12.0	-
старше трудоспособного	3996.0	23.0	1466.0	55.0	1398.0	215.0	351.0	340.0	146.0	2.0	1.0	-
16-29 лет	21748.0	41.0	4728.0	1078.0	8531.0	2128.0	4129.0	1058.0	46.0	9.0	4.0	-
Сельское население, занятое в экономике, в возрасте 15 лет и более	50108.0	44.0	6697.0	749.0	16431.0	8776.0	10315.0	6054.0	1009.0	33.0	17.0	-
в том числе в возрасте, лет:												
15–17	204.0	-	-	-	3.0	14.0	31.0	121.0	34.0	1.0	1.0	-
18–19 	788.0	-	-	5.0	174.0	137.0	207.0	214.0	49.0	2.0	1.0	-
20–24 	5209.0	3.0	421.0	132.0	1381.0	951.0	1241.0	967.0	111.0	2.0	1.0	-
25–29 	6181.0	5.0	734.0	133.0	1732.0	1052.0	1530.0	921.0	69.0	5.0	2.0	-
30–34 	5816.0	7.0	738.0	113.0	2060.0	1020.0	1283.0	560.0	33.0	2.0	-	-
35–39 	6576.0	3.0	994.0	103.0	2471.0	1131.0	1395.0	442.0	34.0	3.0	1.0	-
40–44 	8987.0	9.0	1187.0	102.0	3299.0	1655.0	1988.0	659.0	84.0	4.0	2.0	-
45–49 	8282.0	7.0	1159.0	78.0	2806.0	1547.0	1594.0	951.0	135.0	5.0	4.0	-
50–54 	5876.0	5.0	943.0	54.0	1938.0	977.0	870.0	902.0	184.0	3.0	2.0	-
55–59 	1458.0	1.0	335.0	22.0	386.0	240.0	135.0	222.0	115.0	2.0	1.0	-
60–64 	490.0	3.0	142.0	6.0	129.0	37.0	33.0	67.0	72.0	1.0	1.0	-
65–69 	171.0	1.0	42.0	1.0	41.0	9.0	5.0	21.0	48.0	3.0	1.0	-
70 и более	70.0	-	2.0	-	11.0	6.0	3.0	7.0	41.0	-	-	-
Возраст не указан	1.0	-	-	-	1.0	-	-	-	-	-	-	-
Из общей численности занятых - население в возрасте:												
трудоспособном	48862.0	40.0	6324.0	738.0	16091.0	8685.0	10229.0	5894.0	832.0	29.0	15.0	-
старше трудоспособного	1227.0	4.0	373.0	11.0	340.0	91.0	86.0	146.0	172.0	4.0	2.0	-
16-29 лет	12363.0	8.0	1155.0	270.0	3290.0	2154.0	3009.0	2209.0	258.0	10.0	5.0	-
Мужчины, занятые в экономике, в возрасте 15 лет и более	26328.0	24.0	2604.0	351.0	7019.0	5615.0	5954.0	3965.0	770.0	26.0	13.0	-
в том числе в возрасте, лет:												
15–17	152.0	-	-	-	2.0	9.0	15.0	93.0	32.0	1.0	1.0	-
18–19 	430.0	-	-	2.0	68.0	83.0	88.0	143.0	44.0	2.0	1.0	-
20–24 	2990.0	2.0	175.0	52.0	628.0	588.0	739.0	707.0	97.0	2.0	1.0	-
25–29 	3350.0	4.0	275.0	58.0	747.0	658.0	913.0	639.0	51.0	5.0	2.0	-
30–34 	3000.0	3.0	253.0	59.0	887.0	625.0	774.0	371.0	27.0	1.0	-	-
35–39 	3294.0	2.0	360.0	50.0	1009.0	714.0	854.0	277.0	26.0	2.0	1.0	-
40–44 	4495.0	4.0	434.0	35.0	1361.0	1027.0	1162.0	409.0	59.0	4.0	2.0	-
45–49 	4145.0	3.0	472.0	42.0	1141.0	989.0	834.0	569.0	93.0	2.0	2.0	-
50–54 	3114.0	3.0	404.0	32.0	861.0	683.0	464.0	529.0	136.0	2.0	1.0	-
55–59 	962.0	1.0	148.0	18.0	227.0	201.0	90.0	171.0	104.0	2.0	1.0	-
60–64 	277.0	2.0	66.0	3.0	59.0	29.0	17.0	48.0	52.0	1.0	1.0	-
65–69 	83.0	-	15.0	-	23.0	6.0	2.0	6.0	29.0	2.0	-	-
70 и более	36.0	-	2.0	-	6.0	3.0	2.0	3.0	20.0	-	-	-
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Из общей численности занятых - мужчины в возрасте:												
трудоспособном	25918.0	22.0	2521.0	348.0	6931.0	5577.0	5933.0	3899.0	664.0	23.0	12.0	-
старше трудоспособного	396.0	2.0	83.0	3.0	88.0	38.0	21.0	57.0	101.0	3.0	1.0	-
16-29 лет	6908.0	6.0	450.0	112.0	1445.0	1338.0	1755.0	1573.0	219.0	10.0	5.0	-
Женщины, занятые в экономике, в возрасте 15 лет и более	23780.0	20.0	4093.0	398.0	9412.0	3161.0	4361.0	2089.0	239.0	7.0	4.0	-
в том числе в возрасте, лет:												
15–17	52.0	-	-	-	1.0	5.0	16.0	28.0	2.0	-	-	-
18–19 	358.0	-	-	3.0	106.0	54.0	119.0	71.0	5.0	-	-	-
20–24 	2219.0	1.0	246.0	80.0	753.0	363.0	502.0	260.0	14.0	-	-	-
25–29 	2831.0	1.0	459.0	75.0	985.0	394.0	617.0	282.0	18.0	-	-	-
30–34 	2816.0	4.0	485.0	54.0	1173.0	395.0	509.0	189.0	6.0	1.0	-	-
35–39 	3282.0	1.0	634.0	53.0	1462.0	417.0	541.0	165.0	8.0	1.0	-	-
40–44 	4492.0	5.0	753.0	67.0	1938.0	628.0	826.0	250.0	25.0	-	-	-
45–49 	4137.0	4.0	687.0	36.0	1665.0	558.0	760.0	382.0	42.0	3.0	2.0	-
50–54 	2762.0	2.0	539.0	22.0	1077.0	294.0	406.0	373.0	48.0	1.0	1.0	-
55–59 	496.0	-	187.0	4.0	159.0	39.0	45.0	51.0	11.0	-	-	-
60–64 	213.0	1.0	76.0	3.0	70.0	8.0	16.0	19.0	20.0	-	-	-
65–69 	88.0	1.0	27.0	1.0	18.0	3.0	3.0	15.0	19.0	1.0	1.0	-
70 и более	34.0	-	-	-	5.0	3.0	1.0	4.0	21.0	-	-	-
Возраст не указан	1.0	-	-	-	1.0	-	-	-	-	-	-	-
Из общей численности занятых - женщины в возрасте:												
трудоспособном	22944.0	18.0	3803.0	390.0	9160.0	3108.0	4296.0	1995.0	168.0	6.0	3.0	-
старше трудоспособного	831.0	2.0	290.0	8.0	252.0	53.0	65.0	89.0	71.0	1.0	1.0	-
16-29 лет	5455.0	2.0	705.0	158.0	1845.0	816.0	1254.0	636.0	39.0	-	-	-
Алтайский край												
Все население, занятое в экономике, в возрасте 15 лет и более	1051066.0	2765.0	197336.0	22676.0	368377.0	203802.0	168026.0	72128.0	15317.0	630.0	338.0	9.0
в том числе в возрасте, лет:												
15–17	3934.0	-	-	-	94.0	331.0	1138.0	1875.0	472.0	24.0	15.0	-
18–19 	21821.0	-	-	425.0	4318.0	4974.0	7090.0	4063.0	922.0	29.0	16.0	-
20–24 	120291.0	160.0	15657.0	7055.0	36371.0	23807.0	21803.0	13068.0	2290.0	80.0	33.0	-
25–29 	139288.0	428.0	27966.0	4357.0	44789.0	26534.0	22165.0	11526.0	1455.0	67.0	34.0	1.0
30–34 	123854.0	289.0	24990.0	3166.0	48093.0	23023.0	18107.0	5452.0	670.0	63.0	37.0	1.0
35–39 	124321.0	297.0	26307.0	2300.0	48738.0	22588.0	19763.0	3759.0	525.0	43.0	25.0	1.0
40–44 	175378.0	426.0	33528.0	2255.0	65610.0	35452.0	30898.0	6155.0	989.0	64.0	37.0	1.0
45–49 	164624.0	368.0	29219.0	1514.0	60374.0	35136.0	26121.0	9901.0	1919.0	69.0	48.0	3.0
50–54 	123459.0	328.0	23664.0	1080.0	44195.0	23914.0	16341.0	11083.0	2795.0	58.0	31.0	1.0
55–59 	36269.0	183.0	9537.0	359.0	11007.0	6317.0	3480.0	3544.0	1799.0	43.0	22.0	-
60–64 	12908.0	165.0	4722.0	117.0	3568.0	1336.0	870.0	1251.0	846.0	33.0	14.0	-
65–69 	3785.0	80.0	1414.0	38.0	979.0	301.0	201.0	326.0	418.0	28.0	13.0	-
70 и более	1134.0	41.0	332.0	10.0	241.0	89.0	49.0	125.0	217.0	29.0	13.0	1.0
Возраст не указан	20.0	-	6.0	1.0	6.0	5.0	1.0	-	-	-	-	1.0
Из общей численности занятых - население в возрасте:												
трудоспособном	1020041.0	2425.0	186008.0	22387.0	358860.0	201024.0	165765.0	69459.0	13577.0	528.0	293.0	8.0
старше трудоспособного	30766.0	340.0	11328.0	289.0	9517.0	2776.0	2261.0	2487.0	1668.0	99.0	43.0	1.0
16-29 лет	285075.0	588.0	43623.0	11837.0	85572.0	55644.0	52196.0	30350.0	5067.0	197.0	96.0	1.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	552363.0	1471.0	86341.0	11042.0	163548.0	129626.0	100595.0	47477.0	11818.0	439.0	246.0	6.0
в том числе в возрасте, лет:												
15–17	2819.0	-	-	-	47.0	260.0	644.0	1440.0	414.0	14.0	9.0	-
18–19 	13317.0	-	-	167.0	2135.0	3288.0	3796.0	3080.0	828.0	23.0	13.0	-
20–24 	69164.0	66.0	7111.0	3147.0	18008.0	15567.0	13466.0	9738.0	2002.0	59.0	22.0	-
25–29 	76424.0	230.0	12832.0	2127.0	21592.0	16863.0	13598.0	7974.0	1163.0	45.0	25.0	-
30–34 	65039.0	116.0	10478.0	1610.0	22227.0	14342.0	12072.0	3662.0	482.0	49.0	32.0	1.0
35–39 	62736.0	133.0	11102.0	1154.0	20957.0	13678.0	12910.0	2415.0	362.0	25.0	12.0	-
40–44 	86254.0	215.0	13726.0	1114.0	27066.0	21395.0	18265.0	3739.0	687.0	46.0	27.0	1.0
45–49 	80357.0	203.0	12073.0	795.0	24317.0	21863.0	14233.0	5496.0	1323.0	52.0	39.0	2.0
50–54 	62028.0	188.0	10561.0	587.0	18197.0	15780.0	8584.0	6159.0	1931.0	40.0	21.0	1.0
55–59 	23330.0	129.0	4677.0	235.0	6278.0	5267.0	2339.0	2759.0	1612.0	34.0	19.0	-
60–64 	7906.0	103.0	2697.0	79.0	2019.0	1048.0	537.0	779.0	620.0	24.0	10.0	-
65–69 	2306.0	57.0	862.0	25.0	558.0	212.0	123.0	169.0	283.0	17.0	11.0	-
70 и более	683.0	31.0	222.0	2.0	147.0	63.0	28.0	67.0	111.0	11.0	6.0	1.0
Возраст не указан	6.0	-	1.0	-	1.0	3.0	1.0	-	-	-	-	-
Из общей численности занятых - мужчины в возрасте:												
трудоспособном	541270.0	1280.0	82560.0	10936.0	160824.0	128302.0	99907.0	46328.0	10742.0	386.0	218.0	5.0
старше трудоспособного	10895.0	191.0	3781.0	106.0	2724.0	1323.0	688.0	1015.0	1014.0	52.0	27.0	1.0
16-29 лет	161526.0	296.0	19943.0	5441.0	41782.0	35977.0	31504.0	22098.0	4345.0	140.0	68.0	-
Женщины, занятые в экономике, в возрасте 15 лет и более	498703.0	1294.0	110995.0	11634.0	204829.0	74176.0	67431.0	24651.0	3499.0	191.0	92.0	3.0
в том числе в возрасте, лет:												
15–17	1115.0	-	-	-	47.0	71.0	494.0	435.0	58.0	10.0	6.0	-
18–19 	8504.0	-	-	258.0	2183.0	1686.0	3294.0	983.0	94.0	6.0	3.0	-
20–24 	51127.0	94.0	8546.0	3908.0	18363.0	8240.0	8337.0	3330.0	288.0	21.0	11.0	-
25–29	62864.0	198.0	15134.0	2230.0	23197.0	9671.0	8567.0	3552.0	292.0	22.0	9.0	1.0
30–34 	58815.0	173.0	14512.0	1556.0	25866.0	8681.0	6035.0	1790.0	188.0	14.0	5.0	-
35–39 	61585.0	164.0	15205.0	1146.0	27781.0	8910.0	6853.0	1344.0	163.0	18.0	13.0	1.0
40–44 	89124.0	211.0	19802.0	1141.0	38544.0	14057.0	12633.0	2416.0	302.0	18.0	10.0	-
45–49 	84267.0	165.0	17146.0	719.0	36057.0	13273.0	11888.0	4405.0	596.0	17.0	9.0	1.0
50–54 	61431.0	140.0	13103.0	493.0	25998.0	8134.0	7757.0	4924.0	864.0	18.0	10.0	-
55–59 	12939.0	54.0	4860.0	124.0	4729.0	1050.0	1141.0	785.0	187.0	9.0	3.0	-
60–64 	5002.0	62.0	2025.0	38.0	1549.0	288.0	333.0	472.0	226.0	9.0	4.0	-
