9. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ПОЛУ И СОСТОЯНИЮ В БРАКЕ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																
																
																
	Мужчины в возрасте 16 лет и более, включая мужчин до 16 лет, указавших состояние в браке	в том числе							Женщины в возрасте 16 лет и более, включая женщин до 16 лет, указавших состояние в браке	в том числе						
Украинцы	4508.0	3557.0	2822.0	735.0	388.0	273.0	289.0	1.0	4554.0	2752.0	2245.0	507.0	263.0	1276.0	261.0	2.0
Татары	3399.0	2297.0	1815.0	482.0	702.0	169.0	225.0	6.0	3553.0	2081.0	1686.0	395.0	437.0	812.0	216.0	7.0
Белорусы	1210.0	926.0	726.0	200.0	100.0	112.0	72.0	-	1264.0	691.0	574.0	117.0	62.0	453.0	58.0	-
Немцы	461.0	346.0	272.0	74.0	77.0	17.0	21.0	-	425.0	264.0	221.0	43.0	54.0	85.0	20.0	2.0
Эвенки	365.0	145.0	89.0	56.0	172.0	22.0	25.0	1.0	383.0	210.0	130.0	80.0	98.0	65.0	10.0	-
Тофалары	224.0	102.0	55.0	47.0	106.0	8.0	8.0	-	239.0	124.0	66.0	58.0	71.0	23.0	21.0	-
Усть-Ордынский Бурятский автономный округ																
Сельское население	44371.0	28536.0	23078.0	5458.0	11869.0	1801.0	1991.0	174.0	50305.0	28903.0	23332.0	5571.0	10117.0	8550.0	2549.0	186.0
Буряты	17162.0	10638.0	9271.0	1367.0	5119.0	738.0	598.0	69.0	19523.0	10544.0	9153.0	1391.0	5038.0	2971.0	885.0	85.0
Русские	24047.0	15629.0	12029.0	3600.0	6197.0	911.0	1224.0	86.0	27466.0	16375.0	12568.0	3807.0	4680.0	4836.0	1498.0	77.0
Кемеровская область																
Все население	1077981.0	694303.0	598923.0	95380.0	254500.0	43889.0	84456.0	833.0	1292145.0	697174.0	601973.0	95201.0	211899.0	236992.0	145187.0	893.0
Русские	975037.0	621933.0	537032.0	84901.0	237177.0	38232.0	77597.0	98.0	1188025.0	639561.0	551967.0	87594.0	200072.0	213164.0	135109.0	119.0
Татары	21333.0	14416.0	12564.0	1852.0	4056.0	1087.0	1773.0	1.0	24334.0	13361.0	11815.0	1546.0	2971.0	5268.0	2734.0	-
Украинцы	16687.0	12932.0	11438.0	1494.0	1348.0	1297.0	1110.0	-	19432.0	10526.0	9381.0	1145.0	1283.0	5639.0	1984.0	-
Немцы	15482.0	11229.0	10018.0	1211.0	2664.0	789.0	800.0	-	16264.0	9332.0	8252.0	1080.0	2319.0	3138.0	1475.0	-
Чуваши	6895.0	5070.0	4321.0	749.0	805.0	497.0	523.0	-	7997.0	4397.0	3693.0	704.0	579.0	2310.0	711.0	-
Шорцы	4008.0	2256.0	1766.0	490.0	1258.0	222.0	271.0	1.0	4900.0	2633.0	2022.0	611.0	920.0	925.0	422.0	-
Белорусы	4827.0	3802.0	3349.0	453.0	300.0	402.0	323.0	-	5587.0	3019.0	2668.0	351.0	283.0	1733.0	552.0	-
Мордва	3121.0	2430.0	2130.0	300.0	236.0	265.0	190.0	-	3950.0	1886.0	1635.0	251.0	205.0	1532.0	327.0	-
Телеуты	846.0	499.0	432.0	67.0	255.0	26.0	66.0	-	1110.0	541.0	458.0	83.0	239.0	212.0	118.0	-
Кумандинцы	113.0	71.0	58.0	13.0	27.0	6.0	9.0	-	154.0	81.0	67.0	14.0	21.0	37.0	15.0	-
Городское население	933047.0	599897.0	522876.0	77021.0	219716.0	37948.0	74670.0	816.0	1132539.0	603439.0	526456.0	76983.0	187967.0	205645.0	134617.0	871.0
Русские	846002.0	538809.0	470184.0	68625.0	205074.0	33242.0	68788.0	89.0	1044700.0	555357.0	484281.0	71076.0	177877.0	185859.0	125499.0	108.0
Татары	18861.0	12768.0	11211.0	1557.0	3541.0	958.0	1593.0	1.0	21738.0	11840.0	10522.0	1318.0	2609.0	4710.0	2579.0	-
Украинцы	14835.0	11462.0	10213.0	1249.0	1215.0	1163.0	995.0	-	17360.0	9295.0	8345.0	950.0	1178.0	5040.0	1847.0	-
Немцы	12326.0	8850.0	7939.0	911.0	2178.0	629.0	669.0	-	13017.0	7330.0	6527.0	803.0	1930.0	2469.0	1288.0	-
Чуваши	4695.0	3501.0	3050.0	451.0	505.0	335.0	354.0	-	5442.0	2947.0	2528.0	419.0	389.0	1524.0	582.0	-
Шорцы	2919.0	1681.0	1374.0	307.0	912.0	133.0	192.0	1.0	3748.0	1966.0	1579.0	387.0	743.0	667.0	372.0	-
Белорусы	4228.0	3332.0	2968.0	364.0	263.0	347.0	286.0	-	4854.0	2616.0	2345.0	271.0	255.0	1471.0	512.0	-
Мордва	2469.0	1922.0	1691.0	231.0	185.0	206.0	156.0	-	3116.0	1459.0	1276.0	183.0	162.0	1208.0	287.0	-
Телеуты	363.0	211.0	178.0	33.0	119.0	10.0	23.0	-	462.0	240.0	204.0	36.0	109.0	59.0	54.0	-
Кумандинцы	94.0	56.0	47.0	9.0	25.0	6.0	7.0	-	128.0	64.0	56.0	8.0	18.0	33.0	13.0	-
Сельское население	144934.0	94406.0	76047.0	18359.0	34784.0	5941.0	9786.0	17.0	159606.0	93735.0	75517.0	18218.0	23932.0	31347.0	10570.0	22.0
Русские	129035.0	83124.0	66848.0	16276.0	32103.0	4990.0	8809.0	9.0	143325.0	84204.0	67686.0	16518.0	22195.0	27305.0	9610.0	11.0
Татары	2472.0	1648.0	1353.0	295.0	515.0	129.0	180.0	-	2596.0	1521.0	1293.0	228.0	362.0	558.0	155.0	-
Украинцы	1852.0	1470.0	1225.0	245.0	133.0	134.0	115.0	-	2072.0	1231.0	1036.0	195.0	105.0	599.0	137.0	-
Немцы	3156.0	2379.0	2079.0	300.0	486.0	160.0	131.0	-	3247.0	2002.0	1725.0	277.0	389.0	669.0	187.0	-
Чуваши	2200.0	1569.0	1271.0	298.0	300.0	162.0	169.0	-	2555.0	1450.0	1165.0	285.0	190.0	786.0	129.0	-
Шорцы	1089.0	575.0	392.0	183.0	346.0	89.0	79.0	-	1152.0	667.0	443.0	224.0	177.0	258.0	50.0	-
Белорусы	599.0	470.0	381.0	89.0	37.0	55.0	37.0	-	733.0	403.0	323.0	80.0	28.0	262.0	40.0	-
Мордва	652.0	508.0	439.0	69.0	51.0	59.0	34.0	-	834.0	427.0	359.0	68.0	43.0	324.0	40.0	-
Телеуты	483.0	288.0	254.0	34.0	136.0	16.0	43.0	-	648.0	301.0	254.0	47.0	130.0	153.0	64.0	-
Кумандинцы	19.0	15.0	11.0	4.0	2.0	-	2.0	-	26.0	17.0	11.0	6.0	3.0	4.0	2.0	-
Новосибирская область																
Все население	1012582.0	648528.0	566736.0	81792.0	255432.0	33784.0	74816.0	22.0	1217523.0	652807.0	571151.0	81656.0	219171.0	207340.0	138168.0	37.0
Русские	929644.0	589730.0	516021.0	73709.0	238544.0	30677.0	70674.0	19.0	1136721.0	605643.0	530012.0	75631.0	207571.0	192485.0	130988.0	34.0
Немцы	19877.0	14853.0	13179.0	1674.0	3534.0	692.0	798.0	-	21765.0	13315.0	11708.0	1607.0	3128.0	3649.0	1673.0	-
Украинцы	15034.0	12091.0	10902.0	1189.0	1284.0	802.0	857.0	-	17400.0	9943.0	8882.0	1061.0	1366.0	4163.0	1928.0	-
Татары	11387.0	7190.0	6120.0	1070.0	2964.0	415.0	818.0	-	12385.0	6932.0	5960.0	972.0	1981.0	2191.0	1281.0	-
Казахи	4721.0	2889.0	2441.0	448.0	1480.0	141.0	211.0	-	4270.0	2451.0	2084.0	367.0	1078.0	474.0	267.0	-
Белорусы	3798.0	3038.0	2712.0	326.0	313.0	230.0	217.0	-	4286.0	2379.0	2131.0	248.0	325.0	1146.0	436.0	-
Евреи	1634.0	1232.0	1128.0	104.0	172.0	129.0	101.0	-	1554.0	686.0	631.0	55.0	216.0	476.0	176.0	-
Городское население	763838.0	475814.0	422271.0	53543.0	202387.0	25122.0	60493.0	22.0	937138.0	479347.0	425928.0	53419.0	182919.0	154669.0	120166.0	37.0
Русские	708140.0	437130.0	388334.0	48796.0	190304.0	23149.0	57538.0	19.0	884211.0	449909.0	399761.0	50148.0	174363.0	145390.0	114515.0	34.0
Немцы	10021.0	7107.0	6383.0	724.0	2089.0	335.0	490.0	-	11252.0	6371.0	5650.0	721.0	2051.0	1702.0	1128.0	-
Украинцы	11530.0	9185.0	8435.0	750.0	1011.0	616.0	718.0	-	13153.0	7297.0	6643.0	654.0	1125.0	3071.0	1660.0	-
Татары	6671.0	4166.0	3692.0	474.0	1776.0	223.0	506.0	-	7448.0	3916.0	3509.0	407.0	1294.0	1276.0	962.0	-
Казахи	1838.0	1023.0	893.0	130.0	670.0	38.0	107.0	-	1606.0	786.0	691.0	95.0	567.0	108.0	145.0	-
Белорусы	2952.0	2349.0	2166.0	183.0	257.0	173.0	173.0	-	3352.0	1815.0	1660.0	155.0	274.0	872.0	391.0	-
Евреи	1614.0	1217.0	1116.0	101.0	172.0	127.0	98.0	-	1533.0	673.0	621.0	52.0	215.0	471.0	174.0	-
Сельское население	248744.0	172714.0	144465.0	28249.0	53045.0	8662.0	14323.0	-	280385.0	173460.0	145223.0	28237.0	36252.0	52671.0	18002.0	-
Русские	221504.0	152600.0	127687.0	24913.0	48240.0	7528.0	13136.0	-	252510.0	155734.0	130251.0	25483.0	33208.0	47095.0	16473.0	-
Немцы	9856.0	7746.0	6796.0	950.0	1445.0	357.0	308.0	-	10513.0	6944.0	6058.0	886.0	1077.0	1947.0	545.0	-
Украинцы	3504.0	2906.0	2467.0	439.0	273.0	186.0	139.0	-	4247.0	2646.0	2239.0	407.0	241.0	1092.0	268.0	-
Татары	4716.0	3024.0	2428.0	596.0	1188.0	192.0	312.0	-	4937.0	3016.0	2451.0	565.0	687.0	915.0	319.0	-
Казахи	2883.0	1866.0	1548.0	318.0	810.0	103.0	104.0	-	2664.0	1665.0	1393.0	272.0	511.0	366.0	122.0	-
Белорусы	846.0	689.0	546.0	143.0	56.0	57.0	44.0	-	934.0	564.0	471.0	93.0	51.0	274.0	45.0	-
Евреи	20.0	15.0	12.0	3.0	-	2.0	3.0	-	21.0	13.0	10.0	3.0	1.0	5.0	2.0	-
Омская область																
Все население	764308.0	491484.0	431626.0	59858.0	194617.0	24497.0	53225.0	485.0	921612.0	495761.0	435929.0	59832.0	174378.0	152455.0	98416.0	602.0
Русские	630249.0	398889.0	349991.0	48898.0	165274.0	19730.0	46186.0	170.0	773550.0	411655.0	361491.0	50164.0	148691.0	127095.0	85914.0	195.0
Казахи	28302.0	17786.0	16139.0	1647.0	8772.0	725.0	1015.0	4.0	30296.0	17181.0	15630.0	1551.0	8320.0	3130.0	1661.0	4.0
Украинцы	31964.0	24860.0	22319.0	2541.0	3684.0	1524.0	1894.0	2.0	40438.0	22864.0	20407.0	2457.0	3720.0	9866.0	3988.0	-
Немцы	29133.0	20446.0	18111.0	2335.0	6582.0	808.0	1294.0	3.0	31654.0	18785.0	16562.0	2223.0	6275.0	4190.0	2403.0	1.0
Татары	17820.0	11081.0	9464.0	1617.0	4867.0	607.0	1264.0	1.0	21278.0	11545.0	9875.0	1670.0	3990.0	3624.0	2118.0	1.0
Городское население	530152.0	330885.0	295542.0	35343.0	141521.0	16730.0	40564.0	452.0	655600.0	333410.0	298248.0	35162.0	134592.0	105764.0	81253.0	581.0
Русские	456809.0	281307.0	251203.0	30104.0	125073.0	14152.0	36125.0	152.0	573341.0	289888.0	259040.0	30848.0	118712.0	92080.0	72480.0	181.0
Казахи	12891.0	7864.0	7261.0	603.0	4166.0	285.0	576.0	-	14858.0	7600.0	7007.0	593.0	5004.0	1193.0	1061.0	-
Украинцы	18580.0	14362.0	13125.0	1237.0	2053.0	966.0	1198.0	1.0	23764.0	12739.0	11576.0	1163.0	2291.0	5826.0	2908.0	-
Немцы	12756.0	8607.0	7687.0	920.0	3148.0	332.0	669.0	-	14143.0	7751.0	6935.0	816.0	3241.0	1766.0	1385.0	-
Татары	10054.0	6134.0	5434.0	700.0	2840.0	298.0	782.0	-	12532.0	6339.0	5618.0	721.0	2688.0	1956.0	1549.0	-
Сельское население	234156.0	160599.0	136084.0	24515.0	53096.0	7767.0	12661.0	33.0	266012.0	162351.0	137681.0	24670.0	39786.0	46691.0	17163.0	21.0
Русские	173440.0	117582.0	98788.0	18794.0	40201.0	5578.0	10061.0	18.0	200209.0	121767.0	102451.0	19316.0	29979.0	35015.0	13434.0	14.0
Казахи	15411.0	9922.0	8878.0	1044.0	4606.0	440.0	439.0	4.0	15438.0	9581.0	8623.0	958.0	3316.0	1937.0	600.0	4.0
Украинцы	13384.0	10498.0	9194.0	1304.0	1631.0	558.0	696.0	1.0	16674.0	10125.0	8831.0	1294.0	1429.0	4040.0	1080.0	-
Немцы	16377.0	11839.0	10424.0	1415.0	3434.0	476.0	625.0	3.0	17511.0	11034.0	9627.0	1407.0	3034.0	2424.0	1018.0	1.0
Татары	7766.0	4947.0	4030.0	917.0	2027.0	309.0	482.0	1.0	8746.0	5206.0	4257.0	949.0	1302.0	1668.0	569.0	1.0
Томская область																
Все население	397491.0	239387.0	204471.0	34916.0	116657.0	12497.0	28941.0	9.0	460959.0	240489.0	205906.0	34583.0	102138.0	68950.0	49367.0	15.0
Русские	354994.0	210653.0	180202.0	30451.0	107162.0	10980.0	26193.0	6.0	419081.0	216986.0	185793.0	31193.0	95058.0	61706.0	45316.0	15.0
Татары	8267.0	5156.0	4440.0	716.0	2244.0	266.0	600.0	1.0	9238.0	4963.0	4341.0	622.0	1743.0	1559.0	973.0	-
Украинцы	8109.0	6150.0	5345.0	805.0	1066.0	331.0	562.0	-	7735.0	4452.0	3895.0	557.0	886.0	1524.0	873.0	-
Немцы	5629.0	3854.0	3390.0	464.0	1272.0	214.0	289.0	-	6298.0	3501.0	3044.0	457.0	1214.0	1024.0	559.0	-
Чуваши	2421.0	1749.0	1445.0	304.0	423.0	89.0	160.0	-	3049.0	1895.0	1567.0	328.0	340.0	550.0	264.0	-
Белорусы	2331.0	1787.0	1556.0	231.0	220.0	151.0	172.0	1.0	2789.0	1546.0	1331.0	215.0	216.0	732.0	295.0	-
Селькупы	669.0	351.0	262.0	89.0	225.0	29.0	64.0	-	733.0	414.0	284.0	130.0	140.0	113.0	66.0	-
Ханты	314.0	149.0	93.0	56.0	128.0	8.0	29.0	-	371.0	220.0	169.0	51.0	68.0	45.0	38.0	-
Чулымцы	179.0	91.0	59.0	32.0	64.0	12.0	12.0	-	189.0	89.0	61.0	28.0	42.0	43.0	15.0	-
Эвенки	39.0	14.0	8.0	6.0	22.0	1.0	2.0	-	42.0	24.0	19.0	5.0	12.0	4.0	2.0	-
Городское население	271689.0	156686.0	136714.0	19972.0	87490.0	7460.0	20046.0	7.0	320392.0	157232.0	137665.0	19567.0	81183.0	43780.0	38182.0	15.0
Русские	243236.0	138012.0	120690.0	17322.0	80404.0	6602.0	18213.0	5.0	293127.0	142546.0	124710.0	17836.0	75620.0	39723.0	35223.0	15.0
Татары	6072.0	3716.0	3232.0	484.0	1749.0	170.0	436.0	1.0	6730.0	3523.0	3135.0	388.0	1421.0	1010.0	776.0	-
Украинцы	5751.0	4292.0	3818.0	474.0	841.0	231.0	387.0	-	5610.0	3162.0	2841.0	321.0	739.0	1019.0	690.0	-
Немцы	3021.0	1932.0	1725.0	207.0	827.0	98.0	164.0	-	3496.0	1790.0	1596.0	194.0	894.0	467.0	345.0	-
Чуваши	849.0	626.0	526.0	100.0	138.0	29.0	56.0	-	1053.0	597.0	527.0	70.0	156.0	171.0	129.0	-
Белорусы	1470.0	1129.0	1002.0	127.0	166.0	72.0	103.0	-	1793.0	980.0	874.0	106.0	172.0	416.0	225.0	-
Селькупы	125.0	63.0	54.0	9.0	46.0	4.0	12.0	-	147.0	73.0	49.0	24.0	36.0	21.0	17.0	-
Ханты	69.0	35.0	28.0	7.0	25.0	-	9.0	-	94.0	50.0	44.0	6.0	23.0	7.0	14.0	-
Чулымцы	16.0	9.0	6.0	3.0	5.0	1.0	1.0	-	14.0	7.0	5.0	2.0	2.0	3.0	2.0	-
Эвенки	8.0	3.0	2.0	1.0	5.0	-	-	-	9.0	6.0	6.0	-	2.0	1.0	-	-
Сельское население	125802.0	82701.0	67757.0	14944.0	29167.0	5037.0	8895.0	2.0	140567.0	83257.0	68241.0	15016.0	20955.0	25170.0	11185.0	-
Русские	111758.0	72641.0	59512.0	13129.0	26758.0	4378.0	7980.0	1.0	125954.0	74440.0	61083.0	13357.0	19438.0	21983.0	10093.0	-
Татары	2195.0	1440.0	1208.0	232.0	495.0	96.0	164.0	-	2508.0	1440.0	1206.0	234.0	322.0	549.0	197.0	-
Украинцы	2358.0	1858.0	1527.0	331.0	225.0	100.0	175.0	-	2125.0	1290.0	1054.0	236.0	147.0	505.0	183.0	-
Немцы	2608.0	1922.0	1665.0	257.0	445.0	116.0	125.0	-	2802.0	1711.0	1448.0	263.0	320.0	557.0	214.0	-
Чуваши	1572.0	1123.0	919.0	204.0	285.0	60.0	104.0	-	1996.0	1298.0	1040.0	258.0	184.0	379.0	135.0	-
Белорусы	861.0	658.0	554.0	104.0	54.0	79.0	69.0	1.0	996.0	566.0	457.0	109.0	44.0	316.0	70.0	-
Селькупы	544.0	288.0	208.0	80.0	179.0	25.0	52.0	-	586.0	341.0	235.0	106.0	104.0	92.0	49.0	-
Ханты	245.0	114.0	65.0	49.0	103.0	8.0	20.0	-	277.0	170.0	125.0	45.0	45.0	38.0	24.0	-
Чулымцы	163.0	82.0	53.0	29.0	59.0	11.0	11.0	-	175.0	82.0	56.0	26.0	40.0	40.0	13.0	-
Эвенки	31.0	11.0	6.0	5.0	17.0	1.0	2.0	-	33.0	18.0	13.0	5.0	10.0	3.0	2.0	-
Читинская область																
Все население	424437.0	263169.0	221707.0	41462.0	122256.0	14280.0	23272.0	1460.0	467092.0	266103.0	224782.0	41321.0	85089.0	74532.0	39881.0	1487.0
Русские	377676.0	233974.0	196727.0	37247.0	108722.0	12875.0	21325.0	780.0	422969.0	241435.0	203234.0	38201.0	75952.0	67947.0	36937.0	698.0
Буряты	23243.0	13795.0	12132.0	1663.0	7871.0	644.0	901.0	32.0	25900.0	13825.0	12135.0	1690.0	7269.0	3320.0	1460.0	26.0
Украинцы	5919.0	4816.0	4214.0	602.0	543.0	249.0	307.0	4.0	5191.0	3228.0	2896.0	332.0	375.0	1065.0	518.0	5.0
Татары	3875.0	2451.0	2092.0	359.0	1021.0	153.0	243.0	7.0	3726.0	2114.0	1797.0	317.0	366.0	893.0	352.0	1.0
Белорусы	1466.0	1176.0	1007.0	169.0	138.0	72.0	80.0	-	1319.0	838.0	751.0	87.0	92.0	276.0	113.0	-
Эвенки	468.0	185.0	136.0	49.0	229.0	25.0	26.0	3.0	560.0	288.0	212.0	76.0	156.0	81.0	34.0	1.0
Городское население	273522.0	167856.0	143727.0	24129.0	80004.0	8637.0	15960.0	1065.0	310390.0	169667.0	145826.0	23841.0	59453.0	48724.0	31346.0	1200.0
Русские	248138.0	151804.0	129913.0	21891.0	73032.0	7922.0	14925.0	455.0	287465.0	157292.0	134836.0	22456.0	54795.0	45455.0	29467.0	456.0
Буряты	8183.0	4686.0	4179.0	507.0	3030.0	176.0	279.0	12.0	9635.0	4703.0	4173.0	530.0	3291.0	953.0	680.0	8.0
Украинцы	4571.0	3706.0	3290.0	416.0	424.0	201.0	236.0	4.0	4081.0	2450.0	2236.0	214.0	311.0	871.0	444.0	5.0
Татары	2639.0	1661.0	1440.0	221.0	712.0	98.0	166.0	2.0	2528.0	1390.0	1211.0	179.0	260.0	609.0	268.0	1.0
Белорусы	1068.0	873.0	756.0	117.0	94.0	47.0	54.0	-	969.0	609.0	557.0	52.0	71.0	199.0	90.0	-
Эвенки	73.0	29.0	20.0	9.0	30.0	7.0	7.0	-	104.0	46.0	38.0	8.0	35.0	10.0	13.0	-
Сельское население	150915.0	95313.0	77980.0	17333.0	42252.0	5643.0	7312.0	395.0	156702.0	96436.0	78956.0	17480.0	25636.0	25808.0	8535.0	287.0
Русские	129538.0	82170.0	66814.0	15356.0	35690.0	4953.0	6400.0	325.0	135504.0	84143.0	68398.0	15745.0	21157.0	22492.0	7470.0	242.0
Буряты	15060.0	9109.0	7953.0	1156.0	4841.0	468.0	622.0	20.0	16265.0	9122.0	7962.0	1160.0	3978.0	2367.0	780.0	18.0
Украинцы	1348.0	1110.0	924.0	186.0	119.0	48.0	71.0	-	1110.0	778.0	660.0	118.0	64.0	194.0	74.0	-
Татары	1236.0	790.0	652.0	138.0	309.0	55.0	77.0	5.0	1198.0	724.0	586.0	138.0	106.0	284.0	84.0	-
Белорусы	398.0	303.0	251.0	52.0	44.0	25.0	26.0	-	350.0	229.0	194.0	35.0	21.0	77.0	23.0	-
Эвенки	395.0	156.0	116.0	40.0	199.0	18.0	19.0	3.0	456.0	242.0	174.0	68.0	121.0	71.0	21.0	1.0
Агинский Бурятский автономный округ																
Все население	23816.0	14987.0	12604.0	2383.0	6991.0	712.0	1114.0	12.0	26234.0	15156.0	12753.0	2403.0	5868.0	3754.0	1440.0	16.0
Буряты	14219.0	8920.0	7997.0	923.0	4316.0	392.0	585.0	6.0	16129.0	8975.0	8028.0	947.0	4089.0	2187.0	866.0	12.0
Русские	8843.0	5533.0	4209.0	1324.0	2514.0	298.0	493.0	5.0	9424.0	5728.0	4359.0	1369.0	1707.0	1452.0	533.0	4.0
Городское население	8124.0	5385.0	4468.0	917.0	2096.0	261.0	378.0	4.0	9826.0	5494.0	4564.0	930.0	2320.0	1346.0	663.0	3.0
Буряты	4066.0	2682.0	2422.0	260.0	1127.0	108.0	148.0	1.0	5146.0	2747.0	2465.0	282.0	1409.0	622.0	367.0	1.0
Русские	3750.0	2474.0	1876.0	598.0	917.0	142.0	215.0	2.0	4385.0	2565.0	1948.0	617.0	872.0	674.0	272.0	2.0
Сельское население	15692.0	9602.0	8136.0	1466.0	4895.0	451.0	736.0	8.0	16408.0	9662.0	8189.0	1473.0	3548.0	2408.0	777.0	13.0
Буряты	10153.0	6238.0	5575.0	663.0	3189.0	284.0	437.0	5.0	10983.0	6228.0	5563.0	665.0	2680.0	1565.0	499.0	11.0
Русские	5093.0	3059.0	2333.0	726.0	1597.0	156.0	278.0	3.0	5039.0	3163.0	2411.0	752.0	835.0	778.0	261.0	2.0
Дальневосточный федеральный округ																
Республика Саха (Якутия)																
Все население	335565.0	204707.0	177905.0	26802.0	97130.0	9747.0	22576.0	1405.0	362019.0	200887.0	174400.0	26487.0	84325.0	42255.0	33252.0	1300.0
Якуты	139270.0	80001.0	72354.0	7647.0	48167.0	4818.0	6093.0	191.0	160794.0	81621.0	73360.0	8261.0	50102.0	18395.0	10433.0	243.0
Русские	144741.0	90537.0	76390.0	14147.0	37231.0	3716.0	12845.0	412.0	153387.0	89982.0	75778.0	14204.0	26032.0	18843.0	18193.0	337.0
Украинцы	15960.0	11853.0	10327.0	1526.0	2247.0	370.0	1476.0	14.0	14685.0	9995.0	8767.0	1228.0	1409.0	1457.0	1810.0	14.0
Эвенки	5872.0	2938.0	2527.0	411.0	2436.0	217.0	270.0	11.0	6138.0	3069.0	2594.0	475.0	1919.0	780.0	362.0	8.0
Эвены	2810.0	1313.0	1117.0	196.0	1249.0	107.0	141.0	-	4990.0	2593.0	2141.0	452.0	1403.0	654.0	337.0	3.0
Татары	4386.0	2943.0	2500.0	443.0	988.0	96.0	355.0	4.0	4449.0	2694.0	2292.0	402.0	617.0	592.0	541.0	5.0
Буряты	2598.0	1643.0	1434.0	209.0	741.0	63.0	146.0	5.0	2882.0	1668.0	1419.0	249.0	686.0	245.0	276.0	7.0
Долганы	298.0	169.0	155.0	14.0	105.0	11.0	13.0	-	434.0	245.0	215.0	30.0	133.0	39.0	17.0	-
Юкагиры	335.0	175.0	148.0	27.0	125.0	10.0	23.0	2.0	381.0	193.0	161.0	32.0	120.0	45.0	22.0	1.0
Городское население	224688.0	140392.0	120104.0	20288.0	60128.0	5566.0	17350.0	1252.0	245139.0	136787.0	116807.0	19980.0	52700.0	27569.0	26897.0	1186.0
Якуты	49057.0	27511.0	24418.0	3093.0	17637.0	1356.0	2433.0	120.0	63282.0	28710.0	25161.0	3549.0	22666.0	6426.0	5303.0	177.0
Русские	133919.0	84140.0	71147.0	12993.0	34176.0	3353.0	11851.0	399.0	144195.0	84493.0	71258.0	13235.0	24376.0	17495.0	17510.0	321.0
Украинцы	15008.0	11167.0	9755.0	1412.0	2106.0	341.0	1380.0	14.0	14060.0	9545.0	8374.0	1171.0	1343.0	1400.0	1758.0	14.0
Эвенки	1530.0	704.0	585.0	119.0	709.0	39.0	72.0	6.0	1587.0	693.0	550.0	143.0	603.0	158.0	128.0	5.0
Эвены	712.0	339.0	298.0	41.0	315.0	18.0	40.0	-	1930.0	889.0	709.0	180.0	637.0	217.0	186.0	1.0
Татары	4009.0	2714.0	2312.0	402.0	885.0	86.0	320.0	4.0	4147.0	2513.0	2143.0	370.0	578.0	538.0	513.0	5.0
Буряты	2418.0	1523.0	1328.0	195.0	696.0	59.0	135.0	5.0	2685.0	1537.0	1309.0	228.0	650.0	227.0	264.0	7.0
Долганы	48.0	23.0	20.0	3.0	24.0	-	1.0	-	72.0	29.0	21.0	8.0	32.0	5.0	6.0	-
Юкагиры	139.0	74.0	64.0	10.0	45.0	7.0	11.0	2.0	168.0	82.0	63.0	19.0	51.0	19.0	15.0	1.0
Сельское население	110877.0	64315.0	57801.0	6514.0	37002.0	4181.0	5226.0	153.0	116880.0	64100.0	57593.0	6507.0	31625.0	14686.0	6355.0	114.0
Якуты	90213.0	52490.0	47936.0	4554.0	30530.0	3462.0	3660.0	71.0	97512.0	52911.0	48199.0	4712.0	27436.0	11969.0	5130.0	66.0
Русские	10822.0	6397.0	5243.0	1154.0	3055.0	363.0	994.0	13.0	9192.0	5489.0	4520.0	969.0	1656.0	1348.0	683.0	16.0
Украинцы	952.0	686.0	572.0	114.0	141.0	29.0	96.0	-	625.0	450.0	393.0	57.0	66.0	57.0	52.0	-
Эвенки	4342.0	2234.0	1942.0	292.0	1727.0	178.0	198.0	5.0	4551.0	2376.0	2044.0	332.0	1316.0	622.0	234.0	3.0
Эвены	2098.0	974.0	819.0	155.0	934.0	89.0	101.0	-	3060.0	1704.0	1432.0	272.0	766.0	437.0	151.0	2.0
Татары	377.0	229.0	188.0	41.0	103.0	10.0	35.0	-	302.0	181.0	149.0	32.0	39.0	54.0	28.0	-
Буряты	180.0	120.0	106.0	14.0	45.0	4.0	11.0	-	197.0	131.0	110.0	21.0	36.0	18.0	12.0	-
Долганы	250.0	146.0	135.0	11.0	81.0	11.0	12.0	-	362.0	216.0	194.0	22.0	101.0	34.0	11.0	-
Юкагиры	196.0	101.0	84.0	17.0	80.0	3.0	12.0	-	213.0	111.0	98.0	13.0	69.0	26.0	7.0	-
Приморский край																
Все население	812397.0	480560.0	408537.0	72023.0	232000.0	26663.0	62254.0	10920.0	887489.0	483322.0	411613.0	71709.0	147540.0	138907.0	106611.0	11109.0
Русские	715917.0	418734.0	355413.0	63321.0	213477.0	22729.0	56376.0	4601.0	792109.0	432192.0	367530.0	64662.0	139461.0	118669.0	97084.0	4703.0
Украинцы	40264.0	30663.0	26884.0	3779.0	4377.0	2324.0	2834.0	66.0	50125.0	27935.0	24053.0	3882.0	2970.0	13627.0	5501.0	92.0
Корейцы	7125.0	4599.0	3980.0	619.0	1912.0	187.0	354.0	73.0	7371.0	4259.0	3749.0	510.0	1420.0	909.0	727.0	56.0
Татары	7108.0	4351.0	3673.0	678.0	1929.0	263.0	554.0	11.0	6484.0	3658.0	3182.0	476.0	620.0	1335.0	851.0	20.0
