1. ЖЕНЩИНЫ ПО ВОЗРАСТНЫМ ГРУППАМ И ЧИСЛУ РОЖДЕННЫХ ДЕТЕЙ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
	Всего	Женщины, указавшие число рожденных детей	из них женщины с числом рожденных детей								Общее число рожденных детей	Среднее число рожденных детей (на 1000 женщин)	Женщины, не указавшие число рожденных детей
25 – 29	5339.0	5247.0	922.0	2266.0	1677.0	266.0	83.0	25.0	4.0	4.0	6927.0	1320.0	92.0
30 – 34	4676.0	4612.0	356.0	1335.0	1969.0	707.0	146.0	64.0	27.0	8.0	8516.0	1846.0	64.0
35 – 39	5200.0	5117.0	290.0	880.0	2344.0	1053.0	305.0	152.0	52.0	41.0	11330.0	2214.0	83.0
40 – 44	7008.0	6870.0	253.0	866.0	3080.0	1746.0	515.0	238.0	104.0	68.0	16654.0	2424.0	138.0
45 – 49	6645.0	6531.0	310.0	855.0	2662.0	1626.0	568.0	308.0	80.0	122.0	16348.0	2503.0	114.0
50 – 54	5463.0	5373.0	272.0	735.0	2174.0	1169.0	415.0	363.0	98.0	147.0	13882.0	2584.0	90.0
55 – 59	2302.0	2274.0	129.0	318.0	1026.0	431.0	153.0	119.0	61.0	37.0	5583.0	2455.0	28.0
60 – 64	4527.0	4448.0	169.0	557.0	1749.0	1055.0	412.0	264.0	136.0	106.0	11846.0	2663.0	79.0
65 – 69	3960.0	3888.0	222.0	437.0	1265.0	991.0	408.0	310.0	101.0	154.0	11008.0	2831.0	72.0
70 и более	8854.0	8706.0	502.0	1342.0	2123.0	1925.0	1102.0	812.0	432.0	468.0	26194.0	3009.0	148.0
Алтайский край													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	1180696.0	1179422.0	254908.0	316277.0	405648.0	129874.0	37481.0	18787.0	7703.0	8744.0	1879088.0	1593.0	1274.0
в том числе в возрасте, лет:													
15 – 17	69457.0	69265.0	68174.0	1042.0	49.0	-	-	-	-	-	1140.0	16.0	192.0
18 – 19	50151.0	50073.0	45215.0	4534.0	291.0	33.0	-	-	-	-	5215.0	104.0	78.0
20 – 24	107926.0	107709.0	63729.0	38663.0	4898.0	318.0	36.0	-	32.0	33.0	49980.0	464.0	217.0
25 – 29	97947.0	97813.0	23594.0	53014.0	18932.0	1834.0	268.0	37.0	17.0	117.0	98706.0	1009.0	134.0
30 – 34	83860.0	83789.0	9246.0	39497.0	29540.0	4417.0	703.0	146.0	98.0	142.0	117190.0	1399.0	71.0
35 – 39	83531.0	83491.0	5254.0	27775.0	39980.0	8168.0	1631.0	403.0	123.0	157.0	142815.0	1711.0	40.0
40 – 44	118594.0	118516.0	5803.0	28562.0	63223.0	16019.0	3043.0	1109.0	363.0	394.0	226200.0	1909.0	78.0
45 – 49	116019.0	115929.0	5187.0	25328.0	60736.0	18556.0	3448.0	1602.0	537.0	535.0	231746.0	1999.0	90.0
50 – 54	100209.0	100131.0	5213.0	23229.0	51377.0	14777.0	3240.0	1372.0	484.0	439.0	196566.0	1963.0	78.0
55 – 59	49208.0	49183.0	2627.0	12118.0	24563.0	7017.0	1382.0	809.0	322.0	345.0	96619.0	1964.0	25.0
60 – 64	79870.0	79810.0	4476.0	17222.0	36733.0	14381.0	3675.0	1974.0	700.0	649.0	167990.0	2105.0	60.0
65 – 69	65609.0	65540.0	4066.0	13154.0	27062.0	12952.0	4420.0	2267.0	786.0	833.0	146744.0	2239.0	69.0
70 и более	158315.0	158173.0	12324.0	32139.0	48264.0	31402.0	15635.0	9068.0	4241.0	5100.0	398177.0	2517.0	142.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	650093.0	649573.0	170518.0	203113.0	211743.0	45602.0	10282.0	4371.0	1762.0	2182.0	854827.0	1316.0	520.0
в том числе в возрасте, лет:													
15 – 17	39975.0	39925.0	39466.0	438.0	21.0	-	-	-	-	-	480.0	12.0	50.0
18 – 19	35304.0	35259.0	33431.0	1708.0	103.0	17.0	-	-	-	-	1965.0	56.0	45.0
20 – 24	66610.0	66513.0	45924.0	19167.0	1285.0	57.0	20.0	-	32.0	28.0	22376.0	336.0	97.0
25 – 29	57866.0	57777.0	17476.0	32665.0	7056.0	414.0	65.0	12.0	4.0	85.0	49054.0	849.0	89.0
30 – 34	48306.0	48274.0	6747.0	27180.0	12982.0	1085.0	170.0	37.0	12.0	61.0	57825.0	1198.0	32.0
35 – 39	45365.0	45353.0	3697.0	19787.0	19031.0	2314.0	348.0	103.0	21.0	52.0	67260.0	1483.0	12.0
40 – 44	61805.0	61772.0	3809.0	19920.0	32019.0	4951.0	655.0	223.0	61.0	134.0	103975.0	1683.0	33.0
45 – 49	60753.0	60708.0	3333.0	17491.0	32245.0	6219.0	842.0	318.0	117.0	143.0	107461.0	1770.0	45.0
50 – 54	54983.0	54947.0	3453.0	16374.0	28660.0	5126.0	836.0	294.0	76.0	128.0	95366.0	1736.0	36.0
55 – 59	28182.0	28170.0	1729.0	8824.0	14446.0	2594.0	294.0	168.0	48.0	67.0	48345.0	1716.0	12.0
60 – 64	41597.0	41585.0	2640.0	12093.0	21007.0	4650.0	724.0	263.0	88.0	120.0	73757.0	1774.0	12.0
65 – 69	32729.0	32700.0	2339.0	8888.0	15402.0	4599.0	932.0	318.0	137.0	85.0	60354.0	1846.0	29.0
70 и более	76618.0	76590.0	6474.0	18578.0	27486.0	13576.0	5396.0	2635.0	1166.0	1279.0	166609.0	2175.0	28.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	530603.0	529849.0	84390.0	113164.0	193905.0	84272.0	27199.0	14416.0	5941.0	6562.0	1024261.0	1933.0	754.0
в том числе в возрасте, лет:													
15 – 17	29482.0	29340.0	28708.0	604.0	28.0	-	-	-	-	-	660.0	22.0	142.0
18 – 19	14847.0	14814.0	11784.0	2826.0	188.0	16.0	-	-	-	-	3250.0	219.0	33.0
20 – 24	41316.0	41196.0	17805.0	19496.0	3613.0	261.0	16.0	-	-	5.0	27604.0	670.0	120.0
25 – 29	40081.0	40036.0	6118.0	20349.0	11876.0	1420.0	203.0	25.0	13.0	32.0	49652.0	1240.0	45.0
30 – 34	35554.0	35515.0	2499.0	12317.0	16558.0	3332.0	533.0	109.0	86.0	81.0	59365.0	1672.0	39.0
35 – 39	38166.0	38138.0	1557.0	7988.0	20949.0	5854.0	1283.0	300.0	102.0	105.0	75555.0	1981.0	28.0
40 – 44	56789.0	56744.0	1994.0	8642.0	31204.0	11068.0	2388.0	886.0	302.0	260.0	122225.0	2154.0	45.0
45 – 49	55266.0	55221.0	1854.0	7837.0	28491.0	12337.0	2606.0	1284.0	420.0	392.0	124285.0	2251.0	45.0
50 – 54	45226.0	45184.0	1760.0	6855.0	22717.0	9651.0	2404.0	1078.0	408.0	311.0	101200.0	2240.0	42.0
55 – 59	21026.0	21013.0	898.0	3294.0	10117.0	4423.0	1088.0	641.0	274.0	278.0	48274.0	2297.0	13.0
60 – 64	38273.0	38225.0	1836.0	5129.0	15726.0	9731.0	2951.0	1711.0	612.0	529.0	94233.0	2465.0	48.0
65 – 69	32880.0	32840.0	1727.0	4266.0	11660.0	8353.0	3488.0	1949.0	649.0	748.0	86390.0	2631.0	40.0
70 и более	81697.0	81583.0	5850.0	13561.0	20778.0	17826.0	10239.0	6433.0	3075.0	3821.0	231568.0	2838.0	114.0
Красноярский край													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	1305129.0	1295218.0	287174.0	361286.0	443936.0	131362.0	36896.0	17844.0	7832.0	8888.0	1999199.0	1544.0	9911.0
в том числе в возрасте, лет:													
15 – 17	80741.0	79453.0	78088.0	1268.0	97.0	-	-	-	-	-	1462.0	18.0	1288.0
18 – 19	54556.0	53983.0	49011.0	4628.0	311.0	33.0	-	-	-	-	5349.0	99.0	573.0
20 – 24	125802.0	124327.0	75537.0	41516.0	6373.0	576.0	145.0	4.0	114.0	62.0	57708.0	464.0	1475.0
25 – 29	116317.0	115342.0	28531.0	61029.0	22092.0	2676.0	540.0	162.0	128.0	184.0	118538.0	1028.0	975.0
30 – 34	101083.0	100404.0	11094.0	47181.0	34507.0	5602.0	1252.0	359.0	167.0	242.0	142738.0	1422.0	679.0
35 – 39	104930.0	104254.0	6634.0	35778.0	47630.0	10331.0	2250.0	835.0	377.0	419.0	180819.0	1734.0	676.0
40 – 44	133639.0	132805.0	6745.0	34196.0	67762.0	17549.0	3843.0	1539.0	544.0	627.0	253826.0	1911.0	834.0
45 – 49	130883.0	130062.0	6185.0	30604.0	66076.0	19485.0	4121.0	1924.0	767.0	900.0	259236.0	1993.0	821.0
50 – 54	113016.0	112302.0	5871.0	28515.0	56276.0	15429.0	3080.0	1678.0	589.0	864.0	218505.0	1946.0	714.0
55 – 59	55647.0	55279.0	2957.0	15199.0	27303.0	6702.0	1501.0	831.0	357.0	429.0	105832.0	1915.0	368.0
60 – 64	85770.0	85341.0	4298.0	21302.0	40983.0	12512.0	3309.0	1682.0	599.0	656.0	171282.0	2007.0	429.0
65 – 69	66551.0	66207.0	3754.0	14272.0	29545.0	12053.0	3628.0	1691.0	612.0	652.0	141515.0	2137.0	344.0
70 и более	136194.0	135459.0	8469.0	25798.0	44981.0	28414.0	13227.0	7139.0	3578.0	3853.0	342389.0	2528.0	735.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	1010012.0	1004254.0	240757.0	306772.0	344553.0	79533.0	18150.0	7386.0	3197.0	3906.0	1394851.0	1389.0	5758.0
в том числе в возрасте, лет:													
15 – 17	62475.0	61642.0	60798.0	779.0	65.0	-	-	-	-	-	909.0	15.0	833.0
18 – 19	46246.0	45820.0	42697.0	2899.0	196.0	28.0	-	-	-	-	3375.0	74.0	426.0
20 – 24	103349.0	102311.0	66076.0	32179.0	3587.0	239.0	66.0	4.0	110.0	50.0	41364.0	404.0	1038.0
25 – 29	95013.0	94365.0	25461.0	51996.0	15194.0	1195.0	205.0	66.0	94.0	154.0	88982.0	943.0	648.0
30 – 34	81161.0	80727.0	9880.0	41632.0	25345.0	2914.0	574.0	151.0	77.0	154.0	105842.0	1311.0	434.0
35 – 39	81438.0	81102.0	5609.0	31685.0	36268.0	5924.0	1031.0	252.0	140.0	193.0	129773.0	1600.0	336.0
40 – 44	102546.0	102113.0	5480.0	29944.0	53517.0	10365.0	1729.0	606.0	201.0	271.0	181390.0	1776.0	433.0
45 – 49	100057.0	99720.0	5043.0	26616.0	52608.0	12168.0	1958.0	714.0	267.0	346.0	184202.0	1847.0	337.0
50 – 54	87815.0	87425.0	4867.0	24813.0	45293.0	9631.0	1545.0	662.0	209.0	405.0	158256.0	1810.0	390.0
55 – 59	43753.0	43552.0	2507.0	13482.0	22161.0	4090.0	699.0	334.0	108.0	171.0	76627.0	1759.0	201.0
60 – 64	64477.0	64285.0	3273.0	18499.0	32826.0	7319.0	1316.0	582.0	201.0	269.0	117613.0	1830.0	192.0
65 – 69	47973.0	47813.0	2928.0	12067.0	23099.0	7086.0	1686.0	542.0	168.0	237.0	92006.0	1924.0	160.0
70 и более	93709.0	93379.0	6138.0	20181.0	34394.0	18574.0	7341.0	3473.0	1622.0	1656.0	214512.0	2297.0	330.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	295117.0	290964.0	46417.0	54514.0	99383.0	51829.0	18746.0	10458.0	4635.0	4982.0	604348.0	2077.0	4153.0
в том числе в возрасте, лет:													
15 – 17	18266.0	17811.0	17290.0	489.0	32.0	-	-	-	-	-	553.0	31.0	455.0
18 – 19	8310.0	8163.0	6314.0	1729.0	115.0	5.0	-	-	-	-	1974.0	242.0	147.0
20 – 24	22453.0	22016.0	9461.0	9337.0	2786.0	337.0	79.0	-	4.0	12.0	16344.0	742.0	437.0
25 – 29	21304.0	20977.0	3070.0	9033.0	6898.0	1481.0	335.0	96.0	34.0	30.0	29556.0	1409.0	327.0
30 – 34	19922.0	19677.0	1214.0	5549.0	9162.0	2688.0	678.0	208.0	90.0	88.0	36896.0	1875.0	245.0
35 – 39	23492.0	23152.0	1025.0	4093.0	11362.0	4407.0	1219.0	583.0	237.0	226.0	51046.0	2205.0	340.0
40 – 44	31093.0	30692.0	1265.0	4252.0	14245.0	7184.0	2114.0	933.0	343.0	356.0	72436.0	2360.0	401.0
45 – 49	30826.0	30342.0	1142.0	3988.0	13468.0	7317.0	2163.0	1210.0	500.0	554.0	75034.0	2473.0	484.0
50 – 54	25201.0	24877.0	1004.0	3702.0	10983.0	5798.0	1535.0	1016.0	380.0	459.0	60249.0	2422.0	324.0
55 – 59	11894.0	11727.0	450.0	1717.0	5142.0	2612.0	802.0	497.0	249.0	258.0	29205.0	2490.0	167.0
60 – 64	21293.0	21056.0	1025.0	2803.0	8157.0	5193.0	1993.0	1100.0	398.0	387.0	53669.0	2549.0	237.0
65 – 69	18578.0	18394.0	826.0	2205.0	6446.0	4967.0	1942.0	1149.0	444.0	415.0	49509.0	2692.0	184.0
70 и более	42485.0	42080.0	2331.0	5617.0	10587.0	9840.0	5886.0	3666.0	1956.0	2197.0	127877.0	3039.0	405.0
Таймырский (Долгано-Ненецкий) автономный округ													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	15677.0	15278.0	3328.0	4586.0	4793.0	1450.0	479.0	239.0	147.0	256.0	24689.0	1616.0	399.0
в том числе в возрасте, лет:													
15 – 17	1183.0	1160.0	1115.0	45.0	-	-	-	-	-	-	45.0	39.0	23.0
18 – 19	551.0	540.0	433.0	102.0	5.0	-	-	-	-	-	112.0	207.0	11.0
20 – 24	1592.0	1538.0	768.0	626.0	122.0	18.0	4.0	-	-	-	940.0	611.0	54.0
25 – 29	1692.0	1644.0	348.0	876.0	339.0	52.0	19.0	8.0	-	2.0	1843.0	1121.0	48.0
30 – 34	1541.0	1504.0	131.0	676.0	507.0	122.0	37.0	17.0	8.0	6.0	2385.0	1586.0	37.0
35 – 39	1547.0	1514.0	89.0	484.0	630.0	189.0	69.0	21.0	14.0	18.0	2930.0	1935.0	33.0
40 – 44	2049.0	2003.0	123.0	519.0	888.0	273.0	99.0	37.0	29.0	35.0	4151.0	2072.0	46.0
45 – 49	1965.0	1915.0	104.0	469.0	897.0	269.0	78.0	43.0	20.0	35.0	4013.0	2096.0	50.0
50 – 54	1590.0	1545.0	92.0	375.0	728.0	219.0	56.0	31.0	20.0	24.0	3193.0	2067.0	45.0
55 – 59	611.0	596.0	42.0	152.0	229.0	96.0	26.0	14.0	10.0	27.0	1370.0	2299.0	15.0
60 – 64	536.0	519.0	37.0	111.0	197.0	73.0	33.0	13.0	16.0	39.0	1349.0	2599.0	17.0
65 – 69	330.0	320.0	26.0	63.0	105.0	55.0	20.0	16.0	15.0	20.0	857.0	2678.0	10.0
70 и более	490.0	480.0	20.0	88.0	146.0	84.0	38.0	39.0	15.0	50.0	1501.0	3127.0	10.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	11024.0	10644.0	2361.0	3554.0	3560.0	865.0	159.0	61.0	25.0	59.0	14846.0	1395.0	380.0
в том числе в возрасте, лет:													
15 – 17	745.0	725.0	717.0	8.0	-	-	-	-	-	-	8.0	11.0	20.0
18 – 19	409.0	399.0	331.0	65.0	3.0	-	-	-	-	-	71.0	178.0	10.0
20 – 24	1130.0	1076.0	572.0	446.0	53.0	4.0	1.0	-	-	-	568.0	528.0	54.0
25 – 29	1224.0	1177.0	260.0	684.0	212.0	16.0	2.0	1.0	-	2.0	1186.0	1008.0	47.0
30 – 34	1070.0	1035.0	90.0	540.0	354.0	40.0	4.0	1.0	3.0	3.0	1434.0	1386.0	35.0
35 – 39	1011.0	980.0	62.0	373.0	448.0	81.0	9.0	1.0	1.0	5.0	1601.0	1634.0	31.0
40 – 44	1433.0	1390.0	95.0	416.0	670.0	155.0	34.0	9.0	3.0	8.0	2488.0	1790.0	43.0
45 – 49	1469.0	1420.0	84.0	396.0	702.0	188.0	29.0	8.0	5.0	8.0	2610.0	1838.0	49.0
50 – 54	1199.0	1158.0	69.0	312.0	573.0	157.0	24.0	10.0	4.0	9.0	2170.0	1874.0	41.0
55 – 59	402.0	387.0	29.0	114.0	164.0	64.0	11.0	3.0	-	2.0	708.0	1829.0	15.0
60 – 64	348.0	331.0	22.0	80.0	157.0	49.0	11.0	2.0	1.0	9.0	677.0	2045.0	17.0
65 – 69	232.0	222.0	17.0	51.0	92.0	46.0	7.0	5.0	2.0	2.0	454.0	2045.0	10.0
70 и более	352.0	344.0	13.0	69.0	132.0	65.0	27.0	21.0	6.0	11.0	871.0	2532.0	8.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	4653.0	4634.0	967.0	1032.0	1233.0	585.0	320.0	178.0	122.0	197.0	9843.0	2124.0	19.0
в том числе в возрасте, лет:													
15 – 17	438.0	435.0	398.0	37.0	-	-	-	-	-	-	37.0	85.0	3.0
18 – 19	142.0	141.0	102.0	37.0	2.0	-	-	-	-	-	41.0	291.0	1.0
20 – 24	462.0	462.0	196.0	180.0	69.0	14.0	3.0	-	-	-	372.0	805.0	-
25 – 29	468.0	467.0	88.0	192.0	127.0	36.0	17.0	7.0	-	-	657.0	1407.0	1.0
30 – 34	471.0	469.0	41.0	136.0	153.0	82.0	33.0	16.0	5.0	3.0	951.0	2028.0	2.0
35 – 39	536.0	534.0	27.0	111.0	182.0	108.0	60.0	20.0	13.0	13.0	1329.0	2489.0	2.0
40 – 44	616.0	613.0	28.0	103.0	218.0	118.0	65.0	28.0	26.0	27.0	1663.0	2713.0	3.0
45 – 49	496.0	495.0	20.0	73.0	195.0	81.0	49.0	35.0	15.0	27.0	1403.0	2834.0	1.0
50 – 54	391.0	387.0	23.0	63.0	155.0	62.0	32.0	21.0	16.0	15.0	1023.0	2643.0	4.0
55 – 59	209.0	209.0	13.0	38.0	65.0	32.0	15.0	11.0	10.0	25.0	662.0	3167.0	-
60 – 64	188.0	188.0	15.0	31.0	40.0	24.0	22.0	11.0	15.0	30.0	672.0	3574.0	-
65 – 69	98.0	98.0	9.0	12.0	13.0	9.0	13.0	11.0	13.0	18.0	403.0	4112.0	-
70 и более	138.0	136.0	7.0	19.0	14.0	19.0	11.0	18.0	9.0	39.0	630.0	4632.0	2.0
Эвенкийский автономный округ													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	6631.0	6626.0	1413.0	1552.0	2208.0	820.0	350.0	133.0	63.0	87.0	11583.0	1748.0	5.0
в том числе в возрасте, лет:													
15 – 17	512.0	512.0	500.0	11.0	1.0	-	-	-	-	-	13.0	25.0	-
18 – 19	239.0	238.0	199.0	38.0	-	1.0	-	-	-	-	41.0	172.0	1.0
20 – 24	679.0	679.0	338.0	258.0	69.0	9.0	3.0	-	1.0	1.0	448.0	660.0	-
25 – 29	665.0	664.0	118.0	323.0	169.0	38.0	9.0	4.0	1.0	2.0	851.0	1282.0	1.0
30 – 34	579.0	578.0	38.0	190.0	233.0	77.0	25.0	6.0	4.0	5.0	1078.0	1865.0	1.0
35 – 39	666.0	666.0	43.0	167.0	284.0	104.0	49.0	8.0	4.0	7.0	1361.0	2044.0	-
40 – 44	810.0	810.0	42.0	147.0	364.0	136.0	70.0	34.0	8.0	9.0	1858.0	2294.0	-
45 – 49	829.0	829.0	31.0	127.0	412.0	149.0	62.0	17.0	15.0	16.0	1942.0	2343.0	-
50 – 54	610.0	608.0	30.0	122.0	276.0	111.0	41.0	16.0	3.0	9.0	1349.0	2219.0	2.0
55 – 59	292.0	292.0	22.0	49.0	127.0	50.0	20.0	10.0	5.0	9.0	685.0	2346.0	-
60 – 64	294.0	294.0	21.0	46.0	126.0	54.0	20.0	13.0	7.0	7.0	710.0	2415.0	-
65 – 69	196.0	196.0	16.0	30.0	74.0	38.0	15.0	8.0	5.0	10.0	507.0	2587.0	-
70 и более	260.0	260.0	15.0	44.0	73.0	53.0	36.0	17.0	10.0	12.0	740.0	2846.0	-
Городские населенные пункты													
Женщины в возрасте 15 лет и более	2324.0	2320.0	575.0	641.0	746.0	224.0	78.0	29.0	9.0	18.0	3461.0	1492.0	4.0
в том числе в возрасте, лет:													
15 – 17	180.0	180.0	177.0	3.0	-	-	-	-	-	-	3.0	17.0	-
18 – 19	100.0	99.0	89.0	10.0	-	-	-	-	-	-	10.0	101.0	1.0
20 – 24	262.0	262.0	151.0	89.0	16.0	4.0	-	-	1.0	1.0	146.0	557.0	-
25 – 29	271.0	270.0	53.0	140.0	59.0	11.0	4.0	-	1.0	2.0	327.0	1211.0	1.0
30 – 34	205.0	205.0	19.0	79.0	77.0	24.0	2.0	1.0	1.0	2.0	339.0	1654.0	-
35 – 39	256.0	256.0	20.0	92.0	93.0	31.0	18.0	1.0	-	1.0	457.0	1785.0	-
40 – 44	273.0	273.0	18.0	63.0	136.0	36.0	15.0	2.0	1.0	2.0	533.0	1952.0	-
45 – 49	278.0	278.0	12.0	55.0	151.0	41.0	13.0	2.0	2.0	2.0	568.0	2043.0	-
50 – 54	218.0	216.0	14.0	49.0	100.0	32.0	13.0	6.0	-	2.0	449.0	2079.0	2.0
55 – 59	91.0	91.0	5.0	28.0	39.0	11.0	4.0	3.0	1.0	-	176.0	1934.0	-
60 – 64	91.0	91.0	8.0	11.0	44.0	15.0	3.0	7.0	1.0	2.0	212.0	2330.0	-
65 – 69	41.0	41.0	4.0	12.0	12.0	8.0	1.0	1.0	-	3.0	94.0	2293.0	-
70 и более	58.0	58.0	5.0	10.0	19.0	11.0	5.0	6.0	1.0	1.0	147.0	2534.0	-
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	4307.0	4306.0	838.0	911.0	1462.0	596.0	272.0	104.0	54.0	69.0	8122.0	1886.0	1.0
в том числе в возрасте, лет:													
15 – 17	332.0	332.0	323.0	8.0	1.0	-	-	-	-	-	10.0	30.0	-
18 – 19	139.0	139.0	110.0	28.0	-	1.0	-	-	-	-	31.0	223.0	-
20 – 24	417.0	417.0	187.0	169.0	53.0	5.0	3.0	-	-	-	302.0	724.0	-
25 – 29	394.0	394.0	65.0	183.0	110.0	27.0	5.0	4.0	-	-	524.0	1330.0	-
30 – 34	374.0	373.0	19.0	111.0	156.0	53.0	23.0	5.0	3.0	3.0	739.0	1981.0	1.0
35 – 39	410.0	410.0	23.0	75.0	191.0	73.0	31.0	7.0	4.0	6.0	904.0	2205.0	-
40 – 44	537.0	537.0	24.0	84.0	228.0	100.0	55.0	32.0	7.0	7.0	1325.0	2467.0	-
45 – 49	551.0	551.0	19.0	72.0	261.0	108.0	49.0	15.0	13.0	14.0	1374.0	2494.0	-
50 – 54	392.0	392.0	16.0	73.0	176.0	79.0	28.0	10.0	3.0	7.0	900.0	2296.0	-
55 – 59	201.0	201.0	17.0	21.0	88.0	39.0	16.0	7.0	4.0	9.0	509.0	2532.0	-
60 – 64	203.0	203.0	13.0	35.0	82.0	39.0	17.0	6.0	6.0	5.0	498.0	2453.0	-
65 – 69	155.0	155.0	12.0	18.0	62.0	30.0	14.0	7.0	5.0	7.0	413.0	2665.0	-
70 и более	202.0	202.0	10.0	34.0	54.0	42.0	31.0	11.0	9.0	11.0	593.0	2936.0	-
Иркутская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	1125355.0	1072493.0	214730.0	289088.0	371232.0	124806.0	35507.0	19465.0	8160.0	9505.0	1771871.0	1652.0	52862.0
в том числе в возрасте, лет:													
15 – 17	72570.0	63447.0	62080.0	1259.0	108.0	-	-	-	-	-	1475.0	23.0	9123.0
18 – 19	47906.0	42126.0	37202.0	4561.0	308.0	55.0	-	-	-	-	5342.0	127.0	5780.0
20 – 24	110070.0	99574.0	54644.0	37750.0	6268.0	564.0	130.0	38.0	120.0	60.0	53828.0	541.0	10496.0
25 – 29	101424.0	96332.0	20381.0	50499.0	21485.0	2941.0	554.0	139.0	119.0	214.0	107782.0	1119.0	5092.0
30 – 34	87976.0	85230.0	7780.0	36597.0	32598.0	5947.0	1405.0	482.0	191.0	230.0	130627.0	1533.0	2746.0
35 – 39	87973.0	85890.0	4800.0	26067.0	40213.0	10530.0	2562.0	971.0	303.0	444.0	158598.0	1847.0	2083.0
40 – 44	111765.0	109293.0	4705.0	25155.0	53996.0	17757.0	4350.0	1882.0	674.0	774.0	223421.0	2044.0	2472.0
45 – 49	109082.0	106657.0	4569.0	22935.0	50758.0	19622.0	4436.0	2357.0	1001.0	979.0	226895.0	2127.0	2425.0
50 – 54	96582.0	94017.0	4201.0	21749.0	45346.0	15533.0	3323.0	2246.0	758.0	861.0	194990.0	2074.0	2565.0
55 – 59	49323.0	47847.0	2274.0	12329.0	23048.0	6920.0	1697.0	927.0	301.0	351.0	95423.0	1994.0	1476.0
60 – 64	76578.0	74285.0	3410.0	17557.0	34903.0	12052.0	2947.0	1831.0	750.0	835.0	155702.0	2096.0	2293.0
65 – 69	59937.0	57901.0	2830.0	11818.0	25441.0	10807.0	3230.0	2007.0	842.0	926.0	130800.0	2259.0	2036.0
70 и более	114169.0	109894.0	5854.0	20812.0	36760.0	22078.0	10873.0	6585.0	3101.0	3831.0	286988.0	2611.0	4275.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	916398.0	869597.0	179515.0	256107.0	313142.0	85123.0	19460.0	8687.0	3317.0	4246.0	1313727.0	1511.0	46801.0
в том числе в возрасте, лет:													
15 – 17	57021.0	48970.0	47978.0	909.0	83.0	-	-	-	-	-	1075.0	22.0	8051.0
18 – 19	40800.0	35440.0	31910.0	3295.0	192.0	43.0	-	-	-	-	3808.0	107.0	5360.0
20 – 24	92106.0	82444.0	47585.0	30451.0	3928.0	232.0	55.0	20.0	114.0	59.0	40420.0	490.0	9662.0
25 – 29	84728.0	80100.0	18099.0	44331.0	15690.0	1430.0	234.0	47.0	89.0	180.0	83267.0	1040.0	4628.0
30 – 34	72225.0	69785.0	6687.0	33305.0	25588.0	3204.0	615.0	147.0	73.0	166.0	99061.0	1420.0	2440.0
35 – 39	70547.0	68772.0	4091.0	23567.0	32987.0	6314.0	1139.0	329.0	97.0	248.0	117332.0	1706.0	1775.0
40 – 44	89724.0	87617.0	3882.0	22769.0	45846.0	11644.0	2143.0	776.0	197.0	360.0	165926.0	1894.0	2107.0
45 – 49	88190.0	86182.0	3785.0	20795.0	43902.0	13660.0	2359.0	917.0	372.0	392.0	169145.0	1963.0	2008.0
50 – 54	80002.0	77796.0	3623.0	19894.0	39647.0	11034.0	1915.0	998.0	293.0	392.0	149776.0	1925.0	2206.0
55 – 59	41654.0	40397.0	1984.0	11391.0	20560.0	4921.0	876.0	406.0	94.0	165.0	74863.0	1853.0	1257.0
60 – 64	62683.0	60705.0	2845.0	16234.0	30556.0	8399.0	1507.0	695.0	187.0	282.0	115419.0	1901.0	1978.0
65 – 69	47405.0	45666.0	2318.0	10828.0	22164.0	7442.0	1572.0	788.0	290.0	264.0	91676.0	2008.0	1739.0
70 и более	89313.0	85723.0	4728.0	18338.0	31999.0	16800.0	7045.0	3564.0	1511.0	1738.0	201959.0	2356.0	3590.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	208957.0	202896.0	35215.0	32981.0	58090.0	39683.0	16047.0	10778.0	4843.0	5259.0	458144.0	2258.0	6061.0
в том числе в возрасте, лет:													
15 – 17	15549.0	14477.0	14102.0	350.0	25.0	-	-	-	-	-	400.0	28.0	1072.0
18 – 19	7106.0	6686.0	5292.0	1266.0	116.0	12.0	-	-	-	-	1534.0	229.0	420.0
20 – 24	17964.0	17130.0	7059.0	7299.0	2340.0	332.0	75.0	18.0	6.0	1.0	13408.0	783.0	834.0
25 – 29	16696.0	16232.0	2282.0	6168.0	5795.0	1511.0	320.0	92.0	30.0	34.0	24515.0	1510.0	464.0
30 – 34	15751.0	15445.0	1093.0	3292.0	7010.0	2743.0	790.0	335.0	118.0	64.0	31566.0	2044.0	306.0
