13. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ																			
ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																			
																			
	Численность населения соответст-вующей националь-ности	Всего указали источников средств к существова-нию	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения данной национальности указали			
Украинцы	550.0	790.0	376.0	124.0	3.0	108.0	16.0	43.0	12.0	5.0	3.0	1.0	97.0	2.0	-	332.0	198.0	18.0	2.0
Городское население	5836.0	7993.0	3214.0	555.0	126.0	695.0	131.0	1006.0	47.0	77.0	36.0	7.0	2072.0	27.0	9.0	3819.0	1853.0	152.0	3.0
Эвенки	1079.0	1650.0	360.0	63.0	60.0	128.0	28.0	343.0	16.0	58.0	4.0	1.0	580.0	9.0	1.0	554.0	477.0	46.0	1.0
Русские	3760.0	5022.0	2264.0	401.0	51.0	445.0	78.0	508.0	23.0	13.0	24.0	4.0	1198.0	13.0	1.0	2585.0	1086.0	87.0	1.0
Украинцы	218.0	285.0	158.0	25.0	2.0	27.0	5.0	22.0	2.0	1.0	1.0	1.0	40.0	1.0	-	158.0	54.0	5.0	1.0
Сельское население	11861.0	17464.0	5351.0	2118.0	121.0	1984.0	336.0	2461.0	401.0	120.0	112.0	9.0	4334.0	117.0	-	6663.0	4795.0	401.0	2.0
Эвенки	2723.0	4022.0	742.0	243.0	27.0	380.0	115.0	896.0	196.0	52.0	9.0	1.0	1310.0	51.0	-	1496.0	1155.0	72.0	-
Русские	7198.0	10662.0	3688.0	1607.0	85.0	1295.0	181.0	1145.0	142.0	56.0	70.0	7.0	2353.0	33.0	-	4019.0	2895.0	283.0	1.0
Украинцы	332.0	505.0	218.0	99.0	1.0	81.0	11.0	21.0	10.0	4.0	2.0	-	57.0	1.0	-	174.0	144.0	13.0	1.0
Иркутская область																			
Все население	2581705.0	3387536.0	1084244.0	354740.0	51491.0	526719.0	89218.0	296855.0	20338.0	50155.0	5210.0	2973.0	850262.0	55331.0	11091.0	1808369.0	709183.0	51497.0	1565.0
Русские	2320493.0	3032725.0	978133.0	296746.0	47831.0	461605.0	79699.0	267373.0	18412.0	45545.0	4378.0	2469.0	781307.0	49227.0	2471.0	1649208.0	624220.0	43341.0	1253.0
Буряты	80565.0	132150.0	26258.0	29306.0	2065.0	13304.0	3573.0	20938.0	569.0	791.0	341.0	292.0	33304.0	1409.0	31.0	34269.0	41126.0	4929.0	210.0
Украинцы	53631.0	69773.0	26333.0	9665.0	304.0	21441.0	1943.0	1468.0	414.0	672.0	100.0	48.0	6442.0	943.0	28.0	38551.0	13956.0	1074.0	22.0
Татары	31068.0	42346.0	14081.0	6805.0	372.0	8764.0	1369.0	2448.0	323.0	895.0	66.0	66.0	6396.0	761.0	22.0	20618.0	9588.0	808.0	32.0
Белорусы	14185.0	18455.0	6364.0	2637.0	65.0	6675.0	536.0	282.0	95.0	174.0	28.0	9.0	1343.0	247.0	10.0	10226.0	3627.0	314.0	8.0
Немцы	6298.0	8065.0	3198.0	899.0	108.0	1546.0	178.0	345.0	57.0	125.0	18.0	6.0	1466.0	119.0	5.0	4628.0	1563.0	97.0	5.0
Эвенки	1431.0	1951.0	465.0	243.0	19.0	214.0	87.0	193.0	31.0	67.0	1.0	-	546.0	85.0	-	947.0	448.0	36.0	-
Тофалары	723.0	1271.0	169.0	290.0	4.0	64.0	29.0	226.0	54.0	1.0	-	-	360.0	74.0	-	207.0	484.0	32.0	-
Городское население	2047614.0	2544765.0	912956.0	172362.0	46700.0	415500.0	64316.0	176979.0	13908.0	38800.0	4174.0	2261.0	659314.0	37495.0	10824.0	1559384.0	447618.0	29049.0	739.0
Русские	1882976.0	2351353.0	837493.0	156474.0	43986.0	372147.0	59364.0	170637.0	12975.0	35354.0	3712.0	2090.0	623304.0	33817.0	2368.0	1437945.0	415290.0	26700.0	673.0
Буряты	18402.0	22890.0	7942.0	903.0	1261.0	2814.0	506.0	1287.0	66.0	439.0	44.0	19.0	7265.0	344.0	19.0	14185.0	3900.0	287.0	11.0
Украинцы	44070.0	55770.0	22814.0	5933.0	277.0	17257.0	1546.0	1041.0	295.0	536.0	89.0	45.0	5296.0	641.0	27.0	33178.0	10023.0	822.0	20.0
Татары	22637.0	28388.0	11205.0	2735.0	310.0	6556.0	896.0	997.0	207.0	717.0	46.0	24.0	4250.0	445.0	21.0	17216.0	5035.0	358.0	7.0
Белорусы	11628.0	14708.0	5518.0	1615.0	62.0	5359.0	434.0	196.0	71.0	139.0	24.0	8.0	1118.0	164.0	9.0	8778.0	2598.0	239.0	4.0
Немцы	5297.0	6598.0	2784.0	582.0	100.0	1268.0	137.0	254.0	39.0	97.0	15.0	6.0	1235.0	81.0	5.0	4068.0	1145.0	76.0	3.0
Эвенки	350.0	457.0	154.0	39.0	13.0	58.0	13.0	36.0	6.0	23.0	-	-	102.0	13.0	-	248.0	97.0	5.0	-
Тофалары	42.0	54.0	16.0	2.0	4.0	1.0	5.0	6.0	-	1.0	-	-	18.0	1.0	-	30.0	12.0	-	-
Сельское население	534091.0	842771.0	171288.0	182378.0	4791.0	111219.0	24902.0	119876.0	6430.0	11355.0	1036.0	712.0	190948.0	17836.0	267.0	248985.0	261565.0	22448.0	826.0
Русские	437517.0	681372.0	140640.0	140272.0	3845.0	89458.0	20335.0	96736.0	5437.0	10191.0	666.0	379.0	158003.0	15410.0	103.0	211263.0	208930.0	16641.0	580.0
Буряты	62163.0	109260.0	18316.0	28403.0	804.0	10490.0	3067.0	19651.0	503.0	352.0	297.0	273.0	26039.0	1065.0	12.0	20084.0	37226.0	4642.0	199.0
Украинцы	9561.0	14003.0	3519.0	3732.0	27.0	4184.0	397.0	427.0	119.0	136.0	11.0	3.0	1146.0	302.0	1.0	5373.0	3933.0	252.0	2.0
Татары	8431.0	13958.0	2876.0	4070.0	62.0	2208.0	473.0	1451.0	116.0	178.0	20.0	42.0	2146.0	316.0	1.0	3402.0	4553.0	450.0	25.0
Белорусы	2557.0	3747.0	846.0	1022.0	3.0	1316.0	102.0	86.0	24.0	35.0	4.0	1.0	225.0	83.0	1.0	1448.0	1029.0	75.0	4.0
Немцы	1001.0	1467.0	414.0	317.0	8.0	278.0	41.0	91.0	18.0	28.0	3.0	-	231.0	38.0	-	560.0	418.0	21.0	2.0
Эвенки	1081.0	1494.0	311.0	204.0	6.0	156.0	74.0	157.0	25.0	44.0	1.0	-	444.0	72.0	-	699.0	351.0	31.0	-
Тофалары	681.0	1217.0	153.0	288.0	-	63.0	24.0	220.0	54.0	-	-	-	342.0	73.0	-	177.0	472.0	32.0	-
Усть-Ордынский Бурятский автономный округ																			
Сельское население	135327.0	243286.0	41930.0	65216.0	1633.0	24455.0	7249.0	41069.0	1118.0	1245.0	647.0	410.0	55260.0	3054.0	55.0	39423.0	84303.0	10929.0	617.0
Буряты	53649.0	95817.0	15864.0	25553.0	735.0	8867.0	2628.0	17385.0	443.0	194.0	290.0	262.0	22726.0	870.0	9.0	16199.0	32903.0	4342.0	196.0
Русские	73646.0	133235.0	23253.0	35023.0	822.0	13547.0	4195.0	22121.0	614.0	975.0	316.0	99.0	30303.0	1967.0	22.0	20796.0	46430.0	6013.0	385.0
Кемеровская область																			
Все население	2899142.0	3749338.0	1233812.0	389182.0	54816.0	669521.0	85659.0	288840.0	33078.0	54340.0	5404.0	1763.0	878900.0	54023.0	2284.0	2090060.0	762293.0	43372.0	1133.0
Русские	2664816.0	3452511.0	1135238.0	351509.0	52499.0	597484.0	78559.0	274768.0	30573.0	50121.0	4808.0	1584.0	827123.0	48245.0	220.0	1918766.0	704816.0	39982.0	1032.0
Татары	51030.0	64184.0	22110.0	7031.0	610.0	15765.0	1914.0	3298.0	597.0	945.0	84.0	24.0	10752.0	1054.0	-	38527.0	11870.0	617.0	16.0
Украинцы	37622.0	48311.0	16327.0	6638.0	223.0	17320.0	1248.0	1010.0	370.0	483.0	102.0	23.0	4031.0	536.0	-	27585.0	9396.0	630.0	11.0
Немцы	35965.0	47328.0	16481.0	6544.0	607.0	10232.0	1017.0	2781.0	401.0	420.0	70.0	20.0	8255.0	500.0	1.0	25201.0	10180.0	566.0	17.0
Чуваши	15480.0	21455.0	6239.0	4765.0	54.0	6581.0	621.0	529.0	169.0	349.0	40.0	7.0	1735.0	366.0	-	9858.0	5284.0	325.0	13.0
Шорцы	11554.0	16221.0	4029.0	2266.0	167.0	2270.0	392.0	1799.0	403.0	478.0	18.0	5.0	4165.0	229.0	1.0	7294.0	3874.0	361.0	24.0
Белорусы	10715.0	13736.0	4168.0	1982.0	42.0	5706.0	370.0	205.0	104.0	114.0	33.0	4.0	875.0	133.0	1.0	7884.0	2643.0	182.0	5.0
Мордва	7221.0	9509.0	2626.0	1759.0	24.0	3884.0	309.0	108.0	64.0	80.0	13.0	4.0	530.0	108.0	-	5063.0	2030.0	126.0	2.0
Телеуты	2534.0	3778.0	900.0	671.0	42.0	458.0	73.0	473.0	9.0	51.0	1.0	-	1010.0	90.0	-	1381.0	1065.0	85.0	3.0
Кумандинцы	294.0	379.0	124.0	52.0	5.0	90.0	9.0	19.0	8.0	12.0	-	-	54.0	6.0	-	212.0	79.0	3.0	-
Городское население	2512948.0	3147937.0	1103135.0	247617.0	50633.0	580314.0	70956.0	218912.0	27376.0	45978.0	4684.0	1487.0	753755.0	43090.0	2251.0	1906817.0	571384.0	31674.0	822.0
Русские	2315621.0	2907719.0	1017201.0	225549.0	48524.0	519921.0	65204.0	208964.0	25390.0	42430.0	4173.0	1337.0	710645.0	38381.0	212.0	1753917.0	531464.0	29275.0	753.0
Татары	45107.0	55495.0	20007.0	5111.0	570.0	14263.0	1628.0	2485.0	531.0	804.0	76.0	18.0	9157.0	845.0	-	35251.0	9342.0	498.0	16.0
Украинцы	33490.0	41944.0	14930.0	4646.0	205.0	15426.0	1106.0	817.0	313.0	417.0	87.0	20.0	3528.0	449.0	-	25566.0	7404.0	510.0	10.0
Немцы	28659.0	36012.0	13648.0	3399.0	535.0	8018.0	782.0	1910.0	310.0	356.0	55.0	16.0	6605.0	378.0	1.0	21725.0	6527.0	392.0	14.0
Чуваши	10446.0	13326.0	4493.0	1916.0	42.0	4508.0	409.0	226.0	132.0	309.0	18.0	6.0	1049.0	218.0	-	7743.0	2532.0	167.0	4.0
Шорцы	8545.0	11170.0	3383.0	871.0	163.0	1573.0	256.0	1108.0	242.0	347.0	18.0	5.0	3017.0	187.0	1.0	6124.0	2223.0	188.0	9.0
Белорусы	9340.0	11655.0	3763.0	1327.0	39.0	4947.0	324.0	165.0	93.0	106.0	30.0	4.0	754.0	103.0	-	7189.0	1992.0	154.0	5.0
Мордва	5694.0	7206.0	2167.0	1032.0	21.0	3061.0	249.0	76.0	47.0	68.0	7.0	3.0	404.0	71.0	-	4278.0	1322.0	92.0	2.0
Телеуты	1044.0	1406.0	417.0	164.0	30.0	159.0	26.0	133.0	8.0	41.0	-	-	403.0	25.0	-	700.0	326.0	18.0	-
Кумандинцы	246.0	303.0	106.0	26.0	5.0	75.0	8.0	15.0	6.0	12.0	-	-	46.0	4.0	-	191.0	53.0	2.0	-
Сельское население	386194.0	601401.0	130677.0	141565.0	4183.0	89207.0	14703.0	69928.0	5702.0	8362.0	720.0	276.0	125145.0	10933.0	33.0	183243.0	190909.0	11698.0	311.0
Русские	349195.0	544792.0	118037.0	125960.0	3975.0	77563.0	13355.0	65804.0	5183.0	7691.0	635.0	247.0	116478.0	9864.0	8.0	164849.0	173352.0	10707.0	279.0
Татары	5923.0	8689.0	2103.0	1920.0	40.0	1502.0	286.0	813.0	66.0	141.0	8.0	6.0	1595.0	209.0	-	3276.0	2528.0	119.0	-
Украинцы	4132.0	6367.0	1397.0	1992.0	18.0	1894.0	142.0	193.0	57.0	66.0	15.0	3.0	503.0	87.0	-	2019.0	1992.0	120.0	1.0
Немцы	7306.0	11316.0	2833.0	3145.0	72.0	2214.0	235.0	871.0	91.0	64.0	15.0	4.0	1650.0	122.0	-	3476.0	3653.0	174.0	3.0
Чуваши	5034.0	8129.0	1746.0	2849.0	12.0	2073.0	212.0	303.0	37.0	40.0	22.0	1.0	686.0	148.0	-	2115.0	2752.0	158.0	9.0
Шорцы	3009.0	5051.0	646.0	1395.0	4.0	697.0	136.0	691.0	161.0	131.0	-	-	1148.0	42.0	-	1170.0	1651.0	173.0	15.0
Белорусы	1375.0	2081.0	405.0	655.0	3.0	759.0	46.0	40.0	11.0	8.0	3.0	-	121.0	30.0	1.0	695.0	651.0	28.0	-
Мордва	1527.0	2303.0	459.0	727.0	3.0	823.0	60.0	32.0	17.0	12.0	6.0	1.0	126.0	37.0	-	785.0	708.0	34.0	-
Телеуты	1490.0	2372.0	483.0	507.0	12.0	299.0	47.0	340.0	1.0	10.0	1.0	-	607.0	65.0	-	681.0	739.0	67.0	3.0
Кумандинцы	48.0	76.0	18.0	26.0	-	15.0	1.0	4.0	2.0	-	-	-	8.0	2.0	-	21.0	26.0	1.0	-
Новосибирская область																			
Все население	2692251.0	3644406.0	1202152.0	482777.0	59611.0	591281.0	81064.0	296418.0	10597.0	39055.0	6260.0	6464.0	839085.0	29642.0	26.0	1793159.0	847397.0	50280.0	1389.0
Русские	2504147.0	3385220.0	1116913.0	438084.0	56680.0	543735.0	75804.0	280203.0	9924.0	36305.0	5689.0	5878.0	789033.0	26972.0	18.0	1672309.0	783892.0	46637.0	1291.0
Немцы	47275.0	71147.0	22192.0	16731.0	781.0	11931.0	1377.0	5182.0	153.0	405.0	82.0	169.0	11758.0	386.0	2.0	24638.0	21421.0	1189.0	25.0
Украинцы	33793.0	45373.0	16234.0	7495.0	261.0	13939.0	1070.0	1088.0	135.0	295.0	107.0	184.0	4258.0	307.0	-	22979.0	10071.0	723.0	20.0
Татары	27874.0	38875.0	11900.0	6707.0	539.0	6228.0	904.0	3477.0	162.0	506.0	64.0	45.0	7923.0	420.0	-	17432.0	9897.0	531.0	14.0
Казахи	11691.0	18378.0	4728.0	3796.0	309.0	1432.0	366.0	2505.0	47.0	184.0	22.0	68.0	4767.0	154.0	-	5371.0	5959.0	355.0	6.0
Белорусы	8380.0	11188.0	3734.0	1829.0	56.0	3929.0	252.0	221.0	25.0	81.0	27.0	13.0	951.0	70.0	-	5739.0	2481.0	153.0	7.0
Евреи	3322.0	4172.0	1542.0	179.0	43.0	1765.0	131.0	50.0	5.0	31.0	25.0	10.0	367.0	24.0	-	2533.0	733.0	53.0	3.0
Городское население	2021597.0	2533072.0	951737.0	184564.0	54230.0	434872.0	56588.0	162501.0	8164.0	32272.0	5375.0	2920.0	618599.0	21250.0	20.0	1537326.0	457811.0	25685.0	755.0
Русские	1898801.0	2381553.0	891427.0	172513.0	51584.0	405105.0	53461.0	156397.0	7737.0	30078.0	4904.0	2737.0	586158.0	19452.0	14.0	1441560.0	432437.0	24087.0	703.0
Немцы	23493.0	30547.0	12339.0	3705.0	670.0	5075.0	626.0	1574.0	96.0	312.0	51.0	29.0	5866.0	204.0	-	16815.0	6312.0	356.0	10.0
Украинцы	25552.0	32013.0	13032.0	3118.0	243.0	10451.0	797.0	572.0	107.0	245.0	86.0	40.0	3106.0	216.0	-	19518.0	5617.0	408.0	9.0
Татары	15696.0	19375.0	7951.0	1369.0	464.0	3677.0	479.0	885.0	74.0	367.0	53.0	25.0	3828.0	203.0	-	12239.0	3242.0	208.0	7.0
Казахи	4145.0	5516.0	1950.0	459.0	264.0	388.0	106.0	470.0	20.0	125.0	16.0	3.0	1651.0	64.0	-	2866.0	1189.0	88.0	2.0
Белорусы	6521.0	8162.0	3113.0	776.0	53.0	2996.0	195.0	142.0	17.0	65.0	24.0	11.0	720.0	50.0	-	4995.0	1415.0	107.0	4.0
Евреи	3274.0	4094.0	1529.0	158.0	43.0	1745.0	129.0	41.0	5.0	29.0	25.0	10.0	358.0	22.0	-	2515.0	703.0	53.0	3.0
Сельское население	670654.0	1111334.0	250415.0	298213.0	5381.0	156409.0	24476.0	133917.0	2433.0	6783.0	885.0	3544.0	220486.0	8392.0	6.0	255833.0	389586.0	24595.0	634.0
Русские	605346.0	1003667.0	225486.0	265571.0	5096.0	138630.0	22343.0	123806.0	2187.0	6227.0	785.0	3141.0	202875.0	7520.0	4.0	230749.0	351455.0	22550.0	588.0
Немцы	23782.0	40600.0	9853.0	13026.0	111.0	6856.0	751.0	3608.0	57.0	93.0	31.0	140.0	5892.0	182.0	2.0	7823.0	15109.0	833.0	15.0
Украинцы	8241.0	13360.0	3202.0	4377.0	18.0	3488.0	273.0	516.0	28.0	50.0	21.0	144.0	1152.0	91.0	-	3461.0	4454.0	315.0	11.0
Татары	12178.0	19500.0	3949.0	5338.0	75.0	2551.0	425.0	2592.0	88.0	139.0	11.0	20.0	4095.0	217.0	-	5193.0	6655.0	323.0	7.0
Казахи	7546.0	12862.0	2778.0	3337.0	45.0	1044.0	260.0	2035.0	27.0	59.0	6.0	65.0	3116.0	90.0	-	2505.0	4770.0	267.0	4.0
Белорусы	1859.0	3026.0	621.0	1053.0	3.0	933.0	57.0	79.0	8.0	16.0	3.0	2.0	231.0	20.0	-	744.0	1066.0	46.0	3.0
Евреи	48.0	78.0	13.0	21.0	-	20.0	2.0	9.0	-	2.0	-	-	9.0	2.0	-	18.0	30.0	-	-
Омская область																			
Все население	2079220.0	2835326.0	847602.0	347765.0	53545.0	431604.0	74603.0	295179.0	13520.0	30074.0	4131.0	7639.0	696237.0	33427.0	1592.0	1366869.0	665098.0	44409.0	1252.0
Русские	1735512.0	2348205.0	713685.0	267505.0	47368.0	357455.0	62150.0	243779.0	10922.0	25529.0	3426.0	4620.0	584662.0	27104.0	529.0	1158821.0	540123.0	35035.0	1004.0
Казахи	81618.0	122869.0	27525.0	19656.0	1882.0	8299.0	2759.0	20093.0	789.0	982.0	124.0	1136.0	38180.0	1444.0	-	43415.0	35237.0	2886.0	80.0
Украинцы	77884.0	106933.0	34027.0	19065.0	796.0	28275.0	3173.0	5149.0	519.0	669.0	173.0	1053.0	13107.0	927.0	-	50954.0	24866.0	2013.0	51.0
Немцы	76334.0	113639.0	32053.0	19660.0	1728.0	13317.0	2508.0	14238.0	500.0	761.0	150.0	539.0	27181.0	1004.0	-	41636.0	32148.0	2493.0	57.0
Татары	47796.0	67847.0	16603.0	12034.0	1072.0	9979.0	2157.0	7423.0	491.0	729.0	80.0	73.0	15900.0	1306.0	-	28904.0	17764.0	1098.0	30.0
Городское население	1428480.0	1786357.0	629209.0	102903.0	45764.0	291849.0	48130.0	148654.0	7460.0	25478.0	3312.0	1392.0	461610.0	20596.0	1583.0	1086644.0	321597.0	18121.0	535.0
Русские	1246662.0	1562376.0	549006.0	88528.0	41186.0	252624.0	41923.0	132444.0	6566.0	21666.0	2820.0	1206.0	407136.0	17271.0	527.0	946749.0	283017.0	15893.0	476.0
Казахи	37004.0	47275.0	14964.0	1845.0	1426.0	2908.0	1130.0	6236.0	182.0	797.0	94.0	38.0	16812.0	843.0	-	27217.0	9323.0	445.0	19.0
Украинцы	44432.0	54635.0	20994.0	5130.0	560.0	16578.0	1840.0	1623.0	219.0	533.0	104.0	46.0	6537.0	471.0	-	34840.0	8996.0	584.0	12.0
Немцы	31689.0	40871.0	15101.0	3156.0	1185.0	5166.0	967.0	3555.0	195.0	605.0	81.0	17.0	10440.0	403.0	-	23084.0	8041.0	551.0	13.0
Татары	26320.0	32447.0	11514.0	1776.0	826.0	5397.0	1085.0	2451.0	149.0	586.0	63.0	21.0	8111.0	468.0	-	20502.0	5512.0	303.0	3.0
Сельское население	650740.0	1048969.0	218393.0	244862.0	7781.0	139755.0	26473.0	146525.0	6060.0	4596.0	819.0	6247.0	234627.0	12831.0	9.0	280225.0	343501.0	26288.0	717.0
Русские	488850.0	785829.0	164679.0	178977.0	6182.0	104831.0	20227.0	111335.0	4356.0	3863.0	606.0	3414.0	177526.0	9833.0	2.0	212072.0	257106.0	19142.0	528.0
Казахи	44614.0	75594.0	12561.0	17811.0	456.0	5391.0	1629.0	13857.0	607.0	185.0	30.0	1098.0	21368.0	601.0	-	16198.0	25914.0	2441.0	61.0
Украинцы	33452.0	52298.0	13033.0	13935.0	236.0	11697.0	1333.0	3526.0	300.0	136.0	69.0	1007.0	6570.0	456.0	-	16114.0	15870.0	1429.0	39.0
Немцы	44645.0	72768.0	16952.0	16504.0	543.0	8151.0	1541.0	10683.0	305.0	156.0	69.0	522.0	16741.0	601.0	-	18552.0	24107.0	1942.0	44.0
Татары	21476.0	35400.0	5089.0	10258.0	246.0	4582.0	1072.0	4972.0	342.0	143.0	17.0	52.0	7789.0	838.0	-	8402.0	12252.0	795.0	27.0
Томская область																			
Все население	1046039.0	1420479.0	444051.0	156930.0	53110.0	207450.0	29192.0	117222.0	16343.0	15721.0	2631.0	1352.0	366500.0	9977.0	18.0	696790.0	324678.0	23890.0	663.0
Русские	950222.0	1293702.0	400403.0	140484.0	49690.0	184671.0	26509.0	110737.0	14806.0	14434.0	2249.0	1203.0	339746.0	8770.0	17.0	629909.0	297714.0	21972.0	610.0
Татары	20145.0	25710.0	9170.0	2429.0	816.0	4229.0	685.0	1478.0	233.0	300.0	63.0	27.0	6033.0	247.0	1.0	14859.0	5010.0	269.0	6.0
Украинцы	16726.0	22092.0	8659.0	2871.0	418.0	5461.0	487.0	613.0	285.0	169.0	58.0	31.0	2900.0	140.0	-	11764.0	4565.0	390.0	7.0
Немцы	13444.0	18261.0	6097.0	2678.0	569.0	3254.0	342.0	1033.0	249.0	114.0	34.0	17.0	3746.0	128.0	-	8933.0	4213.0	291.0	7.0
Чуваши	5881.0	8656.0	2782.0	2170.0	105.0	1519.0	218.0	399.0	114.0	70.0	18.0	10.0	1158.0	93.0	-	3280.0	2432.0	164.0	5.0
Белорусы	5294.0	7090.0	2239.0	1150.0	74.0	2406.0	178.0	146.0	86.0	56.0	20.0	11.0	659.0	65.0	-	3627.0	1544.0	118.0	5.0
Селькупы	1787.0	2950.0	451.0	770.0	46.0	420.0	72.0	354.0	126.0	14.0	4.0	-	676.0	17.0	-	732.0	950.0	102.0	3.0
Ханты	873.0	1277.0	236.0	207.0	14.0	165.0	32.0	167.0	65.0	28.0	7.0	1.0	317.0	38.0	-	495.0	352.0	26.0	-
Чулымцы	484.0	945.0	77.0	314.0	27.0	119.0	30.0	113.0	14.0	5.0	-	1.0	220.0	25.0	-	82.0	348.0	49.0	5.0
Эвенки	103.0	163.0	22.0	30.0	4.0	23.0	5.0	22.0	9.0	5.0	1.0	-	36.0	6.0	-	48.0	50.0	5.0	-
Городское население	708541.0	896448.0	328048.0	43340.0	46695.0	128798.0	17285.0	55615.0	4511.0	11508.0	1853.0	1127.0	253030.0	4638.0	18.0	531819.0	165762.0	10670.0	272.0
Русские	645315.0	818822.0	296251.0	39555.0	43622.0	115886.0	15776.0	52467.0	4084.0	10463.0	1571.0	1006.0	234054.0	4087.0	17.0	482066.0	153191.0	9795.0	246.0
Татары	14648.0	17894.0	7245.0	710.0	746.0	2822.0	451.0	868.0	101.0	253.0	54.0	22.0	4516.0	106.0	1.0	11571.0	2909.0	163.0	4.0
Украинцы	11968.0	15039.0	6746.0	1013.0	382.0	3704.0	319.0	344.0	98.0	135.0	42.0	27.0	2162.0	67.0	-	9141.0	2588.0	234.0	5.0
Немцы	7276.0	9124.0	3625.0	524.0	490.0	1426.0	169.0	390.0	38.0	92.0	25.0	9.0	2301.0	35.0	-	5540.0	1628.0	105.0	3.0
Чуваши	2005.0	2427.0	1193.0	160.0	65.0	467.0	67.0	62.0	16.0	31.0	6.0	8.0	341.0	11.0	-	1618.0	353.0	33.0	1.0
Белорусы	3372.0	4193.0	1690.0	323.0	69.0	1374.0	111.0	64.0	24.0	39.0	10.0	7.0	452.0	30.0	-	2616.0	696.0	56.0	4.0
Селькупы	312.0	470.0	114.0	70.0	22.0	80.0	14.0	37.0	6.0	13.0	1.0	-	111.0	2.0	-	170.0	126.0	16.0	-
Ханты	186.0	240.0	77.0	14.0	5.0	34.0	6.0	14.0	6.0	10.0	2.0	1.0	67.0	4.0	-	137.0	44.0	5.0	-
Чулымцы	33.0	46.0	11.0	5.0	1.0	12.0	-	5.0	3.0	-	-	-	9.0	-	-	21.0	11.0	1.0	-
Эвенки	19.0	30.0	7.0	4.0	2.0	6.0	2.0	2.0	-	2.0	-	-	5.0	-	-	9.0	9.0	1.0	-
Сельское население	337498.0	524031.0	116003.0	113590.0	6415.0	78652.0	11907.0	61607.0	11832.0	4213.0	778.0	225.0	113470.0	5339.0	-	164971.0	158916.0	13220.0	391.0
Русские	304907.0	474880.0	104152.0	100929.0	6068.0	68785.0	10733.0	58270.0	10722.0	3971.0	678.0	197.0	105692.0	4683.0	-	147843.0	144523.0	12177.0	364.0
Татары	5497.0	7816.0	1925.0	1719.0	70.0	1407.0	234.0	610.0	132.0	47.0	9.0	5.0	1517.0	141.0	-	3288.0	2101.0	106.0	2.0
Украинцы	4758.0	7053.0	1913.0	1858.0	36.0	1757.0	168.0	269.0	187.0	34.0	16.0	4.0	738.0	73.0	-	2623.0	1977.0	156.0	2.0
Немцы	6168.0	9137.0	2472.0	2154.0	79.0	1828.0	173.0	643.0	211.0	22.0	9.0	8.0	1445.0	93.0	-	3393.0	2585.0	186.0	4.0
Чуваши	3876.0	6229.0	1589.0	2010.0	40.0	1052.0	151.0	337.0	98.0	39.0	12.0	2.0	817.0	82.0	-	1662.0	2079.0	131.0	4.0
Белорусы	1922.0	2897.0	549.0	827.0	5.0	1032.0	67.0	82.0	62.0	17.0	10.0	4.0	207.0	35.0	-	1011.0	848.0	62.0	1.0
Селькупы	1475.0	2480.0	337.0	700.0	24.0	340.0	58.0	317.0	120.0	1.0	3.0	-	565.0	15.0	-	562.0	824.0	86.0	3.0
Ханты	687.0	1037.0	159.0	193.0	9.0	131.0	26.0	153.0	59.0	18.0	5.0	-	250.0	34.0	-	358.0	308.0	21.0	-
Чулымцы	451.0	899.0	66.0	309.0	26.0	107.0	30.0	108.0	11.0	5.0	-	1.0	211.0	25.0	-	61.0	337.0	48.0	5.0
Эвенки	84.0	133.0	15.0	26.0	2.0	17.0	3.0	20.0	9.0	3.0	1.0	-	31.0	6.0	-	39.0	41.0	4.0	-
Читинская область																			
Все население	1155346.0	1639269.0	440753.0	245104.0	22093.0	211054.0	40285.0	198462.0	20315.0	21550.0	1410.0	772.0	411636.0	25835.0	2939.0	702134.0	414902.0	34159.0	1212.0
Русские	1037502.0	1452073.0	396897.0	200118.0	20305.0	191112.0	36588.0	173981.0	18391.0	20064.0	1280.0	684.0	368838.0	23815.0	963.0	648165.0	362017.0	25560.0	797.0
Буряты	70457.0	129379.0	21575.0	37862.0	1445.0	9809.0	2468.0	21431.0	1376.0	590.0	43.0	56.0	32012.0	712.0	27.0	20232.0	41853.0	7939.0	406.0
Украинцы	11843.0	14890.0	6298.0	1660.0	105.0	3699.0	379.0	417.0	109.0	165.0	26.0	12.0	1776.0	244.0	9.0	8949.0	2717.0	165.0	3.0
Татары	8159.0	10722.0	3857.0	1850.0	56.0	2424.0	274.0	422.0	126.0	156.0	13.0	6.0	1342.0	196.0	7.0	5702.0	2331.0	118.0	1.0
Белорусы	2973.0	3789.0	1475.0	514.0	20.0	967.0	99.0	116.0	38.0	42.0	5.0	2.0	453.0	58.0	6.0	2186.0	740.0	41.0	-
Эвенки	1492.0	2402.0	424.0	424.0	14.0	238.0	57.0	457.0	38.0	46.0	1.0	-	664.0	39.0	1.0	648.0	777.0	64.0	2.0
Городское население	738545.0	962632.0	315275.0	78352.0	19945.0	132626.0	23629.0	97630.0	7756.0	16701.0	903.0	618.0	253358.0	15839.0	2333.0	524806.0	196842.0	14119.0	445.0
