2. ЧАСТНЫЕ ДОМОХОЗЯЙСТВА, ПРОЖИВАЮЩИЕ В ИНДИВИДУАЛЬНЫХ ДОМАХ, ОТДЕЛЬНЫХ И КОММУНАЛЬНЫХ КВАРТИРАХ, ПО ТИПАМ ЖИЛЫХ ПОМЕЩЕНИЙ, ЧИСЛУ ЗАНИМАЕМЫХ КОМНАТ И РАЗМЕРУ ДОМОХОЗЯЙСТВ								
								
	Всего частных домохозяйств	в том числе домохозяйства, состоящие из						Средний размер домохозяйства, человек
в них занимают:								
часть комнаты	25.0	7.0	6.0	5.0	6.0	1.0	7.0	2.6
1 комнату	93.0	43.0	22.0	21.0	4.0	3.0	16.0	2.0
2 комнаты	39.0	4.0	6.0	7.0	14.0	8.0	42.0	3.5
3 комнаты	13.0	1.0	6.0	4.0	1.0	1.0	5.0	2.6
4 и более комнат 	5.0	-	-	1.0	1.0	3.0	27.0	6.8
не указавшие число комнат	-	-	-	-	-	-	-	-
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	3253.0	612.0	832.0	765.0	622.0	422.0	2395.0	2.9
Новосибирская область								
Городские и сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	908072.0	179678.0	268574.0	229908.0	156208.0	73704.0	404676.0	2.7
в том числе проживают:								
в индивидуальных домах	208279.0	43932.0	64676.0	45674.0	34202.0	19795.0	110742.0	2.7
в них занимают:								
1 комнату	37984.0	13763.0	12251.0	6666.0	3580.0	1724.0	9604.0	2.2
2 комнаты	63597.0	15765.0	21658.0	13059.0	8713.0	4402.0	24346.0	2.5
3 комнаты	79687.0	11614.0	24187.0	19589.0	15605.0	8692.0	48204.0	2.9
4 и более комнат	27010.0	2790.0	6580.0	6360.0	6303.0	4977.0	28588.0	3.3
не указавшие число комнат	1.0	-	-	-	1.0	-	-	4.0
в отдельных квартирах	685405.0	130368.0	199914.0	181201.0	120597.0	53325.0	290724.0	2.7
в них занимают:								
часть комнаты	687.0	450.0	138.0	64.0	28.0	7.0	38.0	1.6
1 комнату	133568.0	60232.0	41939.0	22739.0	7033.0	1625.0	8705.0	1.9
2 комнаты	278570.0	51253.0	96247.0	77467.0	40664.0	12939.0	69234.0	2.5
3 комнаты	238545.0	16708.0	55981.0	72280.0	62639.0	30937.0	168889.0	3.2
4 и более комнат 	34022.0	1721.0	5605.0	8648.0	10231.0	7817.0	43858.0	3.6
не указавшие число комнат	13.0	4.0	4.0	3.0	2.0	-	-	2.2
в коммунальных квартирах	14388.0	5378.0	3984.0	3033.0	1409.0	584.0	3210.0	2.2
в них занимают:								
часть комнаты	226.0	130.0	56.0	28.0	8.0	4.0	21.0	1.7
1 комнату	9910.0	4654.0	2813.0	1715.0	562.0	166.0	909.0	1.9
2 комнаты	3479.0	528.0	977.0	1069.0	628.0	277.0	1517.0	2.8
3 комнаты	637.0	54.0	118.0	192.0	174.0	99.0	553.0	3.3
4 и более комнат 	133.0	11.0	18.0	29.0	37.0	38.0	210.0	3.7
не указавшие число комнат	3.0	1.0	2.0	-	-	-	-	1.7
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	34746.0	7281.0	10171.0	9873.0	5123.0	2298.0	12817.0	2.6
Городские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	674363.0	135871.0	196602.0	177022.0	114397.0	50471.0	275408.0	2.7
в том числе проживают:								
в индивидуальных домах	106787.0	20461.0	30576.0	25831.0	19140.0	10779.0	60454.0	2.8
в них занимают:								
1 комнату	15944.0	5349.0	4917.0	3368.0	1661.0	649.0	3604.0	2.2
2 комнаты	31042.0	7217.0	9874.0	7212.0	4654.0	2085.0	11539.0	2.5
3 комнаты	42610.0	6156.0	11995.0	11149.0	8692.0	4618.0	25567.0	2.9
4 и более комнат	17190.0	1739.0	3790.0	4102.0	4132.0	3427.0	19744.0	3.4
не указавшие число комнат	1.0	-	-	-	1.0	-	-	4.0
в отдельных квартирах	553929.0	110313.0	162242.0	148298.0	93933.0	39143.0	211941.0	2.6
в них занимают:								
часть комнаты	643.0	419.0	131.0	62.0	24.0	7.0	38.0	1.6
1 комнату	119237.0	54427.0	37874.0	20141.0	5684.0	1111.0	5896.0	1.8
2 комнаты	240302.0	43536.0	84342.0	68324.0	34008.0	10092.0	53514.0	2.5
3 комнаты	168118.0	10764.0	36347.0	53343.0	46076.0	21588.0	116891.0	3.2
4 и более комнат 	25619.0	1164.0	3545.0	6425.0	8140.0	6345.0	35602.0	3.7
не указавшие число комнат	10.0	3.0	3.0	3.0	1.0	-	-	2.2
в коммунальных квартирах	13647.0	5097.0	3784.0	2893.0	1324.0	549.0	3013.0	2.2
в них занимают:								
часть комнаты	211.0	119.0	55.0	27.0	8.0	2.0	10.0	1.7
1 комнату	9427.0	4417.0	2692.0	1639.0	520.0	159.0	871.0	1.9
2 комнаты	3302.0	501.0	915.0	1022.0	600.0	264.0	1441.0	2.8
3 комнаты	577.0	49.0	103.0	178.0	160.0	87.0	487.0	3.3
4 и более комнат 	127.0	10.0	17.0	27.0	36.0	37.0	204.0	3.7
не указавшие число комнат	3.0	1.0	2.0	-	-	-	-	1.7
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	29064.0	6307.0	8637.0	8320.0	4060.0	1740.0	9652.0	2.6
Сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	233709.0	43807.0	71972.0	52886.0	41811.0	23233.0	129268.0	2.8
в том числе проживают:								
в индивидуальных домах	101492.0	23471.0	34100.0	19843.0	15062.0	9016.0	50288.0	2.6
в них занимают:								
1 комнату	22040.0	8414.0	7334.0	3298.0	1919.0	1075.0	6000.0	2.1
2 комнаты	32555.0	8548.0	11784.0	5847.0	4059.0	2317.0	12807.0	2.4
3 комнаты	37077.0	5458.0	12192.0	8440.0	6913.0	4074.0	22637.0	2.8
4 и более комнат	9820.0	1051.0	2790.0	2258.0	2171.0	1550.0	8844.0	3.2
не указавшие число комнат	-	-	-	-	-	-	-	-
в отдельных квартирах	131476.0	20055.0	37672.0	32903.0	26664.0	14182.0	78783.0	2.9
в них занимают:								
часть комнаты	44.0	31.0	7.0	2.0	4.0	-	-	1.5
1 комнату	14331.0	5805.0	4065.0	2598.0	1349.0	514.0	2809.0	2.1
2 комнаты	38268.0	7717.0	11905.0	9143.0	6656.0	2847.0	15720.0	2.6
3 комнаты	70427.0	5944.0	19634.0	18937.0	16563.0	9349.0	51998.0	3.1
4 и более комнат 	8403.0	557.0	2060.0	2223.0	2091.0	1472.0	8256.0	3.3
не указавшие число комнат	3.0	1.0	1.0	-	1.0	-	-	2.3
в коммунальных квартирах	741.0	281.0	200.0	140.0	85.0	35.0	197.0	2.2
в них занимают:								
часть комнаты	15.0	11.0	1.0	1.0	-	2.0	11.0	1.8
1 комнату	483.0	237.0	121.0	76.0	42.0	7.0	38.0	1.9
2 комнаты	177.0	27.0	62.0	47.0	28.0	13.0	76.0	2.7
3 комнаты	60.0	5.0	15.0	14.0	14.0	12.0	66.0	3.3
4 и более комнат 	6.0	1.0	1.0	2.0	1.0	1.0	6.0	3.2
не указавшие число комнат	-	-	-	-	-	-	-	-
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	5682.0	974.0	1534.0	1553.0	1063.0	558.0	3165.0	2.8
Омская область								
Городские и сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	684419.0	127916.0	190312.0	170920.0	127888.0	67383.0	374880.0	2.8
в том числе проживают:								
в индивидуальных домах	180035.0	30754.0	50379.0	39738.0	34597.0	24567.0	139648.0	2.9
в них занимают:								
1 комнату	22306.0	8221.0	6913.0	3841.0	2271.0	1060.0	5907.0	2.2
2 комнаты	46958.0	11300.0	15403.0	9437.0	6868.0	3950.0	22045.0	2.6
3 комнаты	63677.0	7834.0	17994.0	15441.0	13505.0	8903.0	49847.0	3.0
4 и более комнат	47086.0	3394.0	10067.0	11018.0	11953.0	10654.0	61849.0	3.5
не указавшие число комнат	8.0	5.0	2.0	1.0	-	-	-	1.5
в отдельных квартирах	497996.0	95046.0	138237.0	129701.0	92497.0	42515.0	233582.0	2.7
в них занимают:								
часть комнаты	426.0	281.0	72.0	57.0	12.0	4.0	21.0	1.6
1 комнату	96086.0	43087.0	29026.0	16945.0	5756.0	1272.0	6830.0	1.9
2 комнаты	181590.0	34945.0	59993.0	49504.0	28209.0	8939.0	47850.0	2.6
3 комнаты	181635.0	14617.0	42116.0	53028.0	47592.0	24282.0	133492.0	3.2
4 и более комнат 	38230.0	2106.0	7023.0	10158.0	10927.0	8016.0	45378.0	3.5
не указавшие число комнат	29.0	10.0	7.0	9.0	1.0	2.0	11.0	2.3
в коммунальных квартирах	6388.0	2116.0	1696.0	1481.0	794.0	301.0	1650.0	2.3
в них занимают:								
часть комнаты	164.0	87.0	34.0	28.0	15.0	-	-	1.8
1 комнату	4100.0	1778.0	1181.0	786.0	281.0	74.0	400.0	2.0
2 комнаты	1593.0	213.0	385.0	516.0	349.0	130.0	698.0	2.9
3 комнаты	422.0	33.0	86.0	115.0	120.0	68.0	379.0	3.3
4 и более комнат 	109.0	5.0	10.0	36.0	29.0	29.0	173.0	3.9
не указавшие число комнат	-	-	-	-	-	-	-	-
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	25803.0	5134.0	7265.0	7533.0	3935.0	1936.0	10773.0	2.7
Городские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	472550.0	93015.0	132190.0	122869.0	85814.0	38662.0	213053.0	2.7
в том числе проживают:								
в индивидуальных домах	80720.0	12409.0	20965.0	19290.0	16764.0	11292.0	64495.0	3.0
в них занимают:								
1 комнату	8185.0	2676.0	2436.0	1680.0	1011.0	382.0	2120.0	2.3
2 комнаты	19249.0	4128.0	5778.0	4502.0	3224.0	1617.0	9072.0	2.7
3 комнаты	29505.0	3651.0	7902.0	7556.0	6439.0	3957.0	22048.0	3.0
4 и более комнат	23779.0	1952.0	4849.0	5552.0	6090.0	5336.0	31255.0	3.5
не указавшие число комнат	2.0	2.0	-	-	-	-	-	1.0
в отдельных квартирах	386133.0	78722.0	109667.0	102259.0	68363.0	27122.0	147194.0	2.7
в них занимают:								
часть комнаты	398.0	260.0	71.0	55.0	9.0	3.0	16.0	1.6
1 комнату	86265.0	38790.0	26308.0	15297.0	4918.0	952.0	5070.0	1.9
2 комнаты	158354.0	29918.0	53248.0	43889.0	24219.0	7080.0	37607.0	2.5
3 комнаты	119636.0	8614.0	26437.0	37185.0	32855.0	14545.0	78846.0	3.2
4 и более комнат 	21461.0	1130.0	3598.0	5830.0	6361.0	4542.0	25655.0	3.6
не указавшие число комнат	19.0	10.0	5.0	3.0	1.0	-	-	1.7
в коммунальных квартирах	5697.0	1884.0	1558.0	1320.0	687.0	248.0	1364.0	2.3
в них занимают:								
часть комнаты	137.0	62.0	33.0	27.0	15.0	-	-	2.0
1 комнату	3663.0	1593.0	1084.0	689.0	234.0	63.0	341.0	1.9
2 комнаты	1426.0	195.0	353.0	469.0	302.0	107.0	579.0	2.9
3 комнаты	370.0	29.0	78.0	100.0	109.0	54.0	300.0	3.3
4 и более комнат 	101.0	5.0	10.0	35.0	27.0	24.0	144.0	3.8
не указавшие число комнат	-	-	-	-	-	-	-	-
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	19919.0	4169.0	5849.0	5852.0	2839.0	1210.0	6732.0	2.6
Сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	211869.0	34901.0	58122.0	48051.0	42074.0	28721.0	161827.0	3.0
в том числе проживают:								
в индивидуальных домах	99315.0	18345.0	29414.0	20448.0	17833.0	13275.0	75153.0	2.9
в них занимают:								
1 комнату	14121.0	5545.0	4477.0	2161.0	1260.0	678.0	3787.0	2.1
2 комнаты	27709.0	7172.0	9625.0	4935.0	3644.0	2333.0	12973.0	2.5
3 комнаты	34172.0	4183.0	10092.0	7885.0	7066.0	4946.0	27799.0	3.0
4 и более комнат	23307.0	1442.0	5218.0	5466.0	5863.0	5318.0	30594.0	3.5
не указавшие число комнат	6.0	3.0	2.0	1.0	-	-	-	1.7
в отдельных квартирах	111863.0	16324.0	28570.0	27442.0	24134.0	15393.0	86388.0	3.0
в них занимают:								
часть комнаты	28.0	21.0	1.0	2.0	3.0	1.0	5.0	1.6
1 комнату	9821.0	4297.0	2718.0	1648.0	838.0	320.0	1760.0	2.0
2 комнаты	23236.0	5027.0	6745.0	5615.0	3990.0	1859.0	10243.0	2.6
3 комнаты	61999.0	6003.0	15679.0	15843.0	14737.0	9737.0	54646.0	3.2
4 и более комнат 	16769.0	976.0	3425.0	4328.0	4566.0	3474.0	19723.0	3.5
не указавшие число комнат	10.0	-	2.0	6.0	-	2.0	11.0	3.3
в коммунальных квартирах	691.0	232.0	138.0	161.0	107.0	53.0	286.0	2.5
в них занимают:								
часть комнаты	27.0	25.0	1.0	1.0	-	-	-	1.1
1 комнату	437.0	185.0	97.0	97.0	47.0	11.0	59.0	2.1
2 комнаты	167.0	18.0	32.0	47.0	47.0	23.0	119.0	3.2
3 комнаты	52.0	4.0	8.0	15.0	11.0	14.0	79.0	3.6
4 и более комнат 	8.0	-	-	1.0	2.0	5.0	29.0	5.0
не указавшие число комнат	-	-	-	-	-	-	-	-
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	5884.0	965.0	1416.0	1681.0	1096.0	726.0	4041.0	2.9
Томская область								
Городские и сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	339472.0	66442.0	96165.0	84956.0	60979.0	30930.0	172531.0	2.7
в том числе проживают:								
в индивидуальных домах	57991.0	13585.0	17915.0	11578.0	9100.0	5813.0	32869.0	2.6
в них занимают:								
1 комнату	13278.0	5154.0	4373.0	1945.0	1184.0	622.0	3492.0	2.1
2 комнаты	20348.0	5247.0	6877.0	3963.0	2656.0	1605.0	8992.0	2.5
3 комнаты	19095.0	2727.0	5487.0	4508.0	3899.0	2474.0	13866.0	3.0
4 и более комнат	5267.0	457.0	1177.0	1162.0	1359.0	1112.0	6519.0	3.5
не указавшие число комнат	3.0	-	1.0	-	2.0	-	-	3.3
в отдельных квартирах	278751.0	51922.0	77474.0	72733.0	51596.0	25026.0	139161.0	2.8
в них занимают:								
часть комнаты	196.0	129.0	32.0	20.0	12.0	3.0	18.0	1.6
1 комнату	54946.0	23845.0	16996.0	9599.0	3469.0	1037.0	5678.0	1.9
2 комнаты	113325.0	20163.0	36988.0	31590.0	18328.0	6256.0	33998.0	2.6
3 комнаты	93084.0	7092.0	21023.0	27203.0	24418.0	13348.0	73918.0	3.2
4 и более комнат 	17183.0	690.0	2433.0	4316.0	5364.0	4380.0	25537.0	3.8
не указавшие число комнат	17.0	3.0	2.0	5.0	5.0	2.0	12.0	3.2
в коммунальных квартирах	2730.0	935.0	776.0	645.0	283.0	91.0	501.0	2.2
в них занимают:								
часть комнаты	69.0	33.0	19.0	13.0	2.0	2.0	11.0	1.9
1 комнату	2016.0	827.0	595.0	427.0	135.0	32.0	174.0	2.0
2 комнаты	544.0	65.0	145.0	176.0	116.0	42.0	227.0	2.9
3 комнаты	85.0	9.0	13.0	28.0	25.0	10.0	55.0	3.2
4 и более комнат 	16.0	1.0	4.0	1.0	5.0	5.0	34.0	4.1
не указавшие число комнат	-	-	-	-	-	-	-	-
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	14193.0	3035.0	4028.0	3598.0	1959.0	1573.0	9815.0	2.8
Городские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	220472.0	42248.0	61317.0	57709.0	39846.0	19352.0	108038.0	2.7
в том числе проживают:								
в индивидуальных домах	16531.0	3213.0	4479.0	3734.0	3003.0	2102.0	12034.0	2.9
в них занимают:								
1 комнату	2497.0	907.0	747.0	451.0	250.0	142.0	791.0	2.2
2 комнаты	5833.0	1302.0	1761.0	1357.0	909.0	504.0	2875.0	2.6
3 комнаты	6198.0	849.0	1550.0	1511.0	1324.0	964.0	5407.0	3.1
4 и более комнат	2003.0	155.0	421.0	415.0	520.0	492.0	2961.0	3.6
не указавшие число комнат	-	-	-	-	-	-	-	-
в отдельных квартирах	201445.0	38201.0	56112.0	53376.0	36586.0	17170.0	95562.0	2.7
в них занимают:								
часть комнаты	173.0	113.0	28.0	18.0	11.0	3.0	18.0	1.6
1 комнату	44754.0	19448.0	14087.0	7873.0	2634.0	712.0	3895.0	1.9
2 комнаты	87095.0	14714.0	28921.0	25108.0	13905.0	4447.0	24132.0	2.6
3 комнаты	56314.0	3453.0	11466.0	17167.0	15755.0	8473.0	46823.0	3.3
4 и более комнат 	13097.0	471.0	1608.0	3206.0	4279.0	3533.0	20682.0	3.9
не указавшие число комнат	12.0	2.0	2.0	4.0	2.0	2.0	12.0	3.2
в коммунальных квартирах	2496.0	834.0	726.0	599.0	257.0	80.0	442.0	2.2
в них занимают:								
часть комнаты	45.0	27.0	10.0	6.0	1.0	1.0	6.0	1.7
1 комнату	1861.0	742.0	566.0	402.0	123.0	28.0	153.0	2.0
2 комнаты	502.0	56.0	134.0	167.0	108.0	37.0	201.0	2.9
3 комнаты	73.0	8.0	12.0	23.0	21.0	9.0	48.0	3.2
4 и более комнат 	15.0	1.0	4.0	1.0	4.0	5.0	34.0	4.1
не указавшие число комнат	-	-	-	-	-	-	-	-
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	11648.0	2449.0	3374.0	2916.0	1574.0	1335.0	8478.0	2.8
Сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	119000.0	24194.0	34848.0	27247.0	21133.0	11578.0	64493.0	2.7
в том числе проживают:								
в индивидуальных домах	41460.0	10372.0	13436.0	7844.0	6097.0	3711.0	20835.0	2.6
в них занимают:								
1 комнату	10781.0	4247.0	3626.0	1494.0	934.0	480.0	2701.0	2.1
2 комнаты	14515.0	3945.0	5116.0	2606.0	1747.0	1101.0	6117.0	2.4
3 комнаты	12897.0	1878.0	3937.0	2997.0	2575.0	1510.0	8459.0	2.9
4 и более комнат	3264.0	302.0	756.0	747.0	839.0	620.0	3558.0	3.4
не указавшие число комнат	3.0	-	1.0	-	2.0	-	-	3.3
в отдельных квартирах	77306.0	13721.0	21362.0	19357.0	15010.0	7856.0	43599.0	2.8
в них занимают:								
часть комнаты	23.0	16.0	4.0	2.0	1.0	-	-	1.5
1 комнату	10192.0	4397.0	2909.0	1726.0	835.0	325.0	1783.0	2.0
2 комнаты	26230.0	5449.0	8067.0	6482.0	4423.0	1809.0	9866.0	2.6
3 комнаты	36770.0	3639.0	9557.0	10036.0	8663.0	4875.0	27095.0	3.1
4 и более комнат 	4086.0	219.0	825.0	1110.0	1085.0	847.0	4855.0	3.5
не указавшие число комнат	5.0	1.0	-	1.0	3.0	-	-	3.2
в коммунальных квартирах	234.0	101.0	50.0	46.0	26.0	11.0	59.0	2.1
в них занимают:								
часть комнаты	24.0	6.0	9.0	7.0	1.0	1.0	5.0	2.2
1 комнату	155.0	85.0	29.0	25.0	12.0	4.0	21.0	1.9
2 комнаты	42.0	9.0	11.0	9.0	8.0	5.0	26.0	2.8
3 комнаты	12.0	1.0	1.0	5.0	4.0	1.0	7.0	3.4
4 и более комнат 	1.0	-	-	-	1.0	-	-	4.0
не указавшие число комнат	-	-	-	-	-	-	-	-
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	2545.0	586.0	654.0	682.0	385.0	238.0	1337.0	2.7
Читинская область								
Городские и сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	360102.0	60900.0	97834.0	91579.0	67963.0	41826.0	235301.0	2.9
в том числе проживают:								
в индивидуальных домах	123544.0	20840.0	33452.0	27214.0	23191.0	18847.0	107663.0	3.0
в них занимают:								
1 комнату	39739.0	10124.0	11771.0	7615.0	5844.0	4385.0	24953.0	2.6
2 комнаты	43977.0	7319.0	12712.0	9733.0	7818.0	6395.0	36420.0	2.9
3 комнаты	32479.0	2948.0	7536.0	8127.0	7593.0	6275.0	35873.0	3.3
4 и более комнат	7222.0	420.0	1403.0	1713.0	1907.0	1779.0	10345.0	3.6
не указавшие число комнат	127.0	29.0	30.0	26.0	29.0	13.0	72.0	2.8
в отдельных квартирах	235381.0	39602.0	64136.0	64138.0	44600.0	22905.0	127224.0	2.8
в них занимают:								
часть комнаты	122.0	77.0	21.0	10.0	9.0	5.0	26.0	1.7
1 комнату	42642.0	15323.0	12527.0	9345.0	3944.0	1503.0	8348.0	2.2
2 комнаты	97688.0	16582.0	29092.0	27665.0	17265.0	7084.0	38809.0	2.7
3 комнаты	82054.0	6775.0	20049.0	23644.0	19923.0	11663.0	64948.0	3.2
4 и более комнат 	12399.0	692.0	2311.0	3382.0	3391.0	2623.0	14945.0	3.5
не указавшие число комнат	476.0	153.0	136.0	92.0	68.0	27.0	148.0	2.4
в коммунальных квартирах	1177.0	458.0	246.0	227.0	172.0	74.0	414.0	2.3
в них занимают:								
часть комнаты	119.0	111.0	1.0	3.0	4.0	-	-	1.2
1 комнату	648.0	305.0	149.0	94.0	68.0	32.0	174.0	2.1
2 комнаты	287.0	30.0	68.0	103.0	62.0	24.0	138.0	3.0
3 комнаты	101.0	10.0	24.0	21.0	31.0	15.0	86.0	3.3
4 и более комнат 	8.0	-	2.0	1.0	4.0	1.0	5.0	3.5
не указавшие число комнат	14.0	2.0	2.0	5.0	3.0	2.0	11.0	3.1
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	16144.0	2699.0	4457.0	4694.0	2807.0	1487.0	8287.0	2.8
Городские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	232245.0	41491.0	65263.0	61921.0	42491.0	21079.0	116776.0	2.8
в том числе проживают:								
в индивидуальных домах	48579.0	8553.0	13795.0	11262.0	8970.0	5999.0	33815.0	2.9
в них занимают:								
1 комнату	14496.0	3755.0	4439.0	3024.0	2078.0	1200.0	6694.0	2.5
2 комнаты	17648.0	3201.0	5420.0	4108.0	2999.0	1920.0	10755.0	2.8
3 комнаты	13236.0	1388.0	3307.0	3391.0	2999.0	2151.0	12150.0	3.2
4 и более комнат	3135.0	198.0	610.0	724.0	880.0	723.0	4188.0	3.6
не указавшие число комнат	64.0	11.0	19.0	15.0	14.0	5.0	28.0	2.8
в отдельных квартирах	182696.0	32582.0	51261.0	50465.0	33375.0	15013.0	82588.0	2.8
в них занимают:								
часть комнаты	94.0	59.0	18.0	6.0	8.0	3.0	16.0	1.7
1 комнату	35984.0	13220.0	10664.0	7889.0	3165.0	1046.0	5738.0	2.1
2 комнаты	80107.0	13944.0	24621.0	22909.0	13704.0	4929.0	26665.0	2.7
3 комнаты	56664.0	4736.0	14123.0	16935.0	13784.0	7086.0	39087.0	3.1
4 и более комнат 	9446.0	495.0	1714.0	2647.0	2661.0	1929.0	10971.0	3.5
не указавшие число комнат	401.0	128.0	121.0	79.0	53.0	20.0	111.0	2.3
в коммунальных квартирах	970.0	356.0	207.0	194.0	146.0	67.0	373.0	2.4
в них занимают:								
часть комнаты	82.0	75.0	1.0	2.0	4.0	-	-	1.2
1 комнату	551.0	246.0	130.0	80.0	64.0	31.0	169.0	2.1
2 комнаты	242.0	24.0	56.0	93.0	49.0	20.0	113.0	3.0
3 комнаты	78.0	9.0	17.0	15.0	24.0	13.0	75.0	3.3
4 и более комнат 	6.0	-	2.0	1.0	2.0	1.0	5.0	3.3
не указавшие число комнат	11.0	2.0	1.0	3.0	3.0	2.0	11.0	3.3
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	12330.0	2117.0	3583.0	3656.0	2061.0	913.0	5051.0	2.7
Сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	127857.0	19409.0	32571.0	29658.0	25472.0	20747.0	118525.0	3.1
в том числе проживают:								
в индивидуальных домах	74965.0	12287.0	19657.0	15952.0	14221.0	12848.0	73848.0	3.1
в них занимают:								
1 комнату	25243.0	6369.0	7332.0	4591.0	3766.0	3185.0	18259.0	2.7
2 комнаты	26329.0	4118.0	7292.0	5625.0	4819.0	4475.0	25665.0	3.1
3 комнаты	19243.0	1560.0	4229.0	4736.0	4594.0	4124.0	23723.0	3.4
4 и более комнат	4087.0	222.0	793.0	989.0	1027.0	1056.0	6157.0	3.7
не указавшие число комнат	63.0	18.0	11.0	11.0	15.0	8.0	44.0	2.8
в отдельных квартирах	52685.0	7020.0	12875.0	13673.0	11225.0	7892.0	44636.0	3.1
в них занимают:								
часть комнаты	28.0	18.0	3.0	4.0	1.0	2.0	10.0	1.8
1 комнату	6658.0	2103.0	1863.0	1456.0	779.0	457.0	2610.0	2.4
2 комнаты	17581.0	2638.0	4471.0	4756.0	3561.0	2155.0	12144.0	3.0
3 комнаты	25390.0	2039.0	5926.0	6709.0	6139.0	4577.0	25861.0	3.3
4 и более комнат 	2953.0	197.0	597.0	735.0	730.0	694.0	3974.0	3.6
не указавшие число комнат	75.0	25.0	15.0	13.0	15.0	7.0	37.0	2.5
в коммунальных квартирах	207.0	102.0	39.0	33.0	26.0	7.0	41.0	2.0
в них занимают:								
часть комнаты	37.0	36.0	-	1.0	-	-	-	1.1
1 комнату	97.0	59.0	19.0	14.0	4.0	1.0	5.0	1.6
2 комнаты	45.0	6.0	12.0	10.0	13.0	4.0	25.0	3.0
3 комнаты	23.0	1.0	7.0	6.0	7.0	2.0	11.0	3.1
4 и более комнат 	2.0	-	-	-	2.0	-	-	4.0
не указавшие число комнат	3.0	-	1.0	2.0	-	-	-	2.7
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	3814.0	582.0	874.0	1038.0	746.0	574.0	3236.0	3.1
Агинский Бурятский автономный округ								
Городские и сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	19324.0	2075.0	3767.0	4246.0	4309.0	4927.0	28637.0	3.5
в том числе проживают:								
в индивидуальных домах	12748.0	1274.0	2288.0	2672.0	2893.0	3621.0	21095.0	3.7
в них занимают:								
1 комнату	4101.0	671.0	859.0	833.0	813.0	925.0	5411.0	3.3
2 комнаты	3676.0	371.0	732.0	754.0	790.0	1029.0	5985.0	3.6
3 комнаты	3978.0	205.0	578.0	889.0	1025.0	1281.0	7422.0	3.9
4 и более комнат	990.0	27.0	118.0	196.0	264.0	385.0	2272.0	4.2
не указавшие число комнат	3.0	-	1.0	-	1.0	1.0	5.0	3.7
в отдельных квартирах	6551.0	787.0	1475.0	1570.0	1413.0	1306.0	7542.0	3.3
в них занимают:								
часть комнаты	4.0	2.0	-	1.0	-	1.0	5.0	2.5
1 комнату	755.0	192.0	201.0	161.0	111.0	90.0	518.0	2.7
2 комнаты	2064.0	298.0	509.0	503.0	433.0	321.0	1839.0	3.1
3 комнаты	3321.0	272.0	698.0	812.0	767.0	772.0	4461.0	3.5
4 и более комнат 	402.0	22.0	65.0	92.0	102.0	121.0	714.0	3.9
не указавшие число комнат	5.0	1.0	2.0	1.0	-	1.0	5.0	2.6
в коммунальных квартирах	25.0	14.0	4.0	4.0	3.0	-	-	1.8
в них занимают:								
часть комнаты	8.0	8.0	-	-	-	-	-	1.0
1 комнату	12.0	6.0	2.0	2.0	2.0	-	-	2.0
2 комнаты	3.0	-	1.0	1.0	1.0	-	-	3.0
3 комнаты	2.0	-	1.0	1.0	-	-	-	2.5
4 и более комнат 	-	-	-	-	-	-	-	-
не указавшие число комнат	-	-	-	-	-	-	-	-
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	899.0	116.0	167.0	233.0	197.0	186.0	1047.0	3.3
Городские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	6793.0	716.0	1374.0	1598.0	1624.0	1481.0	8525.0	3.4
в том числе проживают:								
в индивидуальных домах	3537.0	271.0	635.0	813.0	925.0	893.0	5134.0	3.6
в них занимают:								
