3. НАСЕЛЕНИЕ ПО УРОВНЮ ОБРАЗОВАНИЯ, ПОЛУ И ВОЗРАСТНЫМ ГРУППАМ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ 												
												
												
	Всего	Имеющие образование								Не имеющие 
45–49 	12859.0	6.0	1529.0	120.0	4708.0	2354.0	1992.0	1800.0	302.0	44.0	38.0	4.0
50–54 	11058.0	5.0	1209.0	87.0	3800.0	1842.0	1545.0	2029.0	497.0	41.0	29.0	3.0
55–59 	6292.0	4.0	748.0	54.0	1551.0	844.0	785.0	1430.0	837.0	38.0	27.0	1.0
60–64 	9350.0	3.0	525.0	39.0	1581.0	884.0	809.0	2686.0	2700.0	118.0	61.0	5.0
65–69 	7241.0	-	315.0	34.0	994.0	468.0	390.0	1726.0	3070.0	243.0	113.0	1.0
70 и более	12288.0	2.0	225.0	60.0	857.0	426.0	334.0	2029.0	7137.0	1210.0	643.0	8.0
Возраст не указан	8.0	-	-	-	1.0	-	2.0	1.0	-	-	-	4.0
Из общей численности – женщины в возрасте:												
трудоспособном	85467.0	37.0	7995.0	1192.0	27782.0	14165.0	15363.0	16060.0	2423.0	414.0	347.0	36.0
старше трудоспособного	35171.0	9.0	1813.0	187.0	4983.0	2622.0	2318.0	7871.0	13744.0	1609.0	844.0	15.0
16-29 лет	28908.0	5.0	1391.0	541.0	6418.0	4507.0	6195.0	8536.0	1128.0	170.0	144.0	17.0
Камчатская область												
Все население в возрасте 15 лет и более	297297.0	548.0	47973.0	8763.0	97713.0	34504.0	49318.0	35732.0	10270.0	962.0	556.0	11514.0
в том числе в возрасте, лет:												
15–17	18281.0	-	-	22.0	139.0	300.0	3611.0	11871.0	1767.0	53.0	38.0	518.0
18–19 	15632.0	-	9.0	634.0	2720.0	1918.0	6735.0	2942.0	276.0	34.0	23.0	364.0
20–24 	32412.0	29.0	3902.0	2928.0	9570.0	4375.0	6784.0	3281.0	447.0	71.0	54.0	1025.0
25–29 	31308.0	60.0	6401.0	1305.0	10116.0	3976.0	5086.0	2817.0	237.0	53.0	37.0	1257.0
30–34 	29410.0	70.0	5622.0	1071.0	12026.0	3565.0	4195.0	1344.0	136.0	23.0	14.0	1358.0
35–39 	27928.0	73.0	5949.0	746.0	11757.0	3336.0	3849.0	882.0	99.0	17.0	13.0	1220.0
40–44 	31960.0	79.0	6944.0	624.0	13185.0	3998.0	4617.0	1009.0	135.0	29.0	23.0	1340.0
45–49 	29910.0	61.0	6089.0	462.0	11994.0	4124.0	4372.0	1346.0	258.0	23.0	17.0	1181.0
50–54 	28864.0	60.0	5348.0	392.0	11492.0	3714.0	4168.0	2138.0	383.0	35.0	30.0	1134.0
55–59 	16266.0	48.0	3142.0	239.0	5736.0	1879.0	2288.0	1755.0	472.0	17.0	12.0	690.0
60–64 	16516.0	30.0	2638.0	181.0	4928.0	1781.0	2102.0	2717.0	1365.0	61.0	35.0	713.0
65–69 	9061.0	27.0	1176.0	75.0	2445.0	845.0	850.0	1714.0	1503.0	66.0	28.0	360.0
70 и более	9749.0	11.0	753.0	84.0	1605.0	693.0	661.0	1916.0	3192.0	480.0	232.0	354.0
Возраст не указан	308.0	-	2.0	-	7.0	-	1.0	2.0	-	1.0	-	295.0
Из общей численности – население в возрасте:												
трудоспособном	247072.0	459.0	41721.0	8305.0	85432.0	30429.0	44365.0	23722.0	2753.0	328.0	244.0	9558.0
старше трудоспособного	43968.0	89.0	6252.0	458.0	12281.0	4043.0	4912.0	7267.0	6269.0	618.0	302.0	1779.0
16-29 лет	91376.0	89.0	10312.0	4889.0	22545.0	10537.0	22175.0	16168.0	1479.0	195.0	142.0	2987.0
Мужчины в возрасте 15 лет и более	151404.0	295.0	23728.0	4108.0	47389.0	21515.0	25245.0	18357.0	4485.0	274.0	176.0	6008.0
в том числе в возрасте, лет:												
15–17	9307.0	-	-	11.0	75.0	192.0	1718.0	6040.0	987.0	27.0	19.0	257.0
18–19 	9899.0	-	2.0	246.0	1868.0	1487.0	3737.0	2132.0	214.0	19.0	14.0	194.0
20–24 	18539.0	13.0	2075.0	1316.0	5431.0	3055.0	3726.0	2050.0	341.0	35.0	24.0	497.0
25–29 	16700.0	31.0	3426.0	578.0	5050.0	2528.0	2585.0	1620.0	173.0	35.0	27.0	674.0
30–34 	15908.0	33.0	2902.0	526.0	6219.0	2215.0	2302.0	800.0	102.0	13.0	6.0	796.0
35–39 	14930.0	37.0	2881.0	379.0	6128.0	2092.0	2120.0	533.0	67.0	8.0	6.0	685.0
40–44 	16672.0	48.0	3409.0	328.0	6496.0	2439.0	2524.0	570.0	89.0	17.0	15.0	752.0
45–49 	14993.0	31.0	2902.0	257.0	5463.0	2501.0	2326.0	712.0	154.0	12.0	8.0	635.0
50–54 	13648.0	37.0	2565.0	205.0	4838.0	2149.0	1968.0	1062.0	224.0	10.0	9.0	590.0
55–59 	7624.0	27.0	1457.0	121.0	2433.0	1155.0	989.0	835.0	263.0	6.0	5.0	338.0
60–64 	7148.0	17.0	1268.0	90.0	2001.0	1017.0	800.0	1010.0	595.0	26.0	13.0	324.0
65–69 	3403.0	17.0	533.0	30.0	860.0	424.0	284.0	547.0	537.0	24.0	9.0	147.0
70 и более	2633.0	4.0	308.0	21.0	527.0	261.0	166.0	446.0	739.0	42.0	21.0	119.0
Возраст не указан	171.0	-	-	-	4.0	-	-	-	-	-	-	167.0
Из общей численности – мужчины в возрасте:												
трудоспособном	135095.0	257.0	21619.0	3967.0	44001.0	19794.0	23972.0	14035.0	1941.0	173.0	129.0	5336.0
старше трудоспособного	13184.0	38.0	2109.0	141.0	3388.0	1702.0	1250.0	2003.0	1871.0	92.0	43.0	590.0
16-29 лет	51320.0	44.0	5503.0	2151.0	12424.0	7243.0	11743.0	9523.0	1042.0	107.0	80.0	1540.0
Женщины в возрасте 15 лет и более	145893.0	253.0	24245.0	4655.0	50324.0	12989.0	24073.0	17375.0	5785.0	688.0	380.0	5506.0
в том числе в возрасте, лет:												
15–17	8974.0	-	-	11.0	64.0	108.0	1893.0	5831.0	780.0	26.0	19.0	261.0
18–19 	5733.0	-	7.0	388.0	852.0	431.0	2998.0	810.0	62.0	15.0	9.0	170.0
20–24 	13873.0	16.0	1827.0	1612.0	4139.0	1320.0	3058.0	1231.0	106.0	36.0	30.0	528.0
25–29	14608.0	29.0	2975.0	727.0	5066.0	1448.0	2501.0	1197.0	64.0	18.0	10.0	583.0
30–34 	13502.0	37.0	2720.0	545.0	5807.0	1350.0	1893.0	544.0	34.0	10.0	8.0	562.0
35–39 	12998.0	36.0	3068.0	367.0	5629.0	1244.0	1729.0	349.0	32.0	9.0	7.0	535.0
40–44 	15288.0	31.0	3535.0	296.0	6689.0	1559.0	2093.0	439.0	46.0	12.0	8.0	588.0
45–49 	14917.0	30.0	3187.0	205.0	6531.0	1623.0	2046.0	634.0	104.0	11.0	9.0	546.0
50–54 	15216.0	23.0	2783.0	187.0	6654.0	1565.0	2200.0	1076.0	159.0	25.0	21.0	544.0
55–59 	8642.0	21.0	1685.0	118.0	3303.0	724.0	1299.0	920.0	209.0	11.0	7.0	352.0
60–64 	9368.0	13.0	1370.0	91.0	2927.0	764.0	1302.0	1707.0	770.0	35.0	22.0	389.0
65–69 	5658.0	10.0	643.0	45.0	1585.0	421.0	566.0	1167.0	966.0	42.0	19.0	213.0
70 и более	7116.0	7.0	445.0	63.0	1078.0	432.0	495.0	1470.0	2453.0	438.0	211.0	235.0
Возраст не указан	137.0	-	2.0	-	3.0	-	1.0	2.0	-	1.0	-	128.0
Из общей численности – женщины в возрасте:												
трудоспособном	111977.0	202.0	20102.0	4338.0	41431.0	10635.0	20393.0	9687.0	812.0	155.0	115.0	4222.0
старше трудоспособного	30784.0	51.0	4143.0	317.0	8893.0	2341.0	3662.0	5264.0	4398.0	526.0	259.0	1189.0
16-29 лет	40056.0	45.0	4809.0	2738.0	10121.0	3294.0	10432.0	6645.0	437.0	88.0	62.0	1447.0
Городское население в возрасте 15 лет и более	242561.0	478.0	42542.0	7783.0	80512.0	27150.0	38691.0	26239.0	7008.0	664.0	352.0	11494.0
в том числе в возрасте, лет:												
15–17	14606.0	-	-	22.0	114.0	248.0	3193.0	9335.0	1136.0	45.0	31.0	513.0
18–19 	13501.0	-	7.0	583.0	2415.0	1702.0	5898.0	2350.0	155.0	28.0	18.0	363.0
20–24 	27273.0	25.0	3569.0	2703.0	8267.0	3628.0	5450.0	2293.0	272.0	44.0	32.0	1022.0
25–29 	26174.0	57.0	5931.0	1188.0	8691.0	3204.0	3840.0	1809.0	162.0	36.0	25.0	1256.0
30–34 	24387.0	59.0	5111.0	925.0	10070.0	2829.0	3127.0	803.0	91.0	14.0	7.0	1358.0
35–39 	22812.0	64.0	5334.0	641.0	9630.0	2563.0	2772.0	526.0	54.0	8.0	5.0	1220.0
40–44 	25710.0	75.0	6136.0	522.0	10569.0	3026.0	3313.0	622.0	88.0	20.0	14.0	1339.0
45–49 	23599.0	54.0	5253.0	394.0	9442.0	3025.0	3210.0	867.0	158.0	18.0	12.0	1178.0
50–54 	22961.0	46.0	4607.0	318.0	9146.0	2823.0	3147.0	1467.0	249.0	27.0	23.0	1131.0
55–59 	13070.0	39.0	2679.0	197.0	4708.0	1429.0	1768.0	1247.0	303.0	11.0	7.0	689.0
60–64 	13306.0	26.0	2255.0	156.0	4057.0	1429.0	1721.0	2020.0	898.0	31.0	16.0	713.0
65–69 	7223.0	24.0	990.0	66.0	2032.0	675.0	692.0	1336.0	1010.0	40.0	12.0	358.0
70 и более	7939.0	9.0	670.0	68.0	1371.0	569.0	560.0	1564.0	2432.0	342.0	150.0	354.0
Возраст не указан	305.0	-	2.0	-	7.0	-	-	2.0	-	1.0	-	293.0
Из общей численности – население в возрасте:												
трудоспособном	202100.0	401.0	37198.0	7393.0	70295.0	23865.0	34647.0	16828.0	1704.0	229.0	161.0	9540.0
старше трудоспособного	35545.0	77.0	5344.0	390.0	10217.0	3257.0	4008.0	5578.0	4476.0	421.0	183.0	1777.0
16-29 лет	76638.0	82.0	9507.0	4496.0	19487.0	8754.0	18345.0	11954.0	897.0	139.0	98.0	2977.0
Мужчины в возрасте 15 лет и более	123331.0	257.0	21123.0	3635.0	39268.0	16883.0	19702.0	13367.0	2909.0	187.0	113.0	6000.0
в том числе в возрасте, лет:												
15–17	7380.0	-	-	11.0	61.0	157.0	1524.0	4717.0	629.0	25.0	17.0	256.0
18–19 	8712.0	-	1.0	231.0	1698.0	1346.0	3325.0	1775.0	127.0	16.0	11.0	193.0
20–24 	15677.0	12.0	1874.0	1216.0	4776.0	2567.0	3018.0	1481.0	216.0	20.0	13.0	497.0
25–29 	13950.0	30.0	3176.0	528.0	4393.0	2048.0	1925.0	1030.0	123.0	24.0	19.0	673.0
30–34 	13188.0	27.0	2654.0	462.0	5239.0	1764.0	1692.0	476.0	70.0	8.0	3.0	796.0
35–39 	12174.0	30.0	2591.0	319.0	5062.0	1619.0	1522.0	307.0	35.0	4.0	2.0	685.0
40–44 	13351.0	45.0	3043.0	274.0	5239.0	1821.0	1775.0	336.0	56.0	11.0	9.0	751.0
45–49 	11737.0	28.0	2520.0	221.0	4295.0	1787.0	1692.0	458.0	91.0	11.0	7.0	634.0
50–54 	10727.0	30.0	2214.0	159.0	3807.0	1590.0	1477.0	704.0	149.0	9.0	8.0	588.0
55–59 	5993.0	21.0	1250.0	97.0	1951.0	845.0	733.0	589.0	167.0	3.0	2.0	337.0
60–64 	5662.0	16.0	1071.0	76.0	1605.0	802.0	647.0	731.0	377.0	13.0	5.0	324.0
65–69 	2654.0	15.0	455.0	24.0	702.0	332.0	232.0	399.0	333.0	15.0	3.0	147.0
70 и более	2126.0	3.0	274.0	17.0	440.0	205.0	140.0	364.0	536.0	28.0	14.0	119.0
Возраст не указан	171.0	-	-	-	4.0	-	-	-	-	-	-	167.0
Из общей численности – мужчины в возрасте:												
трудоспособном	110444.0	223.0	19323.0	3518.0	36521.0	15528.0	18664.0	10000.0	1216.0	123.0	88.0	5328.0
старше трудоспособного	10442.0	34.0	1800.0	117.0	2747.0	1339.0	1019.0	1494.0	1246.0	56.0	22.0	590.0
16-29 лет	43274.0	42.0	5051.0	1986.0	10928.0	6102.0	9773.0	7130.0	648.0	77.0	57.0	1537.0
Женщины в возрасте 15 лет и более	119230.0	221.0	21419.0	4148.0	41244.0	10267.0	18989.0	12872.0	4099.0	477.0	239.0	5494.0
в том числе в возрасте, лет:												
15–17	7226.0	-	-	11.0	53.0	91.0	1669.0	4618.0	507.0	20.0	14.0	257.0
18–19 	4789.0	-	6.0	352.0	717.0	356.0	2573.0	575.0	28.0	12.0	7.0	170.0
20–24 	11596.0	13.0	1695.0	1487.0	3491.0	1061.0	2432.0	812.0	56.0	24.0	19.0	525.0
25–29 	12224.0	27.0	2755.0	660.0	4298.0	1156.0	1915.0	779.0	39.0	12.0	6.0	583.0
30–34 	11199.0	32.0	2457.0	463.0	4831.0	1065.0	1435.0	327.0	21.0	6.0	4.0	562.0
35–39 	10638.0	34.0	2743.0	322.0	4568.0	944.0	1250.0	219.0	19.0	4.0	3.0	535.0
40–44 	12359.0	30.0	3093.0	248.0	5330.0	1205.0	1538.0	286.0	32.0	9.0	5.0	588.0
45–49 	11862.0	26.0	2733.0	173.0	5147.0	1238.0	1518.0	409.0	67.0	7.0	5.0	544.0
50–54 	12234.0	16.0	2393.0	159.0	5339.0	1233.0	1670.0	763.0	100.0	18.0	15.0	543.0
55–59 	7077.0	18.0	1429.0	100.0	2757.0	584.0	1035.0	658.0	136.0	8.0	5.0	352.0
60–64 	7644.0	10.0	1184.0	80.0	2452.0	627.0	1074.0	1289.0	521.0	18.0	11.0	389.0
65–69 	4569.0	9.0	535.0	42.0	1330.0	343.0	460.0	937.0	677.0	25.0	9.0	211.0
70 и более	5813.0	6.0	396.0	51.0	931.0	364.0	420.0	1200.0	1896.0	314.0	136.0	235.0
Возраст не указан	134.0	-	2.0	-	3.0	-	-	2.0	-	1.0	-	126.0
Из общей численности – женщины в возрасте:												
трудоспособном	91656.0	178.0	17875.0	3875.0	33774.0	8337.0	15983.0	6828.0	488.0	106.0	73.0	4212.0
старше трудоспособного	25103.0	43.0	3544.0	273.0	7470.0	1918.0	2989.0	4084.0	3230.0	365.0	161.0	1187.0
16-29 лет	33364.0	40.0	4456.0	2510.0	8559.0	2652.0	8572.0	4824.0	249.0	62.0	41.0	1440.0
Сельское население в возрасте 15 лет и более	54736.0	70.0	5431.0	980.0	17201.0	7354.0	10627.0	9493.0	3262.0	298.0	204.0	20.0
в том числе в возрасте, лет:												
15–17	3675.0	-	-	-	25.0	52.0	418.0	2536.0	631.0	8.0	7.0	5.0
18–19 	2131.0	-	2.0	51.0	305.0	216.0	837.0	592.0	121.0	6.0	5.0	1.0
20–24 	5139.0	4.0	333.0	225.0	1303.0	747.0	1334.0	988.0	175.0	27.0	22.0	3.0
25–29 	5134.0	3.0	470.0	117.0	1425.0	772.0	1246.0	1008.0	75.0	17.0	12.0	1.0
30–34 	5023.0	11.0	511.0	146.0	1956.0	736.0	1068.0	541.0	45.0	9.0	7.0	-
35–39 	5116.0	9.0	615.0	105.0	2127.0	773.0	1077.0	356.0	45.0	9.0	8.0	-
40–44 	6250.0	4.0	808.0	102.0	2616.0	972.0	1304.0	387.0	47.0	9.0	9.0	1.0
45–49 	6311.0	7.0	836.0	68.0	2552.0	1099.0	1162.0	479.0	100.0	5.0	5.0	3.0
50–54 	5903.0	14.0	741.0	74.0	2346.0	891.0	1021.0	671.0	134.0	8.0	7.0	3.0
55–59 	3196.0	9.0	463.0	42.0	1028.0	450.0	520.0	508.0	169.0	6.0	5.0	1.0
60–64 	3210.0	4.0	383.0	25.0	871.0	352.0	381.0	697.0	467.0	30.0	19.0	-
65–69 	1838.0	3.0	186.0	9.0	413.0	170.0	158.0	378.0	493.0	26.0	16.0	2.0
70 и более	1810.0	2.0	83.0	16.0	234.0	124.0	101.0	352.0	760.0	138.0	82.0	-
Возраст не указан	3.0	-	-	-	-	-	1.0	-	-	-	-	2.0
Из общей численности – население в возрасте:												
трудоспособном	44972.0	58.0	4523.0	912.0	15137.0	6564.0	9718.0	6894.0	1049.0	99.0	83.0	18.0
старше трудоспособного	8423.0	12.0	908.0	68.0	2064.0	786.0	904.0	1689.0	1793.0	197.0	119.0	2.0
16-29 лет	14738.0	7.0	805.0	393.0	3058.0	1783.0	3830.0	4214.0	582.0	56.0	44.0	10.0
Мужчины в возрасте 15 лет и более	28073.0	38.0	2605.0	473.0	8121.0	4632.0	5543.0	4990.0	1576.0	87.0	63.0	8.0
в том числе в возрасте, лет:												
15–17	1927.0	-	-	-	14.0	35.0	194.0	1323.0	358.0	2.0	2.0	1.0
18–19 	1187.0	-	1.0	15.0	170.0	141.0	412.0	357.0	87.0	3.0	3.0	1.0
20–24 	2862.0	1.0	201.0	100.0	655.0	488.0	708.0	569.0	125.0	15.0	11.0	-
25–29 	2750.0	1.0	250.0	50.0	657.0	480.0	660.0	590.0	50.0	11.0	8.0	1.0
30–34 	2720.0	6.0	248.0	64.0	980.0	451.0	610.0	324.0	32.0	5.0	3.0	-
35–39 	2756.0	7.0	290.0	60.0	1066.0	473.0	598.0	226.0	32.0	4.0	4.0	-
40–44 	3321.0	3.0	366.0	54.0	1257.0	618.0	749.0	234.0	33.0	6.0	6.0	1.0
45–49 	3256.0	3.0	382.0	36.0	1168.0	714.0	634.0	254.0	63.0	1.0	1.0	1.0
50–54 	2921.0	7.0	351.0	46.0	1031.0	559.0	491.0	358.0	75.0	1.0	1.0	2.0
55–59 	1631.0	6.0	207.0	24.0	482.0	310.0	256.0	246.0	96.0	3.0	3.0	1.0
60–64 	1486.0	1.0	197.0	14.0	396.0	215.0	153.0	279.0	218.0	13.0	8.0	-
65–69 	749.0	2.0	78.0	6.0	158.0	92.0	52.0	148.0	204.0	9.0	6.0	-
70 и более	507.0	1.0	34.0	4.0	87.0	56.0	26.0	82.0	203.0	14.0	7.0	-
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Из общей численности – мужчины в возрасте:												
трудоспособном	24651.0	34.0	2296.0	449.0	7480.0	4266.0	5308.0	4035.0	725.0	50.0	41.0	8.0
старше трудоспособного	2742.0	4.0	309.0	24.0	641.0	363.0	231.0	509.0	625.0	36.0	21.0	-
16-29 лет	8046.0	2.0	452.0	165.0	1496.0	1141.0	1970.0	2393.0	394.0	30.0	23.0	3.0
Женщины в возрасте 15 лет и более	26663.0	32.0	2826.0	507.0	9080.0	2722.0	5084.0	4503.0	1686.0	211.0	141.0	12.0
в том числе в возрасте, лет:												
15–17	1748.0	-	-	-	11.0	17.0	224.0	1213.0	273.0	6.0	5.0	4.0
18–19 	944.0	-	1.0	36.0	135.0	75.0	425.0	235.0	34.0	3.0	2.0	-
20–24 	2277.0	3.0	132.0	125.0	648.0	259.0	626.0	419.0	50.0	12.0	11.0	3.0
25–29 	2384.0	2.0	220.0	67.0	768.0	292.0	586.0	418.0	25.0	6.0	4.0	-
30–34 	2303.0	5.0	263.0	82.0	976.0	285.0	458.0	217.0	13.0	4.0	4.0	-
35–39 	2360.0	2.0	325.0	45.0	1061.0	300.0	479.0	130.0	13.0	5.0	4.0	-
40–44 	2929.0	1.0	442.0	48.0	1359.0	354.0	555.0	153.0	14.0	3.0	3.0	-
45–49 	3055.0	4.0	454.0	32.0	1384.0	385.0	528.0	225.0	37.0	4.0	4.0	2.0
50–54 	2982.0	7.0	390.0	28.0	1315.0	332.0	530.0	313.0	59.0	7.0	6.0	1.0
55–59 	1565.0	3.0	256.0	18.0	546.0	140.0	264.0	262.0	73.0	3.0	2.0	-
60–64 	1724.0	3.0	186.0	11.0	475.0	137.0	228.0	418.0	249.0	17.0	11.0	-
65–69 	1089.0	1.0	108.0	3.0	255.0	78.0	106.0	230.0	289.0	17.0	10.0	2.0
70 и более	1303.0	1.0	49.0	12.0	147.0	68.0	75.0	270.0	557.0	124.0	75.0	-
Возраст не указан	3.0	-	-	-	-	-	1.0	-	-	-	-	2.0
Из общей численности – женщины в возрасте:												
трудоспособном	20321.0	24.0	2227.0	463.0	7657.0	2298.0	4410.0	2859.0	324.0	49.0	42.0	10.0
старше трудоспособного	5681.0	8.0	599.0	44.0	1423.0	423.0	673.0	1180.0	1168.0	161.0	98.0	2.0
16-29 лет	6692.0	5.0	353.0	228.0	1562.0	642.0	1860.0	1821.0	188.0	26.0	21.0	7.0
Корякский автономный округ												
Все население в возрасте 15 лет и более	19541.0	24.0	1919.0	333.0	6301.0	1650.0	4196.0	3655.0	1126.0	142.0	95.0	195.0
в том числе в возрасте, лет:												
15–17	1404.0	-	-	1.0	4.0	3.0	57.0	1033.0	291.0	3.0	2.0	12.0
18–19 	594.0	-	1.0	6.0	57.0	42.0	157.0	270.0	54.0	2.0	1.0	5.0
20–24 	1639.0	1.0	102.0	43.0	371.0	105.0	511.0	418.0	63.0	8.0	6.0	17.0
25–29 	1855.0	3.0	161.0	47.0	556.0	154.0	515.0	371.0	27.0	5.0	2.0	16.0
30–34 	2031.0	2.0	198.0	66.0	763.0	199.0	500.0	258.0	25.0	4.0	2.0	16.0
35–39 	2078.0	3.0	233.0	42.0	846.0	231.0	519.0	165.0	12.0	3.0	3.0	24.0
40–44 	2369.0	3.0	303.0	48.0	965.0	256.0	590.0	162.0	19.0	4.0	4.0	19.0
45–49 	2287.0	3.0	307.0	33.0	954.0	256.0	490.0	185.0	31.0	3.0	2.0	25.0
50–54 	2118.0	6.0	261.0	17.0	906.0	198.0	431.0	225.0	40.0	3.0	2.0	31.0
55–59 	1149.0	1.0	174.0	13.0	388.0	94.0	214.0	184.0	67.0	3.0	2.0	11.0
60–64 	967.0	-	111.0	9.0	301.0	64.0	140.0	191.0	129.0	12.0	9.0	10.0
65–69 	565.0	2.0	43.0	2.0	126.0	29.0	50.0	112.0	173.0	21.0	12.0	7.0
70 и более	485.0	-	25.0	6.0	64.0	19.0	22.0	81.0	195.0	71.0	48.0	2.0
Возраст не указан	11.0	-	-	-	2.0	-	1.0	-	-	-	-	8.0
Из общей численности – население в возрасте:												
трудоспособном	16412.0	22.0	1658.0	312.0	5598.0	1506.0	3881.0	2810.0	422.0	35.0	24.0	168.0
старше трудоспособного	2573.0	2.0	261.0	21.0	703.0	144.0	315.0	476.0	521.0	106.0	70.0	24.0
16-29 лет	4936.0	4.0	264.0	97.0	988.0	304.0	1240.0	1723.0	252.0	17.0	10.0	47.0
Мужчины в возрасте 15 лет и более	9984.0	10.0	882.0	148.0	3042.0	1022.0	2169.0	1966.0	613.0	36.0	23.0	96.0
в том числе в возрасте, лет:												
15–17	722.0	-	-	1.0	3.0	1.0	37.0	500.0	175.0	-	-	5.0
18–19 	320.0	-	1.0	2.0	29.0	28.0	80.0	139.0	37.0	-	-	4.0
20–24 	871.0	-	53.0	15.0	164.0	72.0	257.0	244.0	49.0	5.0	4.0	12.0
25–29 	982.0	1.0	68.0	21.0	270.0	91.0	279.0	220.0	21.0	1.0	1.0	10.0
30–34 	1071.0	1.0	88.0	22.0	388.0	121.0	263.0	159.0	19.0	3.0	1.0	7.0
35–39 	1120.0	2.0	98.0	22.0	455.0	135.0	274.0	110.0	9.0	1.0	1.0	14.0
40–44 	1234.0	1.0	133.0	21.0	476.0	164.0	315.0	104.0	15.0	1.0	1.0	4.0
45–49 	1163.0	1.0	140.0	18.0	454.0	158.0	257.0	98.0	23.0	1.0	1.0	13.0
50–54 	1056.0	2.0	124.0	9.0	398.0	134.0	212.0	143.0	22.0	-	-	12.0
55–59 	593.0	1.0	92.0	9.0	176.0	62.0	111.0	92.0	43.0	1.0	1.0	6.0
60–64 	452.0	-	56.0	5.0	144.0	33.0	57.0	87.0	60.0	6.0	3.0	4.0
65–69 	261.0	1.0	16.0	1.0	64.0	14.0	23.0	51.0	77.0	11.0	6.0	3.0
70 и более	139.0	-	13.0	2.0	21.0	9.0	4.0	19.0	63.0	6.0	4.0	2.0
Возраст не указан	4.0	-	-	-	-	-	-	-	-	-	-	4.0
Из общей численности – мужчины в возрасте:												
трудоспособном	8868.0	9.0	797.0	140.0	2813.0	966.0	2085.0	1654.0	305.0	13.0	10.0	86.0
старше трудоспособного	852.0	1.0	85.0	8.0	229.0	56.0	84.0	157.0	200.0	23.0	13.0	9.0
16-29 лет	2631.0	1.0	122.0	39.0	466.0	192.0	653.0	948.0	174.0	6.0	5.0	30.0
Женщины в возрасте 15 лет и более	9557.0	14.0	1037.0	185.0	3259.0	628.0	2027.0	1689.0	513.0	106.0	72.0	99.0
в том числе в возрасте, лет:												
15–17	682.0	-	-	-	1.0	2.0	20.0	533.0	116.0	3.0	2.0	7.0
18–19 	274.0	-	-	4.0	28.0	14.0	77.0	131.0	17.0	2.0	1.0	1.0
20–24 	768.0	1.0	49.0	28.0	207.0	33.0	254.0	174.0	14.0	3.0	2.0	5.0
25–29	873.0	2.0	93.0	26.0	286.0	63.0	236.0	151.0	6.0	4.0	1.0	6.0
30–34 	960.0	1.0	110.0	44.0	375.0	78.0	237.0	99.0	6.0	1.0	1.0	9.0
35–39 	958.0	1.0	135.0	20.0	391.0	96.0	245.0	55.0	3.0	2.0	2.0	10.0
40–44 	1135.0	2.0	170.0	27.0	489.0	92.0	275.0	58.0	4.0	3.0	3.0	15.0
45–49 	1124.0	2.0	167.0	15.0	500.0	98.0	233.0	87.0	8.0	2.0	1.0	12.0
50–54 	1062.0	4.0	137.0	8.0	508.0	64.0	219.0	82.0	18.0	3.0	2.0	19.0
55–59 	556.0	-	82.0	4.0	212.0	32.0	103.0	92.0	24.0	2.0	1.0	5.0
60–64 	515.0	-	55.0	4.0	157.0	31.0	83.0	104.0	69.0	6.0	6.0	6.0
65–69 	304.0	1.0	27.0	1.0	62.0	15.0	27.0	61.0	96.0	10.0	6.0	4.0
70 и более	346.0	-	12.0	4.0	43.0	10.0	18.0	62.0	132.0	65.0	44.0	-
Возраст не указан	7.0	-	-	-	2.0	-	1.0	-	-	-	-	4.0
Из общей численности – женщины в возрасте:												
трудоспособном	7544.0	13.0	861.0	172.0	2785.0	540.0	1796.0	1156.0	117.0	22.0	14.0	82.0
старше трудоспособного	1721.0	1.0	176.0	13.0	474.0	88.0	231.0	319.0	321.0	83.0	57.0	15.0
16-29 лет	2305.0	3.0	142.0	58.0	522.0	112.0	587.0	775.0	78.0	11.0	5.0	17.0
Городское население в возрасте 15 лет и более	5114.0	17.0	769.0	128.0	1771.0	354.0	878.0	770.0	201.0	32.0	9.0	194.0
в том числе в возрасте, лет:												
15–17	432.0	-	-	1.0	2.0	2.0	20.0	328.0	67.0	-	-	12.0
18–19 	203.0	-	-	5.0	23.0	19.0	53.0	91.0	6.0	1.0	-	5.0
20–24 	457.0	1.0	50.0	18.0	145.0	30.0	113.0	76.0	5.0	2.0	2.0	17.0
25–29 	474.0	2.0	70.0	20.0	173.0	43.0	102.0	44.0	1.0	3.0	1.0	16.0
30–34 	506.0	2.0	90.0	26.0	194.0	30.0	115.0	27.0	3.0	3.0	1.0	16.0
35–39 	473.0	2.0	85.0	15.0	215.0	41.0	79.0	11.0	1.0	-	-	24.0
40–44 	562.0	2.0	120.0	15.0	247.0	47.0	96.0	15.0	1.0	-	-	19.0
45–49 	606.0	2.0	115.0	13.0	265.0	55.0	101.0	27.0	3.0	1.0	-	24.0
50–54 	588.0	5.0	105.0	6.0	256.0	45.0	97.0	37.0	6.0	-	-	31.0
55–59 	302.0	-	63.0	4.0	112.0	21.0	45.0	34.0	12.0	-	-	11.0
60–64 	241.0	-	39.0	3.0	87.0	11.0	32.0	35.0	23.0	1.0	-	10.0
65–69 	140.0	1.0	17.0	1.0	33.0	5.0	17.0	17.0	36.0	6.0	1.0	7.0
