2.5. ЗАНЯТОЕ НАСЕЛЕНИЕ ПО УРОВНЮ ОБРАЗОВАНИЯ И ПОЛУ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ 									
(на 1000 занятых в возрасте 15 лет и более)									
									
	Имеющие образование								Не имеющие начального общего образования
2002.0	3.0	163.0	23.0	298.0	237.0	198.0	69.0	9.0	-
Женщины									
1989.0	...	128.0	10.0	302.0	158.0	195.0	123.0	70.0	14.0
2002.0	2.0	209.0	27.0	415.0	152.0	156.0	35.0	4.0	-
Сельское население									
1989.0	...	55.0	6.0	179.0	233.0	175.0	182.0	146.0	24.0
2002.0	-	92.0	10.0	308.0	287.0	171.0	111.0	20.0	1.0
Мужчины									
1989.0	...	40.0	5.0	107.0	295.0	189.0	173.0	169.0	22.0
2002.0	1.0	64.0	7.0	213.0	361.0	195.0	129.0	29.0	1.0
Женщины									
1989.0	...	75.0	8.0	268.0	156.0	157.0	194.0	116.0	26.0
2002.0	-	124.0	12.0	416.0	202.0	145.0	90.0	10.0	1.0
Нижегородская область									
Городское и сельское население									
1989.0	...	127.0	10.0	225.0	162.0	222.0	147.0	94.0	13.0
2002.0	4.0	207.0	27.0	344.0	160.0	189.0	60.0	8.0	1.0
Мужчины									
1989.0	...	118.0	11.0	182.0	211.0	213.0	149.0	105.0	11.0
2002.0	4.0	189.0	25.0	308.0	198.0	192.0	74.0	10.0	-
Женщины									
1989.0	...	135.0	10.0	269.0	112.0	231.0	145.0	83.0	15.0
2002.0	3.0	226.0	29.0	381.0	122.0	186.0	47.0	6.0	-
Городское население									
1989.0	...	145.0	12.0	240.0	161.0	227.0	134.0	71.0	10.0
2002.0	4.0	229.0	30.0	350.0	145.0	185.0	50.0	7.0	-
Мужчины									
1989.0	...	140.0	12.0	199.0	211.0	217.0	138.0	76.0	7.0
2002.0	5.0	213.0	29.0	320.0	176.0	188.0	62.0	7.0	-
Женщины									
1989.0	...	150.0	11.0	280.0	114.0	236.0	131.0	66.0	12.0
2002.0	4.0	244.0	32.0	380.0	114.0	182.0	39.0	5.0	-
Сельское население									
1989.0	...	51.0	6.0	165.0	163.0	202.0	199.0	187.0	27.0
2002.0	1.0	106.0	13.0	315.0	231.0	208.0	108.0	17.0	1.0
Мужчины									
1989.0	...	40.0	6.0	121.0	213.0	197.0	191.0	206.0	26.0
2002.0	1.0	85.0	11.0	254.0	288.0	213.0	126.0	21.0	1.0
Женщины									
1989.0	...	65.0	7.0	219.0	100.0	208.0	209.0	163.0	29.0
2002.0	1.0	132.0	15.0	387.0	164.0	201.0	88.0	11.0	1.0
Оренбургская область									
Городское и сельское население									
1989.0	...	104.0	11.0	244.0	187.0	205.0	151.0	86.0	12.0
2002.0	2.0	178.0	24.0	391.0	168.0	158.0	69.0	10.0	-
Мужчины									
1989.0	...	95.0	11.0	192.0	215.0	219.0	157.0	99.0	12.0
2002.0	2.0	154.0	23.0	342.0	189.0	186.0	91.0	13.0	-
Женщины									
1989.0	...	114.0	11.0	302.0	156.0	189.0	145.0	71.0	12.0
2002.0	2.0	206.0	26.0	445.0	142.0	128.0	45.0	6.0	-
Городское население									
1989.0	...	123.0	13.0	269.0	196.0	200.0	129.0	61.0	9.0
2002.0	3.0	214.0	31.0	412.0	155.0	134.0	45.0	6.0	-
Мужчины									
1989.0	...	114.0	13.0	219.0	225.0	216.0	136.0	69.0	8.0
2002.0	4.0	190.0	30.0	379.0	174.0	156.0	59.0	8.0	-
Женщины									
1989.0	...	131.0	12.0	321.0	166.0	185.0	122.0	53.0	10.0
2002.0	3.0	238.0	31.0	446.0	135.0	111.0	32.0	4.0	-
Сельское население									
1989.0	...	65.0	8.0	194.0	169.0	213.0	196.0	136.0	19.0
2002.0	1.0	120.0	14.0	355.0	188.0	198.0	108.0	15.0	1.0
Мужчины									
1989.0	...	59.0	6.0	144.0	196.0	226.0	195.0	154.0	20.0
2002.0	1.0	100.0	12.0	287.0	213.0	229.0	137.0	20.0	1.0
Женщины									
1989.0	...	74.0	10.0	258.0	134.0	197.0	197.0	112.0	18.0
2002.0	1.0	145.0	18.0	443.0	157.0	157.0	71.0	8.0	-
Пензенская область									
Городское и сельское население									
1989.0	...	121.0	11.0	223.0	148.0	219.0	165.0	99.0	14.0
2002.0	3.0	217.0	21.0	356.0	164.0	170.0	61.0	8.0	-
Мужчины									
1989.0	...	111.0	11.0	169.0	185.0	220.0	172.0	118.0	14.0
2002.0	3.0	199.0	21.0	302.0	198.0	189.0	77.0	11.0	-
Женщины									
1989.0	...	130.0	11.0	281.0	109.0	219.0	157.0	79.0	14.0
2002.0	2.0	235.0	21.0	411.0	131.0	152.0	43.0	5.0	-
Городское население									
1989.0	...	155.0	13.0	253.0	144.0	234.0	128.0	64.0	9.0
2002.0	4.0	256.0	24.0	371.0	141.0	160.0	40.0	4.0	-
Мужчины									
1989.0	...	149.0	13.0	199.0	176.0	240.0	139.0	76.0	8.0
2002.0	5.0	243.0	25.0	326.0	164.0	178.0	53.0	6.0	-
Женщины									
1989.0	...	161.0	12.0	307.0	112.0	227.0	117.0	53.0	11.0
2002.0	2.0	269.0	23.0	414.0	118.0	143.0	28.0	3.0	-
Сельское население									
1989.0	...	54.0	7.0	165.0	157.0	191.0	236.0	167.0	23.0
2002.0	1.0	113.0	13.0	318.0	228.0	196.0	114.0	17.0	-
Мужчины									
1989.0	...	47.0	7.0	117.0	202.0	184.0	229.0	190.0	24.0
2002.0	1.0	94.0	10.0	245.0	278.0	213.0	135.0	23.0	1.0
Женщины									
1989.0	...	62.0	7.0	225.0	102.0	200.0	246.0	136.0	22.0
2002.0	1.0	134.0	15.0	404.0	168.0	178.0	90.0	10.0	-
Пермская область									
Городское и сельское население									
1989.0	...	106.0	11.0	221.0	231.0	183.0	157.0	80.0	11.0
2002.0	3.0	171.0	23.0	363.0	206.0	148.0	73.0	11.0	1.0
Мужчины									
1989.0	...	93.0	11.0	168.0	277.0	190.0	161.0	90.0	10.0
2002.0	3.0	147.0	22.0	320.0	241.0	160.0	90.0	15.0	1.0
Женщины									
1989.0	...	119.0	11.0	277.0	183.0	177.0	153.0	68.0	12.0
2002.0	3.0	195.0	24.0	406.0	171.0	136.0	56.0	7.0	1.0
Городское население									
1989.0	...	119.0	12.0	234.0	228.0	188.0	145.0	66.0	8.0
2002.0	4.0	192.0	26.0	377.0	187.0	145.0	60.0	8.0	-
Мужчины									
1989.0	...	107.0	13.0	186.0	270.0	193.0	151.0	73.0	7.0
2002.0	4.0	170.0	26.0	344.0	214.0	155.0	75.0	11.0	-
Женщины									
1989.0	...	130.0	12.0	285.0	183.0	181.0	140.0	59.0	10.0
2002.0	4.0	213.0	26.0	408.0	161.0	135.0	46.0	6.0	-
Сельское население									
1989.0	...	53.0	7.0	167.0	245.0	167.0	205.0	135.0	21.0
2002.0	1.0	90.0	13.0	313.0	278.0	160.0	123.0	21.0	1.0
Мужчины									
1989.0	...	41.0	6.0	104.0	298.0	176.0	199.0	155.0	21.0
2002.0	1.0	66.0	10.0	233.0	336.0	179.0	144.0	30.0	1.0
Женщины									
1989.0	...	69.0	9.0	245.0	179.0	156.0	213.0	108.0	21.0
2002.0	1.0	117.0	15.0	403.0	215.0	138.0	99.0	11.0	1.0
Коми–Пермяцкий автономный округ									
Городское и сельское население									
1989.0	...	61.0	8.0	209.0	240.0	134.0	202.0	126.0	20.0
2002.0	1.0	109.0	13.0	394.0	269.0	106.0	94.0	14.0	-
Мужчины									
1989.0	...	43.0	6.0	125.0	296.0	154.0	213.0	145.0	18.0
2002.0	1.0	73.0	9.0	286.0	351.0	134.0	125.0	21.0	-
Женщины									
1989.0	...	84.0	10.0	312.0	171.0	109.0	190.0	102.0	22.0
2002.0	1.0	146.0	16.0	502.0	189.0	77.0	62.0	7.0	-
Городское население									
1989.0	...	96.0	11.0	258.0	221.0	144.0	180.0	79.0	11.0
2002.0	1.0	173.0	20.0	476.0	180.0	93.0	49.0	8.0	-
Мужчины									
1989.0	...	73.0	11.0	173.0	269.0	169.0	200.0	96.0	9.0
2002.0	2.0	125.0	17.0	415.0	228.0	129.0	72.0	12.0	-
Женщины									
1989.0	...	119.0	11.0	343.0	172.0	119.0	159.0	63.0	14.0
2002.0	1.0	214.0	22.0	526.0	140.0	62.0	30.0	5.0	-
Сельское население									
1989.0	...	46.0	6.0	186.0	249.0	130.0	213.0	147.0	23.0
2002.0	1.0	81.0	10.0	359.0	309.0	111.0	113.0	16.0	-
Мужчины									
1989.0	...	31.0	5.0	105.0	307.0	148.0	217.0	165.0	21.0
2002.0	-	52.0	7.0	236.0	397.0	137.0	147.0	24.0	-
Женщины									
1989.0	...	66.0	9.0	295.0	170.0	105.0	206.0	123.0	26.0
2002.0	1.0	112.0	13.0	490.0	213.0	86.0	78.0	7.0	-
Самарская область									
Городское и сельское население									
1989.0	...	144.0	13.0	258.0	177.0	204.0	126.0	69.0	9.0
2002.0	4.0	232.0	32.0	380.0	139.0	154.0	49.0	9.0	-
Мужчины									
1989.0	...	138.0	14.0	210.0	214.0	209.0	127.0	79.0	9.0
2002.0	4.0	214.0	31.0	349.0	163.0	165.0	61.0	12.0	-
Женщины									
1989.0	...	149.0	12.0	307.0	139.0	199.0	126.0	58.0	10.0
2002.0	4.0	252.0	34.0	412.0	113.0	142.0	37.0	6.0	-
Городское население									
1989.0	...	159.0	14.0	266.0	171.0	210.0	116.0	56.0	8.0
2002.0	4.0	252.0	35.0	381.0	124.0	153.0	43.0	7.0	-
Мужчины									
1989.0	...	155.0	16.0	222.0	204.0	215.0	119.0	63.0	6.0
2002.0	5.0	234.0	34.0	358.0	143.0	163.0	53.0	9.0	-
Женщины									
1989.0	...	163.0	13.0	310.0	139.0	205.0	112.0	49.0	9.0
2002.0	4.0	271.0	36.0	406.0	105.0	142.0	31.0	5.0	-
Сельское население									
1989.0	...	67.0	8.0	216.0	204.0	176.0	178.0	133.0	18.0
2002.0	1.0	127.0	17.0	372.0	215.0	160.0	88.0	19.0	1.0
Мужчины									
1989.0	...	62.0	8.0	160.0	255.0	184.0	162.0	151.0	18.0
2002.0	1.0	112.0	15.0	307.0	262.0	174.0	102.0	26.0	1.0
Женщины									
1989.0	...	73.0	8.0	289.0	140.0	166.0	197.0	110.0	17.0
2002.0	1.0	145.0	20.0	450.0	159.0	142.0	71.0	11.0	1.0
Саратовская область									
Городское и сельское население									
1989.0	...	143.0	14.0	237.0	161.0	197.0	156.0	82.0	10.0
2002.0	4.0	234.0	27.0	359.0	145.0	157.0	65.0	9.0	-
Мужчины									
1989.0	...	131.0	14.0	190.0	194.0	201.0	162.0	97.0	11.0
2002.0	4.0	208.0	27.0	319.0	168.0	177.0	85.0	12.0	-
Женщины									
1989.0	...	156.0	14.0	287.0	126.0	193.0	149.0	65.0	10.0
2002.0	4.0	262.0	27.0	402.0	121.0	136.0	43.0	5.0	-
Городское население									
1989.0	...	168.0	16.0	255.0	158.0	204.0	131.0	60.0	8.0
2002.0	5.0	265.0	30.0	373.0	131.0	147.0	43.0	6.0	-
Мужчины									
1989.0	...	157.0	16.0	209.0	189.0	210.0	140.0	71.0	8.0
2002.0	5.0	243.0	31.0	342.0	151.0	164.0	56.0	8.0	-
Женщины									
1989.0	...	179.0	16.0	302.0	126.0	197.0	122.0	50.0	8.0
2002.0	4.0	288.0	30.0	405.0	112.0	128.0	29.0	4.0	-
Сельское население									
1989.0	...	64.0	8.0	179.0	170.0	174.0	234.0	151.0	20.0
2002.0	1.0	119.0	15.0	309.0	197.0	194.0	146.0	19.0	-
Мужчины									
1989.0	...	55.0	7.0	134.0	207.0	174.0	227.0	175.0	21.0
2002.0	1.0	93.0	13.0	245.0	228.0	216.0	178.0	26.0	-
Женщины									
1989.0	...	75.0	10.0	235.0	123.0	175.0	244.0	120.0	18.0
2002.0	1.0	152.0	17.0	390.0	158.0	167.0	104.0	11.0	-
Ульяновская область									
Городское и сельское население									
1989.0	...	116.0	11.0	233.0	168.0	224.0	144.0	90.0	14.0
2002.0	3.0	192.0	20.0	375.0	155.0	184.0	63.0	7.0	1.0
Мужчины									
1989.0	...	109.0	12.0	172.0	215.0	232.0	143.0	104.0	13.0
2002.0	3.0	179.0	20.0	318.0	189.0	201.0	79.0	10.0	1.0
Женщины									
1989.0	...	124.0	10.0	298.0	117.0	217.0	145.0	75.0	14.0
2002.0	2.0	206.0	21.0	434.0	120.0	166.0	46.0	5.0	-
Городское население									
1989.0	...	137.0	12.0	258.0	163.0	230.0	127.0	64.0	9.0
2002.0	3.0	215.0	23.0	394.0	137.0	174.0	49.0	5.0	-
Мужчины									
1989.0	...	132.0	13.0	196.0	205.0	241.0	132.0	73.0	8.0
2002.0	3.0	205.0	23.0	343.0	163.0	191.0	64.0	7.0	1.0
Женщины									
1989.0	...	143.0	11.0	321.0	120.0	218.0	122.0	54.0	11.0
2002.0	3.0	226.0	22.0	444.0	110.0	157.0	35.0	3.0	-
Сельское население									
1989.0	...	54.0	8.0	159.0	181.0	209.0	195.0	167.0	27.0
2002.0	1.0	105.0	11.0	305.0	224.0	223.0	115.0	15.0	1.0
Мужчины									
1989.0	...	48.0	8.0	107.0	242.0	207.0	174.0	186.0	28.0
2002.0	1.0	89.0	10.0	233.0	278.0	236.0	132.0	20.0	1.0
Женщины									
1989.0	...	62.0	8.0	224.0	104.0	212.0	222.0	142.0	26.0
2002.0	1.0	123.0	12.0	392.0	160.0	207.0	95.0	10.0	-
Уральский федеральный округ									
Городское и сельское население									
1989.0	...	118.0	11.0	252.0	215.0	200.0	128.0	66.0	10.0
2002.0	3.0	193.0	28.0	374.0	175.0	158.0	59.0	9.0	-
Мужчины									
1989.0	...	107.0	11.0	194.0	263.0	211.0	130.0	75.0	9.0
2002.0	3.0	167.0	26.0	335.0	207.0	175.0	74.0	12.0	-
Женщины									
1989.0	...	130.0	11.0	314.0	163.0	189.0	126.0	57.0	10.0
2002.0	3.0	220.0	29.0	415.0	141.0	141.0	44.0	6.0	-
Городское население									
1989.0	...	131.0	12.0	265.0	213.0	202.0	116.0	54.0	7.0
2002.0	3.0	209.0	30.0	383.0	164.0	154.0	49.0	7.0	-
Мужчины									
1989.0	...	121.0	12.0	210.0	261.0	212.0	119.0	59.0	6.0
2002.0	4.0	184.0	28.0	350.0	194.0	168.0	62.0	9.0	-
Женщины									
1989.0	...	141.0	11.0	322.0	163.0	192.0	113.0	49.0	9.0
2002.0	3.0	234.0	31.0	417.0	134.0	139.0	36.0	5.0	-
Сельское население									
1989.0	...	59.0	7.0	191.0	225.0	190.0	183.0	125.0	20.0
2002.0	1.0	106.0	16.0	324.0	231.0	182.0	117.0	22.0	1.0
Мужчины									
1989.0	...	47.0	7.0	129.0	273.0	204.0	175.0	144.0	21.0
2002.0	1.0	81.0	13.0	256.0	275.0	205.0	138.0	30.0	1.0
Женщины									
1989.0	...	75.0	8.0	271.0	163.0	172.0	192.0	101.0	18.0
2002.0	1.0	135.0	19.0	406.0	178.0	155.0	93.0	12.0	1.0
Курганская область									
Городское и сельское население									
1989.0	...	99.0	10.0	221.0	170.0	215.0	171.0	100.0	14.0
2002.0	2.0	167.0	18.0	372.0	164.0	175.0	87.0	14.0	1.0
Мужчины									
1989.0	...	82.0	9.0	153.0	209.0	232.0	176.0	123.0	16.0
2002.0	2.0	136.0	16.0	309.0	197.0	205.0	113.0	21.0	1.0
Женщины									
1989.0	...	117.0	10.0	298.0	128.0	196.0	165.0	74.0	12.0
2002.0	2.0	201.0	19.0	437.0	128.0	144.0	61.0	7.0	1.0
Городское население									
1989.0	...	128.0	11.0	253.0	170.0	216.0	146.0	68.0	8.0
2002.0	3.0	201.0	22.0	406.0	145.0	154.0	61.0	8.0	-
Мужчины									
1989.0	...	113.0	11.0	185.0	207.0	232.0	159.0	85.0	8.0
2002.0	3.0	173.0	21.0	359.0	174.0	179.0	80.0	11.0	-
Женщины									
1989.0	...	142.0	11.0	322.0	133.0	199.0	134.0	51.0	8.0
2002.0	3.0	229.0	22.0	451.0	118.0	130.0	42.0	5.0	-
Сельское население									
1989.0	...	60.0	7.0	179.0	171.0	214.0	203.0	143.0	23.0
2002.0	1.0	107.0	11.0	310.0	196.0	214.0	135.0	25.0	1.0
Мужчины									
1989.0	...	45.0	6.0	114.0	211.0	233.0	196.0	170.0	25.0
2002.0	2.0	75.0	9.0	228.0	234.0	249.0	165.0	37.0	1.0
Женщины									
1989.0	...	79.0	9.0	261.0	120.0	191.0	212.0	109.0	19.0
2002.0	1.0	144.0	14.0	408.0	149.0	172.0	100.0	11.0	1.0
Свердловская область									
Городское и сельское население									
1989.0	...	119.0	11.0	236.0	223.0	197.0	137.0	67.0	10.0
2002.0	4.0	186.0	25.0	352.0	192.0	165.0	66.0	10.0	-
Мужчины									
1989.0	...	109.0	11.0	180.0	277.0	200.0	139.0	75.0	9.0
2002.0	4.0	163.0	24.0	309.0	227.0	175.0	84.0	13.0	-
Женщины									
1989.0	...	129.0	10.0	294.0	168.0	194.0	135.0	59.0	11.0
2002.0	3.0	209.0	26.0	396.0	157.0	153.0	49.0	7.0	-
Городское население									
1989.0	...	128.0	11.0	246.0	219.0	200.0	128.0	60.0	8.0
2002.0	4.0	197.0	27.0	359.0	183.0	163.0	58.0	8.0	-
Мужчины									
1989.0	...	120.0	12.0	191.0	272.0	202.0	131.0	65.0	7.0
2002.0	4.0	175.0	26.0	321.0	215.0	173.0	74.0	11.0	-
Женщины									
1989.0	...	137.0	11.0	300.0	166.0	197.0	125.0	54.0	10.0
2002.0	4.0	219.0	27.0	398.0	150.0	153.0	42.0	6.0	-
Сельское население									
1989.0	...	46.0	6.0	162.0	259.0	177.0	203.0	128.0	19.0
2002.0	1.0	80.0	11.0	278.0	279.0	179.0	146.0	25.0	1.0
Мужчины									
1989.0	...	36.0	5.0	104.0	313.0	187.0	192.0	143.0	20.0
2002.0	1.0	61.0	9.0	206.0	324.0	195.0	170.0	33.0	1.0
Женщины									
1989.0	...	59.0	7.0	238.0	189.0	163.0	218.0	107.0	19.0
2002.0	1.0	104.0	13.0	368.0	221.0	161.0	117.0	14.0	1.0
Тюменская область									
Городское и сельское население									
1989.0	...	123.0	12.0	290.0	196.0	221.0	106.0	46.0	6.0
2002.0	3.0	206.0	33.0	397.0	139.0	163.0	50.0	7.0	1.0
Мужчины									
1989.0	...	106.0	11.0	227.0	239.0	243.0	114.0	53.0	7.0
2002.0	3.0	170.0	30.0	369.0	168.0	189.0	61.0	9.0	-
Женщины									
1989.0	...	143.0	13.0	367.0	143.0	193.0	98.0	37.0	6.0
2002.0	3.0	246.0	37.0	430.0	107.0	136.0	36.0	4.0	-
Городское население									
1989.0	...	137.0	13.0	307.0	193.0	226.0	90.0	30.0	4.0
2002.0	4.0	225.0	36.0	404.0	128.0	160.0	38.0	4.0	-
Мужчины									
1989.0	...	121.0	13.0	246.0	234.0	252.0	97.0	34.0	3.0
2002.0	3.0	188.0	33.0	382.0	153.0	187.0	48.0	5.0	-
Женщины									
1989.0	...	157.0	14.0	380.0	144.0	196.0	79.0	26.0	4.0
2002.0	3.0	266.0	40.0	429.0	100.0	132.0	26.0	3.0	-
Сельское население									
1989.0	...	69.0	8.0	228.0	205.0	202.0	169.0	102.0	17.0
2002.0	1.0	120.0	20.0	366.0	189.0	178.0	104.0	20.0	2.0
Мужчины									
1989.0	...	53.0	7.0	162.0	255.0	215.0	169.0	120.0	19.0
2002.0	1.0	90.0	16.0	313.0	233.0	197.0	121.0	26.0	2.0
Женщины									
1989.0	...	90.0	9.0	315.0	138.0	184.0	169.0	79.0	16.0
2002.0	1.0	154.0	24.0	430.0	137.0	155.0	84.0	12.0	2.0
Ханты-Мансийский автономный округ - Югра									
Городское и сельское население									
1989.0	...	117.0	10.0	301.0	219.0	246.0	78.0	26.0	3.0
2002.0	3.0	203.0	35.0	401.0	139.0	179.0	35.0	4.0	-
Мужчины									
1989.0	...	103.0	10.0	237.0	259.0	274.0	85.0	29.0	3.0
2002.0	3.0	168.0	31.0	379.0	165.0	205.0	44.0	4.0	-
Женщины									
1989.0	...	133.0	11.0	381.0	168.0	211.0	70.0	23.0	3.0
2002.0	3.0	244.0	40.0	427.0	107.0	150.0	26.0	2.0	-
Городское население									
1989.0	...	121.0	11.0	306.0	216.0	248.0	73.0	23.0	2.0
2002.0	3.0	210.0	36.0	403.0	136.0	176.0	32.0	3.0	-
Мужчины									
1989.0	...	108.0	10.0	242.0	257.0	277.0	79.0	25.0	2.0
2002.0	3.0	175.0	32.0	381.0	162.0	202.0	40.0	4.0	-
Женщины									
1989.0	...	138.0	11.0	384.0	167.0	212.0	65.0	20.0	3.0
2002.0	3.0	251.0	41.0	427.0	106.0	147.0	22.0	2.0	-
Сельское население									
1989.0	...	67.0	8.0	253.0	242.0	220.0	140.0	62.0	8.0
2002.0	2.0	125.0	24.0	389.0	172.0	204.0	73.0	10.0	-
Мужчины									
1989.0	...	55.0	8.0	187.0	288.0	232.0	149.0	72.0	9.0
2002.0	1.0	101.0	21.0	354.0	204.0	224.0	81.0	13.0	-
Женщины									
1989.0	...	84.0	9.0	342.0	179.0	202.0	127.0	49.0	8.0
2002.0	2.0	158.0	27.0	435.0	130.0	177.0	63.0	7.0	-
Ямало-Ненецкий автономный округ									
Городское и сельское население									
1989.0	...	138.0	12.0	315.0	209.0	230.0	70.0	21.0	5.0
2002.0	3.0	208.0	37.0	410.0	128.0	164.0	40.0	7.0	1.0
Мужчины									
1989.0	...	126.0	12.0	248.0	253.0	254.0	79.0	23.0	5.0
2002.0	3.0	174.0	32.0	385.0	156.0	188.0	50.0	9.0	1.0
Женщины									
1989.0	...	153.0	13.0	401.0	152.0	200.0	57.0	18.0	6.0
2002.0	3.0	247.0	42.0	440.0	97.0	136.0	29.0	5.0	-
Городское население									
1989.0	...	146.0	13.0	321.0	210.0	227.0	66.0	15.0	2.0
2002.0	3.0	221.0	38.0	416.0	128.0	159.0	30.0	3.0	-
Мужчины									
1989.0	...	135.0	13.0	253.0	255.0	251.0	75.0	16.0	2.0
2002.0	3.0	187.0	34.0	393.0	156.0	183.0	38.0	4.0	-
Женщины									
1989.0	...	161.0	14.0	407.0	152.0	198.0	54.0	12.0	2.0
2002.0	3.0	261.0	43.0	441.0	96.0	131.0	21.0	2.0	-
Сельское население									
1989.0	...	104.0	11.0	291.0	204.0	241.0	86.0	45.0	18.0
2002.0	2.0	128.0	26.0	378.0	126.0	197.0	105.0	34.0	3.0
Мужчины									
1989.0	...	92.0	10.0	228.0	243.0	266.0	96.0	47.0	18.0
2002.0	2.0	102.0	22.0	336.0	150.0	220.0	122.0	42.0	4.0
Женщины									
1989.0	...	121.0	12.0	377.0	151.0	207.0	72.0	41.0	19.0
2002.0	2.0	159.0	31.0	430.0	97.0	169.0	84.0	24.0	3.0
Челябинская область									
Городское и сельское население									
1989.0	...	119.0	11.0	246.0	235.0	181.0	123.0	74.0	11.0
2002.0	3.0	197.0	28.0	381.0	190.0	139.0	53.0	9.0	-
Мужчины									
1989.0	...	112.0	12.0	194.0	285.0	185.0	120.0	82.0	10.0
2002.0	3.0	179.0	26.0	341.0	223.0	150.0	66.0	12.0	-
Женщины									
1989.0	...	125.0	10.0	301.0	183.0	176.0	126.0	67.0	12.0
2002.0	3.0	216.0	29.0	422.0	155.0	128.0	41.0	6.0	-
Городское население									
1989.0	...	129.0	12.0	258.0	230.0	183.0	116.0	63.0	9.0
2002.0	3.0	212.0	29.0	391.0	179.0	134.0	45.0	7.0	-
Мужчины									
1989.0	...	124.0	13.0	208.0	280.0	185.0	115.0	67.0	8.0
2002.0	3.0	194.0	29.0	358.0	207.0	143.0	57.0	9.0	-
Женщины									
1989.0	...	134.0	11.0	308.0	180.0	181.0	117.0	58.0	11.0
2002.0	3.0	229.0	30.0	424.0	147.0	126.0	35.0	6.0	-
Сельское население									
1989.0	...	61.0	7.0	183.0	259.0	169.0	163.0	136.0	22.0
2002.0	1.0	111.0	16.0	320.0	265.0	170.0	97.0	20.0	-
Мужчины									
1989.0	...	53.0	7.0	123.0	307.0	185.0	148.0	153.0	24.0
2002.0	1.0	92.0	13.0	246.0	312.0	194.0	113.0	28.0	1.0
Женщины									
1989.0	...	71.0	7.0	256.0	201.0	150.0	180.0	114.0	21.0
2002.0	1.0	133.0	19.0	407.0	207.0	143.0	78.0	12.0	-
Сибирский федеральный округ									
Городское и сельское население									
1989.0	...	128.0	13.0	244.0	171.0	203.0	147.0	82.0	12.0
2002.0	4.0	210.0	29.0	359.0	156.0	159.0	70.0	13.0	-
Мужчины									
1989.0	...	116.0	13.0	185.0	210.0	215.0	152.0	96.0	13.0
2002.0	4.0	178.0	27.0	314.0	188.0	181.0	89.0	18.0	1.0
Женщины									
1989.0	...	142.0	13.0	310.0	127.0	189.0	141.0	66.0	12.0
2002.0	3.0	244.0	30.0	407.0	122.0	137.0	50.0	7.0	-
Городское население									
1989.0	...	149.0	15.0	263.0	163.0	204.0	134.0	63.0	9.0
2002.0	4.0	239.0	33.0	375.0	135.0	151.0	54.0	9.0	-
Мужчины									
1989.0	...	139.0	16.0	207.0	199.0	218.0	141.0	72.0	8.0
2002.0	5.0	209.0	32.0	341.0	160.0	171.0	70.0	12.0	-
Женщины									
1989.0	...	161.0	14.0	323.0	125.0	189.0	126.0	53.0	9.0
2002.0	4.0	271.0	34.0	409.0	110.0	128.0	38.0	6.0	-
Сельское население									
1989.0	...	66.0	8.0	188.0	193.0	200.0	184.0	137.0	24.0
2002.0	1.0	114.0	15.0	309.0	223.0	190.0	121.0	26.0	1.0
Мужчины									
1989.0	...	54.0	7.0	128.0	239.0	207.0	179.0	159.0	27.0
2002.0	1.0	86.0	12.0	235.0	272.0	209.0	146.0	38.0	1.0
Женщины									
1989.0	...	81.0	10.0	266.0	135.0	192.0	189.0	107.0	20.0
2002.0	1.0	148.0	19.0	398.0	163.0	167.0	92.0	12.0	-
Республика Алтай									
Городское и сельское население									
1989.0	...	109.0	14.0	221.0	171.0	214.0	160.0	93.0	18.0
2002.0	3.0	219.0	25.0	354.0	145.0	161.0	80.0	13.0	-
Мужчины									
1989.0	...	84.0	12.0	145.0	226.0	225.0	172.0	116.0	20.0
2002.0	3.0	160.0	21.0	288.0	195.0	203.0	108.0	22.0	-
Женщины									
1989.0	...	139.0	16.0	309.0	107.0	202.0	146.0	65.0	16.0
2002.0	3.0	275.0	28.0	416.0	97.0	123.0	53.0	5.0	-
Городское население									
1989.0	...	171.0	17.0	238.0	160.0	194.0	136.0	74.0	10.0
2002.0	7.0	331.0	33.0	366.0	99.0	108.0	49.0	7.0	-
Мужчины									
1989.0	...	141.0	16.0	157.0	204.0	226.0	152.0	94.0	10.0
2002.0	6.0	264.0	32.0	335.0	132.0	152.0	68.0	11.0	-
Женщины									
1989.0	...	206.0	18.0	329.0	111.0	157.0	118.0	51.0	10.0
2002.0	8.0	391.0	33.0	393.0	70.0	69.0	33.0	3.0	-
Сельское население									
1989.0	...	86.0	12.0	214.0	175.0	222.0	170.0	100.0	21.0
2002.0	1.0	168.0	21.0	349.0	165.0	186.0	93.0	16.0	1.0
Мужчины									
1989.0	...	63.0	10.0	140.0	234.0	224.0	180.0	125.0	24.0
2002.0	1.0	115.0	16.0	268.0	223.0	225.0	124.0	27.0	1.0
Женщины									
1989.0	...	112.0	15.0	301.0	105.0	220.0	158.0	71.0	18.0
2002.0	1.0	220.0	26.0	427.0	110.0	148.0	62.0	6.0	-
Республика Бурятия									
Городское и сельское население									
1989.0	...	153.0	16.0	232.0	168.0	219.0	128.0	71.0	13.0
2002.0	4.0	243.0	34.0	343.0	134.0	172.0	61.0	9.0	-
Мужчины									
1989.0	...	143.0	15.0	167.0	209.0	238.0	134.0	81.0	13.0
2002.0	4.0	205.0	31.0	290.0	167.0	206.0	83.0	14.0	-
Женщины									
