4. СРЕДНЕЕ ЧИСЛО РОЖДЕННЫХ ДЕТЕЙ ЖЕНЩИНАМИ, ИМЕЮЩИМИ РАЗЛИЧНЫЙ 								
УРОВЕНЬ ОБРАЗОВАНИЯ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
(на 1000 женщин соответствующего возраста и уровня образования, указавших число рожденных детей)								
								
	Среднее число рожденных детей	У женщин, имеющих образование						Среднее число рожденных детей женщинами, не имеющими
35 – 39 -" -	2314.0	1962.0	2240.0	2232.0	2496.0	2770.0	2419.0	333.0
40 – 44 -" -	2608.0	2167.0	2372.0	2415.0	2944.0	3081.0	2611.0	1086.0
45 – 49 -" -	2833.0	2363.0	2511.0	2644.0	3038.0	3428.0	2918.0	1069.0
50 – 54 -" -	2966.0	2377.0	3043.0	2769.0	3223.0	3487.0	3402.0	1333.0
55 – 59 -" -	3133.0	2574.0	3253.0	2785.0	3398.0	3357.0	3962.0	3588.0
60 – 64 -" -	3329.0	2602.0	2358.0	2769.0	3250.0	3535.0	3738.0	4042.0
65 – 69 -" -	3422.0	2548.0	3640.0	3028.0	3026.0	3334.0	3745.0	3699.0
70 лет и более	3670.0	2844.0	2636.0	3034.0	3417.0	3606.0	3813.0	3690.0
Республика Тыва								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1934.0	1837.0	1159.0	2033.0	1688.0	1633.0	3568.0	3980.0
15 – 17 лет	15.0	-	-	167.0	34.0	11.0	11.0	48.0
18 – 19 -" -	116.0	-	117.0	147.0	105.0	148.0	289.0	143.0
20 – 24 -" -	545.0	448.0	333.0	572.0	554.0	690.0	465.0	136.0
25 – 29 -" -	1260.0	972.0	1066.0	1227.0	1410.0	1398.0	1038.0	484.0
30 – 34 -" -	1857.0	1513.0	1542.0	1820.0	2074.0	2153.0	1603.0	207.0
35 – 39 -" -	2300.0	1945.0	1925.0	2240.0	2641.0	2749.0	1808.0	840.0
40 – 44 -" -	2665.0	2160.0	2247.0	2581.0	3075.0	3135.0	2631.0	1727.0
45 – 49 -" -	2936.0	2351.0	2341.0	2719.0	3419.0	3550.0	3175.0	2000.0
50 – 54 -" -	3089.0	2289.0	2500.0	2742.0	3673.0	3937.0	3807.0	2737.0
55 – 59 -" -	3660.0	2508.0	2818.0	3142.0	3833.0	4498.0	4928.0	3880.0
60 – 64 -" -	3817.0	2630.0	3152.0	2836.0	3698.0	4266.0	4882.0	4476.0
65 – 69 -" -	3646.0	2270.0	2773.0	2545.0	3307.0	3904.0	4465.0	5137.0
70 лет и более	3490.0	2176.0	2022.0	2643.0	2779.0	3140.0	3862.0	4671.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1560.0	1664.0	1000.0	1803.0	1218.0	1200.0	2511.0	3460.0
15 – 17 лет	14.0	-	-	200.0	27.0	9.0	8.0	0.0
18 – 19 -" -	89.0	-	136.0	170.0	74.0	127.0	188.0	333.0
20 – 24 -" -	456.0	426.0	299.0	534.0	442.0	520.0	424.0	0.0
25 – 29 -" -	1127.0	945.0	983.0	1156.0	1220.0	1255.0	1108.0	1000.0
30 – 34 -" -	1654.0	1443.0	1467.0	1681.0	1823.0	1809.0	1889.0	0.0
35 – 39 -" -	2017.0	1784.0	1893.0	2031.0	2251.0	2446.0	1550.0	0.0
40 – 44 -" -	2256.0	1942.0	2055.0	2278.0	2573.0	2529.0	2341.0	0.0
45 – 49 -" -	2381.0	2040.0	2000.0	2314.0	2757.0	2811.0	2677.0	2167.0
50 – 54 -" -	2401.0	2044.0	2200.0	2298.0	2763.0	2952.0	2848.0	3500.0
55 – 59 -" -	2696.0	2120.0	2267.0	2586.0	2761.0	3433.0	3500.0	5125.0
60 – 64 -" -	2713.0	2314.0	2773.0	2347.0	2879.0	2983.0	3373.0	3500.0
65 – 69 -" -	2601.0	2113.0	2207.0	2221.0	2846.0	2830.0	3024.0	3743.0
70 лет и более	2757.0	2122.0	1846.0	2381.0	2534.0	2747.0	2944.0	3712.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	2381.0	2261.0	1611.0	2381.0	2124.0	1991.0	4358.0	4236.0
15 – 17 лет	16.0	-	-	0.0	48.0	12.0	15.0	67.0
18 – 19 -" -	168.0	-	0.0	104.0	173.0	171.0	364.0	0.0
20 – 24 -" -	659.0	500.0	484.0	626.0	673.0	821.0	485.0	150.0
25 – 29 -" -	1412.0	1043.0	1270.0	1331.0	1540.0	1493.0	976.0	407.0
30 – 34 -" -	2090.0	1716.0	1699.0	2023.0	2229.0	2325.0	1517.0	240.0
35 – 39 -" -	2628.0	2293.0	1989.0	2529.0	2884.0	2927.0	1897.0	875.0
40 – 44 -" -	3126.0	2637.0	2614.0	2999.0	3399.0	3453.0	2764.0	2000.0
45 – 49 -" -	3591.0	3062.0	3000.0	3338.0	3885.0	4022.0	3471.0	1917.0
50 – 54 -" -	3942.0	2958.0	3182.0	3503.0	4304.0	4587.0	4335.0	2533.0
55 – 59 -" -	4505.0	3172.0	4000.0	3918.0	4604.0	5033.0	5373.0	3294.0
60 – 64 -" -	4850.0	3437.0	3909.0	3724.0	4479.0	5187.0	5516.0	4837.0
65 – 69 -" -	4918.0	3053.0	3867.0	3437.0	4153.0	5292.0	5296.0	5577.0
70 лет и более	4917.0	2656.0	3000.0	3750.0	4021.0	4401.0	5145.0	5389.0
Республика Хакасия								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1610.0	1428.0	893.0	1607.0	1427.0	1528.0	2494.0	2728.0
15 – 17 лет	24.0	-	-	103.0	30.0	22.0	22.0	0.0
18 – 19 -" -	98.0	-	8.0	88.0	81.0	183.0	138.0	500.0
20 – 24 -" -	467.0	296.0	211.0	465.0	487.0	809.0	502.0	75.0
25 – 29 -" -	1048.0	775.0	780.0	1040.0	1162.0	1397.0	1028.0	324.0
30 – 34 -" -	1501.0	1247.0	1334.0	1477.0	1672.0	1909.0	1319.0	1037.0
35 – 39 -" -	1828.0	1567.0	1644.0	1765.0	2073.0	2395.0	1980.0	143.0
40 – 44 -" -	2002.0	1693.0	1882.0	1949.0	2197.0	2590.0	2449.0	857.0
45 – 49 -" -	2080.0	1800.0	2102.0	1989.0	2193.0	2571.0	2738.0	1000.0
50 – 54 -" -	2068.0	1752.0	1983.0	1945.0	2160.0	2544.0	2858.0	1980.0
55 – 59 -" -	1987.0	1642.0	1663.0	1864.0	2033.0	2297.0	2718.0	3375.0
60 – 64 -" -	2130.0	1726.0	1607.0	1882.0	2145.0	2242.0	2527.0	2780.0
65 – 69 -" -	2327.0	1816.0	2333.0	1971.0	2133.0	2333.0	2703.0	2749.0
70 лет и более	2561.0	1933.0	2081.0	2110.0	2145.0	2408.0	2767.0	2953.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1452.0	1364.0	818.0	1522.0	1262.0	1344.0	2210.0	2680.0
15 – 17 лет	23.0	-	-	108.0	24.0	22.0	21.0	0.0
18 – 19 -" -	77.0	-	9.0	85.0	62.0	144.0	242.0	1000.0
20 – 24 -" -	402.0	286.0	171.0	439.0	431.0	664.0	485.0	250.0
25 – 29 -" -	961.0	752.0	760.0	987.0	1068.0	1233.0	744.0	1000.0
30 – 34 -" -	1377.0	1205.0	1250.0	1400.0	1499.0	1636.0	1438.0	842.0
35 – 39 -" -	1677.0	1510.0	1618.0	1676.0	1829.0	2106.0	2146.0	250.0
40 – 44 -" -	1836.0	1629.0	1813.0	1845.0	1984.0	2115.0	2218.0	1000.0
45 – 49 -" -	1926.0	1734.0	2019.0	1900.0	2040.0	2147.0	2365.0	3000.0
50 – 54 -" -	1893.0	1684.0	1985.0	1857.0	1988.0	2191.0	2038.0	1000.0
55 – 59 -" -	1831.0	1584.0	1679.0	1809.0	1980.0	2027.0	2084.0	2500.0
60 – 64 -" -	1901.0	1666.0	1746.0	1808.0	1993.0	1981.0	2065.0	2511.0
65 – 69 -" -	2088.0	1709.0	2247.0	1892.0	1969.0	2213.0	2318.0	2395.0
70 лет и более	2351.0	1813.0	1770.0	2034.0	2067.0	2302.0	2510.0	2895.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	2031.0	1768.0	1348.0	1912.0	1836.0	1853.0	2891.0	2769.0
15 – 17 лет	26.0	-	-	0.0	58.0	22.0	24.0	0.0
18 – 19 -" -	176.0	-	0.0	98.0	163.0	266.0	0.0	0.0
20 – 24 -" -	677.0	370.0	570.0	579.0	637.0	974.0	520.0	0.0
25 – 29 -" -	1320.0	928.0	858.0	1277.0	1373.0	1569.0	1491.0	0.0
30 – 34 -" -	1846.0	1480.0	1724.0	1747.0	1972.0	2160.0	1258.0	1500.0
35 – 39 -" -	2214.0	1875.0	1837.0	2042.0	2414.0	2641.0	1827.0	0.0
40 – 44 -" -	2424.0	1985.0	2136.0	2257.0	2586.0	3017.0	2692.0	500.0
45 – 49 -" -	2503.0	2102.0	2574.0	2286.0	2536.0	3146.0	3060.0	795.0
50 – 54 -" -	2584.0	2095.0	1970.0	2285.0	2626.0	3019.0	3612.0	2171.0
55 – 59 -" -	2455.0	1930.0	1600.0	2097.0	2227.0	2793.0	3121.0	3813.0
60 – 64 -" -	2663.0	1997.0	1190.0	2187.0	2620.0	2734.0	3037.0	2947.0
65 – 69 -" -	2831.0	2349.0	4000.0	2246.0	2707.0	2637.0	3144.0	2996.0
70 лет и более	3009.0	2992.0	2814.0	2377.0	2488.0	2745.0	3204.0	3006.0
Алтайский край								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1593.0	1357.0	689.0	1561.0	1368.0	1555.0	2458.0	2681.0
15 – 17 лет	16.0	-	-	44.0	16.0	16.0	20.0	20.0
18 – 19 -" -	104.0	-	41.0	105.0	70.0	238.0	359.0	161.0
20 – 24 -" -	464.0	308.0	164.0	450.0	517.0	775.0	681.0	220.0
25 – 29 -" -	1009.0	702.0	768.0	1001.0	1138.0	1299.0	1060.0	524.0
30 – 34 -" -	1399.0	1152.0	1198.0	1388.0	1549.0	1723.0	1305.0	922.0
35 – 39 -" -	1711.0	1420.0	1511.0	1678.0	1926.0	2099.0	1890.0	845.0
40 – 44 -" -	1909.0	1619.0	1653.0	1847.0	2086.0	2338.0	2307.0	771.0
45 – 49 -" -	1999.0	1721.0	1787.0	1916.0	2093.0	2418.0	2609.0	1322.0
50 – 54 -" -	1963.0	1680.0	1786.0	1872.0	2019.0	2289.0	2563.0	1108.0
55 – 59 -" -	1964.0	1674.0	1893.0	1819.0	1948.0	2226.0	2622.0	1922.0
60 – 64 -" -	2105.0	1646.0	1689.0	1820.0	1919.0	2241.0	2602.0	2635.0
65 – 69 -" -	2239.0	1670.0	1856.0	1862.0	1980.0	2229.0	2585.0	2786.0
70 лет и более	2517.0	1766.0	2253.0	2027.0	2186.0	2363.0	2673.0	2879.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1316.0	1232.0	545.0	1411.0	1061.0	1315.0	2081.0	2457.0
15 – 17 лет	12.0	-	-	0.0	10.0	13.0	8.0	10.0
18 – 19 -" -	56.0	-	35.0	83.0	37.0	147.0	333.0	327.0
20 – 24 -" -	336.0	280.0	143.0	391.0	369.0	566.0	551.0	400.0
25 – 29 -" -	849.0	647.0	703.0	907.0	956.0	1052.0	921.0	255.0
30 – 34 -" -	1198.0	1063.0	1109.0	1230.0	1293.0	1327.0	1313.0	1478.0
35 – 39 -" -	1483.0	1310.0	1346.0	1504.0	1637.0	1698.0	1840.0	1558.0
40 – 44 -" -	1683.0	1514.0	1502.0	1690.0	1807.0	1905.0	2060.0	928.0
45 – 49 -" -	1770.0	1590.0	1704.0	1755.0	1853.0	2033.0	2178.0	2226.0
50 – 54 -" -	1736.0	1564.0	1609.0	1733.0	1783.0	1924.0	1905.0	1056.0
55 – 59 -" -	1716.0	1563.0	1608.0	1679.0	1780.0	1864.0	1965.0	1837.0
60 – 64 -" -	1774.0	1530.0	1630.0	1680.0	1720.0	1923.0	2082.0	1917.0
65 – 69 -" -	1846.0	1572.0	1629.0	1720.0	1775.0	1924.0	2035.0	2071.0
70 лет и более	2175.0	1644.0	2059.0	1898.0	2033.0	2111.0	2293.0	2691.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	1933.0	1685.0	1266.0	1780.0	1741.0	1768.0	2677.0	2779.0
15 – 17 лет	22.0	-	-	133.0	42.0	19.0	26.0	28.0
18 – 19 -" -	219.0	-	88.0	145.0	179.0	322.0	366.0	52.0
20 – 24 -" -	670.0	444.0	325.0	547.0	703.0	887.0	726.0	147.0
25 – 29 -" -	1240.0	925.0	988.0	1170.0	1299.0	1446.0	1106.0	675.0
30 – 34 -" -	1672.0	1422.0	1440.0	1619.0	1770.0	1940.0	1300.0	675.0
35 – 39 -" -	1981.0	1686.0	1833.0	1899.0	2139.0	2319.0	1914.0	558.0
40 – 44 -" -	2154.0	1844.0	1938.0	2036.0	2289.0	2591.0	2403.0	672.0
45 – 49 -" -	2251.0	1999.0	1967.0	2111.0	2304.0	2638.0	2793.0	856.0
50 – 54 -" -	2240.0	1913.0	2140.0	2072.0	2283.0	2541.0	2829.0	1135.0
55 – 59 -" -	2297.0	1893.0	2394.0	2067.0	2206.0	2547.0	2874.0	1959.0
60 – 64 -" -	2465.0	1956.0	1796.0	2069.0	2222.0	2524.0	2822.0	2866.0
65 – 69 -" -	2631.0	1921.0	2143.0	2123.0	2301.0	2583.0	2874.0	2987.0
70 лет и более	2838.0	2190.0	2513.0	2274.0	2494.0	2735.0	2935.0	2965.0
Красноярский край								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1544.0	1328.0	778.0	1556.0	1373.0	1518.0	2475.0	2805.0
15 – 17 лет	18.0	-	-	48.0	18.0	18.0	20.0	0.0
18 – 19 -" -	99.0	-	44.0	101.0	75.0	205.0	399.0	28.0
20 – 24 -" -	464.0	282.0	198.0	467.0	522.0	778.0	790.0	395.0
25 – 29 -" -	1028.0	726.0	813.0	1022.0	1187.0	1372.0	1292.0	711.0
30 – 34 -" -	1422.0	1156.0	1227.0	1409.0	1621.0	1837.0	2075.0	549.0
35 – 39 -" -	1734.0	1459.0	1587.0	1702.0	1939.0	2382.0	2209.0	1082.0
40 – 44 -" -	1911.0	1620.0	1745.0	1878.0	2078.0	2443.0	2303.0	1171.0
45 – 49 -" -	1993.0	1676.0	1720.0	1926.0	2107.0	2547.0	2664.0	1565.0
50 – 54 -" -	1946.0	1630.0	1836.0	1854.0	2014.0	2382.0	2721.0	1286.0
55 – 59 -" -	1915.0	1584.0	1623.0	1791.0	1908.0	2269.0	2667.0	2106.0
60 – 64 -" -	2007.0	1573.0	1757.0	1759.0	1913.0	2186.0	2528.0	2628.0
65 – 69 -" -	2137.0	1603.0	1931.0	1827.0	1957.0	2189.0	2507.0	2814.0
70 лет и более	2528.0	1720.0	2023.0	2049.0	2182.0	2375.0	2737.0	3110.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1389.0	1283.0	709.0	1482.0	1222.0	1328.0	2196.0	2644.0
15 – 17 лет	15.0	-	-	45.0	15.0	14.0	14.0	0.0
18 – 19 -" -	74.0	-	42.0	91.0	58.0	149.0	419.0	0.0
20 – 24 -" -	404.0	278.0	190.0	451.0	460.0	645.0	606.0	327.0
25 – 29 -" -	943.0	711.0	801.0	979.0	1097.0	1162.0	1187.0	766.0
30 – 34 -" -	1311.0	1122.0	1166.0	1339.0	1475.0	1533.0	1596.0	678.0
35 – 39 -" -	1600.0	1409.0	1528.0	1621.0	1757.0	1998.0	1581.0	1115.0
40 – 44 -" -	1776.0	1581.0	1682.0	1793.0	1910.0	2043.0	1837.0	1533.0
45 – 49 -" -	1847.0	1632.0	1661.0	1846.0	1956.0	2167.0	2027.0	2000.0
50 – 54 -" -	1810.0	1594.0	1773.0	1779.0	1896.0	2109.0	2178.0	770.0
55 – 59 -" -	1759.0	1542.0	1532.0	1710.0	1822.0	1999.0	2232.0	2026.0
60 – 64 -" -	1830.0	1539.0	1646.0	1702.0	1830.0	2007.0	2165.0	2296.0
65 – 69 -" -	1924.0	1551.0	1835.0	1764.0	1837.0	2041.0	2185.0	2313.0
70 лет и более	2297.0	1706.0	1911.0	1958.0	2108.0	2246.0	2467.0	2943.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	2077.0	1734.0	1492.0	1900.0	1892.0	1926.0	2838.0	2977.0
15 – 17 лет	31.0	-	-	63.0	49.0	29.0	29.0	0.0
18 – 19 -" -	242.0	-	101.0	155.0	204.0	327.0	388.0	53.0
20 – 24 -" -	742.0	366.0	388.0	555.0	761.0	971.0	922.0	470.0
25 – 29 -" -	1409.0	990.0	943.0	1268.0	1459.0	1686.0	1367.0	661.0
30 – 34 -" -	1875.0	1483.0	1716.0	1737.0	2000.0	2277.0	2491.0	426.0
35 – 39 -" -	2205.0	1852.0	1943.0	2031.0	2331.0	2775.0	2670.0	1050.0
40 – 44 -" -	2360.0	1935.0	2137.0	2202.0	2463.0	2879.0	2831.0	876.0
45 – 49 -" -	2473.0	2006.0	2015.0	2250.0	2492.0	3030.0	3121.0	1016.0
50 – 54 -" -	2422.0	1887.0	2134.0	2179.0	2405.0	2837.0	3152.0	1795.0
55 – 59 -" -	2490.0	1890.0	2112.0	2197.0	2305.0	2822.0	3085.0	2154.0
60 – 64 -" -	2549.0	1847.0	2236.0	2097.0	2285.0	2611.0	2916.0	2881.0
65 – 69 -" -	2692.0	2018.0	2306.0	2151.0	2481.0	2618.0	2913.0	3163.0
70 лет и более	3039.0	1873.0	2379.0	2519.0	2595.0	2836.0	3133.0	3302.0
Таймырский (Долгано-Ненецкий) автономный округ								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1616.0	1411.0	1177.0	1632.0	1616.0	1431.0	2663.0	3899.0
15 – 17 лет	39.0	-	-	0.0	57.0	37.0	36.0	0.0
18 – 19 -" -	207.0	-	154.0	179.0	178.0	293.0	278.0	0.0
20 – 24 -" -	611.0	388.0	404.0	592.0	617.0	831.0	1000.0	-
25 – 29 -" -	1121.0	767.0	892.0	1056.0	1201.0	1662.0	1588.0	0.0
30 – 34 -" -	1586.0	1281.0	1246.0	1478.0	1752.0	2248.0	3000.0	0.0
35 – 39 -" -	1935.0	1605.0	1605.0	1772.0	2099.0	2924.0	3417.0	0.0
40 – 44 -" -	2072.0	1683.0	1950.0	1882.0	2297.0	3496.0	2733.0	250.0
45 – 49 -" -	2096.0	1605.0	2000.0	1997.0	2168.0	3233.0	6533.0	1600.0
50 – 54 -" -	2067.0	1711.0	2048.0	1952.0	2114.0	2959.0	4455.0	2333.0
55 – 59 -" -	2299.0	1679.0	1583.0	1957.0	2178.0	3043.0	4286.0	5000.0
60 – 64 -" -	2599.0	2063.0	3500.0	1993.0	2266.0	2258.0	4374.0	4222.0
65 – 69 -" -	2678.0	1864.0	-	2132.0	2227.0	2261.0	3422.0	4458.0
70 лет и более	3127.0	2217.0	3500.0	1837.0	2194.0	2580.0	3585.0	4397.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1395.0	1368.0	1090.0	1516.0	1398.0	1002.0	2173.0	2378.0
15 – 17 лет	11.0	-	-	0.0	8.0	13.0	0.0	-
18 – 19 -" -	178.0	-	167.0	167.0	161.0	265.0	0.0	0.0
20 – 24 -" -	528.0	374.0	421.0	595.0	561.0	549.0	667.0	-
25 – 29 -" -	1008.0	779.0	932.0	1038.0	1127.0	1216.0	1500.0	0.0
30 – 34 -" -	1386.0	1273.0	1191.0	1405.0	1496.0	1444.0	2000.0	0.0
35 – 39 -" -	1634.0	1527.0	1500.0	1657.0	1681.0	2032.0	-	0.0
40 – 44 -" -	1790.0	1628.0	1848.0	1759.0	1947.0	1944.0	1333.0	-
45 – 49 -" -	1838.0	1589.0	1917.0	1832.0	1984.0	2016.0	-	2000.0
50 – 54 -" -	1874.0	1638.0	1929.0	1811.0	2022.0	2404.0	3600.0	-
55 – 59 -" -	1829.0	1670.0	1571.0	1815.0	1926.0	2094.0	2100.0	-
60 – 64 -" -	2045.0	2106.0	3000.0	1764.0	2241.0	2041.0	2850.0	1800.0
65 – 69 -" -	2045.0	2118.0	-	1944.0	1943.0	2018.0	2340.0	1333.0
70 лет и более	2532.0	2235.0	3500.0	1917.0	2059.0	2427.0	2857.0	3174.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	2124.0	1591.0	1639.0	2007.0	2141.0	1907.0	2956.0	4405.0
15 – 17 лет	85.0	-	-	-	467.0	81.0	50.0	0.0
18 – 19 -" -	291.0	-	0.0	333.0	260.0	313.0	294.0	-
20 – 24 -" -	805.0	478.0	222.0	580.0	767.0	1000.0	1025.0	-
25 – 29 -" -	1407.0	700.0	500.0	1121.0	1390.0	1885.0	1600.0	-
30 – 34 -" -	2028.0	1326.0	1500.0	1713.0	2135.0	2559.0	3125.0	0.0
35 – 39 -" -	2489.0	1891.0	2000.0	2071.0	2643.0	3239.0	3417.0	0.0
40 – 44 -" -	2713.0	1860.0	2429.0	2255.0	2962.0	4138.0	3083.0	250.0
45 – 49 -" -	2834.0	1672.0	2400.0	2538.0	2697.0	4394.0	6533.0	1500.0
50 – 54 -" -	2643.0	1960.0	2286.0	2431.0	2443.0	3797.0	4706.0	2333.0
55 – 59 -" -	3167.0	1714.0	1600.0	2328.0	2756.0	3842.0	4846.0	5000.0
60 – 64 -" -	3574.0	1846.0	3667.0	2545.0	2333.0	2957.0	4803.0	5154.0
65 – 69 -" -	4112.0	1000.0	-	2857.0	3333.0	3417.0	4973.0	4905.0
70 лет и более	4632.0	2167.0	-	1429.0	4500.0	3563.0	5420.0	4909.0
Эвенкийский автономный округ								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1748.0	1545.0	1306.0	1834.0	1855.0	1371.0	2463.0	2704.0
15 – 17 лет	25.0	-	-	0.0	40.0	25.0	17.0	0.0
18 – 19 -" -	172.0	-	143.0	83.0	133.0	241.0	500.0	0.0
20 – 24 -" -	660.0	291.0	417.0	620.0	744.0	822.0	643.0	0.0
25 – 29 -" -	1282.0	778.0	923.0	1245.0	1620.0	1337.0	0.0	0.0
30 – 34 -" -	1865.0	1209.0	1813.0	1827.0	2097.0	2500.0	1333.0	0.0
35 – 39 -" -	2044.0	1649.0	1850.0	1984.0	2223.0	2614.0	2500.0	-
40 – 44 -" -	2294.0	1852.0	2053.0	2100.0	2573.0	3525.0	2667.0	-
45 – 49 -" -	2343.0	1837.0	1867.0	2197.0	2746.0	3136.0	3000.0	0.0
50 – 54 -" -	2219.0	1867.0	2000.0	2095.0	2389.0	2867.0	3750.0	-
55 – 59 -" -	2346.0	1763.0	1000.0	2162.0	2400.0	2977.0	4692.0	-
60 – 64 -" -	2415.0	1867.0	2000.0	2280.0	2200.0	2400.0	3259.0	1500.0
65 – 69 -" -	2587.0	2000.0	0.0	2159.0	2346.0	2750.0	3067.0	3000.0
70 лет и более	2846.0	1286.0	5000.0	2242.0	2783.0	2659.0	2975.0	3486.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1492.0	1459.0	1132.0	1667.0	1618.0	793.0	2197.0	2000.0
15 – 17 лет	17.0	-	-	0.0	45.0	14.0	0.0	-
18 – 19 -" -	101.0	-	167.0	59.0	98.0	87.0	1000.0	0.0
20 – 24 -" -	557.0	208.0	435.0	617.0	691.0	292.0	667.0	-
25 – 29 -" -	1211.0	788.0	933.0	1228.0	1641.0	1300.0	-	-
30 – 34 -" -	1654.0	1234.0	1444.0	1723.0	1917.0	2400.0	-	-
35 – 39 -" -	1785.0	1448.0	1500.0	1784.0	2229.0	2200.0	0.0	-
40 – 44 -" -	1952.0	1750.0	1778.0	2029.0	2000.0	2231.0	-	-
45 – 49 -" -	2043.0	1682.0	1571.0	1992.0	2633.0	1923.0	-	-
50 – 54 -" -	2079.0	1904.0	2333.0	2088.0	2357.0	1769.0	2000.0	-
55 – 59 -" -	1934.0	1769.0	1333.0	1941.0	2318.0	1400.0	2000.0	-
60 – 64 -" -	2330.0	1944.0	-	2167.0	2250.0	2214.0	3462.0	-
65 – 69 -" -	2293.0	2000.0	-	2000.0	1556.0	2273.0	3300.0	-
70 лет и более	2534.0	1000.0	5000.0	2750.0	3000.0	2462.0	2529.0	2500.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	1886.0	1627.0	1594.0	1939.0	1958.0	1580.0	2517.0	2776.0
15 – 17 лет	30.0	-	-	-	36.0	32.0	20.0	0.0
18 – 19 -" -	223.0	-	0.0	143.0	159.0	304.0	400.0	0.0
20 – 24 -" -	724.0	355.0	385.0	623.0	771.0	957.0	636.0	0.0
25 – 29 -" -	1330.0	763.0	889.0	1259.0	1610.0	1342.0	0.0	0.0
30 – 34 -" -	1981.0	1182.0	2286.0	1895.0	2153.0	2520.0	1333.0	0.0
35 – 39 -" -	2205.0	1949.0	2667.0	2117.0	2221.0	2735.0	3333.0	-
40 – 44 -" -	2467.0	1968.0	2300.0	2143.0	2696.0	3891.0	2667.0	-
45 – 49 -" -	2494.0	1954.0	2125.0	2307.0	2791.0	3434.0	3000.0	0.0
50 – 54 -" -	2296.0	1838.0	1667.0	2099.0	2405.0	3170.0	4625.0	-
55 – 59 -" -	2532.0	1758.0	667.0	2268.0	2442.0	3179.0	4917.0	-
60 – 64 -" -	2453.0	1815.0	2000.0	2333.0	2167.0	2463.0	3200.0	1500.0
65 – 69 -" -	2665.0	2000.0	0.0	2184.0	2765.0	2931.0	3020.0	3000.0
70 лет и более	2936.0	2000.0	-	2080.0	2615.0	2750.0	3049.0	3613.0
Иркутская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1652.0	1448.0	932.0	1671.0	1472.0	1663.0	2571.0	2862.0
15 – 17 лет	23.0	-	-	98.0	25.0	21.0	26.0	58.0
18 – 19 -" -	127.0	-	61.0	137.0	97.0	249.0	259.0	48.0
20 – 24 -" -	541.0	345.0	257.0	539.0	583.0	841.0	979.0	263.0
25 – 29 -" -	1119.0	795.0	914.0	1107.0	1255.0	1487.0	1433.0	843.0
30 – 34 -" -	1533.0	1250.0	1346.0	1521.0	1685.0	2038.0	1918.0	681.0
35 – 39 -" -	1847.0	1519.0	1587.0	1835.0	2076.0	2436.0	2123.0	484.0
40 – 44 -" -	2044.0	1719.0	1794.0	2002.0	2241.0	2676.0	2471.0	1023.0
45 – 49 -" -	2127.0	1771.0	1980.0	2041.0	2269.0	2765.0	2661.0	1433.0
50 – 54 -" -	2074.0	1738.0	1902.0	1981.0	2151.0	2545.0	3095.0	1418.0
55 – 59 -" -	1994.0	1685.0	1910.0	1912.0	2015.0	2314.0	2811.0	2019.0
60 – 64 -" -	2096.0	1623.0	1823.0	1891.0	2046.0	2315.0	2651.0	2982.0
65 – 69 -" -	2259.0	1663.0	2053.0	1950.0	2118.0	2397.0	2720.0	2794.0
70 лет и более	2611.0	1749.0	2140.0	2124.0	2226.0	2457.0	2934.0	3372.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1511.0	1401.0	870.0	1599.0	1336.0	1479.0	2260.0	2650.0
15 – 17 лет	22.0	-	-	98.0	20.0	21.0	26.0	88.0
18 – 19 -" -	107.0	-	59.0	135.0	83.0	224.0	203.0	0.0
20 – 24 -" -	490.0	341.0	249.0	529.0	534.0	748.0	764.0	317.0
25 – 29 -" -	1040.0	780.0	901.0	1071.0	1169.0	1314.0	1060.0	569.0
30 – 34 -" -	1420.0	1220.0	1298.0	1451.0	1544.0	1690.0	1718.0	589.0
35 – 39 -" -	1706.0	1472.0	1532.0	1749.0	1885.0	2071.0	1715.0	455.0
40 – 44 -" -	1894.0	1671.0	1730.0	1911.0	2049.0	2260.0	1838.0	1466.0
45 – 49 -" -	1963.0	1708.0	1884.0	1954.0	2099.0	2367.0	1938.0	1284.0
