6. ЗАНЯТОЕ В ЭКОНОМИКЕ НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ В ВОЗРАСТЕ 15-64 ЛЕТ ПО ТЕРРИТОРИИ НАХОЖДЕНИЯ РАБОТЫ И ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Всего		в том числе по положению в занятии					
Городское население, занятое в экономике	1032296.0	973252.0	59031.0	20008.0	35303.0	2226.0	1494.0	13.0
в том числе:								
на территории своего субъекта	1025285.0	966903.0	58369.0	19813.0	34876.0	2186.0	1494.0	13.0
на территории другого субъекта	2973.0	2673.0	300.0	117.0	183.0	-	-	-
на территории других стран	229.0	194.0	35.0	12.0	18.0	5.0	-	-
Сельское население, занятое в экономике	251878.0	243678.0	8199.0	2603.0	4877.0	303.0	416.0	1.0
в том числе:								
на территории своего субъекта	246837.0	238787.0	8049.0	2549.0	4810.0	289.0	401.0	1.0
на территории другого субъекта	842.0	803.0	39.0	26.0	13.0	-	-	-
на территории других стран	8.0	8.0	-	-	-	-	-	-
Таймырский (Долгано-Ненецкий) автономный округ								
Городское и сельское население, занятое в экономике	19414.0	18910.0	504.0	183.0	279.0	28.0	14.0	-
в том числе:								
на территории своего субъекта	19235.0	18746.0	489.0	182.0	268.0	25.0	14.0	-
на территории другого субъекта	68.0	67.0	1.0	1.0	-	-	-	-
на территории других стран	1.0	1.0	-	-	-	-	-	-
Мужчины, занятые в экономике	9569.0	9243.0	326.0	118.0	183.0	18.0	7.0	-
в том числе:								
на территории своего субъекта	9459.0	9142.0	317.0	118.0	177.0	15.0	7.0	-
на территории другого субъекта	46.0	46.0	-	-	-	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Женщины, занятые в экономике	9845.0	9667.0	178.0	65.0	96.0	10.0	7.0	-
в том числе:								
на территории своего субъекта	9776.0	9604.0	172.0	64.0	91.0	10.0	7.0	-
на территории другого субъекта	22.0	21.0	1.0	1.0	-	-	-	-
на территории других стран	1.0	1.0	-	-	-	-	-	-
Городское население, занятое в экономике	13659.0	13244.0	415.0	142.0	237.0	23.0	13.0	-
в том числе:								
на территории своего субъекта	13488.0	13085.0	403.0	142.0	227.0	21.0	13.0	-
на территории другого субъекта	65.0	65.0	-	-	-	-	-	-
на территории других стран	1.0	1.0	-	-	-	-	-	-
Сельское население, занятое в экономике	5755.0	5666.0	89.0	41.0	42.0	5.0	1.0	-
в том числе:								
на территории своего субъекта	5747.0	5661.0	86.0	40.0	41.0	4.0	1.0	-
на территории другого субъекта	3.0	2.0	1.0	1.0	-	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Эвенкийский автономный округ								
Городское и сельское население, занятое в экономике	8453.0	8253.0	200.0	66.0	128.0	1.0	5.0	-
в том числе:								
на территории своего субъекта	8429.0	8230.0	199.0	66.0	128.0	1.0	4.0	-
на территории другого субъекта	8.0	8.0	-	-	-	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Мужчины, занятые в экономике	4283.0	4146.0	137.0	33.0	100.0	1.0	3.0	-
в том числе:								
на территории своего субъекта	4267.0	4131.0	136.0	33.0	100.0	1.0	2.0	-
на территории другого субъекта	7.0	7.0	-	-	-	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Женщины, занятые в экономике	4170.0	4107.0	63.0	33.0	28.0	-	2.0	-
в том числе:								
на территории своего субъекта	4162.0	4099.0	63.0	33.0	28.0	-	2.0	-
на территории другого субъекта	1.0	1.0	-	-	-	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Городское население, занятое в экономике	3170.0	3107.0	63.0	20.0	40.0	-	3.0	-
в том числе:								
на территории своего субъекта	3161.0	3098.0	63.0	20.0	40.0	-	3.0	-
на территории другого субъекта	-	-	-	-	-	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Сельское население, занятое в экономике	5283.0	5146.0	137.0	46.0	88.0	1.0	2.0	-
в том числе:								
на территории своего субъекта	5268.0	5132.0	136.0	46.0	88.0	1.0	1.0	-
на территории другого субъекта	8.0	8.0	-	-	-	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Иркутская область								
Городское и сельское население, занятое в экономике	1041054.0	982681.0	57956.0	17891.0	32787.0	3903.0	3375.0	417.0
в том числе:								
на территории своего субъекта	1025907.0	968722.0	56829.0	17555.0	32244.0	3804.0	3226.0	356.0
на территории другого субъекта	3262.0	2938.0	323.0	112.0	172.0	16.0	23.0	1.0
на территории других стран	252.0	208.0	44.0	15.0	25.0	-	4.0	-
Мужчины, занятые в экономике	525004.0	492234.0	32575.0	10921.0	17712.0	2133.0	1809.0	195.0
в том числе:								
на территории своего субъекта	515771.0	483766.0	31835.0	10679.0	17371.0	2071.0	1714.0	170.0
на территории другого субъекта	2653.0	2409.0	243.0	95.0	123.0	5.0	20.0	1.0
на территории других стран	166.0	130.0	36.0	11.0	21.0	-	4.0	-
Женщины, занятые в экономике	516050.0	490447.0	25381.0	6970.0	15075.0	1770.0	1566.0	222.0
в том числе:								
на территории своего субъекта	510136.0	484956.0	24994.0	6876.0	14873.0	1733.0	1512.0	186.0
на территории другого субъекта	609.0	529.0	80.0	17.0	49.0	11.0	3.0	-
на территории других стран	86.0	78.0	8.0	4.0	4.0	-	-	-
Городское население, занятое в экономике	876364.0	823375.0	52640.0	16267.0	30319.0	3359.0	2695.0	349.0
в том числе:								
на территории своего субъекта	864162.0	812230.0	51632.0	15965.0	29815.0	3264.0	2588.0	300.0
на территории другого субъекта	2629.0	2331.0	298.0	94.0	168.0	16.0	20.0	-
на территории других стран	243.0	199.0	44.0	15.0	25.0	-	4.0	-
Сельское население, занятое в экономике	164690.0	159306.0	5316.0	1624.0	2468.0	544.0	680.0	68.0
в том числе:								
на территории своего субъекта	161745.0	156492.0	5197.0	1590.0	2429.0	540.0	638.0	56.0
на территории другого субъекта	633.0	607.0	25.0	18.0	4.0	-	3.0	1.0
на территории других стран	9.0	9.0	-	-	-	-	-	-
Усть-Ордынский Бурятский автономный округ								
Сельское население, занятое в экономике	41434.0	40094.0	1278.0	401.0	537.0	25.0	315.0	62.0
в том числе:								
на территории своего субъекта	40876.0	39595.0	1231.0	397.0	527.0	24.0	283.0	50.0
на территории другого субъекта	242.0	231.0	10.0	3.0	4.0	-	3.0	1.0
на территории других стран	1.0	1.0	-	-	-	-	-	-
Мужчины, занятые в экономике	20729.0	19982.0	724.0	231.0	307.0	15.0	171.0	23.0
в том числе:								
на территории своего субъекта	20371.0	19653.0	700.0	229.0	302.0	14.0	155.0	18.0
на территории другого субъекта	200.0	192.0	7.0	2.0	2.0	-	3.0	1.0
на территории других стран	1.0	1.0	-	-	-	-	-	-
Женщины, занятые в экономике	20705.0	20112.0	554.0	170.0	230.0	10.0	144.0	39.0
в том числе:								
на территории своего субъекта	20505.0	19942.0	531.0	168.0	225.0	10.0	128.0	32.0
на территории другого субъекта	42.0	39.0	3.0	1.0	2.0	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Кемеровская область								
Городское и сельское население, занятое в экономике	1200097.0	1149083.0	51014.0	17816.0	28749.0	2781.0	1668.0	-
в том числе:								
на территории своего субъекта	1193977.0	1143369.0	50608.0	17615.0	28595.0	2746.0	1652.0	-
на территории другого субъекта	3644.0	3388.0	256.0	130.0	93.0	28.0	5.0	-
на территории других стран	151.0	121.0	30.0	20.0	10.0	-	-	-
Мужчины, занятые в экономике	602814.0	574598.0	28216.0	10779.0	15026.0	1516.0	895.0	-
в том числе:								
на территории своего субъекта	598099.0	570185.0	27914.0	10633.0	14905.0	1497.0	879.0	-
на территории другого субъекта	3098.0	2916.0	182.0	91.0	74.0	12.0	5.0	-
на территории других стран	98.0	72.0	26.0	16.0	10.0	-	-	-
Женщины, занятые в экономике	597283.0	574485.0	22798.0	7037.0	13723.0	1265.0	773.0	-
в том числе:								
на территории своего субъекта	595878.0	573184.0	22694.0	6982.0	13690.0	1249.0	773.0	-
на территории другого субъекта	546.0	472.0	74.0	39.0	19.0	16.0	-	-
на территории других стран	53.0	49.0	4.0	4.0	-	-	-	-
Городское население, занятое в экономике	1073195.0	1025228.0	47967.0	16940.0	26997.0	2477.0	1553.0	-
в том числе:								
на территории своего субъекта	1068075.0	1020478.0	47597.0	16760.0	26851.0	2449.0	1537.0	-
на территории другого субъекта	2968.0	2739.0	229.0	109.0	87.0	28.0	5.0	-
на территории других стран	151.0	121.0	30.0	20.0	10.0	-	-	-
Сельское население, занятое в экономике	126902.0	123855.0	3047.0	876.0	1752.0	304.0	115.0	-
в том числе:								
на территории своего субъекта	125902.0	122891.0	3011.0	855.0	1744.0	297.0	115.0	-
на территории другого субъекта	676.0	649.0	27.0	21.0	6.0	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Новосибирская область								
Городское и сельское население, занятое в экономике	1159467.0	1091678.0	67788.0	22560.0	40370.0	3451.0	1407.0	1.0
в том числе:								
на территории своего субъекта	1150271.0	1083215.0	67055.0	22257.0	39971.0	3432.0	1395.0	1.0
на территории другого субъекта	6500.0	6023.0	477.0	226.0	233.0	12.0	6.0	-
на территории других стран	530.0	450.0	80.0	28.0	45.0	7.0	-	-
Мужчины, занятые в экономике	592167.0	551239.0	40928.0	14985.0	23168.0	1989.0	786.0	-
в том числе:								
на территории своего субъекта	584572.0	544193.0	40379.0	14750.0	22872.0	1977.0	780.0	-
на территории другого субъекта	5817.0	5422.0	395.0	175.0	202.0	12.0	6.0	-
на территории других стран	347.0	298.0	49.0	24.0	25.0	-	-	-
Женщины, занятые в экономике	567300.0	540439.0	26860.0	7575.0	17202.0	1462.0	621.0	1.0
в том числе:								
на территории своего субъекта	565699.0	539022.0	26676.0	7507.0	17099.0	1455.0	615.0	1.0
на территории другого субъекта	683.0	601.0	82.0	51.0	31.0	-	-	-
на территории других стран	183.0	152.0	31.0	4.0	20.0	7.0	-	-
Городское население, занятое в экономике	913208.0	854069.0	59138.0	20637.0	34927.0	2412.0	1162.0	1.0
в том числе:								
на территории своего субъекта	906360.0	847901.0	58458.0	20350.0	34553.0	2405.0	1150.0	1.0
на территории другого субъекта	4680.0	4233.0	447.0	218.0	223.0	-	6.0	-
на территории других стран	506.0	426.0	80.0	28.0	45.0	7.0	-	-
Сельское население, занятое в экономике	246259.0	237609.0	8650.0	1923.0	5443.0	1039.0	245.0	-
в том числе:								
на территории своего субъекта	243911.0	235314.0	8597.0	1907.0	5418.0	1027.0	245.0	-
на территории другого субъекта	1820.0	1790.0	30.0	8.0	10.0	12.0	-	-
на территории других стран	24.0	24.0	-	-	-	-	-	-
Омская область								
Городское и сельское население, занятое в экономике	827109.0	775879.0	51229.0	15915.0	30804.0	3326.0	1184.0	1.0
в том числе:								
на территории своего субъекта	805703.0	755257.0	50445.0	15706.0	30369.0	3215.0	1155.0	1.0
на территории другого субъекта	19435.0	18895.0	540.0	143.0	310.0	73.0	14.0	-
на территории других стран	574.0	487.0	87.0	35.0	52.0	-	-	-
Мужчины, занятые в экономике	423379.0	393096.0	30282.0	9964.0	17762.0	1909.0	647.0	1.0
в том числе:								
на территории своего субъекта	403944.0	374309.0	29634.0	9777.0	17419.0	1813.0	625.0	1.0
на территории другого субъекта	18040.0	17575.0	465.0	128.0	257.0	73.0	7.0	-
на территории других стран	371.0	304.0	67.0	35.0	32.0	-	-	-
Женщины, занятые в экономике	403730.0	382783.0	20947.0	5951.0	13042.0	1417.0	537.0	-
в том числе:								
на территории своего субъекта	401759.0	380948.0	20811.0	5929.0	12950.0	1402.0	530.0	-
на территории другого субъекта	1395.0	1320.0	75.0	15.0	53.0	-	7.0	-
на территории других стран	203.0	183.0	20.0	-	20.0	-	-	-
Городское население, занятое в экономике	610547.0	566978.0	43568.0	13976.0	26303.0	2336.0	953.0	1.0
в том числе:								
на территории своего субъекта	596651.0	553760.0	42890.0	13791.0	25938.0	2237.0	924.0	1.0
на территории другого субъекта	12342.0	11859.0	483.0	135.0	265.0	69.0	14.0	-
на территории других стран	492.0	430.0	62.0	23.0	39.0	-	-	-
Сельское население, занятое в экономике	216562.0	208901.0	7661.0	1939.0	4501.0	990.0	231.0	-
в том числе:								
на территории своего субъекта	209052.0	201497.0	7555.0	1915.0	4431.0	978.0	231.0	-
на территории другого субъекта	7093.0	7036.0	57.0	8.0	45.0	4.0	-	-
на территории других стран	82.0	57.0	25.0	12.0	13.0	-	-	-
Томская область								
Городское и сельское население, занятое в экономике	430823.0	404016.0	26807.0	8819.0	15338.0	1917.0	733.0	-
в том числе:								
на территории своего субъекта	427174.0	400609.0	26565.0	8735.0	15188.0	1911.0	731.0	-
на территории другого субъекта	2577.0	2398.0	179.0	65.0	112.0	-	2.0	-
на территории других стран	107.0	102.0	5.0	-	5.0	-	-	-
Мужчины, занятые в экономике	219316.0	203771.0	15545.0	5573.0	8493.0	1072.0	407.0	-
в том числе:								
на территории своего субъекта	216362.0	200986.0	15376.0	5514.0	8385.0	1072.0	405.0	-
на территории другого субъекта	2203.0	2074.0	129.0	48.0	79.0	-	2.0	-
на территории других стран	55.0	50.0	5.0	-	5.0	-	-	-
Женщины, занятые в экономике	211507.0	200245.0	11262.0	3246.0	6845.0	845.0	326.0	-
в том числе:								
на территории своего субъекта	210812.0	199623.0	11189.0	3221.0	6803.0	839.0	326.0	-
на территории другого субъекта	374.0	324.0	50.0	17.0	33.0	-	-	-
на территории других стран	52.0	52.0	-	-	-	-	-	-
Городское население, занятое в экономике	316193.0	294114.0	22079.0	7514.0	12530.0	1449.0	586.0	-
в том числе:								
на территории своего субъекта	313407.0	291541.0	21866.0	7436.0	12400.0	1444.0	586.0	-
на территории другого субъекта	1965.0	1804.0	161.0	59.0	102.0	-	-	-
на территории других стран	97.0	92.0	5.0	-	5.0	-	-	-
Сельское население, занятое в экономике	114630.0	109902.0	4728.0	1305.0	2808.0	468.0	147.0	-
в том числе:								
на территории своего субъекта	113767.0	109068.0	4699.0	1299.0	2788.0	467.0	145.0	-
на территории другого субъекта	612.0	594.0	18.0	6.0	10.0	-	2.0	-
на территории других стран	10.0	10.0	-	-	-	-	-	-
Читинская область								
Городское и сельское население, занятое в экономике	410344.0	388850.0	21337.0	5471.0	11517.0	2671.0	1678.0	157.0
в том числе:								
на территории своего субъекта	402102.0	381087.0	20884.0	5397.0	11287.0	2612.0	1588.0	131.0
на территории другого субъекта	2199.0	2118.0	81.0	21.0	48.0	-	12.0	-
на территории других стран	121.0	77.0	44.0	-	38.0	-	6.0	-
Мужчины, занятые в экономике	209821.0	197773.0	11963.0	3198.0	6165.0	1734.0	866.0	85.0
в том числе:								
на территории своего субъекта	204514.0	192747.0	11692.0	3143.0	6034.0	1694.0	821.0	75.0
на территории другого субъекта	1931.0	1866.0	65.0	19.0	34.0	-	12.0	-
на территории других стран	78.0	50.0	28.0	-	22.0	-	6.0	-
Женщины, занятые в экономике	200523.0	191077.0	9374.0	2273.0	5352.0	937.0	812.0	72.0
в том числе:								
на территории своего субъекта	197588.0	188340.0	9192.0	2254.0	5253.0	918.0	767.0	56.0
на территории другого субъекта	268.0	252.0	16.0	2.0	14.0	-	-	-
на территории других стран	43.0	27.0	16.0	-	16.0	-	-	-
Городское население, занятое в экономике	291177.0	275264.0	15814.0	4552.0	9005.0	1034.0	1223.0	99.0
в том числе:								
на территории своего субъекта	285552.0	270007.0	15472.0	4494.0	8810.0	1009.0	1159.0	73.0
на территории другого субъекта	1497.0	1428.0	69.0	20.0	42.0	-	7.0	-
на территории других стран	109.0	65.0	44.0	-	38.0	-	6.0	-
Сельское население, занятое в экономике	119167.0	113586.0	5523.0	919.0	2512.0	1637.0	455.0	58.0
в том числе:								
на территории своего субъекта	116550.0	111080.0	5412.0	903.0	2477.0	1603.0	429.0	58.0
на территории другого субъекта	702.0	690.0	12.0	1.0	6.0	-	5.0	-
на территории других стран	12.0	12.0	-	-	-	-	-	-
Агинский Бурятский автономный округ								
Городское и сельское население, занятое в экономике	20965.0	19996.0	966.0	249.0	682.0	11.0	24.0	3.0
в том числе:								
на территории своего субъекта	20623.0	19682.0	938.0	243.0	662.0	9.0	24.0	3.0
на территории другого субъекта	202.0	191.0	11.0	3.0	8.0	-	-	-
на территории других стран	5.0	2.0	3.0	-	3.0	-	-	-
Мужчины, занятые в экономике	10167.0	9665.0	499.0	130.0	351.0	7.0	11.0	3.0
в том числе:								
на территории своего субъекта	9937.0	9447.0	487.0	127.0	344.0	5.0	11.0	3.0
на территории другого субъекта	152.0	148.0	4.0	1.0	3.0	-	-	-
на территории других стран	2.0	2.0	-	-	-	-	-	-
Женщины, занятые в экономике	10798.0	10331.0	467.0	119.0	331.0	4.0	13.0	-
в том числе:								
на территории своего субъекта	10686.0	10235.0	451.0	116.0	318.0	4.0	13.0	-
на территории другого субъекта	50.0	43.0	7.0	2.0	5.0	-	-	-
на территории других стран	3.0	-	3.0	-	3.0	-	-	-
Городское население, занятое в экономике	8645.0	8107.0	538.0	152.0	370.0	4.0	12.0	-
в том числе:								
на территории своего субъекта	8468.0	7946.0	522.0	149.0	357.0	4.0	12.0	-
на территории другого субъекта	109.0	101.0	8.0	2.0	6.0	-	-	-
на территории других стран	5.0	2.0	3.0	-	3.0	-	-	-
Сельское население, занятое в экономике	12320.0	11889.0	428.0	97.0	312.0	7.0	12.0	3.0
в том числе:								
на территории своего субъекта	12155.0	11736.0	416.0	94.0	305.0	5.0	12.0	3.0
на территории другого субъекта	93.0	90.0	3.0	1.0	2.0	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Дальневосточный федеральный округ								
Городское и сельское население, занятое в экономике	2869370.0	2729196.0	139084.0	45809.0	79087.0	8840.0	5348.0	1090.0
в том числе:								
на территории своего субъекта	2816587.0	2679160.0	136443.0	45195.0	77544.0	8527.0	5177.0	984.0
на территории другого субъекта	11762.0	11214.0	547.0	204.0	287.0	41.0	15.0	1.0
на территории других стран	2486.0	2234.0	248.0	49.0	183.0	16.0	-	4.0
Мужчины, занятые в экономике	1479476.0	1396968.0	81954.0	28409.0	45277.0	5252.0	3016.0	554.0
в том числе:								
на территории своего субъекта	1446101.0	1365448.0	80152.0	27929.0	44274.0	5053.0	2896.0	501.0
на территории другого субъекта	9678.0	9247.0	430.0	166.0	235.0	21.0	8.0	1.0
на территории других стран	1490.0	1344.0	146.0	41.0	89.0	16.0	-	-
Женщины, занятые в экономике	1389894.0	1332228.0	57130.0	17400.0	33810.0	3588.0	2332.0	536.0
в том числе:								
на территории своего субъекта	1370486.0	1313712.0	56291.0	17266.0	33270.0	3474.0	2281.0	483.0
на территории другого субъекта	2084.0	1967.0	117.0	38.0	52.0	20.0	7.0	-
на территории других стран	996.0	890.0	102.0	8.0	94.0	-	-	4.0
Городское население, занятое в экономике	2302843.0	2181892.0	120044.0	40422.0	68773.0	6631.0	4218.0	907.0
в том числе:								
на территории своего субъекта	2260561.0	2141920.0	117825.0	39863.0	67476.0	6419.0	4067.0	816.0
на территории другого субъекта	9494.0	8978.0	515.0	192.0	268.0	41.0	14.0	1.0
на территории других стран	2363.0	2124.0	235.0	49.0	170.0	16.0	-	4.0
Сельское население, занятое в экономике	566527.0	547304.0	19040.0	5387.0	10314.0	2209.0	1130.0	183.0
в том числе:								
на территории своего субъекта	556026.0	537240.0	18618.0	5332.0	10068.0	2108.0	1110.0	168.0
на территории другого субъекта	2268.0	2236.0	32.0	12.0	19.0	-	1.0	-
на территории других стран	123.0	110.0	13.0	-	13.0	-	-	-
Республика Саха (Якутия)								
Городское и сельское население, занятое в экономике	418585.0	397934.0	20549.0	5650.0	12078.0	1884.0	937.0	102.0
в том числе:								
на территории своего субъекта	412539.0	392313.0	20138.0	5564.0	11834.0	1837.0	903.0	88.0
на территории другого субъекта	906.0	837.0	68.0	39.0	24.0	-	5.0	1.0
на территории других стран	84.0	75.0	9.0	4.0	5.0	-	-	-
Мужчины, занятые в экономике	211939.0	198299.0	13589.0	3690.0	7980.0	1320.0	599.0	51.0
в том числе:								
на территории своего субъекта	208415.0	195084.0	13288.0	3628.0	7800.0	1281.0	579.0	43.0
на территории другого субъекта	837.0	781.0	55.0	26.0	24.0	-	5.0	1.0
на территории других стран	62.0	54.0	8.0	4.0	4.0	-	-	-
Женщины, занятые в экономике	206646.0	199635.0	6960.0	1960.0	4098.0	564.0	338.0	51.0
в том числе:								
на территории своего субъекта	204124.0	197229.0	6850.0	1936.0	4034.0	556.0	324.0	45.0
на территории другого субъекта	69.0	56.0	13.0	13.0	-	-	-	-
на территории других стран	22.0	21.0	1.0	-	1.0	-	-	-
Городское население, занятое в экономике	298377.0	283718.0	14581.0	4588.0	8782.0	621.0	590.0	78.0
в том числе:								
на территории своего субъекта	294042.0	279665.0	14312.0	4513.0	8635.0	603.0	561.0	65.0
на территории другого субъекта	866.0	797.0	68.0	39.0	24.0	-	5.0	1.0
на территории других стран	79.0	70.0	9.0	4.0	5.0	-	-	-
Сельское население, занятое в экономике	120208.0	114216.0	5968.0	1062.0	3296.0	1263.0	347.0	24.0
в том числе:								
на территории своего субъекта	118497.0	112648.0	5826.0	1051.0	3199.0	1234.0	342.0	23.0
на территории другого субъекта	40.0	40.0	-	-	-	-	-	-
на территории других стран	5.0	5.0	-	-	-	-	-	-
Приморский край								
Городское и сельское население, занятое в экономике	868386.0	826259.0	41754.0	13588.0	23589.0	2782.0	1795.0	373.0
в том числе:								
на территории своего субъекта	850072.0	808896.0	40840.0	13420.0	23062.0	2640.0	1718.0	336.0
на территории другого субъекта	2569.0	2465.0	104.0	22.0	65.0	16.0	1.0	-
на территории других стран	1054.0	922.0	128.0	27.0	91.0	10.0	-	4.0
Мужчины, занятые в экономике	450969.0	426735.0	24041.0	8454.0	12959.0	1626.0	1002.0	193.0
в том числе:								
на территории своего субъекта	439447.0	415874.0	23400.0	8315.0	12623.0	1527.0	935.0	173.0
на территории другого субъекта	2264.0	2181.0	83.0	20.0	52.0	10.0	1.0	-
на территории других стран	730.0	647.0	83.0	19.0	54.0	10.0	-	-
Женщины, занятые в экономике	417417.0	399524.0	17713.0	5134.0	10630.0	1156.0	793.0	180.0
в том числе:								
на территории своего субъекта	410625.0	393022.0	17440.0	5105.0	10439.0	1113.0	783.0	163.0
на территории другого субъекта	305.0	284.0	21.0	2.0	13.0	6.0	-	-
на территории других стран	324.0	275.0	45.0	8.0	37.0	-	-	4.0
Городское население, занятое в экономике	719437.0	682436.0	36663.0	12103.0	20694.0	2319.0	1547.0	338.0
в том числе:								
на территории своего субъекта	703343.0	667134.0	35903.0	11947.0	20243.0	2235.0	1478.0	306.0
на территории другого субъекта	2198.0	2098.0	100.0	20.0	63.0	16.0	1.0	-
на территории других стран	983.0	864.0	115.0	27.0	78.0	10.0	-	4.0
Сельское население, занятое в экономике	148949.0	143823.0	5091.0	1485.0	2895.0	463.0	248.0	35.0
в том числе:								
на территории своего субъекта	146729.0	141762.0	4937.0	1473.0	2819.0	405.0	240.0	30.0
на территории другого субъекта	371.0	367.0	4.0	2.0	2.0	-	-	-
на территории других стран	71.0	58.0	13.0	-	13.0	-	-	-
Хабаровский край								
Городское и сельское население, занятое в экономике	629433.0	597360.0	31776.0	10489.0	17621.0	2204.0	1462.0	297.0
в том числе:								
на территории своего субъекта	618640.0	587139.0	31236.0	10337.0	17320.0	2141.0	1438.0	265.0
на территории другого субъекта	2120.0	1951.0	169.0	82.0	67.0	16.0	4.0	-
на территории других стран	716.0	661.0	55.0	11.0	44.0	-	-	-
Мужчины, занятые в экономике	320635.0	302566.0	17919.0	6438.0	9585.0	1147.0	749.0	150.0
в том числе:								
на территории своего субъекта	313865.0	296177.0	17553.0	6313.0	9387.0	1118.0	735.0	135.0
на территории другого субъекта	1812.0	1670.0	142.0	70.0	62.0	10.0	-	-
на территории других стран	252.0	223.0	29.0	11.0	18.0	-	-	-
Женщины, занятые в экономике	308798.0	294794.0	13857.0	4051.0	8036.0	1057.0	713.0	147.0
в том числе:								
на территории своего субъекта	304775.0	290962.0	13683.0	4024.0	7933.0	1023.0	703.0	130.0
на территории другого субъекта	308.0	281.0	27.0	12.0	5.0	6.0	4.0	-
на территории других стран	464.0	438.0	26.0	-	26.0	-	-	-
Городское население, занятое в экономике	524468.0	494562.0	29666.0	9693.0	16664.0	2080.0	1229.0	240.0
в том числе:								
на территории своего субъекта	517067.0	487668.0	29184.0	9547.0	16396.0	2030.0	1211.0	215.0
на территории другого субъекта	1865.0	1705.0	160.0	78.0	62.0	16.0	4.0	-
на территории других стран	686.0	631.0	55.0	11.0	44.0	-	-	-
Сельское население, занятое в экономике	104965.0	102798.0	2110.0	796.0	957.0	124.0	233.0	57.0
в том числе:								
на территории своего субъекта	101573.0	99471.0	2052.0	790.0	924.0	111.0	227.0	50.0
на территории другого субъекта	255.0	246.0	9.0	4.0	5.0	-	-	-
на территории других стран	30.0	30.0	-	-	-	-	-	-
Амурская область								
Городское и сельское население, занятое в экономике	363927.0	344846.0	18973.0	5860.0	11461.0	1011.0	641.0	108.0
в том числе:								
на территории своего субъекта	357797.0	339069.0	18628.0	5767.0	11257.0	980.0	624.0	100.0
на территории другого субъекта	1967.0	1862.0	105.0	27.0	70.0	8.0	-	-
на территории других стран	120.0	95.0	25.0	4.0	16.0	5.0	-	-
Мужчины, занятые в экономике	189547.0	178738.0	10758.0	3478.0	6348.0	579.0	353.0	51.0
в том числе:								
на территории своего субъекта	185558.0	174963.0	10544.0	3409.0	6226.0	563.0	346.0	51.0
на территории другого субъекта	1702.0	1631.0	71.0	23.0	48.0	-	-	-
на территории других стран	71.0	57.0	14.0	4.0	5.0	5.0	-	-
Женщины, занятые в экономике	174380.0	166108.0	8215.0	2382.0	5113.0	432.0	288.0	57.0
в том числе:								
на территории своего субъекта	172239.0	164106.0	8084.0	2358.0	5031.0	417.0	278.0	49.0
на территории другого субъекта	265.0	231.0	34.0	4.0	22.0	8.0	-	-
на территории других стран	49.0	38.0	11.0	-	11.0	-	-	-
Городское население, занятое в экономике	259736.0	244214.0	15457.0	4801.0	9535.0	730.0	391.0	65.0
в том числе:								
на территории своего субъекта	255031.0	239816.0	15158.0	4728.0	9357.0	699.0	374.0	57.0
на территории другого субъекта	1314.0	1223.0	91.0	23.0	60.0	8.0	-	-
на территории других стран	120.0	95.0	25.0	4.0	16.0	5.0	-	-
Сельское население, занятое в экономике	104191.0	100632.0	3516.0	1059.0	1926.0	281.0	250.0	43.0
в том числе:								
на территории своего субъекта	102766.0	99253.0	3470.0	1039.0	1900.0	281.0	250.0	43.0
на территории другого субъекта	653.0	639.0	14.0	4.0	10.0	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Камчатская область								
Городское и сельское население, занятое в экономике	158126.0	151114.0	6977.0	2902.0	3773.0	238.0	64.0	35.0
в том числе:								
на территории своего субъекта	156074.0	149126.0	6914.0	2873.0	3742.0	235.0	64.0	34.0
на территории другого субъекта	111.0	98.0	13.0	7.0	6.0	-	-	-
на территории других стран	17.0	14.0	3.0	1.0	1.0	1.0	-	-
Мужчины, занятые в экономике	83749.0	79251.0	4474.0	1891.0	2375.0	166.0	42.0	24.0
в том числе:								
на территории своего субъекта	82399.0	77948.0	4428.0	1868.0	2353.0	165.0	42.0	23.0
на территории другого субъекта	88.0	78.0	10.0	6.0	4.0	-	-	-
на территории других стран	17.0	14.0	3.0	1.0	1.0	1.0	-	-
Женщины, занятые в экономике	74377.0	71863.0	2503.0	1011.0	1398.0	72.0	22.0	11.0
в том числе:								
на территории своего субъекта	73675.0	71178.0	2486.0	1005.0	1389.0	70.0	22.0	11.0
на территории другого субъекта	23.0	20.0	3.0	1.0	2.0	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Городское население, занятое в экономике	130873.0	124758.0	6085.0	2543.0	3294.0	197.0	51.0	30.0
в том числе:								
