3. ЖЕНЩИНЫ, ЗАНЯТЫЕ В ЭКОНОМИКЕ, ПО ВОЗРАСТНЫМ ГРУППАМ И ЧИСЛУ РОЖДЕННЫХ ДЕТЕЙ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
	Всего	Женщины, указавшие число рожденных детей	из них женщины с числом рожденных детей								Общее число рожденных детей	Среднее число рожденных детей (на 1000 женщин)	Женщины, не указавшие число рожденных детей
20 – 24	4607.0	4606.0	2516.0	1739.0	326.0	20.0	4.0	1.0	-	-	2472.0	537.0	1.0
25 – 29	7550.0	7548.0	1602.0	3429.0	2049.0	388.0	61.0	11.0	-	8.0	9052.0	1199.0	2.0
30 – 34	8096.0	8093.0	738.0	2640.0	3153.0	1189.0	277.0	76.0	8.0	12.0	14148.0	1748.0	3.0
35 – 39	7947.0	7944.0	389.0	1833.0	3075.0	1741.0	615.0	195.0	63.0	33.0	17265.0	2173.0	3.0
40 – 44	7260.0	7259.0	244.0	1200.0	2715.0	1722.0	816.0	361.0	119.0	82.0	18213.0	2509.0	1.0
45 – 49	5446.0	5444.0	184.0	817.0	1852.0	1228.0	629.0	429.0	191.0	114.0	14896.0	2736.0	2.0
50 – 54	3223.0	3222.0	101.0	551.0	1222.0	634.0	322.0	228.0	107.0	57.0	8410.0	2610.0	1.0
55 – 59	1187.0	1187.0	44.0	192.0	439.0	218.0	119.0	87.0	51.0	37.0	3242.0	2731.0	-
60 – 64	748.0	748.0	31.0	137.0	302.0	126.0	65.0	45.0	19.0	23.0	1919.0	2566.0	-
65 – 69	236.0	236.0	9.0	51.0	112.0	38.0	9.0	9.0	3.0	5.0	532.0	2254.0	-
70 и более	73.0	73.0	2.0	17.0	38.0	11.0	3.0	-	-	2.0	155.0	2123.0	-
Городские населенные пункты													
Женщины в возрасте 15 лет и более	28742.0	28733.0	4340.0	8873.0	10303.0	3612.0	1027.0	365.0	123.0	90.0	47690.0	1660.0	9.0
в том числе в возрасте, лет:													
15 – 17	68.0	68.0	62.0	5.0	1.0	-	-	-	-	-	7.0	103.0	-
18 – 19	393.0	391.0	353.0	36.0	2.0	-	-	-	-	-	40.0	102.0	2.0
20 – 24	2860.0	2860.0	1672.0	1033.0	147.0	7.0	1.0	-	-	-	1352.0	473.0	-
25 – 29	4558.0	4556.0	1055.0	2250.0	1087.0	142.0	18.0	1.0	-	3.0	4949.0	1086.0	2.0
30 – 34	4925.0	4924.0	506.0	1868.0	1913.0	525.0	89.0	17.0	1.0	5.0	7761.0	1576.0	1.0
35 – 39	4737.0	4734.0	257.0	1336.0	2073.0	780.0	196.0	58.0	21.0	13.0	9119.0	1926.0	3.0
40 – 44	4302.0	4301.0	162.0	909.0	1968.0	838.0	294.0	91.0	19.0	20.0	9267.0	2155.0	1.0
45 – 49	3266.0	3266.0	136.0	652.0	1404.0	689.0	225.0	104.0	35.0	21.0	7315.0	2240.0	-
50 – 54	2101.0	2101.0	74.0	448.0	979.0	389.0	121.0	55.0	23.0	12.0	4562.0	2171.0	-
55 – 59	762.0	762.0	28.0	165.0	347.0	122.0	46.0	25.0	19.0	10.0	1732.0	2273.0	-
60 – 64	522.0	522.0	25.0	109.0	252.0	83.0	32.0	11.0	5.0	5.0	1111.0	2128.0	-
65 – 69	189.0	189.0	8.0	45.0	99.0	29.0	4.0	3.0	-	1.0	368.0	1947.0	-
70 и более	59.0	59.0	2.0	17.0	31.0	8.0	1.0	-	-	-	107.0	1814.0	-
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	18298.0	18292.0	2118.0	3796.0	4984.0	3703.0	1893.0	1077.0	438.0	283.0	42685.0	2334.0	6.0
в том числе в возрасте, лет:													
15 – 17	33.0	33.0	30.0	3.0	-	-	-	-	-	-	3.0	91.0	-
18 – 19	173.0	173.0	153.0	19.0	1.0	-	-	-	-	-	21.0	121.0	-
20 – 24	1747.0	1746.0	844.0	706.0	179.0	13.0	3.0	1.0	-	-	1120.0	641.0	1.0
25 – 29	2992.0	2992.0	547.0	1179.0	962.0	246.0	43.0	10.0	-	5.0	4103.0	1371.0	-
30 – 34	3171.0	3169.0	232.0	772.0	1240.0	664.0	188.0	59.0	7.0	7.0	6387.0	2015.0	2.0
35 – 39	3210.0	3210.0	132.0	497.0	1002.0	961.0	419.0	137.0	42.0	20.0	8146.0	2538.0	-
40 – 44	2958.0	2958.0	82.0	291.0	747.0	884.0	522.0	270.0	100.0	62.0	8946.0	3024.0	-
45 – 49	2180.0	2178.0	48.0	165.0	448.0	539.0	404.0	325.0	156.0	93.0	7581.0	3481.0	2.0
50 – 54	1122.0	1121.0	27.0	103.0	243.0	245.0	201.0	173.0	84.0	45.0	3848.0	3433.0	1.0
55 – 59	425.0	425.0	16.0	27.0	92.0	96.0	73.0	62.0	32.0	27.0	1510.0	3553.0	-
60 – 64	226.0	226.0	6.0	28.0	50.0	43.0	33.0	34.0	14.0	18.0	808.0	3575.0	-
65 – 69	47.0	47.0	1.0	6.0	13.0	9.0	5.0	6.0	3.0	4.0	164.0	3489.0	-
70 и более	14.0	14.0	-	-	7.0	3.0	2.0	-	-	2.0	48.0	3429.0	-
Республика Хакасия													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	107082.0	106743.0	17117.0	33560.0	42972.0	10160.0	1823.0	700.0	199.0	212.0	163674.0	1533.0	339.0
в том числе в возрасте, лет:													
15 – 17	226.0	226.0	212.0	14.0	-	-	-	-	-	-	14.0	62.0	-
18 – 19	1756.0	1738.0	1608.0	126.0	4.0	-	-	-	-	-	134.0	77.0	18.0
20 – 24	11055.0	11021.0	7380.0	3254.0	341.0	26.0	8.0	-	8.0	4.0	4122.0	374.0	34.0
25 – 29	14180.0	14156.0	3955.0	7627.0	2395.0	131.0	16.0	8.0	4.0	20.0	13094.0	925.0	24.0
30 – 34	12213.0	12184.0	1194.0	5775.0	4399.0	662.0	101.0	29.0	12.0	12.0	17264.0	1417.0	29.0
35 – 39	13359.0	13314.0	649.0	4248.0	6851.0	1177.0	241.0	96.0	16.0	36.0	23285.0	1749.0	45.0
40 – 44	18245.0	18171.0	653.0	4339.0	9893.0	2631.0	406.0	154.0	63.0	32.0	35030.0	1928.0	74.0
45 – 49	17943.0	17885.0	676.0	3707.0	9549.0	2962.0	592.0	279.0	64.0	56.0	36322.0	2031.0	58.0
50 – 54	13278.0	13236.0	568.0	3109.0	7098.0	1929.0	346.0	118.0	32.0	36.0	25582.0	1933.0	42.0
55 – 59	2858.0	2852.0	147.0	785.0	1469.0	362.0	61.0	16.0	-	12.0	5229.0	1833.0	6.0
60 – 64	1351.0	1347.0	35.0	387.0	712.0	190.0	23.0	-	-	-	2473.0	1836.0	4.0
65 – 69	479.0	474.0	23.0	162.0	203.0	69.0	13.0	-	-	4.0	855.0	1804.0	5.0
70 и более	139.0	139.0	17.0	27.0	58.0	21.0	16.0	-	-	-	270.0	1942.0	-
Городские населенные пункты													
Женщины в возрасте 15 лет и более	83302.0	83253.0	14338.0	28153.0	33255.0	6188.0	846.0	253.0	96.0	124.0	119396.0	1434.0	49.0
в том числе в возрасте, лет:													
15 – 17	174.0	174.0	163.0	11.0	-	-	-	-	-	-	11.0	63.0	-
18 – 19	1398.0	1394.0	1313.0	77.0	4.0	-	-	-	-	-	85.0	61.0	4.0
20 – 24	8836.0	8827.0	6197.0	2438.0	172.0	4.0	8.0	-	4.0	4.0	2878.0	326.0	9.0
25 – 29	11349.0	11349.0	3414.0	6251.0	1584.0	64.0	12.0	4.0	4.0	16.0	9831.0	866.0	-
30 – 34	9397.0	9393.0	1006.0	4867.0	3122.0	330.0	44.0	8.0	8.0	8.0	12421.0	1322.0	4.0
35 – 39	10077.0	10069.0	522.0	3666.0	5110.0	608.0	110.0	25.0	4.0	24.0	16479.0	1637.0	8.0
40 – 44	13753.0	13741.0	547.0	3751.0	7685.0	1510.0	164.0	48.0	20.0	16.0	24783.0	1804.0	12.0
45 – 49	13806.0	13802.0	527.0	3175.0	7786.0	1867.0	270.0	125.0	32.0	20.0	26405.0	1913.0	4.0
50 – 54	10516.0	10512.0	468.0	2678.0	5785.0	1325.0	177.0	35.0	24.0	20.0	19402.0	1846.0	4.0
55 – 59	2362.0	2362.0	117.0	717.0	1200.0	273.0	35.0	8.0	-	12.0	4212.0	1783.0	-
60 – 64	1138.0	1138.0	29.0	348.0	594.0	151.0	16.0	-	-	-	2053.0	1804.0	-
65 – 69	391.0	387.0	18.0	147.0	172.0	43.0	3.0	-	-	4.0	660.0	1705.0	4.0
70 и более	105.0	105.0	17.0	27.0	41.0	13.0	7.0	-	-	-	176.0	1676.0	-
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	23780.0	23490.0	2779.0	5407.0	9717.0	3972.0	977.0	447.0	103.0	88.0	44278.0	1885.0	290.0
в том числе в возрасте, лет:													
15 – 17	52.0	52.0	49.0	3.0	-	-	-	-	-	-	3.0	58.0	-
18 – 19	358.0	344.0	295.0	49.0	-	-	-	-	-	-	49.0	142.0	14.0
20 – 24	2219.0	2194.0	1183.0	816.0	169.0	22.0	-	-	4.0	-	1244.0	567.0	25.0
25 – 29	2831.0	2807.0	541.0	1376.0	811.0	67.0	4.0	4.0	-	4.0	3263.0	1162.0	24.0
30 – 34	2816.0	2791.0	188.0	908.0	1277.0	332.0	57.0	21.0	4.0	4.0	4843.0	1735.0	25.0
35 – 39	3282.0	3245.0	127.0	582.0	1741.0	569.0	131.0	71.0	12.0	12.0	6806.0	2097.0	37.0
40 – 44	4492.0	4430.0	106.0	588.0	2208.0	1121.0	242.0	106.0	43.0	16.0	10247.0	2313.0	62.0
45 – 49	4137.0	4083.0	149.0	532.0	1763.0	1095.0	322.0	154.0	32.0	36.0	9917.0	2429.0	54.0
50 – 54	2762.0	2724.0	100.0	431.0	1313.0	604.0	169.0	83.0	8.0	16.0	6180.0	2269.0	38.0
55 – 59	496.0	490.0	30.0	68.0	269.0	89.0	26.0	8.0	-	-	1017.0	2076.0	6.0
60 – 64	213.0	209.0	6.0	39.0	118.0	39.0	7.0	-	-	-	420.0	2010.0	4.0
65 – 69	88.0	87.0	5.0	15.0	31.0	26.0	10.0	-	-	-	195.0	2241.0	1.0
70 и более	34.0	34.0	-	-	17.0	8.0	9.0	-	-	-	94.0	2765.0	-
Алтайский край													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	498440.0	497968.0	82099.0	165048.0	200104.0	40976.0	6262.0	1993.0	655.0	831.0	733876.0	1474.0	472.0
в том числе в возрасте, лет:													
15 – 17	1114.0	1105.0	1060.0	45.0	-	-	-	-	-	-	45.0	41.0	9.0
18 – 19	8499.0	8479.0	7779.0	663.0	25.0	12.0	-	-	-	-	749.0	88.0	20.0
20 – 24	51099.0	50972.0	33828.0	15780.0	1287.0	39.0	17.0	-	8.0	13.0	18678.0	366.0	127.0
25 – 29	62818.0	62735.0	17636.0	35051.0	9265.0	597.0	90.0	9.0	9.0	78.0	56474.0	900.0	83.0
30 – 34	58775.0	58715.0	6840.0	30017.0	19414.0	2086.0	205.0	46.0	24.0	83.0	77039.0	1312.0	60.0
35 – 39	61554.0	61526.0	3696.0	21890.0	29845.0	5015.0	787.0	174.0	54.0	65.0	101484.0	1649.0	28.0
40 – 44	89086.0	89052.0	3942.0	22164.0	49618.0	10847.0	1611.0	521.0	173.0	176.0	165439.0	1858.0	34.0
45 – 49	84225.0	84167.0	3233.0	18712.0	46835.0	12158.0	1887.0	819.0	251.0	272.0	164195.0	1951.0	58.0
50 – 54	61415.0	61370.0	3004.0	14912.0	33346.0	8193.0	1437.0	286.0	93.0	99.0	114711.0	1869.0	45.0
55 – 59	12933.0	12929.0	675.0	3635.0	7014.0	1338.0	135.0	61.0	31.0	40.0	23024.0	1781.0	4.0
60 – 64	4997.0	4993.0	261.0	1571.0	2583.0	481.0	41.0	40.0	12.0	4.0	8656.0	1734.0	4.0
65 – 69	1476.0	1476.0	95.0	487.0	686.0	158.0	30.0	19.0	-	1.0	2555.0	1731.0	-
70 и более	449.0	449.0	50.0	121.0	186.0	52.0	22.0	18.0	-	-	827.0	1842.0	-
Городские населенные пункты													
Женщины в возрасте 15 лет и более	296850.0	296622.0	59833.0	113868.0	105960.0	14371.0	1591.0	453.0	145.0	401.0	381637.0	1287.0	228.0
в том числе в возрасте, лет:													
15 – 17	651.0	651.0	633.0	18.0	-	-	-	-	-	-	18.0	28.0	-
18 – 19	5292.0	5284.0	5042.0	229.0	9.0	4.0	-	-	-	-	259.0	49.0	8.0
20 – 24	32954.0	32895.0	24151.0	8314.0	383.0	17.0	9.0	-	8.0	13.0	9306.0	283.0	59.0
25 – 29	40017.0	39959.0	13711.0	22493.0	3554.0	122.0	21.0	-	4.0	54.0	30498.0	763.0	58.0
30 – 34	35785.0	35756.0	5286.0	21216.0	8594.0	556.0	42.0	12.0	4.0	46.0	40699.0	1138.0	29.0
35 – 39	35157.0	35149.0	2798.0	16031.0	14642.0	1417.0	161.0	55.0	4.0	41.0	50854.0	1447.0	8.0
40 – 44	49165.0	49148.0	2834.0	16048.0	26106.0	3625.0	336.0	87.0	29.0	83.0	81764.0	1664.0	17.0
45 – 49	46887.0	46858.0	2276.0	13660.0	25679.0	4408.0	528.0	164.0	68.0	75.0	82194.0	1754.0	29.0
50 – 54	36426.0	36406.0	2206.0	11038.0	19481.0	3130.0	400.0	78.0	16.0	57.0	61923.0	1701.0	20.0
55 – 59	8916.0	8916.0	551.0	2924.0	4671.0	667.0	46.0	21.0	8.0	28.0	14832.0	1664.0	-
60 – 64	4024.0	4024.0	230.0	1368.0	2083.0	289.0	27.0	19.0	4.0	4.0	6668.0	1657.0	-
65 – 69	1235.0	1235.0	75.0	447.0	596.0	103.0	5.0	9.0	-	-	2013.0	1630.0	-
70 и более	341.0	341.0	40.0	82.0	162.0	33.0	16.0	8.0	-	-	609.0	1786.0	-
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	201590.0	201346.0	22266.0	51180.0	94144.0	26605.0	4671.0	1540.0	510.0	430.0	352239.0	1749.0	244.0
в том числе в возрасте, лет:													
15 – 17	463.0	454.0	427.0	27.0	-	-	-	-	-	-	27.0	59.0	9.0
18 – 19	3207.0	3195.0	2737.0	434.0	16.0	8.0	-	-	-	-	490.0	153.0	12.0
20 – 24	18145.0	18077.0	9677.0	7466.0	904.0	22.0	8.0	-	-	-	9372.0	518.0	68.0
25 – 29	22801.0	22776.0	3925.0	12558.0	5711.0	475.0	69.0	9.0	5.0	24.0	25976.0	1140.0	25.0
30 – 34	22990.0	22959.0	1554.0	8801.0	10820.0	1530.0	163.0	34.0	20.0	37.0	36340.0	1583.0	31.0
35 – 39	26397.0	26377.0	898.0	5859.0	15203.0	3598.0	626.0	119.0	50.0	24.0	50630.0	1919.0	20.0
40 – 44	39921.0	39904.0	1108.0	6116.0	23512.0	7222.0	1275.0	434.0	144.0	93.0	83675.0	2097.0	17.0
45 – 49	37338.0	37309.0	957.0	5052.0	21156.0	7750.0	1359.0	655.0	183.0	197.0	82001.0	2198.0	29.0
50 – 54	24989.0	24964.0	798.0	3874.0	13865.0	5063.0	1037.0	208.0	77.0	42.0	52788.0	2115.0	25.0
55 – 59	4017.0	4013.0	124.0	711.0	2343.0	671.0	89.0	40.0	23.0	12.0	8192.0	2041.0	4.0
60 – 64	973.0	969.0	31.0	203.0	500.0	192.0	14.0	21.0	8.0	-	1988.0	2052.0	4.0
65 – 69	241.0	241.0	20.0	40.0	90.0	55.0	25.0	10.0	-	1.0	542.0	2249.0	-
70 и более	108.0	108.0	10.0	39.0	24.0	19.0	6.0	10.0	-	-	218.0	2019.0	-
Красноярский край													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	639945.0	636362.0	106118.0	216332.0	246693.0	51883.0	9206.0	3128.0	1250.0	1752.0	939364.0	1476.0	3583.0
в том числе в возрасте, лет:													
15 – 17	1816.0	1796.0	1722.0	74.0	-	-	-	-	-	-	74.0	41.0	20.0
18 – 19	11144.0	11030.0	10116.0	851.0	63.0	-	-	-	-	-	977.0	89.0	114.0
20 – 24	66259.0	65569.0	43179.0	19826.0	2274.0	162.0	40.0	4.0	50.0	34.0	25578.0	390.0	690.0
25 – 29	80964.0	80386.0	22561.0	43584.0	12631.0	1161.0	182.0	55.0	84.0	128.0	74913.0	932.0	578.0
30 – 34	74688.0	74394.0	8581.0	37620.0	24236.0	3117.0	527.0	119.0	41.0	153.0	99644.0	1339.0	294.0
35 – 39	81287.0	80914.0	4831.0	29201.0	37950.0	6908.0	1268.0	400.0	162.0	194.0	135383.0	1673.0	373.0
40 – 44	105359.0	104858.0	4780.0	28055.0	55708.0	12574.0	2341.0	800.0	263.0	337.0	194838.0	1858.0	501.0
45 – 49	100942.0	100458.0	4393.0	24080.0	53350.0	14191.0	2580.0	1002.0	380.0	482.0	194806.0	1939.0	484.0
50 – 54	75935.0	75594.0	3666.0	19941.0	39814.0	9719.0	1496.0	487.0	199.0	272.0	140455.0	1858.0	341.0
55 – 59	22337.0	22226.0	1220.0	6832.0	11425.0	2176.0	341.0	115.0	39.0	78.0	39049.0	1757.0	111.0
60 – 64	13233.0	13180.0	702.0	4311.0	6568.0	1196.0	263.0	82.0	15.0	43.0	22927.0	1740.0	53.0
65 – 69	4585.0	4567.0	285.0	1542.0	2084.0	487.0	110.0	31.0	8.0	20.0	8009.0	1754.0	18.0
70 и более	1396.0	1390.0	82.0	415.0	590.0	192.0	58.0	33.0	9.0	11.0	2711.0	1950.0	6.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	522582.0	521069.0	93939.0	190573.0	196171.0	32545.0	4685.0	1467.0	607.0	1082.0	718928.0	1380.0	1513.0
в том числе в возрасте, лет:													
15 – 17	1368.0	1357.0	1307.0	50.0	-	-	-	-	-	-	50.0	37.0	11.0
18 – 19	9124.0	9044.0	8500.0	519.0	25.0	-	-	-	-	-	569.0	63.0	80.0
20 – 24	55542.0	55111.0	38003.0	15604.0	1324.0	79.0	17.0	4.0	50.0	30.0	19087.0	346.0	431.0
25 – 29	68088.0	67762.0	20687.0	37599.0	8621.0	557.0	95.0	29.0	75.0	99.0	58311.0	861.0	326.0
30 – 34	61437.0	61317.0	7839.0	33673.0	17791.0	1563.0	256.0	62.0	28.0	105.0	76320.0	1245.0	120.0
35 – 39	64925.0	64825.0	4339.0	26239.0	29330.0	4036.0	576.0	130.0	61.0	114.0	101242.0	1562.0	100.0
40 – 44	83549.0	83379.0	4123.0	25115.0	44685.0	7685.0	1092.0	377.0	108.0	194.0	145983.0	1751.0	170.0
45 – 49	80151.0	80054.0	3844.0	21507.0	43358.0	9170.0	1346.0	432.0	167.0	230.0	146166.0	1826.0	97.0
50 – 54	61963.0	61836.0	3210.0	17986.0	32885.0	6403.0	817.0	247.0	88.0	200.0	109518.0	1771.0	127.0
55 – 59	19289.0	19251.0	1128.0	6362.0	9852.0	1537.0	218.0	84.0	12.0	58.0	32516.0	1689.0	38.0
60 – 64	11810.0	11801.0	620.0	4092.0	5884.0	959.0	162.0	48.0	5.0	31.0	19894.0	1686.0	9.0
65 – 69	4119.0	4115.0	263.0	1446.0	1890.0	391.0	81.0	28.0	4.0	12.0	6991.0	1699.0	4.0
70 и более	1217.0	1217.0	76.0	381.0	526.0	165.0	25.0	26.0	9.0	9.0	2281.0	1874.0	-
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	117363.0	115293.0	12179.0	25759.0	50522.0	19338.0	4521.0	1661.0	643.0	670.0	220436.0	1912.0	2070.0
в том числе в возрасте, лет:													
15 – 17	448.0	439.0	415.0	24.0	-	-	-	-	-	-	24.0	55.0	9.0
18 – 19	2020.0	1986.0	1616.0	332.0	38.0	-	-	-	-	-	408.0	205.0	34.0
20 – 24	10717.0	10458.0	5176.0	4222.0	950.0	83.0	23.0	-	-	4.0	6491.0	621.0	259.0
25 – 29	12876.0	12624.0	1874.0	5985.0	4010.0	604.0	87.0	26.0	9.0	29.0	16602.0	1315.0	252.0
30 – 34	13251.0	13077.0	742.0	3947.0	6445.0	1554.0	271.0	57.0	13.0	48.0	23324.0	1784.0	174.0
35 – 39	16362.0	16089.0	492.0	2962.0	8620.0	2872.0	692.0	270.0	101.0	80.0	34141.0	2122.0	273.0
40 – 44	21810.0	21479.0	657.0	2940.0	11023.0	4889.0	1249.0	423.0	155.0	143.0	48855.0	2275.0	331.0
45 – 49	20791.0	20404.0	549.0	2573.0	9992.0	5021.0	1234.0	570.0	213.0	252.0	48640.0	2384.0	387.0
50 – 54	13972.0	13758.0	456.0	1955.0	6929.0	3316.0	679.0	240.0	111.0	72.0	30937.0	2249.0	214.0
55 – 59	3048.0	2975.0	92.0	470.0	1573.0	639.0	123.0	31.0	27.0	20.0	6533.0	2196.0	73.0
60 – 64	1423.0	1379.0	82.0	219.0	684.0	237.0	101.0	34.0	10.0	12.0	3033.0	2199.0	44.0
65 – 69	466.0	452.0	22.0	96.0	194.0	96.0	29.0	3.0	4.0	8.0	1018.0	2252.0	14.0
70 и более	179.0	173.0	6.0	34.0	64.0	27.0	33.0	7.0	-	2.0	430.0	2486.0	6.0
Таймырский (Долгано-Ненецкий) автономный округ													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	9923.0	9859.0	1378.0	3400.0	3600.0	973.0	273.0	113.0	47.0	75.0	16061.0	1629.0	64.0
в том числе в возрасте, лет:													
15 – 17	31.0	31.0	28.0	3.0	-	-	-	-	-	-	3.0	97.0	-
18 – 19	160.0	159.0	132.0	26.0	1.0	-	-	-	-	-	28.0	176.0	1.0
20 – 24	980.0	969.0	503.0	392.0	63.0	10.0	1.0	-	-	-	552.0	570.0	11.0
25 – 29	1308.0	1297.0	281.0	708.0	255.0	39.0	8.0	4.0	-	2.0	1404.0	1082.0	11.0
30 – 34	1204.0	1198.0	101.0	566.0	406.0	90.0	21.0	9.0	2.0	3.0	1812.0	1513.0	6.0
35 – 39	1249.0	1244.0	69.0	408.0	534.0	152.0	53.0	11.0	8.0	9.0	2323.0	1867.0	5.0
40 – 44	1726.0	1718.0	102.0	464.0	775.0	234.0	76.0	29.0	15.0	23.0	3436.0	2000.0	8.0
45 – 49	1602.0	1594.0	76.0	402.0	776.0	212.0	59.0	35.0	14.0	20.0	3244.0	2035.0	8.0
50 – 54	1104.0	1093.0	49.0	281.0	543.0	157.0	33.0	17.0	6.0	7.0	2146.0	1963.0	11.0
55 – 59	311.0	309.0	21.0	85.0	137.0	48.0	11.0	3.0	1.0	3.0	592.0	1916.0	2.0
60 – 64	170.0	169.0	13.0	43.0	78.0	19.0	8.0	2.0	1.0	5.0	343.0	2030.0	1.0
65 – 69	50.0	50.0	3.0	13.0	21.0	9.0	3.0	1.0	-	-	99.0	1980.0	-
70 и более	28.0	28.0	0.0	9.0	11.0	3.0	-	2.0	-	3.0	79.0	2821.0	-
Городские населенные пункты													
Женщины в возрасте 15 лет и более	7120.0	7058.0	1042.0	2666.0	2647.0	551.0	83.0	27.0	11.0	31.0	10393.0	1473.0	62.0
в том числе в возрасте, лет:													
15 – 17	20.0	20.0	19.0	1.0	-	-	-	-	-	-	1.0	50.0	-
18 – 19	122.0	121.0	104.0	17.0	-	-	-	-	-	-	17.0	140.0	1.0
20 – 24	675.0	664.0	381.0	263.0	17.0	3.0	-	-	-	-	306.0	461.0	11.0
25 – 29	951.0	940.0	213.0	550.0	164.0	11.0	-	-	-	2.0	928.0	987.0	11.0
30 – 34	847.0	841.0	70.0	453.0	282.0	28.0	3.0	1.0	2.0	2.0	1146.0	1363.0	6.0
35 – 39	831.0	827.0	51.0	317.0	380.0	66.0	6.0	1.0	1.0	5.0	1352.0	1635.0	4.0
40 – 44	1220.0	1212.0	80.0	373.0	586.0	133.0	25.0	7.0	2.0	6.0	2139.0	1765.0	8.0
45 – 49	1196.0	1188.0	62.0	335.0	609.0	144.0	20.0	7.0	5.0	6.0	2175.0	1831.0	8.0
50 – 54	837.0	827.0	37.0	235.0	416.0	110.0	18.0	6.0	1.0	4.0	1537.0	1859.0	10.0
55 – 59	220.0	218.0	16.0	66.0	96.0	32.0	4.0	2.0	-	2.0	395.0	1812.0	2.0
60 – 64	136.0	135.0	7.0	36.0	68.0	13.0	6.0	2.0	-	3.0	268.0	1985.0	1.0
65 – 69	42.0	42.0	2.0	12.0	18.0	9.0	1.0	-	-	-	79.0	1881.0	-
70 и более	23.0	23.0	-	8.0	11.0	2.0	-	1.0	-	1.0	50.0	2174.0	-
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	2803.0	2801.0	336.0	734.0	953.0	422.0	190.0	86.0	36.0	44.0	5668.0	2024.0	2.0
в том числе в возрасте, лет:													
15 – 17	11.0	11.0	9.0	2.0	-	-	-	-	-	-	2.0	182.0	-
18 – 19	38.0	38.0	28.0	9.0	1.0	-	-	-	-	-	11.0	289.0	-
20 – 24	305.0	305.0	122.0	129.0	46.0	7.0	1.0	-	-	-	246.0	807.0	-
25 – 29	357.0	357.0	68.0	158.0	91.0	28.0	8.0	4.0	-	-	476.0	1333.0	-
30 – 34	357.0	357.0	31.0	113.0	124.0	62.0	18.0	8.0	-	1.0	666.0	1866.0	-
35 – 39	418.0	417.0	18.0	91.0	154.0	86.0	47.0	10.0	7.0	4.0	971.0	2329.0	1.0
40 – 44	506.0	506.0	22.0	91.0	189.0	101.0	51.0	22.0	13.0	17.0	1297.0	2563.0	-
45 – 49	406.0	406.0	14.0	67.0	167.0	68.0	39.0	28.0	9.0	14.0	1069.0	2633.0	-
50 – 54	267.0	266.0	12.0	46.0	127.0	47.0	15.0	11.0	5.0	3.0	609.0	2289.0	1.0
55 – 59	91.0	91.0	5.0	19.0	41.0	16.0	7.0	1.0	1.0	1.0	197.0	2165.0	-
60 – 64	34.0	34.0	6.0	7.0	10.0	6.0	2.0	-	1.0	2.0	75.0	2206.0	-
65 – 69	8.0	8.0	1.0	1.0	3.0	-	2.0	1.0	-	-	20.0	2500.0	-
70 и более	5.0	5.0	-	1.0	-	1.0	-	1.0	-	2.0	29.0	5800.0	-
Эвенкийский автономный округ													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	4228.0	4224.0	577.0	1125.0	1671.0	546.0	192.0	60.0	24.0	29.0	7546.0	1786.0	4.0
в том числе в возрасте, лет:													
15 – 17	24.0	24.0	22.0	2.0	-	-	-	-	-	-	2.0	83.0	-
18 – 19	81.0	80.0	71.0	9.0	-	-	-	-	-	-	9.0	113.0	1.0
20 – 24	425.0	425.0	231.0	158.0	30.0	3.0	1.0	-	1.0	1.0	244.0	574.0	-
25 – 29	502.0	502.0	96.0	257.0	122.0	22.0	2.0	2.0	1.0	-	591.0	1177.0	-
30 – 34	463.0	462.0	30.0	170.0	191.0	53.0	12.0	2.0	1.0	3.0	797.0	1725.0	1.0
35 – 39	553.0	553.0	32.0	140.0	250.0	87.0	32.0	6.0	2.0	4.0	1102.0	1993.0	-
40 – 44	683.0	683.0	35.0	137.0	326.0	105.0	50.0	22.0	2.0	6.0	1472.0	2155.0	-
45 – 49	706.0	706.0	20.0	101.0	368.0	134.0	51.0	12.0	11.0	9.0	1633.0	2313.0	-
50 – 54	473.0	471.0	20.0	95.0	229.0	85.0	28.0	8.0	3.0	3.0	1008.0	2140.0	2.0
55 – 59	152.0	152.0	11.0	25.0	75.0	24.0	10.0	4.0	1.0	2.0	330.0	2171.0	-
60 – 64	108.0	108.0	7.0	19.0	50.0	21.0	5.0	3.0	2.0	1.0	241.0	2231.0	-
65 – 69	48.0	48.0	1.0	10.0	24.0	11.0	1.0	1.0	-	-	100.0	2083.0	-
70 и более	10.0	10.0	1.0	2.0	6.0	1.0	-	-	-	-	17.0	1700.0	-
Городские населенные пункты													
