5. ЗАНЯТОЕ В ЭКОНОМИКЕ НАСЕЛЕНИЕ ПО ВОЗРАСТНЫМ ГРУППАМ И ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Всего		в том числе по положению в занятии					
трудоспособном	659460.0	621395.0	38057.0	13977.0	21717.0	1328.0	1035.0	8.0
старше трудоспособного	23462.0	22783.0	679.0	212.0	387.0	53.0	27.0	-
Женщины, занятые в экономике, в возрасте 15 лет и более	642153.0	613164.0	28983.0	8509.0	18377.0	1218.0	879.0	6.0
в том числе в возрасте, лет:								
15 – 19	13036.0	12634.0	402.0	60.0	299.0	28.0	15.0	-
20 – 29	148290.0	142689.0	5597.0	1403.0	3692.0	294.0	208.0	4.0
30 – 39	156579.0	147591.0	8988.0	2922.0	5504.0	303.0	259.0	-
40 – 49	206690.0	196862.0	9826.0	3054.0	6151.0	369.0	252.0	2.0
50 – 59	98333.0	94874.0	3459.0	940.0	2248.0	152.0	119.0	-
60 – 64	13240.0	12787.0	453.0	98.0	310.0	31.0	14.0	-
65 и более	5985.0	5727.0	258.0	32.0	173.0	41.0	12.0	-
Возраст не указан	135.0	129.0	6.0	1.0	4.0	-	1.0	-
Средний возраст	39.4	39.4	39.3	39.4	39.2	39.4	38.8	32.8
Из общей численности занятых - население в возрасте:								
трудоспособном	600445.0	572864.0	27575.0	8192.0	17445.0	1106.0	832.0	6.0
старше трудоспособного	41575.0	40177.0	1398.0	317.0	925.0	110.0	46.0	-
Городское население, занятое в экономике, в возрасте 15 лет и более	1066245.0	1006780.0	59452.0	20083.0	35559.0	2296.0	1514.0	13.0
в том числе в возрасте, лет:								
15 – 19	26424.0	25572.0	852.0	115.0	627.0	78.0	32.0	-
20 – 29	272025.0	259458.0	12561.0	3608.0	7988.0	580.0	385.0	6.0
30 – 39	262591.0	242440.0	20149.0	7498.0	11559.0	626.0	466.0	2.0
40 – 49	310035.0	291585.0	18446.0	6583.0	10816.0	626.0	421.0	4.0
50 – 59	157248.0	150976.0	6271.0	1987.0	3838.0	271.0	175.0	1.0
60 – 64	26055.0	25282.0	773.0	218.0	482.0	53.0	20.0	-
65 и более	11867.0	11467.0	400.0	74.0	249.0	62.0	15.0	-
Возраст не указан	282.0	264.0	17.0	4.0	11.0	-	2.0	1.0
Средний возраст	38.8	38.8	38.3	38.7	38.1	38.2	37.9	37.8
Из общей численности занятых - население в возрасте:								
трудоспособном	1008781.0	951118.0	57650.0	19632.0	34415.0	2140.0	1463.0	13.0
старше трудоспособного	57224.0	55448.0	1776.0	450.0	1126.0	150.0	50.0	-
Сельское население, занятое в экономике, в возрасте 15 лет и более	259123.0	250836.0	8286.0	2616.0	4935.0	308.0	427.0	1.0
в том числе в возрасте, лет:								
15 – 19	7003.0	6887.0	116.0	20.0	80.0	7.0	9.0	-
20 – 29	56982.0	55650.0	1332.0	307.0	859.0	70.0	96.0	-
30 – 39	62769.0	60369.0	2400.0	815.0	1401.0	74.0	110.0	-
40 – 49	88691.0	85595.0	3095.0	1067.0	1793.0	109.0	126.0	1.0
50 – 59	38913.0	37787.0	1126.0	357.0	663.0	38.0	68.0	-
60 – 64	3363.0	3229.0	134.0	37.0	85.0	5.0	7.0	-
65 и более	1402.0	1319.0	83.0	13.0	54.0	5.0	11.0	-
Возраст не указан	19.0	18.0	1.0	1.0	-	-	-	-
Средний возраст	39.1	39.1	40.3	41.0	40.1	39.2	39.7	41.5
Из общей численности занятых - население в возрасте:								
трудоспособном	251124.0	243141.0	7982.0	2537.0	4747.0	294.0	404.0	1.0
старше трудоспособного	7813.0	7512.0	301.0	79.0	186.0	13.0	23.0	-
Таймырский (Долгано-Ненецкий) автономный округ								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	19796.0	19291.0	505.0	183.0	280.0	28.0	14.0	-
в том числе в возрасте, лет:								
15 – 19	476.0	468.0	8.0	4.0	2.0	2.0	-	-
20 – 29	4797.0	4704.0	93.0	28.0	53.0	10.0	2.0	-
30 – 39	4948.0	4781.0	167.0	71.0	86.0	4.0	6.0	-
40 – 49	6303.0	6122.0	181.0	65.0	102.0	8.0	6.0	-
50 – 59	2833.0	2780.0	53.0	15.0	34.0	4.0	-	-
60 – 64	318.0	316.0	2.0	-	2.0	-	-	-
65 и более	121.0	120.0	1.0	-	1.0	-	-	-
Возраст не указан	8.0	8.0	-	-	-	-	-	-
Средний возраст	38.7	38.7	38.6	38.0	39.4	35.5	36.6	-
Из общей численности занятых - население в возрасте:								
трудоспособном	19030.0	18534.0	496.0	182.0	272.0	28.0	14.0	-
старше трудоспособного	750.0	742.0	8.0	1.0	7.0	-	-	-
Мужчины, занятые в экономике, в возрасте 15 лет и более	9817.0	9490.0	327.0	118.0	184.0	18.0	7.0	-
в том числе в возрасте, лет:								
15 – 19	284.0	280.0	4.0	1.0	2.0	1.0	-	-
20 – 29	2492.0	2426.0	66.0	20.0	39.0	6.0	1.0	-
30 – 39	2478.0	2363.0	115.0	47.0	62.0	2.0	4.0	-
40 – 49	2955.0	2850.0	105.0	40.0	58.0	5.0	2.0	-
50 – 59	1417.0	1382.0	35.0	10.0	21.0	4.0	-	-
60 – 64	148.0	147.0	1.0	-	1.0	-	-	-
65 и более	43.0	42.0	1.0	-	1.0	-	-	-
Возраст не указан	1.0	1.0	-	-	-	-	-	-
Средний возраст	38.3	38.3	38.1	38.1	38.4	36.6	35.5	-
Из общей численности занятых - население в возрасте:								
трудоспособном	9617.0	9293.0	324.0	118.0	181.0	18.0	7.0	-
старше трудоспособного	191.0	189.0	2.0	-	2.0	-	-	-
Женщины, занятые в экономике, в возрасте 15 лет и более	9979.0	9801.0	178.0	65.0	96.0	10.0	7.0	-
в том числе в возрасте, лет:								
15 – 19	192.0	188.0	4.0	3.0	-	1.0	-	-
20 – 29	2305.0	2278.0	27.0	8.0	14.0	4.0	1.0	-
30 – 39	2470.0	2418.0	52.0	24.0	24.0	2.0	2.0	-
40 – 49	3348.0	3272.0	76.0	25.0	44.0	3.0	4.0	-
50 – 59	1416.0	1398.0	18.0	5.0	13.0	-	-	-
60 – 64	170.0	169.0	1.0	-	1.0	-	-	-
65 и более	78.0	78.0	-	-	-	-	-	-
Возраст не указан	7.0	7.0	-	-	-	-	-	-
Средний возраст	39.2	39.1	39.5	37.7	41.4	33.7	37.8	-
Из общей численности занятых - население в возрасте:								
трудоспособном	9413.0	9241.0	172.0	64.0	91.0	10.0	7.0	-
старше трудоспособного	559.0	553.0	6.0	1.0	5.0	-	-	-
Городское население, занятое в экономике, в возрасте 15 лет и более	13987.0	13571.0	416.0	142.0	238.0	23.0	13.0	-
в том числе в возрасте, лет:								
15 – 19	303.0	296.0	7.0	4.0	1.0	2.0	-	-
20 – 29	3382.0	3307.0	75.0	19.0	44.0	10.0	2.0	-
30 – 39	3387.0	3248.0	139.0	56.0	73.0	4.0	6.0	-
40 – 49	4495.0	4344.0	151.0	50.0	91.0	5.0	5.0	-
50 – 59	2086.0	2044.0	42.0	13.0	27.0	2.0	-	-
60 – 64	240.0	239.0	1.0	-	1.0	-	-	-
65 и более	94.0	93.0	1.0	-	1.0	-	-	-
Возраст не указан	8.0	8.0	-	-	-	-	-	-
Средний возраст	39.0	39.0	38.6	38.2	39.5	32.5	36.3	-
Из общей численности занятых - население в возрасте:								
трудоспособном	13425.0	13016.0	409.0	141.0	232.0	23.0	13.0	-
старше трудоспособного	554.0	547.0	7.0	1.0	6.0	-	-	-
Сельское население, занятое в экономике, в возрасте 15 лет и более	5809.0	5720.0	89.0	41.0	42.0	5.0	1.0	-
в том числе в возрасте, лет:								
15 – 19	173.0	172.0	1.0	-	1.0	-	-	-
20 – 29	1415.0	1397.0	18.0	9.0	9.0	-	-	-
30 – 39	1561.0	1533.0	28.0	15.0	13.0	-	-	-
40 – 49	1808.0	1778.0	30.0	15.0	11.0	3.0	1.0	-
50 – 59	747.0	736.0	11.0	2.0	7.0	2.0	-	-
60 – 64	78.0	77.0	1.0	-	1.0	-	-	-
65 и более	27.0	27.0	-	-	-	-	-	-
Возраст не указан	-	-	-	-	-	-	-	-
Средний возраст	38.1	38.1	38.8	37.1	39.1	49.3	40.5	-
Из общей численности занятых - население в возрасте:								
трудоспособном	5605.0	5518.0	87.0	41.0	40.0	5.0	1.0	-
старше трудоспособного	196.0	195.0	1.0	-	1.0	-	-	-
Эвенкийский автономный округ								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	8552.0	8352.0	200.0	66.0	128.0	1.0	5.0	-
в том числе в возрасте, лет:								
15 – 19	200.0	198.0	2.0	-	2.0	-	-	-
20 – 29	1944.0	1916.0	28.0	5.0	21.0	1.0	1.0	-
30 – 39	2005.0	1946.0	59.0	18.0	40.0	-	1.0	-
40 – 49	2822.0	2740.0	82.0	30.0	50.0	-	2.0	-
50 – 59	1288.0	1263.0	25.0	12.0	12.0	-	1.0	-
60 – 64	201.0	197.0	4.0	1.0	3.0	-	-	-
65 и более	92.0	92.0	-	-	-	-	-	-
Возраст не указан	5.0	5.0	-	-	-	-	-	-
Средний возраст	39.6	39.6	40.7	42.9	39.6	27.5	40.9	-
Из общей численности занятых - население в возрасте:								
трудоспособном	8103.0	7911.0	192.0	63.0	123.0	1.0	5.0	-
старше трудоспособного	445.0	437.0	8.0	3.0	5.0	-	-	-
Мужчины, занятые в экономике, в возрасте 15 лет и более	4322.0	4185.0	137.0	33.0	100.0	1.0	3.0	-
в том числе в возрасте, лет:								
15 – 19	95.0	94.0	1.0	-	1.0	-	-	-
20 – 29	1016.0	993.0	23.0	4.0	17.0	1.0	1.0	-
30 – 39	988.0	949.0	39.0	9.0	30.0	-	-	-
40 – 49	1433.0	1378.0	55.0	14.0	40.0	-	1.0	-
50 – 59	663.0	646.0	17.0	6.0	10.0	-	1.0	-
60 – 64	93.0	91.0	2.0	-	2.0	-	-	-
65 и более	34.0	34.0	-	-	-	-	-	-
Возраст не указан	2.0	2.0	-	-	-	-	-	-
Средний возраст	39.4	39.4	40.0	41.5	39.6	27.5	40.5	-
Из общей численности занятых - население в возрасте:								
трудоспособном	4195.0	4060.0	135.0	33.0	98.0	1.0	3.0	-
старше трудоспособного	127.0	125.0	2.0	-	2.0	-	-	-
Женщины, занятые в экономике, в возрасте 15 лет и более	4230.0	4167.0	63.0	33.0	28.0	-	2.0	-
в том числе в возрасте, лет:								
15 – 19	105.0	104.0	1.0	-	1.0	-	-	-
20 – 29	928.0	923.0	5.0	1.0	4.0	-	-	-
30 – 39	1017.0	997.0	20.0	9.0	10.0	-	1.0	-
40 – 49	1389.0	1362.0	27.0	16.0	10.0	-	1.0	-
50 – 59	625.0	617.0	8.0	6.0	2.0	-	-	-
60 – 64	108.0	106.0	2.0	1.0	1.0	-	-	-
65 и более	58.0	58.0	-	-	-	-	-	-
Возраст не указан	3.0	3.0	-	-	-	-	-	-
Средний возраст	39.7	39.7	42.2	44.4	39.6	-	41.5	-
Из общей численности занятых - население в возрасте:								
трудоспособном	3908.0	3851.0	57.0	30.0	25.0	-	2.0	-
старше трудоспособного	318.0	312.0	6.0	3.0	3.0	-	-	-
Городское население, занятое в экономике, в возрасте 15 лет и более	3205.0	3142.0	63.0	20.0	40.0	-	3.0	-
в том числе в возрасте, лет:								
15 – 19	101.0	101.0	-	-	-	-	-	-
20 – 29	796.0	789.0	7.0	1.0	5.0	-	1.0	-
30 – 39	751.0	734.0	17.0	3.0	13.0	-	1.0	-
40 – 49	983.0	954.0	29.0	13.0	15.0	-	1.0	-
50 – 59	469.0	461.0	8.0	3.0	5.0	-	-	-
60 – 64	76.0	74.0	2.0	-	2.0	-	-	-
65 и более	29.0	29.0	-	-	-	-	-	-
Возраст не указан	5.0	5.0	-	-	-	-	-	-
Средний возраст	38.9	38.8	42.0	43.9	41.5	-	35.5	-
Из общей численности занятых - население в возрасте:								
трудоспособном	3038.0	2978.0	60.0	20.0	37.0	-	3.0	-
старше трудоспособного	164.0	161.0	3.0	-	3.0	-	-	-
Сельское население, занятое в экономике, в возрасте 15 лет и более	5347.0	5210.0	137.0	46.0	88.0	1.0	2.0	-
в том числе в возрасте, лет:								
15 – 19	99.0	97.0	2.0	-	2.0	-	-	-
20 – 29	1148.0	1127.0	21.0	4.0	16.0	1.0	-	-
30 – 39	1254.0	1212.0	42.0	15.0	27.0	-	-	-
40 – 49	1839.0	1786.0	53.0	17.0	35.0	-	1.0	-
50 – 59	819.0	802.0	17.0	9.0	7.0	-	1.0	-
60 – 64	125.0	123.0	2.0	1.0	1.0	-	-	-
65 и более	63.0	63.0	-	-	-	-	-	-
Возраст не указан	-	-	-	-	-	-	-	-
Средний возраст	40.0	40.0	40.1	42.5	38.7	27.5	49.0	-
Из общей численности занятых - население в возрасте:								
трудоспособном	5065.0	4933.0	132.0	43.0	86.0	1.0	2.0	-
старше трудоспособного	281.0	276.0	5.0	3.0	2.0	-	-	-
Иркутская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	1072821.0	1013894.0	58498.0	17968.0	33126.0	3997.0	3407.0	429.0
в том числе в возрасте, лет:								
15 – 19	26151.0	25114.0	1023.0	199.0	607.0	119.0	98.0	14.0
20 – 29	272629.0	259464.0	13059.0	3424.0	7835.0	979.0	821.0	106.0
30 – 39	264403.0	245912.0	18382.0	6405.0	9986.0	1063.0	928.0	109.0
40 – 49	317053.0	298998.0	17936.0	5835.0	9923.0	1121.0	1057.0	119.0
50 – 59	156978.0	150233.0	6686.0	1828.0	3907.0	537.0	414.0	59.0
60 – 64	23934.0	23035.0	889.0	204.0	543.0	85.0	57.0	10.0
65 и более	11673.0	11138.0	523.0	73.0	325.0	93.0	32.0	12.0
Возраст не указан	218.0	199.0	19.0	5.0	5.0	1.0	8.0	-
Средний возраст	38.7	38.8	38.4	38.6	38.3	38.8	38.4	39.0
Из общей численности занятых - население в возрасте:								
трудоспособном	1018331.0	961534.0	56399.0	17526.0	31846.0	3752.0	3275.0	398.0
старше трудоспособного	54145.0	52040.0	2075.0	439.0	1265.0	241.0	130.0	30.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	550792.0	517754.0	32838.0	10971.0	17872.0	2173.0	1822.0	200.0
в том числе в возрасте, лет:								
15 – 19	15626.0	15037.0	580.0	125.0	328.0	75.0	52.0	9.0
20 – 29	150733.0	143155.0	7522.0	2117.0	4416.0	561.0	428.0	56.0
30 – 39	136077.0	125193.0	10837.0	4045.0	5672.0	588.0	532.0	47.0
40 – 49	151190.0	141535.0	9605.0	3442.0	5029.0	594.0	540.0	50.0
50 – 59	78324.0	74701.0	3594.0	1073.0	2017.0	275.0	229.0	29.0
60 – 64	12678.0	12224.0	450.0	121.0	260.0	41.0	28.0	4.0
65 и более	6164.0	5909.0	250.0	48.0	150.0	39.0	13.0	5.0
Возраст не указан	113.0	102.0	11.0	4.0	3.0	-	4.0	-
Средний возраст	38.2	38.2	38.1	38.4	37.8	38.0	38.3	38.1
Из общей численности занятых - население в возрасте:								
трудоспособном	531726.0	499411.0	32124.0	10800.0	17455.0	2089.0	1780.0	191.0
старше трудоспособного	18842.0	18133.0	700.0	169.0	410.0	80.0	41.0	9.0
Женщины, занятые в экономике, в возрасте 15 лет и более	522029.0	496140.0	25660.0	6997.0	15254.0	1824.0	1585.0	229.0
в том числе в возрасте, лет:								
15 – 19	10525.0	10077.0	443.0	74.0	279.0	44.0	46.0	5.0
20 – 29	121896.0	116309.0	5537.0	1307.0	3419.0	418.0	393.0	50.0
30 – 39	128326.0	120719.0	7545.0	2360.0	4314.0	475.0	396.0	62.0
40 – 49	165863.0	157463.0	8331.0	2393.0	4894.0	527.0	517.0	69.0
50 – 59	78654.0	75532.0	3092.0	755.0	1890.0	262.0	185.0	30.0
60 – 64	11256.0	10811.0	439.0	83.0	283.0	44.0	29.0	6.0
65 и более	5509.0	5229.0	273.0	25.0	175.0	54.0	19.0	7.0
Возраст не указан	105.0	97.0	8.0	1.0	2.0	1.0	4.0	-
Средний возраст	39.3	39.3	38.9	38.9	38.9	39.6	38.4	39.9
Из общей численности занятых - население в возрасте:								
трудоспособном	486605.0	462123.0	24275.0	6726.0	14391.0	1663.0	1495.0	207.0
старше трудоспособного	35303.0	33907.0	1375.0	270.0	855.0	161.0	89.0	21.0
Городское население, занятое в экономике, в возрасте 15 лет и более	902872.0	849418.0	53095.0	16334.0	30597.0	3446.0	2718.0	359.0
в том числе в возрасте, лет:								
15 – 19	21587.0	20650.0	926.0	184.0	569.0	106.0	67.0	11.0
20 – 29	232795.0	220609.0	12097.0	3202.0	7364.0	852.0	679.0	89.0
30 – 39	221314.0	204340.0	16882.0	5897.0	9276.0	937.0	772.0	92.0
40 – 49	260866.0	244807.0	15964.0	5183.0	9036.0	925.0	820.0	95.0
50 – 59	133953.0	127916.0	5985.0	1627.0	3586.0	459.0	313.0	52.0
60 – 64	21747.0	20932.0	805.0	178.0	502.0	81.0	44.0	10.0
65 и более	10610.0	10164.0	436.0	63.0	264.0	86.0	23.0	10.0
Возраст не указан	203.0	184.0	19.0	5.0	5.0	1.0	8.0	-
Средний возраст	38.8	38.8	38.3	38.4	38.2	38.7	38.1	39.2
Из общей численности занятых - население в возрасте:								
трудоспособном	853589.0	802041.0	51216.0	15943.0	29442.0	3215.0	2616.0	332.0
старше трудоспособного	49040.0	47151.0	1862.0	389.0	1144.0	227.0	102.0	27.0
Сельское население, занятое в экономике, в возрасте 15 лет и более	169949.0	164476.0	5403.0	1634.0	2529.0	551.0	689.0	70.0
в том числе в возрасте, лет:								
15 – 19	4564.0	4464.0	97.0	15.0	38.0	13.0	31.0	3.0
20 – 29	39834.0	38855.0	962.0	222.0	471.0	127.0	142.0	17.0
30 – 39	43089.0	41572.0	1500.0	508.0	710.0	126.0	156.0	17.0
40 – 49	56187.0	54191.0	1972.0	652.0	887.0	196.0	237.0	24.0
50 – 59	23025.0	22317.0	701.0	201.0	321.0	78.0	101.0	7.0
60 – 64	2187.0	2103.0	84.0	26.0	41.0	4.0	13.0	-
65 и более	1063.0	974.0	87.0	10.0	61.0	7.0	9.0	2.0
Возраст не указан	15.0	15.0	-	-	-	-	-	-
Средний возраст	38.6	38.6	40.1	40.6	40.2	39.2	39.4	38.1
Из общей численности занятых - население в возрасте:								
трудоспособном	164742.0	159493.0	5183.0	1583.0	2404.0	537.0	659.0	66.0
старше трудоспособного	5105.0	4889.0	213.0	50.0	121.0	14.0	28.0	3.0
Усть-Ордынский Бурятский автономный округ								
Сельское население, занятое в экономике, в возрасте 15 лет и более	41703.0	40347.0	1292.0	401.0	542.0	26.0	323.0	64.0
в том числе в возрасте, лет:								
15 – 19	1028.0	1003.0	22.0	6.0	4.0	1.0	11.0	3.0
20 – 29	9500.0	9264.0	221.0	49.0	94.0	6.0	72.0	15.0
30 – 39	11392.0	10977.0	399.0	144.0	178.0	7.0	70.0	16.0
40 – 49	13539.0	13049.0	469.0	157.0	199.0	9.0	104.0	21.0
50 – 59	5424.0	5263.0	154.0	42.0	58.0	2.0	52.0	7.0
60 – 64	562.0	549.0	13.0	3.0	4.0	-	6.0	-
65 и более	258.0	242.0	14.0	-	5.0	1.0	8.0	2.0
Возраст не указан	2.0	2.0	-	-	-	-	-	-
Средний возраст	38.6	38.6	39.7	39.9	39.3	38.8	39.9	38.2
Из общей численности занятых - население в возрасте:								
трудоспособном	40333.0	39017.0	1256.0	396.0	530.0	25.0	305.0	60.0
старше трудоспособного	1335.0	1298.0	34.0	4.0	12.0	1.0	17.0	3.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	20871.0	20117.0	730.0	231.0	309.0	16.0	174.0	24.0
в том числе в возрасте, лет:								
15 – 19	672.0	654.0	16.0	5.0	3.0	1.0	7.0	2.0
20 – 29	4886.0	4755.0	125.0	29.0	56.0	5.0	35.0	6.0
30 – 39	5423.0	5191.0	228.0	80.0	107.0	6.0	35.0	4.0
40 – 49	6604.0	6346.0	250.0	88.0	107.0	1.0	54.0	8.0
50 – 59	2875.0	2773.0	99.0	28.0	33.0	2.0	36.0	3.0
60 – 64	278.0	272.0	6.0	1.0	1.0	-	4.0	-
65 и более	133.0	126.0	6.0	-	2.0	1.0	3.0	1.0
Возраст не указан	1.0	1.0	-	-	-	-	-	-
Средний возраст	38.5	38.4	39.5	39.9	38.7	36.4	40.5	38.2
Из общей численности занятых - население в возрасте:								
трудоспособном	20434.0	19694.0	717.0	229.0	306.0	15.0	167.0	23.0
старше трудоспособного	411.0	398.0	12.0	1.0	3.0	1.0	7.0	1.0
Женщины, занятые в экономике, в возрасте 15 лет и более	20832.0	20230.0	562.0	170.0	233.0	10.0	149.0	40.0
в том числе в возрасте, лет:								
15 – 19	356.0	349.0	6.0	1.0	1.0	-	4.0	1.0
20 – 29	4614.0	4509.0	96.0	20.0	38.0	1.0	37.0	9.0
30 – 39	5969.0	5786.0	171.0	64.0	71.0	1.0	35.0	12.0
40 – 49	6935.0	6703.0	219.0	69.0	92.0	8.0	50.0	13.0
50 – 59	2549.0	2490.0	55.0	14.0	25.0	-	16.0	4.0
60 – 64	284.0	277.0	7.0	2.0	3.0	-	2.0	-
65 и более	125.0	116.0	8.0	-	3.0	-	5.0	1.0
Возраст не указан	1.0	1.0	-	-	-	-	-	-
Средний возраст	38.7	38.7	39.9	40.0	40.1	42.6	39.2	38.3
Из общей численности занятых - население в возрасте:								
трудоспособном	19899.0	19323.0	539.0	167.0	224.0	10.0	138.0	37.0
старше трудоспособного	924.0	900.0	22.0	3.0	9.0	-	10.0	2.0
Кемеровская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	1228118.0	1176745.0	51373.0	17887.0	28973.0	2833.0	1680.0	-
в том числе в возрасте, лет:								
15 – 19	29254.0	28423.0	831.0	172.0	527.0	91.0	41.0	-
20 – 29	303456.0	292292.0	11164.0	3422.0	6618.0	727.0	397.0	-
30 – 39	289458.0	273146.0	16312.0	6436.0	8702.0	712.0	462.0	-
40 – 49	387679.0	370902.0	16777.0	5995.0	9396.0	853.0	533.0	-
50 – 59	184096.0	178716.0	5380.0	1654.0	3186.0	328.0	212.0	-
60 – 64	22995.0	22421.0	574.0	144.0	329.0	76.0	25.0	-
65 и более	11180.0	10845.0	335.0	64.0	215.0	46.0	10.0	-
Возраст не указан	38.0	37.0	1.0	1.0	-	-	-	-
Средний возраст	38.9	38.9	38.3	38.4	38.3	38.3	38.4	-
Из общей численности занятых - население в возрасте:								
трудоспособном	1172569.0	1122671.0	49898.0	17539.0	28083.0	2662.0	1614.0	-
старше трудоспособного	55154.0	53707.0	1447.0	346.0	873.0	164.0	64.0	-
Мужчины, занятые в экономике, в возрасте 15 лет и более	623853.0	595443.0	28410.0	10833.0	15130.0	1545.0	902.0	-
в том числе в возрасте, лет:								
15 – 19	16611.0	16148.0	463.0	88.0	294.0	50.0	31.0	-
20 – 29	166006.0	159429.0	6577.0	2132.0	3800.0	418.0	227.0	-
30 – 39	148756.0	139149.0	9607.0	4107.0	4825.0	419.0	256.0	-
40 – 49	186812.0	178136.0	8676.0	3457.0	4517.0	440.0	262.0	-
50 – 59	88432.0	85783.0	2649.0	918.0	1463.0	160.0	108.0	-
60 – 64	11667.0	11402.0	265.0	83.0	135.0	35.0	12.0	-
65 и более	5569.0	5396.0	173.0	48.0	96.0	23.0	6.0	-
Возраст не указан	21.0	20.0	1.0	1.0	-	-	-	-
Средний возраст	38.3	38.4	37.7	38.1	37.4	37.5	37.6	-
Из общей численности занятых - население в возрасте:								
трудоспособном	606335.0	578379.0	27956.0	10701.0	14888.0	1483.0	884.0	-
старше трудоспособного	17236.0	16798.0	438.0	131.0	231.0	58.0	18.0	-
Женщины, занятые в экономике, в возрасте 15 лет и более	604265.0	581302.0	22963.0	7054.0	13843.0	1288.0	778.0	-
в том числе в возрасте, лет:								
15 – 19	12643.0	12275.0	368.0	84.0	233.0	41.0	10.0	-
20 – 29	137450.0	132863.0	4587.0	1290.0	2818.0	309.0	170.0	-
30 – 39	140702.0	133997.0	6705.0	2329.0	3877.0	293.0	206.0	-
40 – 49	200867.0	192766.0	8101.0	2538.0	4879.0	413.0	271.0	-
50 – 59	95664.0	92933.0	2731.0	736.0	1723.0	168.0	104.0	-
60 – 64	11328.0	11019.0	309.0	61.0	194.0	41.0	13.0	-
65 и более	5611.0	5449.0	162.0	16.0	119.0	23.0	4.0	-
Возраст не указан	17.0	17.0	-	-	-	-	-	-
Средний возраст	39.5	39.5	39.1	38.8	39.2	39.2	39.2	-
Из общей численности занятых - население в возрасте:								
трудоспособном	566234.0	544292.0	21942.0	6838.0	13195.0	1179.0	730.0	-
старше трудоспособного	37918.0	36909.0	1009.0	215.0	642.0	106.0	46.0	-
Городское население, занятое в экономике, в возрасте 15 лет и более	1097982.0	1049682.0	48300.0	17002.0	27209.0	2526.0	1563.0	-
в том числе в возрасте, лет:								
15 – 19	25222.0	24467.0	755.0	164.0	477.0	79.0	35.0	-
20 – 29	272311.0	261744.0	10567.0	3297.0	6264.0	637.0	369.0	-
30 – 39	258897.0	243411.0	15486.0	6166.0	8253.0	636.0	431.0	-
40 – 49	343351.0	327706.0	15645.0	5641.0	8744.0	767.0	493.0	-
50 – 59	165739.0	160746.0	4993.0	1542.0	2958.0	292.0	201.0	-
60 – 64	21830.0	21286.0	544.0	137.0	310.0	72.0	25.0	-
65 и более	10632.0	10322.0	310.0	55.0	203.0	43.0	9.0	-
Возраст не указан	36.0	35.0	1.0	1.0	-	-	-	-
Средний возраст	39.0	39.0	38.2	38.3	38.2	38.4	38.5	-
Из общей численности занятых - население в возрасте:								
трудоспособном	1045525.0	998615.0	46910.0	16680.0	26366.0	2365.0	1499.0	-
старше трудоспособного	52165.0	50802.0	1363.0	321.0	826.0	154.0	62.0	-
Сельское население, занятое в экономике, в возрасте 15 лет и более	130136.0	127063.0	3073.0	885.0	1764.0	307.0	117.0	-
в том числе в возрасте, лет:								
15 – 19	4032.0	3956.0	76.0	8.0	50.0	12.0	6.0	-
20 – 29	31145.0	30548.0	597.0	125.0	354.0	90.0	28.0	-
30 – 39	30561.0	29735.0	826.0	270.0	449.0	76.0	31.0	-
40 – 49	44328.0	43196.0	1132.0	354.0	652.0	86.0	40.0	-
50 – 59	18357.0	17970.0	387.0	112.0	228.0	36.0	11.0	-
60 – 64	1165.0	1135.0	30.0	7.0	19.0	4.0	-	-
65 и более	548.0	523.0	25.0	9.0	12.0	3.0	1.0	-
Возраст не указан	2.0	2.0	-	-	-	-	-	-
Средний возраст	38.5	38.5	39.2	40.4	39.1	37.1	37.1	-
Из общей численности занятых - население в возрасте:								
трудоспособном	127044.0	124056.0	2988.0	859.0	1717.0	297.0	115.0	-
старше трудоспособного	2989.0	2905.0	84.0	25.0	47.0	10.0	2.0	-
Новосибирская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	1193431.0	1124915.0	68515.0	22683.0	40862.0	3537.0	1433.0	1.0
в том числе в возрасте, лет:								
15 – 19	33565.0	32564.0	1001.0	179.0	689.0	96.0	37.0	-
20 – 29	288659.0	274971.0	13687.0	4061.0	8565.0	743.0	318.0	1.0
30 – 39	281399.0	260179.0	21220.0	8040.0	11838.0	937.0	405.0	-
40 – 49	364190.0	341550.0	22640.0	7593.0	13467.0	1119.0	461.0	-
50 – 59	185915.0	177532.0	8383.0	2447.0	5253.0	517.0	166.0	-
60 – 64	25506.0	24524.0	982.0	251.0	647.0	60.0	24.0	-
65 и более	14197.0	13595.0	602.0	112.0	403.0	65.0	22.0	-
Возраст не указан	6.0	6.0	-	-	-	-	-	-
Средний возраст	39.1	39.1	39.1	39.0	39.1	39.5	38.8	25.5
Из общей численности занятых - население в возрасте:								
трудоспособном	1133596.0	1067413.0	66182.0	22137.0	39310.0	3367.0	1368.0	1.0
