2.4. НАСЕЛЕНИЕ ПО УРОВНЮ ОБРАЗОВАНИЯ И ПОЛУ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ 									
(на 1000 человек соответствующего пола и возраста)									
									
	Имеющие образование								Не имеющие начального общего образования
2002.0	0.0	74.0	12.0	188.0	140.0	148.0	212.0	198.0	28.0
Кировская область									
Городское и сельское население									
1989.0	...	79.0	11.0	168.0	159.0	162.0	172.0	159.0	90.0
2002.0	1.0	112.0	20.0	259.0	171.0	165.0	149.0	105.0	16.0
Мужчины									
1989.0	...	79.0	11.0	129.0	227.0	192.0	181.0	151.0	30.0
2002.0	2.0	102.0	19.0	217.0	228.0	184.0	155.0	84.0	7.0
Женщины									
1989.0	...	78.0	11.0	201.0	102.0	137.0	166.0	165.0	140.0
2002.0	1.0	121.0	21.0	293.0	124.0	150.0	143.0	122.0	23.0
Городское население									
1989.0	...	96.0	13.0	185.0	161.0	180.0	170.0	129.0	66.0
2002.0	2.0	133.0	24.0	277.0	158.0	177.0	136.0	80.0	10.0
Мужчины									
1989.0	...	99.0	13.0	145.0	222.0	206.0	177.0	119.0	19.0
2002.0	2.0	124.0	23.0	240.0	205.0	194.0	143.0	62.0	4.0
Женщины									
1989.0	...	94.0	13.0	220.0	110.0	157.0	164.0	137.0	105.0
2002.0	2.0	140.0	26.0	307.0	119.0	164.0	130.0	94.0	15.0
Сельское население									
1989.0	...	38.0	6.0	127.0	154.0	120.0	179.0	230.0	146.0
2002.0	0.0	58.0	8.0	211.0	206.0	135.0	181.0	170.0	31.0
Мужчины									
1989.0	...	33.0	5.0	91.0	238.0	157.0	192.0	229.0	55.0
2002.0	0.0	47.0	7.0	162.0	286.0	157.0	186.0	140.0	15.0
Женщины									
1989.0	...	42.0	7.0	156.0	85.0	91.0	169.0	230.0	220.0
2002.0	0.0	67.0	9.0	253.0	137.0	113.0	178.0	197.0	46.0
Нижегородская область									
Городское и сельское население									
1989.0	...	96.0	14.0	175.0	120.0	180.0	178.0	157.0	80.0
2002.0	2.0	147.0	26.0	264.0	129.0	182.0	143.0	96.0	11.0
Мужчины									
1989.0	...	100.0	14.0	159.0	176.0	191.0	187.0	144.0	29.0
2002.0	3.0	142.0	26.0	248.0	170.0	188.0	147.0	71.0	5.0
Женщины									
1989.0	...	94.0	13.0	188.0	76.0	171.0	171.0	167.0	120.0
2002.0	2.0	150.0	26.0	276.0	96.0	178.0	140.0	116.0	16.0
Городское население									
1989.0	...	116.0	16.0	195.0	126.0	195.0	176.0	121.0	55.0
2002.0	3.0	170.0	31.0	282.0	122.0	188.0	131.0	67.0	6.0
Мужчины									
1989.0	...	119.0	17.0	176.0	179.0	200.0	181.0	109.0	19.0
2002.0	4.0	167.0	31.0	267.0	156.0	191.0	134.0	48.0	2.0
Женщины									
1989.0	...	113.0	15.0	211.0	84.0	190.0	172.0	131.0	84.0
2002.0	2.0	172.0	31.0	293.0	95.0	186.0	130.0	82.0	9.0
Сельское население									
1989.0	...	33.0	6.0	109.0	100.0	131.0	183.0	275.0	163.0
2002.0	1.0	62.0	10.0	198.0	155.0	159.0	185.0	201.0	29.0
Мужчины									
1989.0	...	33.0	7.0	99.0	167.0	160.0	207.0	264.0	63.0
2002.0	1.0	58.0	9.0	182.0	219.0	177.0	192.0	150.0	12.0
Женщины									
1989.0	...	34.0	5.0	117.0	50.0	108.0	165.0	283.0	238.0
2002.0	0.0	66.0	11.0	212.0	101.0	144.0	178.0	245.0	43.0
Оренбургская область									
Городское и сельское население									
1989.0	...	79.0	13.0	191.0	141.0	170.0	190.0	142.0	74.0
2002.0	1.0	119.0	23.0	296.0	140.0	162.0	158.0	89.0	11.0
Мужчины									
1989.0	...	79.0	13.0	166.0	181.0	196.0	197.0	136.0	32.0
2002.0	2.0	113.0	22.0	271.0	167.0	179.0	167.0	73.0	5.0
Женщины									
1989.0	...	78.0	13.0	213.0	108.0	147.0	184.0	147.0	110.0
2002.0	1.0	124.0	24.0	317.0	117.0	147.0	150.0	102.0	17.0
Городское население									
1989.0	...	96.0	16.0	214.0	151.0	175.0	181.0	110.0	57.0
2002.0	2.0	149.0	31.0	323.0	133.0	158.0	134.0	62.0	7.0
Мужчины									
1989.0	...	96.0	16.0	189.0	191.0	198.0	185.0	102.0	23.0
2002.0	3.0	143.0	31.0	304.0	157.0	170.0	139.0	49.0	3.0
Женщины									
1989.0	...	95.0	15.0	236.0	118.0	156.0	178.0	116.0	86.0
2002.0	2.0	155.0	31.0	338.0	114.0	147.0	129.0	73.0	10.0
Сельское население									
1989.0	...	46.0	7.0	146.0	122.0	160.0	208.0	204.0	107.0
2002.0	1.0	74.0	11.0	256.0	149.0	168.0	194.0	129.0	18.0
Мужчины									
1989.0	...	48.0	6.0	123.0	164.0	194.0	221.0	197.0	47.0
2002.0	1.0	72.0	10.0	224.0	179.0	192.0	206.0	107.0	9.0
Женщины									
1989.0	...	45.0	8.0	166.0	86.0	130.0	197.0	209.0	159.0
2002.0	0.0	76.0	13.0	285.0	122.0	147.0	182.0	148.0	27.0
Пензенская область									
Городское и сельское население									
1989.0	...	88.0	13.0	169.0	107.0	177.0	185.0	165.0	96.0
2002.0	1.0	138.0	22.0	263.0	133.0	176.0	149.0	101.0	16.0
Мужчины									
1989.0	...	92.0	14.0	144.0	152.0	197.0	201.0	162.0	38.0
2002.0	2.0	138.0	23.0	234.0	170.0	190.0	155.0	81.0	6.0
Женщины									
1989.0	...	86.0	12.0	190.0	71.0	160.0	171.0	167.0	143.0
2002.0	1.0	137.0	21.0	287.0	103.0	165.0	144.0	116.0	25.0
Городское население									
1989.0	...	122.0	17.0	205.0	111.0	206.0	169.0	110.0	60.0
2002.0	2.0	178.0	28.0	295.0	119.0	184.0	123.0	60.0	9.0
Мужчины									
1989.0	...	126.0	18.0	173.0	149.0	225.0	181.0	106.0	22.0
2002.0	3.0	180.0	30.0	265.0	146.0	196.0	127.0	48.0	3.0
Женщины									
1989.0	...	119.0	16.0	230.0	81.0	190.0	159.0	114.0	91.0
2002.0	2.0	178.0	26.0	318.0	99.0	173.0	119.0	70.0	13.0
Сельское население									
1989.0	...	35.0	6.0	113.0	101.0	130.0	209.0	252.0	154.0
2002.0	1.0	60.0	10.0	203.0	159.0	161.0	198.0	178.0	30.0
Мужчины									
1989.0	...	37.0	6.0	96.0	159.0	153.0	233.0	253.0	63.0
2002.0	1.0	61.0	10.0	175.0	214.0	178.0	206.0	144.0	11.0
Женщины									
1989.0	...	33.0	6.0	126.0	55.0	112.0	191.0	251.0	226.0
2002.0	0.0	60.0	10.0	226.0	112.0	148.0	192.0	206.0	46.0
Пермская область									
Городское и сельское население									
1989.0	...	80.0	13.0	173.0	175.0	156.0	193.0	142.0	67.0
2002.0	2.0	116.0	21.0	273.0	173.0	151.0	160.0	87.0	11.0
Мужчины									
1989.0	...	77.0	13.0	145.0	232.0	174.0	197.0	133.0	27.0
2002.0	2.0	105.0	21.0	248.0	212.0	160.0	168.0	72.0	6.0
Женщины									
1989.0	...	82.0	14.0	197.0	126.0	141.0	189.0	149.0	101.0
2002.0	2.0	125.0	21.0	293.0	140.0	145.0	154.0	100.0	14.0
Городское население									
1989.0	...	92.0	16.0	187.0	176.0	166.0	189.0	121.0	51.0
2002.0	2.0	135.0	25.0	292.0	159.0	157.0	146.0	69.0	7.0
Мужчины									
1989.0	...	89.0	15.0	161.0	228.0	182.0	191.0	112.0	20.0
2002.0	3.0	126.0	25.0	274.0	190.0	163.0	152.0	55.0	4.0
Женщины									
1989.0	...	94.0	16.0	209.0	132.0	153.0	187.0	129.0	78.0
2002.0	2.0	143.0	25.0	306.0	134.0	152.0	141.0	80.0	9.0
Сельское население									
1989.0	...	37.0	6.0	122.0	169.0	119.0	207.0	218.0	121.0
2002.0	1.0	53.0	9.0	210.0	217.0	133.0	206.0	147.0	23.0
Мужчины									
1989.0	...	34.0	5.0	88.0	243.0	146.0	219.0	213.0	51.0
2002.0	1.0	44.0	8.0	170.0	279.0	150.0	213.0	122.0	12.0
Женщины									
1989.0	...	40.0	7.0	151.0	106.0	96.0	196.0	222.0	181.0
2002.0	1.0	61.0	10.0	246.0	161.0	117.0	200.0	171.0	33.0
Коми–Пермяцкий автономный округ									
Городское и сельское население									
1989.0	...	43.0	7.0	153.0	164.0	103.0	221.0	196.0	111.0
2002.0	0.0	60.0	9.0	255.0	217.0	100.0	199.0	140.0	20.0
Мужчины									
1989.0	...	36.0	6.0	107.0	242.0	132.0	242.0	192.0	41.0
2002.0	0.0	45.0	7.0	204.0	291.0	118.0	213.0	114.0	8.0
Женщины									
1989.0	...	48.0	9.0	191.0	99.0	79.0	203.0	199.0	170.0
2002.0	0.0	73.0	11.0	300.0	152.0	85.0	185.0	163.0	31.0
Городское население									
1989.0	...	69.0	11.0	192.0	158.0	129.0	249.0	124.0	68.0
2002.0	1.0	105.0	16.0	332.0	155.0	118.0	181.0	81.0	11.0
Мужчины									
1989.0	...	61.0	10.0	147.0	221.0	149.0	256.0	131.0	25.0
2002.0	1.0	82.0	13.0	305.0	201.0	131.0	190.0	73.0	4.0
Женщины									
1989.0	...	75.0	11.0	227.0	109.0	115.0	243.0	119.0	101.0
2002.0	0.0	123.0	18.0	354.0	119.0	109.0	174.0	86.0	17.0
Сельское население									
1989.0	...	31.0	6.0	136.0	168.0	92.0	208.0	227.0	130.0
2002.0	0.0	43.0	7.0	226.0	240.0	93.0	205.0	162.0	24.0
Мужчины									
1989.0	...	26.0	5.0	90.0	251.0	125.0	236.0	217.0	48.0
2002.0	0.0	32.0	5.0	170.0	322.0	112.0	221.0	129.0	9.0
Женщины									
1989.0	...	36.0	7.0	175.0	95.0	63.0	184.0	237.0	201.0
2002.0	0.0	53.0	8.0	278.0	165.0	74.0	191.0	194.0	37.0
Самарская область									
Городское и сельское население									
1989.0	...	112.0	18.0	206.0	136.0	178.0	168.0	120.0	62.0
2002.0	3.0	167.0	33.0	301.0	118.0	165.0	127.0	71.0	8.0
Мужчины									
1989.0	...	116.0	19.0	183.0	180.0	194.0	170.0	113.0	25.0
2002.0	3.0	165.0	33.0	284.0	144.0	173.0	129.0	56.0	4.0
Женщины									
1989.0	...	109.0	16.0	226.0	100.0	165.0	166.0	125.0	93.0
2002.0	2.0	169.0	33.0	315.0	97.0	159.0	124.0	83.0	12.0
Городское население									
1989.0	...	127.0	20.0	218.0	135.0	188.0	163.0	100.0	49.0
2002.0	3.0	188.0	37.0	310.0	109.0	169.0	115.0	55.0	5.0
Мужчины									
1989.0	...	132.0	22.0	195.0	174.0	202.0	165.0	92.0	18.0
2002.0	4.0	185.0	38.0	296.0	129.0	175.0	118.0	42.0	2.0
Женщины									
1989.0	...	123.0	19.0	236.0	103.0	177.0	161.0	106.0	75.0
2002.0	3.0	190.0	37.0	321.0	92.0	163.0	114.0	65.0	8.0
Сельское население									
1989.0	...	47.0	7.0	159.0	142.0	132.0	191.0	205.0	117.0
2002.0	1.0	79.0	14.0	262.0	162.0	145.0	174.0	142.0	21.0
Мужчины									
1989.0	...	51.0	7.0	135.0	208.0	158.0	192.0	199.0	50.0
2002.0	1.0	80.0	14.0	233.0	212.0	157.0	174.0	118.0	11.0
Женщины									
1989.0	...	44.0	7.0	180.0	85.0	109.0	190.0	209.0	176.0
2002.0	1.0	78.0	15.0	286.0	119.0	134.0	174.0	163.0	30.0
Саратовская область									
Городское и сельское население									
1989.0	...	110.0	21.0	187.0	122.0	173.0	185.0	135.0	67.0
2002.0	3.0	157.0	28.0	273.0	121.0	174.0	152.0	78.0	8.0
Мужчины									
1989.0	...	110.0	23.0	164.0	162.0	189.0	193.0	131.0	28.0
2002.0	3.0	152.0	29.0	250.0	145.0	187.0	159.0	65.0	4.0
Женщины									
1989.0	...	111.0	18.0	207.0	88.0	159.0	179.0	139.0	99.0
2002.0	2.0	161.0	28.0	292.0	101.0	164.0	146.0	89.0	11.0
Городское население									
1989.0	...	132.0	25.0	206.0	122.0	186.0	170.0	106.0	53.0
2002.0	3.0	187.0	34.0	294.0	112.0	175.0	126.0	56.0	5.0
Мужчины									
1989.0	...	131.0	29.0	181.0	159.0	202.0	177.0	100.0	21.0
2002.0	4.0	182.0	35.0	274.0	132.0	188.0	130.0	45.0	2.0
Женщины									
1989.0	...	132.0	22.0	226.0	92.0	173.0	165.0	111.0	79.0
2002.0	3.0	191.0	33.0	310.0	96.0	165.0	122.0	65.0	7.0
Сельское население									
1989.0	...	46.0	7.0	133.0	121.0	131.0	229.0	223.0	110.0
2002.0	0.0	69.0	12.0	212.0	148.0	171.0	229.0	142.0	17.0
Мужчины									
1989.0	...	46.0	6.0	113.0	171.0	149.0	240.0	225.0	50.0
2002.0	1.0	64.0	12.0	182.0	182.0	184.0	244.0	122.0	9.0
Женщины									
1989.0	...	46.0	7.0	150.0	79.0	115.0	220.0	222.0	161.0
2002.0	1.0	72.0	12.0	238.0	117.0	160.0	217.0	159.0	24.0
Ульяновская область									
Городское и сельское население									
1989.0	...	89.0	14.0	181.0	125.0	185.0	172.0	145.0	89.0
2002.0	2.0	131.0	21.0	280.0	126.0	184.0	149.0	93.0	14.0
Мужчины									
1989.0	...	92.0	17.0	149.0	180.0	210.0	177.0	140.0	35.0
2002.0	2.0	132.0	22.0	246.0	162.0	199.0	157.0	74.0	6.0
Женщины									
1989.0	...	86.0	12.0	208.0	79.0	164.0	168.0	150.0	133.0
2002.0	1.0	130.0	21.0	307.0	95.0	172.0	144.0	110.0	20.0
Городское население									
1989.0	...	110.0	17.0	211.0	128.0	204.0	167.0	106.0	57.0
2002.0	2.0	156.0	26.0	309.0	115.0	188.0	134.0	62.0	8.0
Мужчины									
1989.0	...	113.0	21.0	173.0	176.0	226.0	170.0	100.0	21.0
2002.0	3.0	157.0	27.0	274.0	144.0	202.0	141.0	48.0	4.0
Женщины									
1989.0	...	107.0	14.0	243.0	88.0	185.0	165.0	111.0	87.0
2002.0	2.0	155.0	25.0	337.0	91.0	177.0	128.0	73.0	12.0
Сельское население									
1989.0	...	36.0	6.0	110.0	117.0	141.0	184.0	241.0	165.0
2002.0	0.0	60.0	9.0	198.0	155.0	173.0	194.0	181.0	30.0
Мужчины									
1989.0	...	39.0	6.0	88.0	192.0	171.0	195.0	240.0	69.0
2002.0	0.0	61.0	9.0	168.0	215.0	191.0	200.0	143.0	13.0
Женщины									
1989.0	...	33.0	6.0	126.0	57.0	117.0	176.0	242.0	243.0
2002.0	0.0	59.0	9.0	223.0	104.0	159.0	190.0	212.0	44.0
Уральский федеральный округ									
Городское и сельское население									
1989.0	...	91.0	14.0	201.0	168.0	173.0	171.0	122.0	60.0
2002.0	2.0	135.0	27.0	289.0	148.0	169.0	142.0	74.0	9.0
Мужчины									
1989.0	...	90.0	14.0	168.0	224.0	192.0	172.0	114.0	26.0
2002.0	2.0	125.0	26.0	266.0	183.0	179.0	148.0	60.0	5.0
Женщины									
1989.0	...	93.0	14.0	229.0	119.0	156.0	170.0	129.0	90.0
2002.0	2.0	143.0	28.0	310.0	118.0	160.0	137.0	85.0	12.0
Городское население									
1989.0	...	103.0	16.0	215.0	169.0	180.0	165.0	103.0	49.0
2002.0	3.0	151.0	30.0	305.0	141.0	171.0	129.0	58.0	6.0
Мужчины									
1989.0	...	103.0	15.0	183.0	224.0	196.0	165.0	95.0	19.0
2002.0	3.0	141.0	30.0	284.0	172.0	180.0	135.0	45.0	3.0
Женщины									
1989.0	...	104.0	16.0	242.0	122.0	166.0	165.0	111.0	74.0
2002.0	2.0	160.0	31.0	322.0	115.0	164.0	124.0	68.0	8.0
Сельское население									
1989.0	...	42.0	7.0	142.0	161.0	143.0	194.0	201.0	110.0
2002.0	1.0	63.0	12.0	222.0	178.0	157.0	200.0	145.0	21.0
Мужчины									
1989.0	...	39.0	7.0	109.0	226.0	175.0	198.0	195.0	51.0
2002.0	1.0	56.0	11.0	188.0	226.0	176.0	205.0	125.0	11.0
Женщины									
1989.0	...	45.0	7.0	172.0	103.0	114.0	191.0	206.0	162.0
2002.0	1.0	69.0	13.0	252.0	135.0	141.0	195.0	163.0	30.0
Курганская область									
Городское и сельское население									
1989.0	...	72.0	12.0	168.0	124.0	172.0	195.0	165.0	92.0
2002.0	1.0	104.0	17.0	266.0	132.0	165.0	176.0	122.0	16.0
Мужчины									
1989.0	...	68.0	11.0	130.0	173.0	203.0	206.0	167.0	42.0
2002.0	1.0	94.0	17.0	231.0	167.0	185.0	186.0	111.0	8.0
Женщины									
1989.0	...	76.0	12.0	199.0	83.0	146.0	186.0	163.0	135.0
2002.0	1.0	113.0	18.0	296.0	104.0	147.0	167.0	131.0	23.0
Городское население									
1989.0	...	97.0	15.0	198.0	129.0	187.0	190.0	121.0	63.0
2002.0	2.0	139.0	23.0	314.0	123.0	163.0	149.0	77.0	9.0
Мужчины									
1989.0	...	94.0	15.0	158.0	174.0	210.0	201.0	122.0	26.0
2002.0	2.0	129.0	23.0	284.0	152.0	178.0	159.0	68.0	5.0
Женщины									
1989.0	...	100.0	15.0	231.0	93.0	167.0	181.0	121.0	92.0
2002.0	2.0	147.0	23.0	338.0	100.0	151.0	140.0	85.0	13.0
Сельское население									
1989.0	...	41.0	8.0	130.0	117.0	154.0	202.0	219.0	129.0
2002.0	1.0	57.0	9.0	202.0	146.0	166.0	211.0	182.0	26.0
Мужчины									
1989.0	...	37.0	7.0	96.0	172.0	194.0	213.0	221.0	60.0
2002.0	1.0	48.0	9.0	163.0	186.0	195.0	219.0	165.0	13.0
Женщины									
1989.0	...	45.0	8.0	158.0	71.0	119.0	193.0	218.0	188.0
2002.0	1.0	65.0	10.0	236.0	109.0	141.0	204.0	196.0	38.0
Свердловская область									
Городское и сельское население									
1989.0	...	91.0	14.0	187.0	171.0	168.0	180.0	127.0	62.0
2002.0	3.0	131.0	24.0	273.0	159.0	172.0	148.0	76.0	8.0
Мужчины									
1989.0	...	91.0	13.0	156.0	233.0	181.0	182.0	119.0	25.0
2002.0	3.0	123.0	24.0	247.0	198.0	178.0	155.0	61.0	4.0
Женщины									
1989.0	...	92.0	14.0	213.0	120.0	157.0	179.0	133.0	92.0
2002.0	2.0	138.0	25.0	295.0	127.0	166.0	142.0	88.0	11.0
Городское население									
1989.0	...	100.0	15.0	197.0	170.0	173.0	176.0	115.0	54.0
2002.0	3.0	142.0	26.0	284.0	153.0	175.0	138.0	66.0	6.0
Мужчины									
1989.0	...	100.0	15.0	167.0	229.0	184.0	178.0	106.0	21.0
2002.0	3.0	134.0	26.0	260.0	189.0	180.0	145.0	52.0	3.0
Женщины									
1989.0	...	100.0	16.0	222.0	121.0	164.0	175.0	121.0	81.0
2002.0	2.0	149.0	26.0	304.0	123.0	170.0	134.0	77.0	9.0
Сельское население									
1989.0	...	32.0	5.0	120.0	181.0	130.0	206.0	212.0	114.0
2002.0	1.0	50.0	9.0	192.0	208.0	150.0	218.0	152.0	19.0
Мужчины									
1989.0	...	29.0	5.0	90.0	255.0	161.0	208.0	203.0	49.0
2002.0	1.0	44.0	8.0	155.0	263.0	166.0	224.0	128.0	10.0
Женщины									
1989.0	...	35.0	5.0	147.0	114.0	102.0	205.0	220.0	172.0
2002.0	1.0	55.0	10.0	225.0	157.0	136.0	214.0	175.0	27.0
Тюменская область									
Городское и сельское население									
1989.0	...	102.0	15.0	248.0	164.0	201.0	145.0	85.0	40.0
2002.0	2.0	149.0	34.0	317.0	122.0	182.0	126.0	51.0	8.0
Мужчины									
1989.0	...	94.0	13.0	204.0	214.0	229.0	149.0	79.0	18.0
2002.0	2.0	129.0	30.0	297.0	150.0	199.0	135.0	44.0	4.0
Женщины									
1989.0	...	109.0	16.0	291.0	116.0	174.0	140.0	91.0	63.0
2002.0	2.0	167.0	37.0	336.0	95.0	167.0	118.0	58.0	11.0
Городское население									
1989.0	...	117.0	17.0	270.0	168.0	213.0	131.0	59.0	25.0
2002.0	3.0	170.0	39.0	334.0	113.0	188.0	107.0	31.0	3.0
Мужчины									
1989.0	...	109.0	15.0	224.0	213.0	241.0	135.0	53.0	10.0
2002.0	2.0	148.0	35.0	317.0	137.0	205.0	116.0	26.0	2.0
Женщины									
1989.0	...	125.0	18.0	315.0	123.0	187.0	128.0	65.0	39.0
2002.0	2.0	190.0	42.0	351.0	91.0	173.0	99.0	36.0	5.0
Сельское население									
1989.0	...	51.0	9.0	176.0	154.0	162.0	188.0	169.0	91.0
2002.0	1.0	74.0	16.0	257.0	153.0	161.0	191.0	122.0	23.0
Мужчины									
1989.0	...	45.0	8.0	139.0	216.0	191.0	195.0	163.0	43.0
2002.0	1.0	62.0	14.0	231.0	198.0	175.0	197.0	107.0	13.0
Женщины									
1989.0	...	58.0	9.0	213.0	94.0	133.0	181.0	175.0	137.0
2002.0	1.0	85.0	18.0	282.0	111.0	148.0	186.0	136.0	31.0
Ханты-Мансийский автономный округ - Югра									
Городское и сельское население									
1989.0	...	104.0	10.0	276.0	199.0	233.0	117.0	46.0	15.0
2002.0	2.0	157.0	36.0	338.0	124.0	199.0	106.0	27.0	2.0
Мужчины									
1989.0	...	96.0	10.0	222.0	244.0	261.0	118.0	42.0	7.0
2002.0	2.0	135.0	31.0	321.0	149.0	215.0	114.0	23.0	1.0
Женщины									
1989.0	...	112.0	11.0	333.0	152.0	203.0	115.0	50.0	24.0
2002.0	2.0	178.0	40.0	355.0	100.0	183.0	98.0	32.0	3.0
Городское население									
1989.0	...	108.0	11.0	282.0	198.0	237.0	111.0	40.0	13.0
2002.0	2.0	164.0	37.0	341.0	122.0	198.0	101.0	23.0	2.0
Мужчины									
1989.0	...	100.0	10.0	228.0	242.0	266.0	112.0	36.0	6.0
2002.0	2.0	141.0	32.0	325.0	146.0	215.0	109.0	19.0	1.0
Женщины									
1989.0	...	116.0	11.0	339.0	152.0	206.0	111.0	44.0	21.0
2002.0	2.0	185.0	41.0	357.0	99.0	182.0	93.0	28.0	3.0
Сельское население									
1989.0	...	55.0	7.0	219.0	206.0	191.0	174.0	109.0	39.0
2002.0	1.0	88.0	21.0	306.0	148.0	203.0	158.0	66.0	7.0
Мужчины									
1989.0	...	49.0	7.0	169.0	260.0	213.0	177.0	105.0	20.0
2002.0	1.0	75.0	18.0	283.0	182.0	217.0	161.0	58.0	3.0
Женщины									
1989.0	...	63.0	8.0	273.0	146.0	167.0	169.0	115.0	59.0
2002.0	1.0	103.0	24.0	331.0	111.0	188.0	154.0	76.0	10.0
Ямало-Ненецкий автономный округ									
Городское и сельское население									
1989.0	...	125.0	12.0	293.0	193.0	221.0	105.0	33.0	18.0
2002.0	2.0	166.0	35.0	352.0	115.0	178.0	105.0	26.0	6.0
Мужчины									
1989.0	...	118.0	12.0	233.0	239.0	244.0	110.0	32.0	12.0
2002.0	2.0	143.0	31.0	331.0	141.0	193.0	114.0	25.0	4.0
Женщины									
1989.0	...	133.0	13.0	359.0	141.0	195.0	100.0	35.0	24.0
2002.0	2.0	189.0	39.0	373.0	89.0	163.0	97.0	26.0	7.0
Городское население									
1989.0	...	134.0	13.0	302.0	197.0	222.0	102.0	24.0	6.0
2002.0	2.0	180.0	37.0	363.0	117.0	177.0	91.0	15.0	1.0
Мужчины									
1989.0	...	127.0	12.0	241.0	244.0	243.0	107.0	23.0	3.0
2002.0	2.0	155.0	32.0	343.0	144.0	192.0	100.0	14.0	1.0
Женщины									
1989.0	...	142.0	13.0	372.0	145.0	197.0	96.0	25.0	10.0
2002.0	2.0	204.0	42.0	384.0	91.0	162.0	83.0	15.0	1.0
Сельское население									
1989.0	...	90.0	10.0	255.0	179.0	220.0	118.0	68.0	60.0
2002.0	1.0	92.0	22.0	291.0	103.0	186.0	182.0	84.0	30.0
Мужчины									
1989.0	...	84.0	9.0	208.0	222.0	247.0	123.0	64.0	43.0
2002.0	1.0	78.0	20.0	269.0	124.0	202.0	189.0	86.0	21.0
Женщины									
1989.0	...	97.0	10.0	310.0	130.0	188.0	114.0	72.0	79.0
2002.0	1.0	107.0	24.0	315.0	80.0	169.0	175.0	82.0	39.0
Челябинская область									
Городское и сельское население									
1989.0	...	90.0	14.0	192.0	179.0	157.0	171.0	132.0	65.0
2002.0	2.0	135.0	27.0	292.0	160.0	156.0	140.0	77.0	9.0
Мужчины									
1989.0	...	92.0	15.0	165.0	238.0	171.0	168.0	123.0	28.0
2002.0	2.0	132.0	27.0	271.0	197.0	163.0	141.0	61.0	4.0
Женщины									
1989.0	...	87.0	13.0	215.0	130.0	145.0	174.0	140.0	96.0
2002.0	2.0	138.0	27.0	310.0	130.0	150.0	138.0	91.0	12.0
Городское население									
1989.0	...	99.0	15.0	203.0	178.0	163.0	169.0	117.0	56.0
2002.0	2.0	150.0	30.0	308.0	152.0	156.0	130.0	64.0	6.0
Мужчины									
1989.0	...	102.0	16.0	178.0	235.0	174.0	166.0	106.0	23.0
2002.0	2.0	147.0	30.0	290.0	185.0	160.0	132.0	49.0	3.0
Женщины									
1989.0	...	96.0	14.0	225.0	130.0	154.0	172.0	126.0	83.0
2002.0	2.0	153.0	30.0	322.0	125.0	151.0	129.0	77.0	9.0
Сельское население									
1989.0	...	43.0	6.0	137.0	186.0	126.0	182.0	210.0	110.0
2002.0	1.0	65.0	13.0	221.0	203.0	154.0	185.0	139.0	19.0
Мужчины									
1989.0	...	44.0	6.0	104.0	252.0	157.0	179.0	203.0	55.0
2002.0	1.0	64.0	12.0	185.0	254.0	171.0	187.0	117.0	9.0
Женщины									
1989.0	...	43.0	5.0	165.0	128.0	100.0	185.0	216.0	158.0
2002.0	1.0	67.0	13.0	252.0	159.0	138.0	184.0	159.0	27.0
Сибирский федеральный округ									
Городское и сельское население									
1989.0	...	97.0	17.0	193.0	132.0	177.0	183.0	134.0	67.0
2002.0	2.0	138.0	29.0	273.0	133.0	173.0	151.0	87.0	12.0
Мужчины									
1989.0	...	96.0	16.0	159.0	177.0	199.0	188.0	132.0	33.0
2002.0	2.0	127.0	28.0	246.0	165.0	186.0	160.0	77.0	7.0
Женщины									
1989.0	...	99.0	17.0	223.0	91.0	158.0	178.0	136.0	98.0
2002.0	2.0	147.0	29.0	297.0	106.0	162.0	143.0	95.0	17.0
Городское население									
1989.0	...	116.0	20.0	212.0	128.0	186.0	177.0	109.0	52.0
2002.0	3.0	165.0	35.0	296.0	118.0	177.0	132.0	64.0	8.0
Мужчины									
1989.0	...	115.0	19.0	179.0	170.0	206.0	183.0	105.0	23.0
2002.0	3.0	154.0	35.0	274.0	144.0	189.0	140.0	54.0	4.0
Женщины									
1989.0	...	116.0	21.0	241.0	92.0	169.0	172.0	113.0	76.0
2002.0	2.0	175.0	36.0	315.0	98.0	166.0	124.0	72.0	10.0
Сельское население									
1989.0	...	47.0	7.0	142.0	141.0	152.0	198.0	203.0	110.0
2002.0	1.0	66.0	11.0	214.0	171.0	165.0	201.0	147.0	24.0
Мужчины									
1989.0	...	44.0	7.0	109.0	197.0	178.0	203.0	204.0	58.0
2002.0	1.0	59.0	10.0	176.0	217.0	178.0	209.0	136.0	14.0
Женщины									
1989.0	...	49.0	8.0	172.0	88.0	128.0	194.0	203.0	158.0
2002.0	0.0	73.0	13.0	249.0	128.0	154.0	194.0	156.0	33.0
Республика Алтай									
Городское и сельское население									
1989.0	...	80.0	16.0	170.0	126.0	180.0	191.0	149.0	88.0
2002.0	1.0	125.0	22.0	252.0	128.0	182.0	170.0	101.0	17.0
Мужчины									
1989.0	...	71.0	13.0	124.0	188.0	200.0	204.0	156.0	44.0
2002.0	1.0	100.0	19.0	212.0	171.0	203.0	186.0	97.0	9.0
Женщины									
1989.0	...	88.0	18.0	209.0	73.0	164.0	179.0	143.0	126.0
2002.0	1.0	147.0	25.0	288.0	91.0	162.0	156.0	104.0	24.0
Городское население									
1989.0	...	120.0	27.0	176.0	112.0	197.0	179.0	124.0	65.0
