5. ЖЕНЩИНЫ НАИБОЛЕЕ МНОГОЧИСЛЕННЫХ НАЦИОНАЛЬНОСТЕЙ ПО ВОЗРАСТНЫМ ГРУППАМ И ЧИСЛУ РОЖДЕННЫХ ДЕТЕЙ													
ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
	Всего	Женщины, указавшие число рожденных детей	из них женщины с числом рожденных детей								Общее число рожденных детей	Среднее число рожденных детей (на 1000 женщин)	Женщины, не указавшие число рожденных детей
20 – 24	4410.0	3772.0	2257.0	1328.0	179.0	4.0	4.0	-	-	-	1714.0	454.0	638.0
25 – 29	4385.0	4042.0	933.0	2335.0	732.0	35.0	1.0	-	-	6.0	3955.0	978.0	343.0
30 – 34	4177.0	3909.0	352.0	1744.0	1625.0	165.0	10.0	5.0	-	8.0	5629.0	1440.0	268.0
35 – 39	6145.0	5860.0	245.0	1738.0	3291.0	461.0	82.0	29.0	2.0	12.0	10320.0	1761.0	285.0
40 – 44	7952.0	7645.0	212.0	1723.0	4574.0	966.0	107.0	26.0	24.0	13.0	14562.0	1905.0	307.0
45 – 49	5654.0	5483.0	162.0	1148.0	3012.0	1016.0	95.0	27.0	6.0	17.0	10912.0	1990.0	171.0
50 – 54	3092.0	2963.0	65.0	612.0	1567.0	565.0	117.0	25.0	6.0	6.0	6115.0	2064.0	129.0
55 – 59	1049.0	1001.0	59.0	212.0	497.0	153.0	61.0	12.0	1.0	6.0	2025.0	2023.0	48.0
60 – 64	1085.0	1005.0	25.0	204.0	377.0	270.0	64.0	38.0	13.0	14.0	2400.0	2388.0	80.0
65 – 69	634.0	612.0	36.0	111.0	205.0	126.0	36.0	54.0	19.0	25.0	1607.0	2626.0	22.0
70 и более	883.0	819.0	25.0	124.0	166.0	145.0	113.0	118.0	45.0	83.0	2874.0	3509.0	64.0
Ханты													
Женщины в возрасте 15 лет и более	6520.0	6106.0	1510.0	1418.0	1561.0	801.0	377.0	201.0	95.0	143.0	11226.0	1839.0	414.0
в том числе в возрасте, лет:													
15 – 17	694.0	580.0	567.0	13.0	-	-	-	-	-	-	13.0	22.0	114.0
18 – 19	426.0	403.0	294.0	106.0	3.0	-	-	-	-	-	112.0	278.0	23.0
20 – 24	859.0	789.0	336.0	348.0	93.0	11.0	-	1.0	-	-	572.0	725.0	70.0
25 – 29	715.0	674.0	135.0	272.0	202.0	49.0	10.0	4.0	1.0	1.0	897.0	1331.0	41.0
30 – 34	683.0	647.0	29.0	203.0	257.0	129.0	22.0	5.0	1.0	1.0	1231.0	1903.0	36.0
35 – 39	711.0	679.0	37.0	132.0	266.0	126.0	70.0	33.0	9.0	6.0	1583.0	2331.0	32.0
40 – 44	725.0	709.0	30.0	116.0	253.0	154.0	86.0	32.0	20.0	18.0	1857.0	2619.0	16.0
45 – 49	505.0	496.0	22.0	74.0	184.0	100.0	65.0	31.0	10.0	10.0	1292.0	2605.0	9.0
50 – 54	374.0	358.0	28.0	63.0	115.0	76.0	36.0	26.0	9.0	5.0	890.0	2486.0	16.0
55 – 59	180.0	165.0	8.0	20.0	58.0	31.0	20.0	9.0	10.0	9.0	491.0	2976.0	15.0
60 – 64	238.0	223.0	10.0	31.0	59.0	54.0	26.0	10.0	6.0	27.0	725.0	3251.0	15.0
65 – 69	195.0	185.0	6.0	22.0	31.0	47.0	21.0	27.0	9.0	22.0	695.0	3757.0	10.0
70 и более	215.0	198.0	8.0	18.0	40.0	24.0	21.0	23.0	20.0	44.0	868.0	4384.0	17.0
Манси													
Женщины в возрасте 15 лет и более	3817.0	3683.0	940.0	814.0	986.0	483.0	199.0	117.0	58.0	86.0	6659.0	1808.0	134.0
в том числе в возрасте, лет:													
15 – 17	405.0	367.0	359.0	6.0	2.0	-	-	-	-	-	10.0	27.0	38.0
18 – 19	235.0	225.0	183.0	37.0	5.0	-	-	-	-	-	47.0	209.0	10.0
20 – 24	422.0	405.0	212.0	142.0	50.0	1.0	-	-	-	-	245.0	605.0	17.0
25 – 29	378.0	368.0	62.0	166.0	114.0	17.0	7.0	2.0	-	-	483.0	1313.0	10.0
30 – 34	362.0	348.0	18.0	105.0	148.0	53.0	22.0	2.0	-	-	658.0	1891.0	14.0
35 – 39	437.0	429.0	29.0	95.0	181.0	79.0	18.0	19.0	5.0	3.0	912.0	2126.0	8.0
40 – 44	480.0	471.0	28.0	98.0	185.0	91.0	41.0	16.0	9.0	3.0	1060.0	2251.0	9.0
45 – 49	345.0	341.0	13.0	62.0	105.0	92.0	33.0	18.0	6.0	12.0	894.0	2622.0	4.0
50 – 54	193.0	184.0	11.0	23.0	50.0	62.0	20.0	7.0	4.0	7.0	505.0	2745.0	9.0
55 – 59	100.0	97.0	3.0	13.0	47.0	13.0	11.0	5.0	1.0	4.0	257.0	2649.0	3.0
60 – 64	157.0	154.0	7.0	20.0	40.0	39.0	15.0	8.0	10.0	15.0	501.0	3253.0	3.0
65 – 69	126.0	122.0	7.0	16.0	32.0	21.0	11.0	17.0	8.0	10.0	406.0	3328.0	4.0
70 и более	177.0	172.0	8.0	31.0	27.0	15.0	21.0	23.0	15.0	32.0	681.0	3959.0	5.0
Ямало-Ненецкий автономный округ													
Русские													
Женщины в возрасте 15 лет и более	115567.0	110051.0	23097.0	36301.0	40348.0	8113.0	1306.0	398.0	170.0	318.0	152140.0	1382.0	5516.0
в том числе в возрасте, лет:													
15 – 17	8835.0	7621.0	7524.0	93.0	4.0	-	-	-	-	-	101.0	13.0	1214.0
18 – 19	4270.0	3834.0	3396.0	422.0	14.0	2.0	-	-	-	-	456.0	119.0	436.0
20 – 24	12539.0	11401.0	6204.0	4611.0	531.0	31.0	7.0	-	14.0	3.0	5899.0	517.0	1138.0
25 – 29	14186.0	13539.0	2890.0	7967.0	2420.0	199.0	28.0	2.0	8.0	25.0	13777.0	1018.0	647.0
30 – 34	12348.0	11944.0	1013.0	5916.0	4448.0	451.0	64.0	11.0	9.0	32.0	16814.0	1408.0	404.0
35 – 39	11966.0	11705.0	499.0	4225.0	5905.0	890.0	112.0	28.0	8.0	38.0	19655.0	1679.0	261.0
40 – 44	16069.0	15695.0	545.0	4331.0	8801.0	1688.0	227.0	46.0	11.0	46.0	28546.0	1819.0	374.0
45 – 49	14802.0	14433.0	439.0	3570.0	8048.0	1964.0	274.0	70.0	21.0	47.0	27506.0	1906.0	369.0
50 – 54	11015.0	10697.0	317.0	2807.0	5835.0	1406.0	193.0	62.0	31.0	46.0	20347.0	1902.0	318.0
55 – 59	3872.0	3725.0	115.0	1046.0	1959.0	466.0	91.0	26.0	8.0	14.0	7013.0	1883.0	147.0
60 – 64	2605.0	2510.0	74.0	672.0	1219.0	395.0	92.0	31.0	14.0	13.0	5005.0	1994.0	95.0
65 – 69	1329.0	1281.0	31.0	303.0	595.0	227.0	70.0	29.0	12.0	14.0	2785.0	2174.0	48.0
70 и более	1731.0	1666.0	50.0	338.0	569.0	394.0	148.0	93.0	34.0	40.0	4236.0	2543.0	65.0
Украинцы													
Женщины в возрасте 15 лет и более	27462.0	26352.0	3948.0	9104.0	11023.0	1831.0	273.0	72.0	29.0	72.0	38869.0	1475.0	1110.0
в том числе в возрасте, лет:													
15 – 17	1323.0	1116.0	1105.0	11.0	-	-	-	-	-	-	11.0	10.0	207.0
18 – 19	638.0	557.0	495.0	60.0	2.0	-	-	-	-	-	64.0	115.0	81.0
20 – 24	2200.0	2008.0	1055.0	858.0	86.0	4.0	2.0	-	3.0	-	1068.0	532.0	192.0
25 – 29	3262.0	3132.0	544.0	1932.0	600.0	44.0	2.0	1.0	4.0	5.0	3345.0	1068.0	130.0
30 – 34	3218.0	3128.0	214.0	1562.0	1230.0	91.0	21.0	-	-	10.0	4463.0	1427.0	90.0
35 – 39	3698.0	3616.0	156.0	1221.0	1952.0	241.0	31.0	5.0	-	10.0	6082.0	1682.0	82.0
40 – 44	4494.0	4399.0	169.0	1297.0	2467.0	367.0	58.0	16.0	6.0	19.0	7852.0	1785.0	95.0
45 – 49	3603.0	3510.0	103.0	871.0	2019.0	432.0	60.0	12.0	4.0	9.0	6594.0	1879.0	93.0
50 – 54	2715.0	2645.0	58.0	702.0	1484.0	333.0	40.0	13.0	6.0	9.0	5001.0	1891.0	70.0
55 – 59	1084.0	1052.0	19.0	286.0	580.0	133.0	19.0	10.0	-	5.0	2010.0	1911.0	32.0
60 – 64	754.0	731.0	17.0	188.0	395.0	100.0	20.0	6.0	3.0	2.0	1420.0	1943.0	23.0
65 – 69	240.0	235.0	3.0	60.0	119.0	43.0	4.0	3.0	2.0	1.0	477.0	2030.0	5.0
70 и более	233.0	223.0	10.0	56.0	89.0	43.0	16.0	6.0	1.0	2.0	482.0	2161.0	10.0
Татары													
Женщины в возрасте 15 лет и более	11389.0	10895.0	2108.0	3056.0	4308.0	1041.0	195.0	103.0	27.0	57.0	16708.0	1534.0	494.0
в том числе в возрасте, лет:													
15 – 17	785.0	678.0	676.0	2.0	-	-	-	-	-	-	2.0	3.0	107.0
18 – 19	334.0	295.0	265.0	30.0	-	-	-	-	-	-	30.0	102.0	39.0
20 – 24	1121.0	1013.0	586.0	375.0	48.0	4.0	-	-	-	-	483.0	477.0	108.0
25 – 29	1142.0	1078.0	246.0	603.0	210.0	13.0	3.0	1.0	-	2.0	1095.0	1016.0	64.0
30 – 34	1155.0	1123.0	99.0	512.0	457.0	42.0	7.0	1.0	2.0	3.0	1619.0	1442.0	32.0
35 – 39	1506.0	1482.0	56.0	422.0	856.0	132.0	11.0	1.0	1.0	3.0	2606.0	1758.0	24.0
40 – 44	2069.0	2028.0	60.0	463.0	1195.0	258.0	30.0	11.0	2.0	9.0	3881.0	1914.0	41.0
45 – 49	1570.0	1545.0	62.0	333.0	799.0	282.0	42.0	12.0	3.0	12.0	3122.0	2021.0	25.0
50 – 54	892.0	865.0	25.0	182.0	458.0	156.0	28.0	11.0	3.0	2.0	1765.0	2040.0	27.0
55 – 59	251.0	245.0	12.0	54.0	113.0	49.0	7.0	10.0	-	-	505.0	2061.0	6.0
60 – 64	216.0	206.0	5.0	36.0	84.0	33.0	18.0	18.0	5.0	7.0	552.0	2680.0	10.0
65 – 69	130.0	123.0	5.0	16.0	38.0	33.0	16.0	10.0	3.0	2.0	344.0	2797.0	7.0
70 и более	218.0	214.0	11.0	28.0	50.0	39.0	33.0	28.0	8.0	17.0	704.0	3290.0	4.0
Ненцы													
Женщины в возрасте 15 лет и более	8946.0	8422.0	2380.0	1288.0	1333.0	1025.0	777.0	524.0	371.0	724.0	21202.0	2517.0	524.0
в том числе в возрасте, лет:													
15 – 17	1040.0	887.0	857.0	30.0	-	-	-	-	-	-	30.0	34.0	153.0
18 – 19	531.0	485.0	398.0	78.0	9.0	-	-	-	-	-	96.0	198.0	46.0
20 – 24	1142.0	1053.0	537.0	330.0	131.0	34.0	17.0	-	3.0	1.0	787.0	747.0	89.0
25 – 29	931.0	899.0	173.0	220.0	240.0	141.0	78.0	34.0	5.0	8.0	1716.0	1909.0	32.0
30 – 34	937.0	902.0	98.0	173.0	233.0	167.0	124.0	68.0	22.0	17.0	2240.0	2483.0	35.0
35 – 39	1038.0	1017.0	54.0	121.0	230.0	211.0	142.0	105.0	76.0	78.0	3371.0	3315.0	21.0
40 – 44	968.0	945.0	54.0	98.0	164.0	193.0	135.0	90.0	79.0	132.0	3588.0	3797.0	23.0
45 – 49	691.0	669.0	46.0	77.0	115.0	90.0	115.0	66.0	53.0	107.0	2598.0	3883.0	22.0
50 – 54	428.0	419.0	52.0	45.0	62.0	56.0	58.0	43.0	30.0	73.0	1601.0	3821.0	9.0
55 – 59	291.0	277.0	30.0	31.0	39.0	29.0	23.0	32.0	29.0	64.0	1208.0	4361.0	14.0
60 – 64	297.0	280.0	26.0	34.0	38.0	32.0	27.0	19.0	29.0	75.0	1246.0	4450.0	17.0
65 – 69	244.0	217.0	21.0	16.0	28.0	24.0	18.0	28.0	17.0	65.0	1024.0	4719.0	27.0
70 и более	408.0	372.0	34.0	35.0	44.0	48.0	40.0	39.0	28.0	104.0	1697.0	4562.0	36.0
Челябинская область													
Русские													
Женщины в возрасте 15 лет и более	1353464.0	1345161.0	305330.0	390726.0	481954.0	117188.0	27241.0	12012.0	4931.0	5779.0	1951323.0	1451.0	8303.0
в том числе в возрасте, лет:													
15 – 17	81265.0	80178.0	79201.0	904.0	73.0	-	-	-	-	-	1050.0	13.0	1087.0
18 – 19	56880.0	56132.0	51515.0	4372.0	229.0	16.0	-	-	-	-	4878.0	87.0	748.0
20 – 24	123444.0	121874.0	76314.0	40300.0	4725.0	380.0	78.0	4.0	57.0	16.0	51676.0	424.0	1570.0
25 – 29	114384.0	113614.0	28507.0	62894.0	20007.0	1652.0	282.0	56.0	64.0	152.0	110936.0	976.0	770.0
30 – 34	98465.0	98015.0	11129.0	48036.0	33726.0	4060.0	650.0	167.0	68.0	179.0	132908.0	1356.0	450.0
35 – 39	95241.0	94924.0	6583.0	33671.0	44991.0	7721.0	1238.0	384.0	128.0	208.0	156108.0	1645.0	317.0
40 – 44	122564.0	122178.0	7091.0	32143.0	64802.0	14324.0	2319.0	781.0	324.0	394.0	223059.0	1826.0	386.0
45 – 49	124335.0	123889.0	6837.0	31207.0	65028.0	16061.0	2692.0	1076.0	376.0	612.0	232814.0	1879.0	446.0
50 – 54	117379.0	116942.0	7032.0	32151.0	60330.0	13065.0	2226.0	1210.0	427.0	501.0	213512.0	1826.0	437.0
55 – 59	63846.0	63582.0	4355.0	18777.0	32323.0	6132.0	1076.0	497.0	197.0	225.0	111562.0	1755.0	264.0
60 – 64	97875.0	97378.0	6557.0	26260.0	49611.0	11213.0	2069.0	970.0	315.0	383.0	177174.0	1819.0	497.0
65 – 69	81532.0	81156.0	5358.0	20213.0	40001.0	11128.0	2633.0	1079.0	343.0	401.0	154865.0	1908.0	376.0
70 и более	176254.0	175299.0	14851.0	39798.0	66108.0	31436.0	11978.0	5788.0	2632.0	2708.0	380781.0	2172.0	955.0
Татары													
Женщины в возрасте 15 лет и более	97751.0	97123.0	20547.0	23819.0	34440.0	11288.0	3313.0	1894.0	826.0	996.0	162352.0	1672.0	628.0
в том числе в возрасте, лет:													
15 – 17	5166.0	5097.0	5018.0	79.0	-	-	-	-	-	-	79.0	15.0	69.0
18 – 19	3585.0	3526.0	3255.0	263.0	8.0	-	-	-	-	-	279.0	79.0	59.0
20 – 24	7403.0	7322.0	4744.0	2258.0	272.0	28.0	8.0	-	12.0	-	2990.0	408.0	81.0
25 – 29	6467.0	6418.0	1787.0	3406.0	1086.0	111.0	16.0	8.0	-	4.0	6047.0	942.0	49.0
30 – 34	6480.0	6456.0	894.0	2805.0	2405.0	285.0	50.0	-	-	17.0	8802.0	1363.0	24.0
35 – 39	8215.0	8161.0	566.0	2652.0	4061.0	661.0	140.0	52.0	4.0	25.0	13789.0	1690.0	54.0
40 – 44	11692.0	11637.0	680.0	2802.0	6127.0	1573.0	306.0	80.0	28.0	41.0	21882.0	1880.0	55.0
45 – 49	10580.0	10531.0	630.0	2327.0	5397.0	1646.0	328.0	114.0	65.0	24.0	20507.0	1947.0	49.0
50 – 54	8119.0	8103.0	489.0	1844.0	4118.0	1230.0	199.0	147.0	48.0	28.0	15817.0	1952.0	16.0
55 – 59	4252.0	4237.0	328.0	1039.0	2083.0	542.0	95.0	93.0	30.0	27.0	8061.0	1903.0	15.0
60 – 64	7306.0	7267.0	533.0	1393.0	3358.0	1352.0	315.0	191.0	43.0	82.0	15276.0	2102.0	39.0
65 – 69	6582.0	6542.0	559.0	1039.0	2611.0	1359.0	530.0	296.0	60.0	88.0	14994.0	2292.0	40.0
70 и более	11904.0	11826.0	1064.0	1912.0	2914.0	2501.0	1326.0	913.0	536.0	660.0	33829.0	2861.0	78.0
Башкиры													
Женщины в возрасте 15 лет и более	72285.0	71624.0	17133.0	14629.0	22193.0	9348.0	3250.0	2340.0	1243.0	1488.0	131496.0	1836.0	661.0
в том числе в возрасте, лет:													
15 – 17	5628.0	5531.0	5442.0	85.0	4.0	-	-	-	-	-	93.0	17.0	97.0
18 – 19	3679.0	3625.0	3360.0	261.0	4.0	-	-	-	-	-	269.0	74.0	54.0
20 – 24	6804.0	6709.0	4008.0	2275.0	381.0	41.0	-	-	-	4.0	3188.0	475.0	95.0
25 – 29	5769.0	5701.0	1359.0	2665.0	1459.0	182.0	24.0	-	8.0	4.0	6309.0	1107.0	68.0
30 – 34	6185.0	6153.0	538.0	2174.0	2715.0	530.0	140.0	24.0	16.0	16.0	10102.0	1642.0	32.0
35 – 39	7861.0	7809.0	387.0	1751.0	4147.0	1151.0	238.0	67.0	28.0	40.0	15273.0	1956.0	52.0
40 – 44	9552.0	9503.0	448.0	1789.0	4802.0	1766.0	460.0	148.0	49.0	41.0	19884.0	2092.0	49.0
45 – 49	7245.0	7203.0	384.0	1087.0	3137.0	1806.0	414.0	256.0	84.0	35.0	16496.0	2290.0	42.0
50 – 54	4687.0	4658.0	280.0	608.0	1950.0	1119.0	326.0	241.0	57.0	77.0	11327.0	2432.0	29.0
55 – 59	2111.0	2099.0	140.0	347.0	788.0	369.0	175.0	175.0	50.0	55.0	5346.0	2547.0	12.0
60 – 64	3766.0	3734.0	214.0	414.0	1125.0	836.0	385.0	398.0	181.0	181.0	11247.0	3012.0	32.0
65 – 69	3232.0	3199.0	149.0	451.0	710.0	687.0	358.0	386.0	243.0	215.0	10528.0	3291.0	33.0
70 и более	5766.0	5700.0	424.0	722.0	971.0	861.0	730.0	645.0	527.0	820.0	21434.0	3760.0	66.0
Украинцы													
Женщины в возрасте 15 лет и более	38968.0	38774.0	4789.0	10381.0	16343.0	4841.0	1204.0	773.0	217.0	226.0	69440.0	1791.0	194.0
в том числе в возрасте, лет:													
15 – 17	732.0	713.0	703.0	10.0	-	-	-	-	-	-	10.0	14.0	19.0
18 – 19	543.0	543.0	508.0	35.0	-	-	-	-	-	-	35.0	64.0	-
20 – 24	1373.0	1350.0	765.0	492.0	93.0	-	-	-	-	-	678.0	502.0	23.0
25 – 29	2077.0	2073.0	498.0	1042.0	464.0	57.0	4.0	-	4.0	4.0	2213.0	1068.0	4.0
30 – 34	2634.0	2622.0	241.0	1137.0	1093.0	126.0	21.0	4.0	-	-	3805.0	1451.0	12.0
35 – 39	2838.0	2830.0	137.0	963.0	1409.0	245.0	28.0	28.0	4.0	16.0	4928.0	1741.0	8.0
40 – 44	3407.0	3395.0	152.0	838.0	1780.0	505.0	96.0	12.0	8.0	4.0	6437.0	1896.0	12.0
45 – 49	3405.0	3397.0	242.0	864.0	1650.0	465.0	100.0	52.0	16.0	8.0	6379.0	1878.0	8.0
50 – 54	3635.0	3627.0	200.0	925.0	1956.0	427.0	62.0	29.0	12.0	16.0	6707.0	1849.0	8.0
55 – 59	2614.0	2600.0	156.0	651.0	1373.0	314.0	33.0	46.0	16.0	11.0	4874.0	1875.0	14.0
60 – 64	4044.0	4029.0	218.0	950.0	2012.0	613.0	123.0	82.0	27.0	4.0	7905.0	1962.0	15.0
65 – 69	3371.0	3355.0	230.0	772.0	1557.0	532.0	124.0	104.0	20.0	16.0	6750.0	2012.0	16.0
70 и более	8295.0	8240.0	739.0	1702.0	2956.0	1557.0	613.0	416.0	110.0	147.0	18719.0	2272.0	55.0
Сибирский федеральный округ													
Республика Алтай													
Русские													
Женщины в возрасте 15 лет и более	49058.0	48820.0	10175.0	11259.0	16243.0	6709.0	2132.0	1240.0	487.0	575.0	86228.0	1766.0	238.0
в том числе в возрасте, лет:													
15 – 17	3206.0	3162.0	3097.0	64.0	1.0	-	-	-	-	-	66.0	21.0	44.0
18 – 19	2092.0	2072.0	1760.0	292.0	19.0	1.0	-	-	-	-	333.0	161.0	20.0
20 – 24	4937.0	4908.0	2587.0	1858.0	417.0	44.0	2.0	-	-	-	2832.0	577.0	29.0
25 – 29	4776.0	4756.0	909.0	2305.0	1279.0	215.0	39.0	6.0	2.0	1.0	5715.0	1202.0	20.0
30 – 34	3786.0	3770.0	321.0	1372.0	1610.0	354.0	79.0	19.0	9.0	6.0	6167.0	1636.0	16.0
35 – 39	3453.0	3442.0	164.0	818.0	1709.0	520.0	146.0	51.0	18.0	16.0	6869.0	1996.0	11.0
40 – 44	4660.0	4654.0	170.0	795.0	2344.0	946.0	234.0	85.0	37.0	43.0	10251.0	2203.0	6.0
45 – 49	4761.0	4746.0	173.0	748.0	2273.0	1041.0	262.0	140.0	58.0	51.0	10907.0	2298.0	15.0
50 – 54	4136.0	4128.0	183.0	689.0	1940.0	847.0	214.0	147.0	43.0	65.0	9482.0	2297.0	8.0
55 – 59	1852.0	1844.0	66.0	316.0	891.0	338.0	90.0	80.0	30.0	33.0	4324.0	2345.0	8.0
60 – 64	2584.0	2576.0	137.0	460.0	1067.0	524.0	164.0	126.0	44.0	54.0	6169.0	2395.0	8.0
65 – 69	2398.0	2389.0	144.0	390.0	870.0	546.0	193.0	133.0	54.0	59.0	6010.0	2516.0	9.0
70 и более	6417.0	6373.0	464.0	1152.0	1823.0	1333.0	709.0	453.0	192.0	247.0	17103.0	2684.0	44.0
Алтайцы													
Женщины в возрасте 15 лет и более	24661.0	24511.0	5952.0	4528.0	6035.0	3804.0	1592.0	1181.0	561.0	858.0	50741.0	2070.0	150.0
в том числе в возрасте, лет:													
15 – 17	2235.0	2199.0	2178.0	21.0	-	-	-	-	-	-	21.0	10.0	36.0
18 – 19	1188.0	1184.0	1048.0	127.0	9.0	-	-	-	-	-	145.0	122.0	4.0
20 – 24	2706.0	2673.0	1316.0	1023.0	294.0	35.0	3.0	2.0	-	-	1738.0	650.0	33.0
25 – 29	2493.0	2472.0	476.0	963.0	807.0	184.0	37.0	5.0	-	-	3302.0	1336.0	21.0
30 – 34	2237.0	2231.0	169.0	604.0	950.0	358.0	103.0	37.0	7.0	3.0	4239.0	1900.0	6.0
35 – 39	2549.0	2543.0	145.0	427.0	1051.0	615.0	196.0	71.0	26.0	12.0	5762.0	2266.0	6.0
40 – 44	3064.0	3050.0	150.0	415.0	1088.0	843.0	315.0	156.0	56.0	27.0	7709.0	2528.0	14.0
45 – 49	2478.0	2474.0	139.0	284.0	722.0	680.0	300.0	200.0	73.0	76.0	7006.0	2832.0	4.0
50 – 54	1491.0	1488.0	80.0	177.0	396.0	377.0	167.0	150.0	59.0	82.0	4528.0	3043.0	3.0
55 – 59	610.0	610.0	34.0	68.0	137.0	123.0	74.0	95.0	31.0	48.0	2063.0	3382.0	-
60 – 64	937.0	932.0	42.0	98.0	170.0	160.0	100.0	148.0	80.0	134.0	3657.0	3924.0	5.0
65 – 69	849.0	845.0	42.0	76.0	148.0	146.0	85.0	110.0	83.0	155.0	3495.0	4136.0	4.0
70 и более	1824.0	1810.0	133.0	245.0	263.0	283.0	212.0	207.0	146.0	321.0	7076.0	3909.0	14.0
Казахи													
Женщины в возрасте 15 лет и более	4353.0	4308.0	1010.0	676.0	1072.0	755.0	277.0	176.0	94.0	248.0	9834.0	2283.0	45.0
в том числе в возрасте, лет:													
15 – 17	421.0	409.0	407.0	2.0	-	-	-	-	-	-	2.0	5.0	12.0
18 – 19	193.0	191.0	178.0	13.0	-	-	-	-	-	-	13.0	68.0	2.0
20 – 24	495.0	486.0	259.0	169.0	52.0	5.0	1.0	-	-	-	292.0	601.0	9.0
25 – 29	527.0	520.0	73.0	192.0	198.0	46.0	8.0	-	1.0	2.0	778.0	1496.0	7.0
30 – 34	548.0	548.0	29.0	110.0	256.0	118.0	28.0	3.0	4.0	-	1127.0	2057.0	-
35 – 39	492.0	490.0	16.0	52.0	207.0	156.0	40.0	13.0	5.0	1.0	1198.0	2445.0	2.0
40 – 44	514.0	511.0	10.0	53.0	184.0	176.0	55.0	23.0	5.0	5.0	1356.0	2654.0	3.0
45 – 49	340.0	338.0	12.0	32.0	72.0	129.0	54.0	29.0	5.0	5.0	993.0	2938.0	2.0
50 – 54	225.0	222.0	8.0	13.0	35.0	61.0	44.0	28.0	17.0	16.0	812.0	3658.0	3.0
55 – 59	91.0	90.0	2.0	8.0	18.0	14.0	9.0	17.0	6.0	16.0	378.0	4200.0	1.0
60 – 64	162.0	160.0	2.0	8.0	11.0	19.0	15.0	20.0	18.0	67.0	965.0	6031.0	2.0
65 – 69	151.0	150.0	4.0	6.0	16.0	9.0	7.0	18.0	17.0	73.0	949.0	6327.0	1.0
70 и более	194.0	193.0	10.0	18.0	23.0	22.0	16.0	25.0	16.0	63.0	971.0	5031.0	1.0
Республика Бурятия													
Русские													
Женщины в возрасте 15 лет и более	281919.0	277095.0	58478.0	65004.0	90526.0	38271.0	12317.0	6890.0	2728.0	2881.0	484390.0	1748.0	4824.0
в том числе в возрасте, лет:													
15 – 17	20002.0	19149.0	18863.0	274.0	12.0	-	-	-	-	-	298.0	16.0	853.0
18 – 19	12454.0	12007.0	10512.0	1422.0	65.0	8.0	-	-	-	-	1576.0	131.0	447.0
20 – 24	28414.0	27590.0	14402.0	11057.0	1928.0	158.0	29.0	-	-	16.0	15615.0	566.0	824.0
25 – 29	26072.0	25594.0	4925.0	13012.0	6561.0	879.0	144.0	36.0	-	37.0	29827.0	1165.0	478.0
30 – 34	20856.0	20606.0	1624.0	7789.0	8639.0	1912.0	451.0	133.0	29.0	29.0	33685.0	1635.0	250.0
35 – 39	21480.0	21246.0	1100.0	4907.0	10596.0	3404.0	802.0	282.0	79.0	76.0	42027.0	1978.0	234.0
40 – 44	28552.0	28343.0	1117.0	5161.0	14096.0	5443.0	1519.0	624.0	198.0	185.0	61490.0	2169.0	209.0
45 – 49	27523.0	27316.0	1123.0	4504.0	12537.0	6270.0	1577.0	753.0	301.0	251.0	62281.0	2280.0	207.0
50 – 54	23477.0	23260.0	975.0	4359.0	10541.0	4932.0	1173.0	746.0	274.0	260.0	52400.0	2253.0	217.0
55 – 59	10369.0	10243.0	544.0	2242.0	4571.0	1772.0	539.0	326.0	114.0	135.0	22258.0	2173.0	126.0
60 – 64	18066.0	17822.0	848.0	3325.0	7409.0	3664.0	1270.0	798.0	249.0	259.0	41836.0	2347.0	244.0
65 – 69	15926.0	15708.0	774.0	2488.0	5948.0	3549.0	1396.0	884.0	343.0	326.0	39702.0	2528.0	218.0
70 и более	28728.0	28211.0	1671.0	4464.0	7623.0	6280.0	3417.0	2308.0	1141.0	1307.0	81395.0	2885.0	517.0
Буряты													
Женщины в возрасте 15 лет и более	112777.0	110648.0	30399.0	23522.0	26626.0	14391.0	5873.0	4505.0	2022.0	3310.0	205753.0	1860.0	2129.0
в том числе в возрасте, лет:													
15 – 17	9406.0	9080.0	9004.0	76.0	-	-	-	-	-	-	76.0	8.0	326.0
18 – 19	5953.0	5802.0	5406.0	375.0	21.0	-	-	-	-	-	417.0	72.0	151.0
20 – 24	13069.0	12613.0	7920.0	3819.0	781.0	62.0	27.0	-	4.0	-	5699.0	452.0	456.0
25 – 29	11154.0	10837.0	3124.0	4580.0	2617.0	415.0	60.0	9.0	8.0	24.0	11588.0	1069.0	317.0
30 – 34	9749.0	9614.0	1252.0	3264.0	3620.0	1147.0	242.0	51.0	21.0	17.0	15417.0	1604.0	135.0
35 – 39	10867.0	10753.0	856.0	2463.0	4401.0	2093.0	657.0	186.0	50.0	47.0	21746.0	2022.0	114.0
40 – 44	12682.0	12551.0	731.0	2485.0	4592.0	2879.0	1115.0	512.0	116.0	121.0	29021.0	2312.0	131.0
45 – 49	10524.0	10404.0	625.0	1869.0	3353.0	2397.0	1011.0	730.0	231.0	188.0	26383.0	2536.0	120.0
50 – 54	8142.0	8028.0	472.0	1341.0	2509.0	1740.0	682.0	682.0	261.0	341.0	21999.0	2740.0	114.0
55 – 59	3695.0	3662.0	200.0	612.0	1086.0	773.0	321.0	318.0	138.0	214.0	10519.0	2872.0	33.0
