																			
1. НАСЕЛЕНИЕ ПО ПОЛУ, ВОЗРАСТНЫМ ГРУППАМ И ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ																			
																			
																			
	Все население	Всего указали источников средств к существованию	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения указали			
25 – 29	115921.0	72639.0	55813.0	16826.0	35666.0	124.0	6769.0	723.0	117198.0	80171.0	63188.0	16983.0	23539.0	1283.0	11629.0	576.0			
30 – 34	102660.0	77210.0	62396.0	14814.0	14526.0	331.0	9979.0	614.0	101682.0	74320.0	61433.0	12887.0	9957.0	2365.0	14561.0	479.0			
35 – 39	102459.0	81181.0	67842.0	13339.0	8896.0	699.0	11271.0	412.0	105414.0	78127.0	67127.0	11000.0	6307.0	4183.0	16463.0	334.0			
40 – 44	125890.0	102037.0	87451.0	14586.0	7773.0	1560.0	14066.0	454.0	134174.0	98474.0	86351.0	12123.0	5899.0	8000.0	21415.0	386.0			
45 – 49	117407.0	96013.0	83499.0	12514.0	5416.0	2308.0	13208.0	462.0	131351.0	93345.0	81716.0	11629.0	4881.0	12083.0	20690.0	352.0			
50 – 54	96858.0	80146.0	70613.0	9533.0	3312.0	3040.0	9999.0	361.0	113348.0	75599.0	66548.0	9051.0	4038.0	15966.0	17392.0	353.0			
55 – 59	44301.0	36520.0	32302.0	4218.0	1266.0	2209.0	4160.0	146.0	55849.0	34042.0	30286.0	3756.0	1739.0	11728.0	8164.0	176.0			
60 – 64	61603.0	50057.0	44295.0	5762.0	1411.0	5376.0	4616.0	143.0	86108.0	45397.0	40421.0	4976.0	2359.0	27896.0	10275.0	181.0			
65 – 69	42367.0	34051.0	30558.0	3493.0	723.0	5117.0	2404.0	72.0	66819.0	29945.0	26631.0	3314.0	1692.0	28713.0	6346.0	123.0			
70 и более	56117.0	40461.0	36816.0	3645.0	533.0	13486.0	1564.0	73.0	137394.0	32558.0	28898.0	3660.0	4518.0	92312.0	7805.0	201.0			
возраст не указан	1250.0	314.0	257.0	57.0	44.0	7.0	25.0	860.0	1185.0	319.0	278.0	41.0	53.0	17.0	31.0	765.0			
Таймырский (Долгано-Ненецкий) автономный округ																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	14219.0	8764.0	7171.0	1593.0	3558.0	378.0	1165.0	354.0	15303.0	8656.0	7057.0	1599.0	2861.0	1617.0	1870.0	299.0			
в том числе в     возрасте, лет:																			
  до 16	1.0	1.0	-	1.0		-	-		2.0	2.0	-	2.0		-	-				
16 – 17	695.0	4.0	2.0	2.0	683.0	-	-	8.0	721.0	25.0	7.0	18.0	684.0	-	-	12.0			
18 – 19	564.0	35.0	19.0	16.0	512.0	-	1.0	16.0	552.0	121.0	53.0	68.0	415.0	1.0	3.0	12.0			
20 – 24	1599.0	450.0	290.0	160.0	1092.0	-	26.0	31.0	1602.0	838.0	547.0	291.0	654.0	11.0	61.0	38.0			
25 – 29	1782.0	1064.0	766.0	298.0	557.0	5.0	99.0	57.0	1702.0	1137.0	868.0	269.0	359.0	23.0	147.0	36.0			
30 – 34	1580.0	1185.0	939.0	246.0	207.0	4.0	135.0	49.0	1549.0	1096.0	887.0	209.0	170.0	47.0	205.0	31.0			
35 – 39	1498.0	1133.0	928.0	205.0	177.0	13.0	153.0	22.0	1557.0	1083.0	905.0	178.0	158.0	64.0	230.0	22.0			
40 – 44	1870.0	1465.0	1232.0	233.0	122.0	35.0	218.0	30.0	2060.0	1413.0	1208.0	205.0	144.0	151.0	327.0	25.0			
45 – 49	1841.0	1425.0	1229.0	196.0	106.0	42.0	211.0	57.0	1974.0	1295.0	1119.0	176.0	95.0	192.0	359.0	33.0			
50 – 54	1401.0	1098.0	980.0	118.0	46.0	57.0	169.0	31.0	1591.0	981.0	880.0	101.0	80.0	224.0	275.0	31.0			
55 – 59	606.0	430.0	381.0	49.0	24.0	52.0	86.0	14.0	611.0	310.0	275.0	35.0	39.0	136.0	111.0	15.0			
60 – 64	427.0	280.0	245.0	35.0	19.0	69.0	47.0	12.0	536.0	192.0	168.0	24.0	27.0	226.0	80.0	11.0			
65 – 69	175.0	100.0	81.0	19.0	11.0	45.0	16.0	3.0	330.0	80.0	72.0	8.0	20.0	189.0	31.0	10.0			
70 и более	149.0	86.0	73.0	13.0	2.0	56.0	4.0	1.0	492.0	74.0	60.0	14.0	16.0	353.0	41.0	8.0			
возраст не указан	31.0	8.0	6.0	2.0	-	-	-	23.0	24.0	9.0	8.0	1.0	-	-	-	15.0			
Эвенкийский автономный округ																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	6500.0	4122.0	3107.0	1015.0	1638.0	211.0	523.0	6.0	6440.0	4034.0	3028.0	1006.0	1110.0	749.0	542.0	5.0			
в том числе в     возрасте, лет:																			
  до 16	-	-	-	-		-	-		-	-	-	-		-	-				
16 – 17	330.0	2.0	-	2.0	328.0	-	-	-	285.0	15.0	2.0	13.0	270.0	-	-	-			
18 – 19	197.0	8.0	3.0	5.0	189.0	-	-	-	239.0	50.0	21.0	29.0	185.0	2.0	2.0	-			
20 – 24	660.0	197.0	110.0	87.0	455.0	-	8.0	-	681.0	334.0	201.0	133.0	306.0	12.0	29.0	-			
25 – 29	699.0	420.0	264.0	156.0	231.0	3.0	45.0	-	667.0	466.0	319.0	147.0	130.0	13.0	58.0	-			
30 – 34	599.0	436.0	341.0	95.0	113.0	1.0	49.0	-	582.0	451.0	332.0	119.0	48.0	23.0	60.0	-			
35 – 39	674.0	518.0	376.0	142.0	93.0	9.0	54.0	-	666.0	517.0	389.0	128.0	48.0	29.0	72.0	-			
40 – 44	881.0	706.0	551.0	155.0	86.0	13.0	76.0	-	810.0	641.0	510.0	131.0	28.0	52.0	89.0	-			
45 – 49	918.0	727.0	584.0	143.0	59.0	32.0	100.0	-	829.0	640.0	530.0	110.0	30.0	73.0	86.0	-			
50 – 54	667.0	532.0	424.0	108.0	38.0	29.0	68.0	-	610.0	464.0	376.0	88.0	15.0	75.0	56.0	-			
55 – 59	286.0	214.0	159.0	55.0	16.0	19.0	37.0	-	294.0	183.0	139.0	44.0	14.0	73.0	24.0	-			
60 – 64	298.0	192.0	157.0	35.0	22.0	31.0	53.0	-	298.0	142.0	108.0	34.0	17.0	108.0	31.0	-			
65 – 69	146.0	98.0	79.0	19.0	5.0	21.0	22.0	-	199.0	77.0	56.0	21.0	10.0	97.0	15.0	-			
70 и более	135.0	69.0	56.0	13.0	3.0	53.0	9.0	1.0	267.0	50.0	41.0	9.0	7.0	190.0	20.0	-			
возраст не указан	10.0	3.0	3.0	-	-	-	2.0	5.0	13.0	4.0	4.0	-	2.0	2.0	-	5.0			
Иркутская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	931176.0	588934.0	486591.0	102343.0	242711.0	32577.0	62360.0	4594.0	1106092.0	593913.0	491611.0	102302.0	206214.0	187526.0	113629.0	4810.0			
в том числе в     возрасте, лет:																			
  до 16	16.0	14.0	5.0	9.0		1.0	1.0		66.0	65.0	5.0	60.0		1.0	-				
16 – 17	49397.0	289.0	84.0	205.0	48691.0	4.0	23.0	390.0	47584.0	1294.0	322.0	972.0	45955.0	14.0	30.0	291.0			
18 – 19	45161.0	1810.0	848.0	962.0	43081.0	8.0	40.0	222.0	48072.0	7106.0	3428.0	3678.0	40510.0	39.0	194.0	223.0			
20 – 24	109057.0	31248.0	19746.0	11502.0	75932.0	51.0	1273.0	553.0	110650.0	49972.0	33473.0	16499.0	56151.0	427.0	3619.0	481.0			
25 – 29	101175.0	62208.0	45461.0	16747.0	32880.0	180.0	5518.0	389.0	101920.0	68124.0	51397.0	16727.0	22438.0	1518.0	9433.0	407.0			
30 – 34	87553.0	64482.0	50286.0	14196.0	14022.0	361.0	8359.0	329.0	88296.0	63316.0	50857.0	12459.0	9994.0	2606.0	12029.0	351.0			
35 – 39	84885.0	66387.0	54502.0	11885.0	8581.0	699.0	8943.0	275.0	88305.0	63766.0	53877.0	9889.0	6590.0	4200.0	13496.0	253.0			
40 – 44	102968.0	82755.0	69887.0	12868.0	7455.0	1498.0	10956.0	304.0	112074.0	80847.0	70000.0	10847.0	5914.0	7886.0	17064.0	363.0			
45 – 49	95399.0	77813.0	67116.0	10697.0	5308.0	2279.0	9728.0	271.0	109351.0	76243.0	66412.0	9831.0	4998.0	11484.0	16303.0	323.0			
50 – 54	81012.0	66983.0	58512.0	8471.0	3140.0	2950.0	7675.0	264.0	96815.0	63087.0	55257.0	7830.0	4092.0	15272.0	14058.0	306.0			
55 – 59	37314.0	30956.0	27196.0	3760.0	1064.0	2017.0	3145.0	132.0	49433.0	29062.0	25632.0	3430.0	1918.0	11310.0	6948.0	195.0			
60 – 64	51573.0	41706.0	36772.0	4934.0	1283.0	4955.0	3479.0	150.0	76829.0	38955.0	34594.0	4361.0	2353.0	26428.0	8836.0	257.0			
65 – 69	36588.0	29101.0	26081.0	3020.0	664.0	4819.0	1915.0	89.0	60156.0	25836.0	23032.0	2804.0	1623.0	27004.0	5513.0	180.0			
70 и более	47637.0	32711.0	29729.0	2982.0	558.0	12751.0	1285.0	332.0	115162.0	25756.0	22925.0	2831.0	3629.0	79311.0	6080.0	386.0			
возраст не указан	1441.0	471.0	366.0	105.0	52.0	4.0	20.0	894.0	1379.0	484.0	400.0	84.0	49.0	26.0	26.0	794.0			
Усть-Ордынский Бурятский автономный округ																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	44371.0	28536.0	23078.0	5458.0	11869.0	1801.0	1991.0	174.0	50305.0	28903.0	23332.0	5571.0	10117.0	8550.0	2549.0	186.0			
в том числе в     возрасте, лет:																			
  до 16	1.0	1.0	-	1.0		-	-		6.0	6.0	-	6.0		-	-				
16 – 17	2853.0	11.0	1.0	10.0	2801.0	-	1.0	40.0	2522.0	76.0	12.0	64.0	2427.0	1.0	-	18.0			
18 – 19	1494.0	83.0	33.0	50.0	1404.0	-	-	7.0	1651.0	335.0	141.0	194.0	1306.0	2.0	4.0	4.0			
20 – 24	4456.0	1261.0	712.0	549.0	3123.0	2.0	42.0	28.0	4707.0	2251.0	1403.0	848.0	2297.0	33.0	110.0	16.0			
25 – 29	4315.0	2636.0	1849.0	787.0	1522.0	6.0	140.0	11.0	4616.0	3164.0	2337.0	827.0	1098.0	91.0	250.0	13.0			
30 – 34	4101.0	3043.0	2341.0	702.0	795.0	16.0	235.0	12.0	4501.0	3418.0	2738.0	680.0	642.0	158.0	269.0	14.0			
35 – 39	4766.0	3774.0	3138.0	636.0	654.0	41.0	287.0	10.0	4794.0	3640.0	3067.0	573.0	553.0	237.0	356.0	8.0			
40 – 44	5755.0	4654.0	3881.0	773.0	618.0	77.0	397.0	9.0	5772.0	4398.0	3774.0	624.0	473.0	452.0	435.0	14.0			
45 – 49	5071.0	4111.0	3471.0	640.0	454.0	164.0	330.0	12.0	5069.0	3796.0	3203.0	593.0	363.0	537.0	362.0	11.0			
50 – 54	3639.0	2951.0	2484.0	467.0	256.0	175.0	248.0	9.0	3790.0	2590.0	2174.0	416.0	270.0	654.0	270.0	6.0			
55 – 59	1400.0	1158.0	954.0	204.0	57.0	90.0	89.0	6.0	1625.0	1005.0	812.0	193.0	101.0	402.0	107.0	10.0			
60 – 64	2203.0	1720.0	1419.0	301.0	94.0	270.0	116.0	3.0	2953.0	1572.0	1339.0	233.0	132.0	1074.0	160.0	15.0			
65 – 69	1780.0	1389.0	1222.0	167.0	42.0	280.0	64.0	5.0	2782.0	1268.0	1103.0	165.0	106.0	1292.0	104.0	12.0			
70 и более	2518.0	1738.0	1568.0	170.0	49.0	680.0	42.0	9.0	5498.0	1380.0	1226.0	154.0	348.0	3617.0	121.0	32.0			
возраст не указан	19.0	6.0	5.0	1.0	-	-	-	13.0	19.0	4.0	3.0	1.0	1.0	-	1.0	13.0			
Кемеровская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	1077981.0	694303.0	598923.0	95380.0	254500.0	43889.0	84456.0	833.0	1292145.0	697174.0	601973.0	95201.0	211899.0	236992.0	145187.0	893.0			
в том числе в     возрасте, лет:																			
  до 16	6.0	6.0	2.0	4.0		-	-		42.0	42.0	4.0	38.0		-	-				
16 – 17	51900.0	261.0	81.0	180.0	51568.0	8.0	26.0	37.0	50449.0	1529.0	554.0	975.0	48837.0	13.0	35.0	35.0			
18 – 19	47829.0	2029.0	1154.0	875.0	45715.0	7.0	53.0	25.0	52778.0	8203.0	5022.0	3181.0	44271.0	40.0	241.0	23.0			
20 – 24	117066.0	34603.0	25709.0	8894.0	80470.0	69.0	1826.0	98.0	120678.0	55991.0	43107.0	12884.0	58943.0	482.0	5176.0	86.0			
25 – 29	109767.0	67495.0	54678.0	12817.0	34590.0	213.0	7381.0	88.0	109821.0	74228.0	60983.0	13245.0	21424.0	1525.0	12556.0	88.0			
30 – 34	93491.0	68897.0	57495.0	11402.0	13538.0	358.0	10616.0	82.0	94552.0	67075.0	56655.0	10420.0	9093.0	2642.0	15656.0	86.0			
35 – 39	90902.0	70787.0	60242.0	10545.0	8051.0	759.0	11227.0	78.0	94680.0	68514.0	59691.0	8823.0	5434.0	4207.0	16451.0	74.0			
40 – 44	123954.0	98958.0	85949.0	13009.0	7825.0	1804.0	15272.0	95.0	133181.0	96151.0	85296.0	10855.0	5522.0	8747.0	22696.0	65.0			
45 – 49	116891.0	94352.0	82888.0	11464.0	5552.0	2753.0	14171.0	63.0	130309.0	91470.0	81087.0	10383.0	4661.0	12701.0	21397.0	80.0			
50 – 54	98761.0	80818.0	71740.0	9078.0	3377.0	3632.0	10867.0	67.0	115232.0	76613.0	68048.0	8565.0	3661.0	17147.0	17733.0	78.0			
55 – 59	46516.0	37970.0	33784.0	4186.0	1237.0	2775.0	4498.0	36.0	59301.0	35880.0	31962.0	3918.0	1743.0	13264.0	8380.0	34.0			
60 – 64	61199.0	49396.0	44120.0	5276.0	1269.0	6157.0	4344.0	33.0	88381.0	46231.0	41587.0	4644.0	1948.0	30555.0	9600.0	47.0			
65 – 69	48539.0	38663.0	35054.0	3609.0	683.0	6774.0	2388.0	31.0	77143.0	34702.0	31410.0	3292.0	1606.0	34297.0	6492.0	46.0			
70 и более	71033.0	50030.0	45993.0	4037.0	618.0	18575.0	1784.0	26.0	165482.0	40501.0	36530.0	3971.0	4753.0	111369.0	8773.0	86.0			
возраст не указан	127.0	38.0	34.0	4.0	7.0	5.0	3.0	74.0	116.0	44.0	37.0	7.0	3.0	3.0	1.0	65.0			
Новосибирская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	1012582.0	648528.0	566736.0	81792.0	255432.0	33784.0	74816.0	22.0	1217523.0	652807.0	571151.0	81656.0	219171.0	207340.0	138168.0	37.0			
в том числе в     возрасте, лет:																			
  до 16	3.0	3.0	1.0	2.0		-	-		31.0	31.0	3.0	28.0		-	-				
16 – 17	48400.0	209.0	79.0	130.0	48163.0	14.0	14.0	-	47951.0	1123.0	425.0	698.0	46779.0	8.0	39.0	2.0			
18 – 19	51175.0	1574.0	898.0	676.0	49539.0	9.0	51.0	2.0	52770.0	6573.0	3999.0	2574.0	45979.0	16.0	202.0	-			
20 – 24	114066.0	29483.0	21827.0	7656.0	83129.0	34.0	1417.0	3.0	113165.0	48398.0	36988.0	11410.0	60452.0	295.0	4017.0	3.0			
25 – 29	100589.0	60493.0	49146.0	11347.0	34046.0	131.0	5917.0	2.0	102082.0	67935.0	55871.0	12064.0	22561.0	943.0	10642.0	1.0			
30 – 34	87580.0	64705.0	53963.0	10742.0	13641.0	249.0	8984.0	1.0	88368.0	63479.0	54150.0	9329.0	9374.0	1749.0	13764.0	2.0			
35 – 39	87693.0	68810.0	59215.0	9595.0	8101.0	509.0	10272.0	1.0	91466.0	67375.0	59614.0	7761.0	5928.0	2957.0	15201.0	5.0			
40 – 44	111645.0	90238.0	79592.0	10646.0	7221.0	1074.0	13112.0	-	121444.0	89566.0	80304.0	9262.0	5736.0	5971.0	20169.0	2.0			
45 – 49	106448.0	86971.0	77594.0	9377.0	5118.0	1739.0	12616.0	4.0	119218.0	84865.0	76496.0	8369.0	5107.0	9324.0	19920.0	2.0			
50 – 54	88061.0	72647.0	65519.0	7128.0	3033.0	2643.0	9737.0	1.0	103324.0	69198.0	62449.0	6749.0	4205.0	12993.0	16923.0	5.0			
55 – 59	44452.0	36842.0	33483.0	3359.0	1136.0	2045.0	4426.0	3.0	56279.0	34532.0	31540.0	2992.0	2078.0	10842.0	8823.0	4.0			
60 – 64	59116.0	48928.0	44584.0	4344.0	1141.0	4804.0	4243.0	-	85527.0	46326.0	42380.0	3946.0	2465.0	25965.0	10769.0	2.0			
65 – 69	47117.0	39039.0	35834.0	3205.0	654.0	5122.0	2302.0	-	73249.0	34229.0	31302.0	2927.0	1994.0	29604.0	7420.0	2.0			
70 и более	66229.0	48583.0	44998.0	3585.0	509.0	15411.0	1724.0	2.0	162642.0	39175.0	35628.0	3547.0	6512.0	106673.0	10277.0	5.0			
возраст не указан	8.0	3.0	3.0	-	1.0	-	1.0	3.0	7.0	2.0	2.0	-	1.0	-	2.0	2.0			
Омская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	764308.0	491484.0	431626.0	59858.0	194617.0	24497.0	53225.0	485.0	921612.0	495761.0	435929.0	59832.0	174378.0	152455.0	98416.0	602.0			
в том числе в     возрасте, лет:																			
  до 16	4.0	4.0	1.0	3.0		-	-		29.0	29.0	2.0	27.0		-	-				
16 – 17	40918.0	146.0	40.0	106.0	40727.0	2.0	17.0	26.0	39655.0	845.0	334.0	511.0	38756.0	4.0	19.0	31.0			
18 – 19	38388.0	1208.0	711.0	497.0	37138.0	4.0	26.0	12.0	40916.0	4927.0	2991.0	1936.0	35818.0	17.0	135.0	19.0			
20 – 24	84894.0	22541.0	17027.0	5514.0	61276.0	31.0	998.0	48.0	88307.0	37981.0	29678.0	8303.0	47348.0	271.0	2671.0	36.0			
25 – 29	76366.0	46727.0	38166.0	8561.0	25344.0	82.0	4176.0	37.0	78144.0	52369.0	43543.0	8826.0	17456.0	733.0	7525.0	61.0			
30 – 34	66322.0	49458.0	41678.0	7780.0	10292.0	157.0	6378.0	37.0	68790.0	49796.0	42890.0	6906.0	7801.0	1258.0	9896.0	39.0			
35 – 39	71413.0	57103.0	49710.0	7393.0	6248.0	380.0	7650.0	32.0	75976.0	56427.0	50233.0	6194.0	5374.0	2364.0	11787.0	24.0			
40 – 44	89295.0	73239.0	65162.0	8077.0	5469.0	870.0	9678.0	39.0	96969.0	71398.0	64403.0	6995.0	5120.0	4899.0	15500.0	52.0			
45 – 49	78466.0	64993.0	58272.0	6721.0	3436.0	1181.0	8828.0	28.0	86731.0	61873.0	55977.0	5896.0	3940.0	6799.0	14072.0	47.0			
50 – 54	63015.0	52395.0	47492.0	4903.0	2189.0	1779.0	6631.0	21.0	74590.0	49979.0	45324.0	4655.0	3073.0	9613.0	11891.0	34.0			
55 – 59	30459.0	25411.0	23082.0	2329.0	750.0	1338.0	2951.0	9.0	39261.0	24099.0	22018.0	2081.0	1477.0	7860.0	5811.0	14.0			
60 – 64	42687.0	35419.0	32264.0	3155.0	862.0	3452.0	2941.0	13.0	61000.0	32685.0	29962.0	2723.0	1715.0	19245.0	7334.0	21.0			
65 – 69	34551.0	28403.0	26157.0	2246.0	497.0	3976.0	1665.0	10.0	54768.0	25362.0	23178.0	2184.0	1496.0	22838.0	5052.0	20.0			
70 и более	47266.0	34346.0	31776.0	2570.0	383.0	11243.0	1280.0	14.0	116202.0	27894.0	25302.0	2592.0	4998.0	76553.0	6719.0	38.0			
возраст не указан	264.0	91.0	88.0	3.0	6.0	2.0	6.0	159.0	274.0	97.0	94.0	3.0	6.0	1.0	4.0	166.0			
Томская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	397491.0	239387.0	204471.0	34916.0	116657.0	12497.0	28941.0	9.0	460959.0	240489.0	205906.0	34583.0	102138.0	68950.0	49367.0	15.0			
в том числе в     возрасте, лет:																			
  до 16	1.0	1.0	-	1.0		-	-		17.0	17.0	2.0	15.0		-	-				
16 – 17	22215.0	90.0	31.0	59.0	22108.0	4.0	13.0	-	21858.0	449.0	145.0	304.0	21391.0	5.0	13.0	-			
18 – 19	27489.0	765.0	372.0	393.0	26692.0	7.0	25.0	-	28129.0	2812.0	1551.0	1261.0	25234.0	9.0	74.0	-			
20 – 24	51547.0	12229.0	8551.0	3678.0	38622.0	23.0	673.0	-	52825.0	19737.0	14459.0	5278.0	31335.0	136.0	1615.0	2.0			
25 – 29	39805.0	24313.0	19127.0	5186.0	13021.0	46.0	2423.0	2.0	39215.0	26283.0	21256.0	5027.0	8558.0	366.0	4007.0	1.0			
30 – 34	34391.0	25252.0	20609.0	4643.0	5340.0	102.0	3697.0	-	34507.0	25018.0	20965.0	4053.0	3614.0	611.0	5262.0	2.0			
35 – 39	33206.0	26046.0	22095.0	3951.0	3000.0	195.0	3965.0	-	34447.0	25156.0	21769.0	3387.0	2289.0	1193.0	5807.0	2.0			
40 – 44	42387.0	33888.0	29366.0	4522.0	2944.0	471.0	5081.0	3.0	45508.0	33475.0	29614.0	3861.0	2209.0	2440.0	7383.0	1.0			
45 – 49	40231.0	32711.0	28614.0	4097.0	2115.0	708.0	4696.0	1.0	44851.0	31882.0	28295.0	3587.0	1917.0	3711.0	7340.0	1.0			
50 – 54	33904.0	27903.0	24877.0	3026.0	1280.0	1008.0	3713.0	-	39280.0	26467.0	23619.0	2848.0	1499.0	5031.0	6283.0	-			
55 – 59	16332.0	13483.0	12092.0	1391.0	478.0	754.0	1616.0	1.0	19270.0	12000.0	10827.0	1173.0	665.0	3723.0	2881.0	1.0			
60 – 64	20538.0	16589.0	14922.0	1667.0	517.0	1863.0	1569.0	-	27157.0	14572.0	13137.0	1435.0	770.0	8428.0	3386.0	1.0			
65 – 69	14751.0	11745.0	10620.0	1125.0	288.0	1870.0	848.0	-	22977.0	10428.0	9349.0	1079.0	630.0	9656.0	2262.0	1.0			
70 и более	20692.0	14372.0	13195.0	1177.0	252.0	5446.0	622.0	-	50915.0	12192.0	10917.0	1275.0	2027.0	33641.0	3054.0	1.0			
возраст не указан	2.0	-	-	-	-	-	-	2.0	3.0	1.0	1.0	-	-	-	-	2.0			
Читинская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	424437.0	263169.0	221707.0	41462.0	122256.0	14280.0	23272.0	1460.0	467092.0	266103.0	224782.0	41321.0	85089.0	74532.0	39881.0	1487.0			
в том числе в     возрасте, лет:																			
  до 16	5.0	5.0	3.0	2.0		-	-		36.0	36.0	5.0	31.0		-	-				
16 – 17	21942.0	134.0	32.0	102.0	21484.0	8.0	7.0	309.0	21871.0	836.0	281.0	555.0	20732.0	3.0	24.0	276.0			
18 – 19	28595.0	943.0	530.0	413.0	27492.0	5.0	25.0	130.0	21141.0	4024.0	2236.0	1788.0	16900.0	25.0	105.0	87.0			
20 – 24	56477.0	16258.0	11323.0	4935.0	39344.0	32.0	623.0	220.0	49630.0	25471.0	18669.0	6802.0	22043.0	278.0	1660.0	178.0			
25 – 29	46410.0	29639.0	23232.0	6407.0	14181.0	77.0	2376.0	137.0	45441.0	32221.0	25963.0	6258.0	8386.0	778.0	3960.0	96.0			
30 – 34	37405.0	28138.0	22975.0	5163.0	5872.0	163.0	3151.0	81.0	37474.0	27960.0	23292.0	4668.0	3615.0	1222.0	4587.0	90.0			
35 – 39	36627.0	29278.0	24624.0	4654.0	3826.0	263.0	3187.0	73.0	36798.0	27930.0	24252.0	3678.0	2326.0	1861.0	4605.0	76.0			
40 – 44	45756.0	37405.0	32191.0	5214.0	3731.0	613.0	3922.0	85.0	48540.0	36342.0	32059.0	4283.0	2333.0	3723.0	6045.0	97.0			
45 – 49	43585.0	35773.0	31284.0	4489.0	2872.0	1048.0	3802.0	90.0	47967.0	34594.0	30535.0	4059.0	2207.0	5149.0	5906.0	111.0			
50 – 54	34729.0	28834.0	25369.0	3465.0	1635.0	1364.0	2817.0	79.0	39231.0	26448.0	23243.0	3205.0	1784.0	6194.0	4720.0	85.0			
55 – 59	15388.0	12856.0	11314.0	1542.0	549.0	860.0	1089.0	34.0	18124.0	11361.0	9990.0	1371.0	715.0	3992.0	2006.0	50.0			
60 – 64	20137.0	16326.0	14249.0	2077.0	651.0	1941.0	1175.0	44.0	28781.0	15538.0	13646.0	1892.0	1001.0	9579.0	2606.0	57.0			
65 – 69	15413.0	12327.0	10880.0	1447.0	341.0	2060.0	663.0	22.0	24709.0	11495.0	10134.0	1361.0	885.0	10642.0	1646.0	41.0			
70 и более	21746.0	15186.0	13649.0	1537.0	251.0	5845.0	432.0	32.0	47105.0	11768.0	10410.0	1358.0	2147.0	31082.0	2007.0	101.0			
возраст не указан	222.0	67.0	52.0	15.0	27.0	1.0	3.0	124.0	244.0	79.0	67.0	12.0	15.0	4.0	4.0	142.0			
Агинский Бурятский автономный округ																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	23816.0	14987.0	12604.0	2383.0	6991.0	712.0	1114.0	12.0	26234.0	15156.0	12753.0	2403.0	5868.0	3754.0	1440.0	16.0			
в том числе в     возрасте, лет:																			
  до 16	-	-	-	-		-	-		1.0	1.0	-	1.0		-	-				
16 – 17	1562.0	3.0	-	3.0	1555.0	-	-	4.0	1483.0	41.0	8.0	33.0	1439.0	-	-	3.0			
18 – 19	967.0	37.0	21.0	16.0	930.0	-	-	-	960.0	187.0	85.0	102.0	768.0	1.0	3.0	1.0			
20 – 24	2799.0	735.0	462.0	273.0	2036.0	-	26.0	2.0	2766.0	1271.0	850.0	421.0	1426.0	19.0	49.0	1.0			
25 – 29	2610.0	1453.0	1081.0	372.0	1032.0	5.0	119.0	1.0	2643.0	1749.0	1388.0	361.0	669.0	61.0	164.0	-			
30 – 34	2304.0	1685.0	1362.0	323.0	462.0	9.0	148.0	-	2435.0	1815.0	1516.0	299.0	339.0	92.0	188.0	1.0			
35 – 39	2603.0	2079.0	1792.0	287.0	321.0	13.0	190.0	-	2654.0	2017.0	1782.0	235.0	249.0	156.0	232.0	-			
40 – 44	2997.0	2523.0	2205.0	318.0	253.0	33.0	187.0	1.0	3101.0	2398.0	2139.0	259.0	248.0	222.0	233.0	-			
45 – 49	2504.0	2106.0	1865.0	241.0	185.0	55.0	157.0	1.0	2606.0	1933.0	1721.0	212.0	194.0	284.0	194.0	1.0			
50 – 54	1779.0	1480.0	1304.0	176.0	99.0	66.0	132.0	2.0	1887.0	1320.0	1161.0	159.0	144.0	279.0	143.0	1.0			
55 – 59	773.0	629.0	554.0	75.0	41.0	45.0	58.0	-	922.0	611.0	532.0	79.0	59.0	198.0	54.0	-			
60 – 64	1004.0	825.0	708.0	117.0	27.0	99.0	53.0	-	1367.0	748.0	648.0	100.0	66.0	486.0	66.0	1.0			
65 – 69	783.0	631.0	533.0	98.0	28.0	98.0	26.0	-	1112.0	526.0	455.0	71.0	62.0	478.0	45.0	1.0			
70 и более	1130.0	800.0	717.0	83.0	22.0	289.0	18.0	1.0	2297.0	539.0	468.0	71.0	205.0	1478.0	69.0	6.0			
возраст не указан	1.0	1.0	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-			
Дальневосточный федеральный округ																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	2579140.0	1532807.0	1295619.0	237188.0	741979.0	78710.0	202485.0	23159.0	2792470.0	1532487.0	1297184.0	235303.0	505383.0	406042.0	326882.0	21676.0			
в том числе в     возрасте, лет:																			
  до 16	52.0	44.0	15.0	29.0		3.0	5.0		153.0	139.0	36.0	103.0		4.0	10.0				
