1. НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ ПО ВОЗРАСТНЫМ ГРУППАМ И ЭКОНОМИЧЕСКОЙ АКТИВНОСТИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
													
	Всего	в том числе											
Из общей численности -													
население в трудоспособном возрасте	800046.0	560936.0	486144.0	23521.0	74792.0	5439.0	235573.0	22048.0	46034.0	22170.0	24715.0	120606.0	3537.0
учащиеся	140504.0	36798.0	27092.0	281.0	9706.0	383.0	102421.0	23201.0	4854.0	15780.0	1535.0	57051.0	1285.0
Городское население  в возрасте 15-64 лет	1445079.0	992524.0	876364.0	69330.0	116160.0	14152.0	444050.0	37987.0	172042.0	27014.0	13310.0	193697.0	8505.0
в том числе в возрасте, лет:													
15 – 19	187826.0	35920.0	18336.0	304.0	17584.0	751.0	149202.0	28900.0	7885.0	15651.0	2015.0	94751.0	2704.0
20 – 29	337073.0	262310.0	225380.0	1242.0	36930.0	1055.0	73410.0	9003.0	5706.0	7437.0	2631.0	48633.0	1353.0
30 – 39	274899.0	239950.0	218069.0	2465.0	21881.0	1351.0	34231.0	68.0	6983.0	2686.0	2601.0	21893.0	718.0
40 – 49	327118.0	283483.0	259262.0	8520.0	24221.0	2626.0	42729.0	16.0	17173.0	945.0	4268.0	20327.0	906.0
50 – 59	215005.0	146133.0	133582.0	37536.0	12551.0	5427.0	67677.0	-	57853.0	268.0	1731.0	7825.0	1195.0
60 – 64	103158.0	24728.0	21735.0	19263.0	2993.0	2942.0	76801.0	-	76442.0	27.0	64.0	268.0	1629.0
Из общей численности -													
население в трудоспособном возрасте	1261794.0	948152.0	837716.0	37564.0	110436.0	9575.0	308162.0	35609.0	70472.0	18980.0	12888.0	170213.0	5480.0
учащиеся	221404.0	59714.0	43744.0	513.0	15970.0	613.0	159647.0	37987.0	6436.0	15550.0	1769.0	97905.0	2043.0
Сельское население  в возрасте  15-64 лет	342454.0	201918.0	164690.0	10099.0	37228.0	2942.0	138972.0	4263.0	51316.0	17463.0	31094.0	34836.0	1564.0
в том числе в возрасте, лет:													
15 – 19	47095.0	8919.0	4336.0	121.0	4583.0	292.0	37648.0	3622.0	4681.0	13907.0	2485.0	12953.0	528.0
20 – 29	69364.0	47894.0	37490.0	395.0	10404.0	262.0	21254.0	635.0	2650.0	2355.0	6732.0	8882.0	216.0
30 – 39	66174.0	50011.0	42162.0	572.0	7849.0	350.0	16014.0	5.0	2679.0	784.0	7640.0	4906.0	149.0
40 – 49	87657.0	65596.0	55623.0	1895.0	9973.0	530.0	21852.0	1.0	5376.0	349.0	10299.0	5827.0	209.0
50 – 59	47674.0	26693.0	22897.0	5169.0	3796.0	910.0	20748.0	-	14614.0	63.0	3877.0	2194.0	233.0
60 – 64	24490.0	2805.0	2182.0	1947.0	623.0	598.0	21456.0	-	21316.0	5.0	61.0	74.0	229.0
Из общей численности -													
население в трудоспособном возрасте	297237.0	196492.0	160551.0	6697.0	35941.0	2073.0	99710.0	3884.0	23006.0	9760.0	30757.0	32303.0	1035.0
учащиеся	34335.0	5078.0	3671.0	61.0	1407.0	89.0	28812.0	4261.0	2646.0	12897.0	1120.0	7888.0	445.0
Усть-Ордынский Бурятский автономный округ													
Сельское  население  в возрасте 15-64 лет	85143.0	48794.0	41434.0	2707.0	7360.0	435.0	36217.0	1574.0	11695.0	6021.0	11639.0	5288.0	132.0
в том числе в возрасте, лет:													
15 – 19	12132.0	1620.0	1026.0	49.0	594.0	43.0	10450.0	1318.0	1437.0	5026.0	1091.0	1578.0	62.0
20 – 29	17969.0	11798.0	9498.0	155.0	2300.0	40.0	6157.0	250.0	745.0	684.0	2754.0	1724.0	14.0
30 – 39	18080.0	13150.0	11392.0	223.0	1758.0	74.0	4920.0	5.0	850.0	224.0	2999.0	842.0	10.0
40 – 49	21525.0	15516.0	13534.0	649.0	1982.0	120.0	6001.0	1.0	1479.0	77.0	3640.0	804.0	8.0
50 – 59	10345.0	6093.0	5422.0	1128.0	671.0	104.0	4246.0	-	2777.0	9.0	1135.0	325.0	6.0
60 – 64	5092.0	617.0	562.0	503.0	55.0	54.0	4443.0	-	4407.0	1.0	20.0	15.0	32.0
Из общей численности -													
население в трудоспособном возрасте	74763.0	47561.0	40322.0	1809.0	7239.0	347.0	27134.0	1418.0	5751.0	3375.0	11530.0	5060.0	68.0
учащиеся	10334.0	1626.0	1402.0	30.0	224.0	10.0	8654.0	1572.0	839.0	4753.0	589.0	901.0	54.0
Мужчины  в возрасте 15-64 лет	41621.0	24782.0	20729.0	974.0	4053.0	219.0	16784.0	631.0	5050.0	2429.0	5884.0	2790.0	55.0
в том числе в возрасте, лет:													
15 – 19	6199.0	986.0	670.0	36.0	316.0	26.0	5180.0	563.0	816.0	2389.0	581.0	831.0	33.0
20 – 29	8690.0	6116.0	4886.0	94.0	1230.0	19.0	2569.0	67.0	422.0	14.0	1210.0	856.0	5.0
30 – 39	8820.0	6411.0	5423.0	114.0	988.0	32.0	2403.0	1.0	413.0	13.0	1514.0	462.0	6.0
40 – 49	10755.0	7672.0	6599.0	229.0	1073.0	63.0	3081.0	-	798.0	8.0	1851.0	424.0	2.0
50 – 59	4984.0	3284.0	2873.0	258.0	411.0	45.0	1699.0	-	775.0	4.0	715.0	205.0	1.0
60 – 64	2173.0	313.0	278.0	243.0	35.0	34.0	1852.0	-	1826.0	1.0	13.0	12.0	8.0
Из общей численности -													
население в трудоспособном возрасте	37557.0	24417.0	20425.0	730.0	3992.0	179.0	13107.0	546.0	2964.0	1103.0	5825.0	2669.0	33.0
учащиеся	4470.0	455.0	371.0	14.0	84.0	2.0	3985.0	630.0	392.0	2256.0	284.0	423.0	30.0
Женщины в возрасте  15-64 лет	43522.0	24012.0	20705.0	1733.0	3307.0	216.0	19433.0	943.0	6645.0	3592.0	5755.0	2498.0	77.0
в том числе в возрасте, лет:													
15 – 19	5933.0	634.0	356.0	13.0	278.0	17.0	5270.0	755.0	621.0	2637.0	510.0	747.0	29.0
20 – 29	9279.0	5682.0	4612.0	61.0	1070.0	21.0	3588.0	183.0	323.0	670.0	1544.0	868.0	9.0
30 – 39	9260.0	6739.0	5969.0	109.0	770.0	42.0	2517.0	4.0	437.0	211.0	1485.0	380.0	4.0
40 – 49	10770.0	7844.0	6935.0	420.0	909.0	57.0	2920.0	1.0	681.0	69.0	1789.0	380.0	6.0
50 – 59	5361.0	2809.0	2549.0	870.0	260.0	59.0	2547.0	-	2002.0	5.0	420.0	120.0	5.0
60 – 64	2919.0	304.0	284.0	260.0	20.0	20.0	2591.0	-	2581.0	-	7.0	3.0	24.0
Из общей численности -													
население в трудоспособном возрасте	37206.0	23144.0	19897.0	1079.0	3247.0	168.0	14027.0	872.0	2787.0	2272.0	5705.0	2391.0	35.0
учащиеся	5864.0	1171.0	1031.0	16.0	140.0	8.0	4669.0	942.0	447.0	2497.0	305.0	478.0	24.0
Кемеровская область													
Городское и сельское  население  в возрасте 15-64 лет	2016679.0	1377203.0	1200097.0	83611.0	177106.0	19157.0	638005.0	47904.0	261413.0	48092.0	44775.0	235821.0	1471.0
в том числе в возрасте, лет:													
15 – 19	249320.0	50226.0	26800.0	291.0	23426.0	729.0	198963.0	36942.0	9643.0	31586.0	6740.0	114052.0	131.0
20 – 29	440122.0	347544.0	295165.0	1112.0	52379.0	1038.0	92219.0	10882.0	6701.0	11325.0	8803.0	54508.0	359.0
30 – 39	364786.0	318924.0	285981.0	2115.0	32943.0	1342.0	45583.0	76.0	7655.0	3469.0	8478.0	25905.0	279.0
40 – 49	497535.0	428419.0	385616.0	12277.0	42803.0	3840.0	68745.0	4.0	24199.0	1247.0	14286.0	29009.0	371.0
50 – 59	316498.0	205235.0	183584.0	47356.0	21651.0	8392.0	111066.0	-	92167.0	428.0	6358.0	12113.0	197.0
60 – 64	148418.0	26855.0	22951.0	20460.0	3904.0	3816.0	121429.0	-	121048.0	37.0	110.0	234.0	134.0
Из общей численности -													
население в трудоспособном возрасте	1757063.0	1325164.0	1155787.0	47370.0	169377.0	13065.0	430617.0	44573.0	102491.0	31487.0	43336.0	208730.0	1282.0
учащиеся	284848.0	79091.0	60697.0	496.0	18394.0	562.0	205727.0	47904.0	7892.0	30556.0	5603.0	113772.0	30.0
Мужчины  в возрасте 15-64 лет	947486.0	688969.0	602814.0	38374.0	86155.0	9849.0	257799.0	21618.0	108862.0	14458.0	17151.0	95710.0	718.0
в том числе в возрасте, лет:													
15 – 19	121273.0	25896.0	14214.0	168.0	11682.0	408.0	95303.0	17608.0	4920.0	13565.0	3380.0	55830.0	74.0
20 – 29	211278.0	183183.0	158358.0	627.0	24825.0	523.0	27907.0	3988.0	3861.0	344.0	2686.0	17028.0	188.0
30 – 39	176641.0	161706.0	145653.0	1014.0	16053.0	725.0	14803.0	22.0	3986.0	137.0	2852.0	7806.0	132.0
40 – 49	235238.0	205870.0	184984.0	6727.0	20886.0	2360.0	29193.0	-	13467.0	258.0	5312.0	10156.0	175.0
50 – 59	142702.0	98899.0	87978.0	19762.0	10921.0	4107.0	43700.0	-	35953.0	141.0	2851.0	4755.0	103.0
60 – 64	60354.0	13415.0	11627.0	10076.0	1788.0	1726.0	46893.0	-	46675.0	13.0	70.0	135.0	46.0
Из общей численности -													
население в трудоспособном возрасте	860777.0	674422.0	590914.0	28288.0	83508.0	8071.0	185688.0	19599.0	60838.0	6683.0	16407.0	82161.0	667.0
учащиеся	128919.0	34509.0	26901.0	213.0	7608.0	297.0	94397.0	21618.0	3762.0	13098.0	2694.0	53225.0	13.0
Женщины в возрасте  15-64 лет	1069193.0	688234.0	597283.0	45237.0	90951.0	9308.0	380206.0	26286.0	152551.0	33634.0	27624.0	140111.0	753.0
в том числе в возрасте, лет:													
15 – 19	128047.0	24330.0	12586.0	123.0	11744.0	321.0	103660.0	19334.0	4723.0	18021.0	3360.0	58222.0	57.0
20 – 29	228844.0	164361.0	136807.0	485.0	27554.0	515.0	64312.0	6894.0	2840.0	10981.0	6117.0	37480.0	171.0
30 – 39	188145.0	157218.0	140328.0	1101.0	16890.0	617.0	30780.0	54.0	3669.0	3332.0	5626.0	18099.0	147.0
40 – 49	262297.0	222549.0	200632.0	5550.0	21917.0	1480.0	39552.0	4.0	10732.0	989.0	8974.0	18853.0	196.0
50 – 59	173796.0	106336.0	95606.0	27594.0	10730.0	4285.0	67366.0	-	56214.0	287.0	3507.0	7358.0	94.0
60 – 64	88064.0	13440.0	11324.0	10384.0	2116.0	2090.0	74536.0	-	74373.0	24.0	40.0	99.0	88.0
Из общей численности -													
население в трудоспособном возрасте	896286.0	650742.0	564873.0	19082.0	85869.0	4994.0	244929.0	24974.0	41653.0	24804.0	26929.0	126569.0	615.0
учащиеся	155929.0	44582.0	33796.0	283.0	10786.0	265.0	111330.0	26286.0	4130.0	17458.0	2909.0	60547.0	17.0
Городское население  в возрасте 15-64 лет	1761984.0	1223454.0	1073195.0	78367.0	150259.0	17435.0	537073.0	43897.0	222657.0	36456.0	22652.0	211411.0	1457.0
в том числе в возрасте, лет:													
15 – 19	215111.0	42885.0	22837.0	236.0	20048.0	588.0	172099.0	33439.0	7538.0	22691.0	3866.0	104565.0	127.0
20 – 29	389131.0	310283.0	265407.0	999.0	44876.0	886.0	78489.0	10378.0	5328.0	9402.0	4470.0	48911.0	359.0
30 – 39	320216.0	283872.0	256108.0	1890.0	27764.0	1176.0	36065.0	76.0	6176.0	2954.0	4027.0	22832.0	279.0
40 – 49	431162.0	377335.0	341712.0	11149.0	35623.0	3529.0	53460.0	4.0	20419.0	1026.0	7146.0	24865.0	367.0
50 – 59	277612.0	183710.0	165337.0	44647.0	18373.0	7764.0	93707.0	-	80252.0	351.0	3080.0	10024.0	195.0
60 – 64	128752.0	25369.0	21794.0	19446.0	3575.0	3492.0	103253.0	-	102944.0	32.0	63.0	214.0	130.0
Из общей численности -													
население в трудоспособном возрасте	1536912.0	1174716.0	1031418.0	44129.0	143298.0	11880.0	360923.0	40923.0	87675.0	24613.0	21809.0	185903.0	1273.0
учащиеся	258132.0	74608.0	57331.0	466.0	17277.0	507.0	183496.0	43897.0	6533.0	22432.0	3724.0	106910.0	28.0
Сельское население  в возрасте  15-64 лет	254695.0	153749.0	126902.0	5244.0	26847.0	1722.0	100932.0	4007.0	38756.0	11636.0	22123.0	24410.0	14.0
в том числе в возрасте, лет:													
15 – 19	34209.0	7341.0	3963.0	55.0	3378.0	141.0	26864.0	3503.0	2105.0	8895.0	2874.0	9487.0	4.0
20 – 29	50991.0	37261.0	29758.0	113.0	7503.0	152.0	13730.0	504.0	1373.0	1923.0	4333.0	5597.0	-
30 – 39	44570.0	35052.0	29873.0	225.0	5179.0	166.0	9518.0	-	1479.0	515.0	4451.0	3073.0	-
40 – 49	66373.0	51084.0	43904.0	1128.0	7180.0	311.0	15285.0	-	3780.0	221.0	7140.0	4144.0	4.0
50 – 59	38886.0	21525.0	18247.0	2709.0	3278.0	628.0	17359.0	-	11915.0	77.0	3278.0	2089.0	2.0
60 – 64	19666.0	1486.0	1157.0	1014.0	329.0	324.0	18176.0	-	18104.0	5.0	47.0	20.0	4.0
Из общей численности -													
население в трудоспособном возрасте	220151.0	150448.0	124369.0	3241.0	26079.0	1185.0	69694.0	3650.0	14816.0	6874.0	21527.0	22827.0	9.0
учащиеся	26716.0	4483.0	3366.0	30.0	1117.0	55.0	22231.0	4007.0	1359.0	8124.0	1879.0	6862.0	2.0
Новосибирская область													
Городское и сельское  население  в возрасте 15-64 лет	1881911.0	1279156.0	1159467.0	64878.0	119689.0	10444.0	602712.0	48406.0	223364.0	51870.0	56930.0	222142.0	43.0
в том числе в возрасте, лет:													
15 – 19	236836.0	46229.0	27878.0	363.0	18351.0	469.0	190579.0	36734.0	6947.0	34823.0	4748.0	107327.0	28.0
20 – 29	411435.0	316407.0	278900.0	1175.0	37507.0	704.0	95028.0	11548.0	5767.0	11632.0	11818.0	54263.0	-
30 – 39	348136.0	301161.0	279067.0	2176.0	22094.0	852.0	46968.0	114.0	6813.0	3763.0	12243.0	24035.0	7.0
40 – 49	453007.0	388797.0	362655.0	9324.0	26142.0	2113.0	64210.0	10.0	19604.0	1230.0	18587.0	24779.0	-
50 – 59	288848.0	198568.0	185490.0	29595.0	13078.0	3853.0	90280.0	-	69005.0	378.0	9388.0	11509.0	-
60 – 64	143649.0	27994.0	25477.0	22245.0	2517.0	2453.0	115647.0	-	115228.0	44.0	146.0	229.0	8.0
Из общей численности -													
население в трудоспособном возрасте	1636521.0	1228671.0	1113879.0	28381.0	114792.0	6531.0	407823.0	45233.0	71618.0	34252.0	56275.0	200445.0	27.0
учащиеся	290304.0	81634.0	62917.0	552.0	18717.0	438.0	208642.0	48406.0	5555.0	34236.0	3377.0	117068.0	28.0
Мужчины  в возрасте 15-64 лет	881583.0	650461.0	592167.0	28188.0	58294.0	4945.0	231110.0	21150.0	82575.0	16375.0	22234.0	88776.0	12.0
в том числе в возрасте, лет:													
15 – 19	114104.0	24268.0	15195.0	229.0	9073.0	241.0	89824.0	16898.0	3699.0	15676.0	2342.0	51209.0	12.0
20 – 29	197282.0	167981.0	150067.0	682.0	17914.0	391.0	29301.0	4213.0	3170.0	258.0	3693.0	17967.0	-
30 – 39	169015.0	153831.0	143004.0	1188.0	10827.0	422.0	15184.0	36.0	3583.0	118.0	4594.0	6853.0	-
40 – 49	213063.0	186831.0	173906.0	5125.0	12925.0	1256.0	26232.0	3.0	10718.0	222.0	7149.0	8140.0	-
50 – 59	129749.0	101681.0	95303.0	8484.0	6378.0	1500.0	28068.0	-	19129.0	81.0	4352.0	4506.0	-
60 – 64	58370.0	15869.0	14692.0	12480.0	1177.0	1135.0	42501.0	-	42276.0	20.0	104.0	101.0	-
Из общей численности -													
население в трудоспособном возрасте	799907.0	633773.0	577155.0	15695.0	56618.0	3786.0	166126.0	19179.0	39163.0	7923.0	21928.0	77933.0	8.0
учащиеся	127597.0	33772.0	25608.0	256.0	8164.0	184.0	93813.0	21150.0	2674.0	15312.0	1516.0	53161.0	12.0
Женщины в возрасте  15-64 лет	1000328.0	628695.0	567300.0	36690.0	61395.0	5499.0	371602.0	27256.0	140789.0	35495.0	34696.0	133366.0	31.0
в том числе в возрасте, лет:													
15 – 19	122732.0	21961.0	12683.0	134.0	9278.0	228.0	100755.0	19836.0	3248.0	19147.0	2406.0	56118.0	16.0
20 – 29	214153.0	148426.0	128833.0	493.0	19593.0	313.0	65727.0	7335.0	2597.0	11374.0	8125.0	36296.0	-
30 – 39	179121.0	147330.0	136063.0	988.0	11267.0	430.0	31784.0	78.0	3230.0	3645.0	7649.0	17182.0	7.0
40 – 49	239944.0	201966.0	188749.0	4199.0	13217.0	857.0	37978.0	7.0	8886.0	1008.0	11438.0	16639.0	-
50 – 59	159099.0	96887.0	90187.0	21111.0	6700.0	2353.0	62212.0	-	49876.0	297.0	5036.0	7003.0	-
60 – 64	85279.0	12125.0	10785.0	9765.0	1340.0	1318.0	73146.0	-	72952.0	24.0	42.0	128.0	8.0
Из общей численности -													
население в трудоспособном возрасте	836614.0	594898.0	536724.0	12686.0	58174.0	2745.0	241697.0	26054.0	32455.0	26329.0	34347.0	122512.0	19.0
учащиеся	162707.0	47862.0	37309.0	296.0	10553.0	254.0	114829.0	27256.0	2881.0	18924.0	1861.0	63907.0	16.0
Городское население  в возрасте 15-64 лет	1441507.0	1004486.0	913208.0	55267.0	91278.0	8507.0	437006.0	43323.0	158325.0	27689.0	16607.0	191062.0	15.0
в том числе в возрасте, лет:													
15 – 19	184482.0	35628.0	20990.0	229.0	14638.0	302.0	148850.0	32231.0	4001.0	16257.0	1883.0	94478.0	4.0
20 – 29	325507.0	253833.0	224854.0	864.0	28979.0	552.0	71674.0	10976.0	3575.0	7706.0	3218.0	46199.0	-
30 – 39	266034.0	235318.0	218886.0	1641.0	16432.0	659.0	30709.0	106.0	4334.0	2569.0	3304.0	20396.0	7.0
40 – 49	334631.0	294874.0	275841.0	7019.0	19033.0	1714.0	39757.0	10.0	13311.0	849.0	5170.0	20417.0	-
50 – 59	223504.0	159331.0	149147.0	25006.0	10184.0	3321.0	64173.0	-	51557.0	276.0	2964.0	9376.0	-
60 – 64	107349.0	25502.0	23490.0	20508.0	2012.0	1959.0	81843.0	-	81547.0	32.0	68.0	196.0	4.0
Из общей численности -													
население в трудоспособном возрасте	1257217.0	959417.0	872053.0	22284.0	87364.0	5291.0	297789.0	40647.0	49963.0	19313.0	16279.0	171587.0	11.0
учащиеся	246616.0	72817.0	55644.0	490.0	17173.0	386.0	173795.0	43323.0	3646.0	16758.0	1915.0	108153.0	4.0
Сельское население  в возрасте  15-64 лет	440404.0	274670.0	246259.0	9611.0	28411.0	1937.0	165706.0	5083.0	65039.0	24181.0	40323.0	31080.0	28.0
в том числе в возрасте, лет:													
15 – 19	52354.0	10601.0	6888.0	134.0	3713.0	167.0	41729.0	4503.0	2946.0	18566.0	2865.0	12849.0	24.0
20 – 29	85928.0	62574.0	54046.0	311.0	8528.0	152.0	23354.0	572.0	2192.0	3926.0	8600.0	8064.0	-
30 – 39	82102.0	65843.0	60181.0	535.0	5662.0	193.0	16259.0	8.0	2479.0	1194.0	8939.0	3639.0	-
40 – 49	118376.0	93923.0	86814.0	2305.0	7109.0	399.0	24453.0	-	6293.0	381.0	13417.0	4362.0	-
50 – 59	65344.0	39237.0	36343.0	4589.0	2894.0	532.0	26107.0	-	17448.0	102.0	6424.0	2133.0	-
60 – 64	36300.0	2492.0	1987.0	1737.0	505.0	494.0	33804.0	-	33681.0	12.0	78.0	33.0	4.0
Из общей численности -													
население в трудоспособном возрасте	379304.0	269254.0	241826.0	6097.0	27428.0	1240.0	110034.0	4586.0	21655.0	14939.0	39996.0	28858.0	16.0
учащиеся	43688.0	8817.0	7273.0	62.0	1544.0	52.0	34847.0	5083.0	1909.0	17478.0	1462.0	8915.0	24.0
Омская область													
Городское и сельское  население  в возрасте 15-64 лет	1444489.0	932437.0	827109.0	42009.0	105328.0	7741.0	511349.0	47278.0	181976.0	53648.0	50637.0	177810.0	703.0
в том числе в возрасте, лет:													
15 – 19	193098.0	30621.0	17002.0	236.0	13619.0	463.0	162438.0	36614.0	7855.0	37554.0	4898.0	75517.0	39.0
20 – 29	317022.0	233909.0	200960.0	876.0	32949.0	662.0	82925.0	10595.0	5788.0	11382.0	10690.0	44470.0	188.0
30 – 39	277938.0	230823.0	209024.0	1679.0	21799.0	775.0	46974.0	69.0	7390.0	3561.0	12442.0	23512.0	141.0
40 – 49	347961.0	289019.0	264657.0	7244.0	24362.0	1652.0	58757.0	-	18119.0	855.0	16095.0	23688.0	185.0
50 – 59	205517.0	133543.0	122686.0	20614.0	10857.0	2476.0	71857.0	-	54709.0	261.0	6403.0	10484.0	117.0
60 – 64	102953.0	14522.0	12780.0	11360.0	1742.0	1713.0	88398.0	-	88115.0	35.0	109.0	139.0	33.0
Из общей численности -													
население в трудоспособном возрасте	1263425.0	904491.0	802629.0	21803.0	101862.0	5031.0	358280.0	44627.0	65298.0	33791.0	50012.0	164552.0	654.0
учащиеся	213071.0	43698.0	32120.0	290.0	11578.0	436.0	169361.0	47278.0	5792.0	35987.0	2943.0	77361.0	12.0
Мужчины  в возрасте 15-64 лет	676855.0	475481.0	423379.0	18267.0	52102.0	3932.0	201046.0	22658.0	69079.0	17404.0	21057.0	70848.0	328.0
в том числе в возрасте, лет:													
15 – 19	93664.0	15965.0	9257.0	170.0	6708.0	241.0	77689.0	18437.0	4221.0	16886.0	2502.0	35643.0	10.0
20 – 29	150884.0	124102.0	108096.0	541.0	16006.0	363.0	26678.0	4194.0	3137.0	188.0	3961.0	15198.0	104.0
30 – 39	133470.0	117140.0	106582.0	922.0	10558.0	421.0	16270.0	27.0	3831.0	113.0	5039.0	7260.0	60.0
40 – 49	164695.0	140120.0	127991.0	3708.0	12129.0	1022.0	24471.0	-	9760.0	94.0	6345.0	8272.0	104.0
50 – 59	91988.0	69347.0	63552.0	6068.0	5795.0	997.0	22603.0	-	14966.0	107.0	3137.0	4393.0	38.0
60 – 64	42154.0	8807.0	7901.0	6858.0	906.0	888.0	33335.0	-	33164.0	16.0	73.0	82.0	12.0
Из общей численности -													
население в трудоспособном возрасте	614804.0	466070.0	415292.0	11398.0	50778.0	3012.0	148422.0	20887.0	34754.0	7681.0	20757.0	64343.0	312.0
учащиеся	96557.0	18221.0	12868.0	149.0	5353.0	207.0	78332.0	22658.0	2870.0	16288.0	1370.0	35146.0	4.0
Женщины в возрасте  15-64 лет	767634.0	456956.0	403730.0	23742.0	53226.0	3809.0	310303.0	24620.0	112897.0	36244.0	29580.0	106962.0	375.0
в том числе в возрасте, лет:													
15 – 19	99434.0	14656.0	7745.0	66.0	6911.0	222.0	84749.0	18177.0	3634.0	20668.0	2396.0	39874.0	29.0
20 – 29	166138.0	109807.0	92864.0	335.0	16943.0	299.0	56247.0	6401.0	2651.0	11194.0	6729.0	29272.0	84.0
30 – 39	144468.0	113683.0	102442.0	757.0	11241.0	354.0	30704.0	42.0	3559.0	3448.0	7403.0	16252.0	81.0
40 – 49	183266.0	148899.0	136666.0	3536.0	12233.0	630.0	34286.0	-	8359.0	761.0	9750.0	15416.0	81.0
50 – 59	113529.0	64196.0	59134.0	14546.0	5062.0	1479.0	49254.0	-	39743.0	154.0	3266.0	6091.0	79.0
60 – 64	60799.0	5715.0	4879.0	4502.0	836.0	825.0	55063.0	-	54951.0	19.0	36.0	57.0	21.0
Из общей численности -													
население в трудоспособном возрасте	648621.0	438421.0	387337.0	10405.0	51084.0	2019.0	209858.0	23740.0	30544.0	26110.0	29255.0	100209.0	342.0
учащиеся	116514.0	25477.0	19252.0	141.0	6225.0	229.0	91029.0	24620.0	2922.0	19699.0	1573.0	42215.0	8.0
Городское население  в возрасте 15-64 лет	1015398.0	680720.0	610547.0	33891.0	70173.0	6036.0	333995.0	40216.0	117730.0	27084.0	9743.0	139222.0	683.0
в том числе в возрасте, лет:													
15 – 19	137057.0	21080.0	11288.0	131.0	9792.0	294.0	115942.0	30534.0	4145.0	17055.0	1733.0	62475.0	35.0
20 – 29	228463.0	173115.0	151042.0	610.0	22073.0	467.0	55164.0	9613.0	2919.0	7079.0	1848.0	33705.0	184.0
30 – 39	192769.0	166266.0	152490.0	1194.0	13776.0	597.0	26366.0	69.0	4184.0	2326.0	1951.0	17836.0	137.0
40 – 49	238245.0	205828.0	190152.0	5079.0	15676.0	1324.0	32236.0	-	11629.0	441.0	2820.0	17346.0	181.0
50 – 59	148276.0	101699.0	94239.0	16802.0	7460.0	1986.0	46460.0	-	37177.0	167.0	1359.0	7757.0	117.0
60 – 64	70588.0	12732.0	11336.0	10075.0	1396.0	1368.0	57827.0	-	57676.0	16.0	32.0	103.0	29.0
Из общей численности -													
население в трудоспособном возрасте	891160.0	656779.0	589228.0	16268.0	67551.0	3900.0	233739.0	38108.0	40937.0	17806.0	9437.0	127451.0	642.0
учащиеся	170187.0	38069.0	27802.0	243.0	10267.0	351.0	132110.0	40216.0	3666.0	17161.0	1650.0	69417.0	8.0
Сельское население  в возрасте  15-64 лет	429091.0	251717.0	216562.0	8118.0	35155.0	1705.0	177354.0	7062.0	64246.0	26564.0	40894.0	38588.0	20.0
в том числе в возрасте, лет:													
15 – 19	56041.0	9541.0	5714.0	105.0	3827.0	169.0	46496.0	6080.0	3710.0	20499.0	3165.0	13042.0	4.0
20 – 29	88559.0	60794.0	49918.0	266.0	10876.0	195.0	27761.0	982.0	2869.0	4303.0	8842.0	10765.0	4.0
30 – 39	85169.0	64557.0	56534.0	485.0	8023.0	178.0	20608.0	-	3206.0	1235.0	10491.0	5676.0	4.0
40 – 49	109716.0	83191.0	74505.0	2165.0	8686.0	328.0	26521.0	-	6490.0	414.0	13275.0	6342.0	4.0
50 – 59	57241.0	31844.0	28447.0	3812.0	3397.0	490.0	25397.0	-	17532.0	94.0	5044.0	2727.0	-
60 – 64	32365.0	1790.0	1444.0	1285.0	346.0	345.0	30571.0	-	30439.0	19.0	77.0	36.0	4.0
Из общей численности -													
население в трудоспособном возрасте	372265.0	247712.0	213401.0	5535.0	34311.0	1131.0	124541.0	6519.0	24361.0	15985.0	40575.0	37101.0	12.0
учащиеся	42884.0	5629.0	4318.0	47.0	1311.0	85.0	37251.0	7062.0	2126.0	18826.0	1293.0	7944.0	4.0
Томская область													
Городское и сельское  население  в возрасте 15-64 лет	754587.0	495641.0	430823.0	31015.0	64818.0	4878.0	258946.0	46346.0	80153.0	20727.0	18620.0	93100.0	-
в том числе в возрасте, лет:													
15 – 19	115744.0	19248.0	9661.0	154.0	9587.0	369.0	96496.0	32324.0	3783.0	12752.0	2705.0	44932.0	-
20 – 29	178026.0	126737.0	106530.0	414.0	20207.0	318.0	51289.0	13966.0	2367.0	5430.0	3575.0	25951.0	-
30 – 39	134234.0	117021.0	105086.0	787.0	11935.0	366.0	17213.0	53.0	2748.0	1863.0	3714.0	8835.0	-
40 – 49	171251.0	147472.0	132185.0	3799.0	15287.0	941.0	23779.0	3.0	7559.0	545.0	6306.0	9366.0	-
50 – 59	107973.0	73719.0	66889.0	16464.0	6830.0	1925.0	34254.0	-	27923.0	114.0	2270.0	3947.0	-
60 – 64	47359.0	11444.0	10472.0	9397.0	972.0	959.0	35915.0	-	35773.0	23.0	50.0	69.0	-
Из общей численности -													
население в трудоспособном возрасте	669611.0	475280.0	412428.0	15540.0	62852.0	3383.0	194331.0	45022.0	32399.0	13922.0	18156.0	84832.0	-
учащиеся	154351.0	37540.0	27362.0	281.0	10178.0	311.0	116811.0	46346.0	3255.0	12560.0	2105.0	52545.0	-
Мужчины  в возрасте 15-64 лет	359835.0	251796.0	219316.0	12929.0	32480.0	2313.0	108039.0	21704.0	30989.0	5877.0	8922.0	40547.0	-
